,tf,tt,annualYieldRate,annualExcessYieldRate,MonthlyYieldRate,MonthlyExcessYieldRate,annualYieldRate(non-compounding),annualExcessYieldRate(non-compounding),originalYieldRate,originalYieldExcessYieldRate,openingTimes,closingTimes,ATF,HTF,TF,SharpeRate(annual),SharpeRate(original)
0,1,1,0.23877645349488422,0.2770790446806598,-0.004688779223179062,-0.0045608126192800665,-0.056265350678148744,-0.054729751431360794,-0.004688779223179062,-0.0045608126192800665,1.65392064924053,0.8182475126124926,1511.9154154330056,9311.431303298825,10823.346718731833,0.40547651387975253,-0.2733199236554996
1,1,2,0.002880174331339978,0.005524140405455355,-0.0021402974903937566,-0.002080750374513849,-0.02568356988472508,-0.024969004494166187,-0.004280594980787513,-0.004161500749027698,1.754181194741454,0.9202163318755627,1564.538701721208,9646.644586704077,11211.183288425285,0.04640677481774076,-0.22635395769633312
2,2,1,0.4290132480677634,0.4367324389930753,-0.0014994571387626915,-0.005181896874291122,-0.01799348566515229,-0.06218276249149344,-0.0014994571387626915,-0.005181896874291122,1.772341868261336,0.9122479399415311,1547.7020549621539,9395.864665802597,10943.566720764757,0.397331609020713,-0.06915123562487419
3,2,2,0.02160146508604254,0.0073795724072883775,6.177020835104239e-05,-0.0023141545518453877,0.0007412425002125063,-0.027769854622144645,0.00012354041670208478,-0.004628309103690775,1.9287460170706967,1.0691890451732076,1630.2106091194416,9924.923336404978,11555.133945524418,0.3067024228057521,0.005385558140897016
