,2007-05-01,2008-05-01,2008-08-01,2008-11-01,2008-12-01,2009-08-01,2009-09-01,2009-12-01,2010-04-01,2010-10-01,2011-04-01,2011-05-01,2011-07-01,2011-08-01,2011-09-01,2011-12-01,2012-01-01,2012-04-01,2012-06-01,2012-11-01,2012-12-01,2013-02-01,2013-05-01,2013-06-01,2013-10-01,2013-11-01,2013-12-01,2014-02-01,2014-07-01,2014-09-01,2014-12-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-09-01,2016-02-01,2016-05-01
0,-0.012049742440384037,-0.04983257982690281,-0.024102270526767278,0.07789671446470187,0.1059244077758487,-0.004997659062897508,0.09835086245812708,-0.06277241178098913,-0.04504805517917232,0.05972011035765501,0.022948684887296622,-0.021267441187047265,0.009328890198131434,0.033404608563106564,-0.0003411642175423779,0.04554972767653531,0.047211751519717904,0.020022270197221026,-0.021890118539750425,-0.0013996735126995397,0.0014262929566069005,-0.04797928820495345,-0.04848939419002818,-0.058792255540049077,0.031553459975275366,-0.03492175469575898,-0.007599624772231195,-0.025509927232208796,-0.003785949794059107,-0.04371229923511066,-0.017559117228481913,0.013485882210727329,0.04940350256709802,-0.020188678104382962,-0.034961918326331,0.08824879119111184,-0.01762574689173846,0.007472772011314799
1,0.026372178848817818,,0.041139317641493145,0.07049528696094348,,-0.04543992328350477,,0.02388732806161853,-0.07767782185190697,,-0.02878580245400464,-0.06068899180802534,0.013494449049892276,0.07824819725221133,0.014693492931883156,0.025131274356478883,0.042868724196542196,0.007497654414762245,0.0010266677209145314,-0.0313886954659961,0.027288474546354635,-0.02220633515512649,-0.06558621229222439,,0.004918320138575183,-0.03856599580964648,-0.011242152590420496,,-0.01602916522907538,-0.06142124002978555,-0.04409445284247848,-0.014621256345765055,0.01598802516882003,-0.020618504024526363,-0.012703481105067915,0.09462346100263641,0.05718619206381659,-0.008328798617983857
2,0.03389321958244951,,0.0036791277429841784,0.06770958609703809,,-0.02197084605079347,,0.06450877076162875,,,-0.043515817831235815,,-0.049422856474757415,,0.005038650159661984,-0.008513336089654544,0.03281033722917748,-0.012032626307412642,-0.020772441429804278,-0.018312414660807352,0.03425759971537978,-0.008924745947820334,,,0.02232831958916215,-0.10754348406463077,-0.03388990538879,,-0.023863379074724467,,,-0.02094160945475876,0.06471058522904638,-0.011734171270092908,-0.014039630276478032,0.08847379653788412,,-0.0026452764323172673
3,0.012042494512496393,,-0.006630762458331718,0.09759627757516426,,-0.05890646052153192,,0.04545108767011907,,,-0.06477295850094311,,-0.07348364426169307,,0.022839459840828802,-0.03601586865911166,0.07396262788475338,-0.0166775567325832,-0.036429637666681725,0.004405721478974556,0.04262362199484038,-0.025394031669419892,,,0.004577276302699218,,-0.02833049221058781,,-0.017911987241208127,,,-0.05564010465848357,0.1711720255017415,-0.03304869453537984,-0.04153667845069142,0.17520141091598562,,-0.02342466813021593
4,0.0026166678328647386,,-0.07510452708381887,0.0815131156748537,,-0.10011007136978245,,0.058805273362190214,,,-0.05385178810117619,,,,0.03229226034811283,-0.003995840854364552,,0.013750152450831443,-0.07532597170854105,0.011418001571064984,0.06758243603036096,-0.01919282497911068,,,0.0239579285830267,,-0.04690391421368201,,-0.021462679955718045,,,,,-0.037894065423234036,-0.07966386230655065,,,-0.026122374632383316
5,-0.0013754012874866994,,,0.0582633479902504,,-0.07146864725009561,,0.05069783847956533,,,-0.03184686374251289,,,,0.05602826163958241,0.018804193962979276,,-0.010896293069400542,,0.08105646711662517,,-0.055736467549045265,,,-0.009530503457794381,,,,0.0009269005968191024,,,,,-0.02347188068196715,,,,-0.022159917686953357
6,0.02970763575081481,,,0.050425567476226896,,-0.028772065247875123,,0.07729118630815535,,,-0.04961199421836593,,,,0.026109683080359325,0.04125422434828252,,-0.02901878305217931,,,,-0.03126520144093714,,,0.01929917721755192,,,,0.00523609213461107,,,,,-0.0770516917666515,,,,-0.05127697603913717
7,0.072810533158854,,,0.10476842876601095,,-0.03563058350637416,,,,,-0.07782367717055294,,,,0.00885183705140502,0.03531361194797711,,,,,,-0.037984732767146756,,,0.011515142390062572,,,,-0.022026302074888537,,,,,-0.060472479460437434,,,,
8,,,,0.1779328285401161,,-0.01053259347200175,,,,,,,,,0.03999765986289461,0.03767608989026883,,,,,,-0.05933516923606508,,,0.04099994575814048,,,,-0.01117165842353307,,,,,-0.0917136711334674,,,,
9,,,,,,0.001769521962951881,,,,,,,,,0.07781788932739886,0.014118533189988014,,,,,,-0.1298743102598272,,,0.011057249458577445,,,,-0.0026474239540168476,,,,,,,,,
