,2002-07-01,2003-10-01,2004-08-01,2004-09-01,2004-11-01,2005-03-01,2005-05-01,2005-06-01,2006-02-01,2006-04-01,2006-05-01,2006-06-01,2006-07-01,2006-09-01,2006-10-01,2006-11-01,2006-12-01,2007-01-01,2007-02-01,2007-03-01,2007-04-01,2008-09-01,2009-03-01,2009-04-01,2009-05-01,2009-08-01,2009-09-01,2009-11-01,2009-12-01,2010-01-01,2010-05-01,2010-10-01,2011-03-01,2011-04-01,2011-05-01,2011-06-01,2011-11-01,2012-05-01,2013-02-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2014-01-01,2014-11-01,2015-01-01,2015-04-01,2015-06-01,2015-07-01,2016-01-01,2016-03-01,2016-05-01,2016-06-01,2016-07-01,2016-09-01
0,0.034627812290994875,0.06703439059431926,0.05688042118570036,-0.016497461700003047,0.027180224433561495,0.04394854582735097,-0.01658055321288776,0.012287602767029782,0.013278879721664527,-0.013689021164292825,0.002928214068085744,0.02801838693904335,-0.032406890914105535,-0.006257315203834324,-0.03824237585515844,0.006397959412062115,0.002296303053708648,-0.0021743056058982635,-0.01603683085706442,0.05972690650483603,0.03167538574374218,0.3482137302240442,0.08610038865379543,0.0893298716184101,-0.05451148422780294,0.014507760774779221,-0.07950314917315615,0.009189115044767604,-0.030614156934066106,0.03619992901077773,0.00597548668273884,0.009922317197201602,-0.031286139253840384,-0.013165705259557736,0.03632738984552497,0.03382705823854981,0.060222960978181916,0.036401230264832884,-0.03387694659102514,0.010178852123790882,-0.04281940228807701,-0.01071586919805445,0.014068417083945128,0.03338967799138892,0.008538362868090621,-0.01716282853226092,-0.003729257565492583,-0.05652163207082839,-0.07206893981990148,0.007535322332320904,-0.011842584821708968,0.05289334048261052,0.01063967918124864,-0.024779752059081783,0.020226480544031755
1,0.03470443183667893,0.11435586782611673,0.004555827895316389,0.002138302525698299,0.024022235428673655,0.04770708773149068,-0.01294578217115494,0.028505707923957013,0.029294442018254152,-0.0820734566709822,-0.014613331736107682,0.008741862249727284,-0.02001874372050927,0.01601969145748905,,-0.010346202854003672,-0.02738463550153103,0.0026135036090073616,-0.029283777061805738,-0.005014696417032116,0.06442165363130803,,0.04615940861797663,,-0.11437377431433182,0.010930564021165878,,0.03452331113785334,0.026413504942352617,0.03652278257278607,-0.029925039423470245,0.025375538764685013,-0.0708422701020377,-0.00781047622574782,0.013715439013743724,0.039784305195275316,0.07178174082184441,0.06500356533352925,0.01144413585554993,0.03383639525186721,-0.024141614549177737,-0.01676632890735097,0.027569238146429864,0.06614484668285359,0.033609516501380554,-0.015791248828653792,0.007667537180273909,-0.15910762599445438,-0.07153794596460039,0.10683060692220625,-0.05168015401557047,0.12499864811778483,-0.005459357726909753,0.003403480754365251,0.014016007561734822
2,-0.02595883644313446,,0.0035646748535491657,0.005462665994659555,0.0393798741873701,0.023050531013799613,-0.0022388448118684234,0.07727397288967452,0.025812295956881837,,-0.011288307148668686,0.015400935471436394,-0.01367887769410503,-0.014188279638095658,,-0.024376821544238703,0.0018096862831855631,0.005387975588006189,0.0036424856518944004,0.05618325069618724,0.1321427107964812,,0.09878746362509316,,,-0.01777483095456045,,0.07447942294942189,0.0301158667111161,0.0477346622617707,-0.003016096724333117,0.014290649917167997,,-0.024191459758712064,0.011244263005596222,0.04010647423161329,0.027826173087688755,0.09377519600907691,-0.0013055857173318586,-0.010093339186857175,-0.004155904568052371,-0.007423623297902138,-0.027439201555949033,,0.02897408952679248,0.010833702611591667,-0.03518434622138389,,-0.27151480822074525,0.13936032102773832,-0.06312410362950849,,0.011520781343505204,0.017376686893364246,0.027901524939363043
3,0.030678691970617677,,-0.006481386708179437,0.029247489637857005,0.04364544601112397,0.025382353022444848,-0.024955084300436692,,0.028610449643085012,,-0.03206632302808998,0.04166268655391914,0.007661974970453622,-0.008870462206555185,,-0.06561926245255922,-0.027822536588930635,-0.05362836643114166,0.027997014578258872,0.029750178891050805,,,,,,-0.021625551218879657,,,0.026697630791595373,0.06040918788139904,0.03150502627748919,0.028249527452587797,,-0.038672710004498345,0.022859372515039,0.0427475748510977,0.004184041615900025,0.10976797616874712,-0.017376125601106462,0.0010167757917929343,0.009863204024909145,-0.008530163027470339,-0.07858380088314876,,0.04739049232055903,0.002550801681432846,-0.05325492176701596,,,,-0.05952875416156833,,0.01252625486445691,0.030637563530143908,0.0061543337930429765
4,0.08753324198620938,,-0.07651437968664032,0.020617034907581433,0.042726680010529705,0.028975421399318746,-0.051889419596326425,,0.041815746151266264,,-0.01877277088636875,0.03155564681689427,-0.007759890667758285,-0.030974055321784988,,,0.0016258904946211405,-0.038057417650253944,-0.017791880946495198,0.09168205922244299,,,,,,0.008213513706537334,,,0.008957394651458728,,0.04534923859886941,0.012749292143302338,,-0.05634081926126777,0.03992679714728742,-0.004112890179216899,0.018028861070110924,,-0.007055382797350074,0.004275705555136788,-0.019884846482661978,-0.004483419919894649,,,0.056230829455427234,-0.008610826211394196,-0.08558652225146113,,,,-0.02446234742435016,,0.02436051907764858,0.05675483063782072,0.022848243409266056
5,,,-0.04098859787330533,0.0545766063647824,0.05311249853296296,0.021540621252086556,-0.036950445089312334,,0.012008953722800975,,-0.012305597924331835,0.03989921802915042,0.013079049706155255,-0.009131193550995675,,,0.007803802754351885,-0.0565142240204457,-0.030320805388824645,,,,,,,0.02387401707106296,,,-0.0034627025828446456,,0.052204053661522476,0.01218573447161364,,,,-0.05467520060403874,0.09436757090893622,,-0.007868942772323084,-0.013633146582856082,-0.061049440540644984,-0.011440763088197636,,,0.03503887306663067,0.008977000315168793,,,,,-0.07113117873909647,,0.012231336662735126,0.05561274537551886,0.054414103356155596
6,,,-0.023966094446096653,0.026420104736257388,0.04080301230421468,-0.04995130976529327,-0.009127227434495122,,-0.035052246901902784,,-0.0026906157867272462,0.032881807902586324,-0.0029844573942814367,-0.012124601630035592,,,0.05924392248702026,0.014421476773556874,-0.019503018501542346,,,,,,,0.008164227589989803,,,-0.04496988492323961,,0.04351576244865463,0.018448489105510557,,,,-0.08683435624372682,0.13428781532441114,,0.01009288813781728,-0.025777708233877927,,-0.00800595603783738,,,0.03897198804123625,0.0007343949419822415,,,,,-0.03283003663417783,,-0.0120440123507084,0.06121330075635889,
7,,,-0.0652896575626547,0.060732688680208036,0.04767091810898494,,-0.02645472642236779,,0.017963950897311953,,-0.003736529450453663,0.03373761811532594,-0.02900977554015305,-0.02891461793846739,,,0.04862913765494992,-0.00503968101198371,-0.00417447990509312,,,,,,,0.013239135913723388,,,-0.011748343040868026,,0.02416437564128504,0.01286700914082517,,,,,0.18821404701637467,,0.00162247660879844,-0.08803571868010085,,-0.007681224892283511,,,-0.00011880493612159704,-0.059243973315804555,,,,,0.05220122954680306,,-0.03634246362276894,0.055707910498252744,
8,,,-0.07026245515456941,0.09691048120036366,0.04782861631870494,,-0.027015902419212923,,-0.05363208572928935,,-0.017663785365422235,0.01569841417277118,-0.04923720689559974,-0.01996662976885677,,,0.04585477284378037,0.01072536910137356,0.07475375657404282,,,,,,,0.005283999116530769,,,-0.010017758195451254,,0.05442801648156248,0.009809787243846957,,,,,,,-0.007811897334970563,,,-0.016358332516248852,,,-0.037130535888585614,-0.06189595003795789,,,,,0.012629576548020216,,-0.015586927236348691,0.044271090062064644,
9,,,-0.11752391531732109,,0.07200194370257362,,-0.03344734635113511,,-0.05709016256996691,,-0.05648296295338051,0.0570599379534964,-0.05965387515611531,0.009560988133382686,,,-0.011517595182909846,-0.026078173695155193,,,,,,,,0.017888720671411562,,,0.00010023409397685867,,0.04962301531121627,-0.011052408591551766,,,,,,,-0.0008957996210949837,,,-0.025158907378311612,,,-0.08003518117849895,,,,,,-0.017528489415547632,,-0.05356350759101347,0.012573894535632624,
