,2014-12-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-07-01,2015-08-01,2015-10-01,2015-11-01,2015-12-01,2016-02-01,2016-03-01,2016-04-01,2016-05-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2016-12-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-11-01,2018-12-01,2019-01-01,2019-04-01,2019-05-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2020-01-01,2020-03-01,2020-04-01,2020-05-01,2020-07-01,2020-08-01,2020-09-01,2020-11-01,2020-12-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01,2022-03-01,2022-04-01,2022-05-01,2022-06-01,2022-09-01,2022-10-01,2022-11-01,2022-12-01,2023-03-01,2023-04-01,2023-05-01,2023-06-01
0,0.016060676721939338,0.027661411143649506,0.008327974887749168,0.010400890054798495,0.024920313041118636,-0.02184024433554832,-0.03588353453837989,-0.014782610686280506,-0.0052710124654367085,-0.007141867800538826,0.023839049935326928,0.02261908433896309,-0.023451346639828508,-0.0010631343495330903,-0.0024488158087239142,0.020960401691058728,-0.0025739473605215224,0.007992908340726856,-0.014725027956106196,-0.0028564561289190493,-0.01722374881464983,-0.009790215483292286,-0.010884775573296146,-0.020086575639745696,0.01244684855498246,-0.021435261724569443,0.06173199796594453,-0.0012529112135775122,0.01660212661516347,0.03674887092347934,0.004873382359551481,0.023100104945039224,0.004041340175751529,0.012156357518669836,-0.02063552606977037,0.014737817291057276,0.005525688297795206,0.012880481533617427,-0.018312631551542502,-1.5753851323907497e-05,-0.008488921690048556,0.010793100768808017,0.005177628218194563,-0.005110803817425236,-0.007480189140614879,0.057751255549568725,0.029249916117990438,-0.016387624131916745,0.012184405967783363,-0.008442898379461106,-0.015283441004472653,2.957045849028006e-05,-0.006377213772159607,0.013893909293859252,-0.004491667438875524,-0.00433211309438164,-0.009491458535507036,-0.0002974580955159567,-0.0003809673737458219,0.024025503377609114,0.005554312532983552,-0.02373931438493848,-0.003255621545779519,-0.009271908921407501,0.05904681070896611,-0.013131599948565054,-0.01867299705484804,0.016137031888371012,0.02307924968341979,0.016263585265498426,-0.0006005592027769069,0.0071908464634318214,-0.0232343115850977,-0.003752678452581648,0.007642048673646151,-0.03520491888888469,0.004770708927352985,0.0172360902614086
1,0.008866918526261536,0.03863169990804627,0.024806761430330226,-0.01959501221311033,0.020656435042085253,-0.031858693882983236,-0.052767993136276115,-0.00837853801728583,-0.008407937180218372,-0.018813118362415615,0.030929683892321647,-0.02294352453961679,-0.022897353529837794,0.009048676604913819,0.015661412203479053,0.005917976419537396,-0.017033279649893984,-0.00998972961524558,-0.01047823802535408,0.009164712929929486,-0.03318411674811461,-0.011881147176362461,-0.01503814281939908,,-0.0031975743905654497,-0.020681062927965677,,0.014819081914381638,0.01206214648201076,,0.01523815723010058,,0.0018862764584333114,0.0061953813932751345,,0.008351860505895203,1.6297682816635017e-05,0.015343297471330786,-0.004745271631485082,-0.008544472855953167,-0.02910778350951393,-0.0052499331201349975,0.010296961819021178,-0.01963643302627549,0.0023530206766650963,,0.011957815094634228,,0.0019017487776116226,-0.012049572264530184,,-0.009176513858764945,-0.005024381772518183,-0.003656586996253708,-0.0027002453709643603,0.013279193419223123,-0.006899355609354174,0.006695232824061925,0.0014990277777684469,0.02454981537458578,-0.020220713219033293,-0.0023276297999519358,-0.016827600091690265,0.0052508782756639505,0.058659619540221364,-0.01383192857588611,0.027466487447841637,0.01085451181088748,0.03242828206498061,0.019468180605193508,-0.0004608624144202267,-0.005182939647343954,-0.017332520699397058,0.018771962516990648,-0.0047336960241759485,,-0.0034646908775792795,0.004441473823583841
2,-0.002392887625934925,,0.015819645267598936,-0.013291915989682046,0.03506500903645948,-0.026938761763087626,,-0.01102005188015287,-0.016535953302006412,-0.03612095212806654,0.02491907634230972,-0.04107627637957112,-0.028531728589491934,0.018006559390669086,0.025103857999664747,0.003643380232952964,,-0.008390003068793561,-0.017689701702515492,0.010089592962645888,-0.034423022636897116,,,,-0.011428211754290096,-0.026054505121015925,,0.009885469755096299,0.012630612791472373,,0.009425614428704154,,0.013804075889862766,-0.002294878698897662,,0.004809623023158238,-0.005072685187999859,,-0.00872476255938004,-0.00253535089346979,,0.011130325686064424,-0.0050439429283128945,,-0.0031254240367943886,,0.013526844850335173,,-0.0031557042682104353,-0.013346854069014924,,0.0041221577440548884,0.011131436875147394,-0.00014917844145667658,0.0034847529548187595,0.002507073601131893,-0.004111124212564654,0.004615869211110457,-0.01616819303876227,0.024471629276943796,-0.02656565677222389,-0.023155824440120654,-0.004326194742471756,-0.022435886026058505,0.032609838538213864,-0.03775941968988228,0.010662750820007894,-0.025744257302228513,0.013956341505245717,0.0073383373406163965,-0.007399892063316038,0.009574371636265955,-0.025479123630152145,0.034516542887683244,-0.00890479066100447,,0.007670884100297037,0.002810480902240009
3,0.02437107436326258,,0.07462295108705685,0.004595034457197222,0.016708835408639544,-0.029574254936687083,,-0.011885098002729855,,-0.04230425808148164,0.02108865613196964,,-0.045390051902293393,0.018949838509073835,,0.002341100008123931,,-0.022988237447759907,-0.01939397049873115,0.015156586223984192,-0.014087178642060216,,,,0.020234247023112495,-0.03235909649672708,,0.017682927743622567,-0.001940689904316173,,0.01423532579135145,,0.018903923074351514,0.011302882293366068,,-0.002207156664592702,-0.008557013181135886,,-0.0138263035690942,-0.0046875415492966255,,0.01072447742083149,0.010834894656055027,,0.000692648682731889,,0.029727966602666633,,0.01629960475751613,-0.00890457695446667,,-0.0017148486646947347,0.01829866438152994,-0.004888632750479793,0.010373267430122013,0.0007717552641151038,-0.008624642585786546,0.0020750931463906497,,0.016542381820609853,-0.0351398096886264,-0.026287191475051763,-0.028746004532247404,0.005383882099915915,0.03376095164082571,,0.018226227028907083,-0.026778817447605463,0.035323802441334706,-0.0027044902764805645,-0.025479842420089938,0.001700920530600225,-0.04991852348202741,,0.008850933963041818,,0.02205157543144587,0.006016560106771429
4,0.05294899830526312,,,0.0014742907984208742,-0.016908591346370017,-0.04330463860975975,,0.004405697904547257,,,0.015774873500455255,,-0.005303989167782852,0.02427876434656895,,-0.003934310604801539,,,-0.009551126386308617,0.023845971130996624,-0.012682907821917055,,,,0.03551534696142866,,,0.026770189825859436,-0.020011932292878676,,0.013726424352473732,,0.005667240714309241,-0.005836415822180641,,-0.0014006667769708159,-0.01754212872050065,,-0.01446581956230153,0.021576969279839986,,0.028434699286842502,0.007934784888476543,,-0.008279558689114452,,0.03069380801284005,,,-0.008314836573872775,,-0.012503530737083768,0.034571034825089164,0.013325096524425817,-0.0014909830994898066,-0.003994873460708259,-0.003585531473894399,-0.007884557640705836,,0.018582301901533205,-0.009556579161456469,-0.04003286051738009,-0.013596777981153885,0.03274665150347822,0.025476876879966248,,0.0335005357701732,-0.04144474935300535,0.025969434210607822,0.02367452822899252,,0.02925114795006989,,,0.020959911905043427,,,-0.015572345234168061
5,,,,0.039081731657441665,-0.019434901519777892,-0.03167717448586682,,-0.011262753026051175,,,0.011797572183186888,,-0.004171466182782524,0.03729681394714923,,0.00922627238168694,,,-0.008675997823946346,0.012011717227380814,-0.008005319792226295,,,,,,,,0.002292882526550244,,0.030810283763937907,,0.01229690900295033,-0.0006246218685630467,,-0.012284103643990463,,,-0.025331719819970733,,,,0.008073195174968184,,-0.0038522491469104025,,0.02528452906893719,,,-0.005510045421772247,,-0.008291142115843364,,0.0244965695854078,0.013357522832575519,-0.016485080108890493,-0.006311491020777105,-0.007561952486597967,,0.002450741178902982,0.009263115603456384,,-0.004931393847751764,,0.03100637771397441,,0.000926343252198869,,0.03882186285912592,0.01950578140114767,,0.057780179313526414,,,0.005653196093563295,,,-0.015624742015300619
6,,,,0.02877793870106693,-0.021431416263871128,0.009538042618078002,,-0.011753569416638854,,,0.002983324799927134,,0.012180574264459842,0.0127866001739525,,0.00048106770532374554,,,0.00993551840291751,0.028744063744465365,-0.004149195558763807,,,,,,,,2.3167499700882388e-05,,,,0.0009682238604611371,-0.005550288841567941,,-0.010888061304192398,,,,,,,0.00403709726078727,,-0.006718891800543414,,0.012343416251627382,,,-0.014412597521864079,,0.015143904875423608,,,0.0328745801117023,-0.0035132709812124574,-0.004189603738817382,-0.007830134194162675,,0.005034658801961411,-0.011364323079336103,,0.009512569222975387,,0.019016128093927165,,-0.012625715333680176,,,0.0027994581538377528,,,,,0.01884327262024499,,,-0.015460975218037909
7,,,,0.0018008985756665652,-0.018809875574059554,-0.006335993667431872,,-0.015660657253316224,,,0.007519329642422301,,-0.01153653006626243,0.005956307323915944,,0.007990838196131556,,,0.020055767168418726,0.02923749997816749,0.0031771638261828272,,,,,,,,0.022685051665079392,,,,0.0012433007972987298,-0.0009479574325848006,,-0.007078656465260735,,,,,,,0.006159901765883546,,0.004928317102455004,,0.018942336747913124,,,-0.00880670638417591,,,,,,-0.00785930838571014,-0.005995334881267134,-0.008589948049770868,,-0.0005735625736431604,-0.009445850861311555,,-0.007922721656395737,,0.008161487584528615,,-0.009830057996464525,,,0.006462885448105693,,,,,0.020445255736265544,,,-0.014415395411722542
8,,,,0.00405851706027871,-0.02719341730731495,-0.0018967200166803977,,-0.0090835346110274,,,0.0017495390533486255,,-0.043334066086151424,-0.011597656735139239,,-0.001671386693611332,,,0.011108057700764284,0.038577651666630075,0.001453242653253639,,,,,,,,0.020751164803753497,,,,0.005103762757224128,0.0011622745297996673,,-0.0030502674092653947,,,,,,,-0.007940145174004876,,0.026888247085856687,,0.01858308138031628,,,-0.00164494309086205,,,,,,-0.013772350138170797,-0.002948063411741586,-0.012137652953078337,,0.012307369166467685,-0.007435112112937681,,-0.02357379656854608,,0.021306955317663245,,0.015863956294748682,,,0.008264670443360655,,,,,0.01655822417130537,,,0.005567223368383445
9,,,,0.018584755952932852,-0.020723587824664325,-0.0010298587331476483,,-0.0014934891439155606,,,0.011699648647460092,,-0.05496836611570899,-0.01795817173647052,,0.0023894077064339214,,,-0.001516791472990775,0.0306119140465011,0.00422367011758773,,,,,,,,0.01992943930702129,,,,0.00861557523731582,0.0009129078109886279,,-0.009420980554933678,,,,,,,0.018473973831707013,,,,0.022477063656269003,,,-0.004554170626121845,,,,,,-0.0183689426763487,0.0011500187876443135,,,-0.014206796065446392,-0.020930663884699108,,-0.03346450053471983,,0.03350943162478792,,0.010059625536064765,,,-0.01816413742273526,,,,,-0.00417425571404717,,,0.0022094482756660483
