,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-11-01,2015-12-01,2016-04-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2016-12-01,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-11-01,2019-01-01,2019-03-01,2019-05-01,2019-06-01,2019-08-01,2019-10-01,2019-11-01,2019-12-01,2020-02-01,2020-03-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-12-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-10-01,2021-12-01,2022-02-01,2022-03-01,2022-04-01,2022-05-01,2022-06-01,2022-07-01,2022-08-01,2022-10-01,2022-11-01,2023-01-01,2023-03-01
0,-0.004569097515448095,0.020150147444483846,0.010151584508658384,0.005210493822119355,0.018484509386173853,-0.055677316720433634,-0.028992247928196657,0.04091894186532885,-0.02529737927238873,-0.02180897804440618,0.04074088218799732,-0.010518979175623056,0.008416323883561061,0.03372742177709398,0.002416542161184587,0.029225407503101763,0.029176181577619253,0.000578728479761148,0.01399410684480995,0.015150200273401193,-0.004229755683990755,0.012686694009165222,-0.022958382214559814,-0.008772447483433199,-0.006461977764955273,-0.003838643398279107,-0.01442033412554089,-0.014659853158998426,0.04248959587833334,0.012223078994198389,-0.00517787478926901,0.003629310093070881,0.02703038653263201,0.010590982867475729,0.010362022594515796,0.02058768838113506,-0.0003024499721679952,0.058831102358588794,0.008633460067547283,0.003500027194048849,0.037826508547667226,-0.00106428154852245,-0.01736214300346184,-0.006236666004717062,0.015632868989878368,0.013083106527794652,-0.002536616348508103,-0.015249981912470373,0.0008741622544823358,0.01191271834924601,0.030949224007304155,0.029962163563415523,-0.009316039745617566,-0.029576016564756058,-0.035789467139399456,0.02785040830152763,-0.031765352236555744,-0.030549023057461433,-0.0010883374293423342,0.004395027212954927,-0.0026279872436302254,0.008855398882387955,-0.0033942998177114436,0.000663405887337154,0.016681430512143436,-0.0010683397670638861,-0.0041662590162978574,0.02661994017715852,0.01362375477409028,0.012465642263383314,-0.008958240139744111,0.0011277237021312114,-0.015428856198827945,0.007391556456710413,0.005949471907656045,-0.0022757805377864315
1,-0.0011533651415037705,,0.01750165142136728,0.007945641235230783,0.003954264099050642,-0.056438699960245975,-0.064760362454227,0.040715751780306064,,-0.014821404942436223,0.06844651137986313,-0.021652366214178986,0.014039472683221366,-0.004103613434164544,0.0035777836823549514,0.060368746565117704,0.009223059634223318,-0.0020458483729950405,0.001291343004667711,,-0.0011643916962813528,0.00610805745511378,,0.005184599315636751,-0.011135964321817626,0.009616422689249893,-0.0008368339547238923,-0.011762363078598903,,0.002170238168106575,-0.009260040147971216,0.022384291051312122,-0.01935955432185943,0.028402029299627207,0.0062579106438673815,0.017137003998284495,0.005392681855077797,,0.014842402150975431,-0.004866591104774276,,-0.01721922160774647,,-0.0005908346396981123,,0.013255884650425376,0.007811848776261288,-0.019224889074192036,-0.0019654017777801513,0.0061319011299656445,0.03426576372713219,,-0.037393106094021134,-0.03978639214830304,,0.010811266349997073,,0.02303879293062705,0.000510536153346508,0.009379265610303,-0.0020973312167399394,0.015213797864078837,0.011807411394761713,0.002489815787831251,,-0.015125194955995624,0.01647252996792603,,0.0045531686463453624,0.010152970454555543,-0.017120755417663558,0.0064526174251966495,-0.011045851919897598,0.010975836535080497,0.007709076568425122,-0.001301824081724412
2,0.0010061943573695942,,0.018316146578494896,0.03149182450368637,-0.000952522367863029,-0.056438699960245975,,0.04904606239920284,,-0.014093278893575034,0.04314142175236113,-0.029858110477750444,0.015089650435606616,-0.025011502469921787,0.006731197203544537,,-0.023369813979409848,-0.011736417163412005,0.00042636388796135627,,-0.007776884023061648,-0.0016757200369870162,,-0.015830335765652848,-0.016195592360809696,-0.004432284281612242,-0.006371522838496846,-0.038178115955384784,,0.008404765187326912,-0.007593116691853252,,-0.024867431393834627,0.008913545902215825,0.009782745337036713,-0.006683029553630038,-0.010744859981776989,,0.029931225942928297,-0.008898544957998356,,-0.0159911342772725,,0.0016657667345065796,,0.011068942067779641,0.008224299855195794,,-0.004890549316427517,0.010130660827475824,0.022031210031949744,,,,,0.004907907535176337,,-0.004470574497550839,-0.006419077748390345,0.006661075493974322,-0.011957313393697544,,-0.00271760991020642,-0.011630068856130826,,-0.029801136078145163,-0.006399462413142709,,0.0020072127927948102,0.00953418373923931,-0.020042011538365045,-0.0058121380438656,-0.011709961407865621,-0.010631688014665741,0.000356964924839831,0.008080778409927714
3,0.009545742882901442,,0.05899761899419853,0.03792145235063282,-0.019019224125701673,-0.05551475158529473,,0.0436202207189722,,-0.032475912709030164,0.027333956019123473,-0.03225733598897884,0.006329713244668467,-0.04513084799079081,0.017660930305172462,,-0.040893919365198705,-0.014527904943908876,-0.010214768639130956,,-0.0017155214142992037,-0.0005952715457997471,,-0.015001964387954425,,0.0046958326505819326,-0.001882148258899985,,,0.0024841100170114316,-0.015143061076848596,,-0.0750103207281343,0.010514796744741206,-0.00507703547265459,-0.0011009258541472833,-0.010239379249486813,,0.03199289729757604,-0.005725608489907552,,-0.00629803513824112,,0.0012027866191395287,,0.012401237450345604,0.010438021788637952,,0.007116774541442883,0.001260601639493819,0.02154082613202757,,,,,0.022561178285530614,,0.005369629789228725,-0.013989368703000604,0.014029450739614924,-0.009582261836253214,,0.008891075411419536,-0.013976236083558025,,,-0.008516152615033246,,-0.0063161343422160066,-0.003777603081391412,-0.022928061502529795,-0.006806378008963554,-0.01650202381278365,-0.03668526873104927,0.0014741376214784108,0.015570797958261773
4,0.03386369248038734,,,,-0.061948881116843824,-0.04993997870066469,,0.03984834941130422,,-0.023067365663468564,0.03180774090621341,,0.02216574874828159,-0.02704772094522534,0.02774720946260878,,,-0.008406807925072535,-0.003783878308840416,,0.01452890718991351,0.007471095292338248,,-0.019636923237104975,,-0.016468978541461343,0.005851281710839817,,,-0.006412130328302457,,,,0.028471320010643675,-0.003427537423080551,0.0025052166526020048,-0.0029660199538825704,,0.0301771582223187,-0.0213865669272838,,-0.010356839313137023,,0.01057825688901537,,0.023461449462957806,-0.0022351659563044635,,-0.02554146903690757,-0.004009352759919205,0.022262663953640516,,,,,0.030573403668973986,,-0.011550427481552106,,,-0.0031770606959974357,,0.010040236994119933,,,,-0.01343506955283047,,7.235538160754729e-05,0.009147190771571001,-0.009232772553513735,-0.016381906285964476,0.000605081711672284,,-0.013038473941195727,0.009350639109166892
5,,,,,,-0.04161867912551531,,0.02994581169785282,,-0.033604898676806716,0.006846290946719735,,0.046502189629645585,-0.004467058069463015,,,,0.00782787849295885,0.010196316235905778,,,0.026574825640564015,,,,-0.020169699810559383,0.004332952783822397,,,-0.005418360730209404,,,,0.031482944122050105,0.007862496725640655,-0.012692639943614747,0.020951264612575793,,0.006393554868463491,-0.026949808736646985,,0.0038241897487854004,,0.010461237335402496,,,0.00935964796023736,,,-0.027441857297832106,0.023130287882537015,,,,,0.02432092284078813,,-0.042165433495120475,,,-0.01627671641360251,,0.018225976690549706,,,,-0.0036991875458731727,,-0.01213959596278169,-0.00039150684404942737,-0.005281100152279894,,0.018862541880489414,,-0.0090485130138509,-0.004413838837554529
6,,,,,,-0.026683975096061907,,0.05939754346404791,,,0.016298173747972378,,,0.004195504762528834,,,,0.007090903984453778,0.008793075830309194,,,0.01241311465601136,,,,-0.030995939092925973,-0.0010388304036510476,,,-0.0008919615657190239,,,,0.03605340830827286,0.011458123924058983,-0.005308845569005405,0.025330160060456963,,0.012789752475142802,,,0.01221637913795326,,0.011963710437895347,,,0.019774377605708215,,,,0.027646683293573338,,,,,0.038595068537550015,,,,,-0.013019840923036985,,,,,,-0.008967926553263394,,-0.005022858170703692,-0.011666127384296399,0.0007879189940820375,,0.030921283782044395,,-0.010392626083872702,0.003414498264022736
7,,,,,,-0.02556463426641864,,,,,0.014952036614935604,,,-0.019230285577178208,,,,-0.00642728599312381,0.000540623682553365,,,0.01639282227153238,,,,,-0.01314554795411671,,,-0.005233512205192081,,,,0.030141663659511098,0.013267089910201868,-0.0023167260575199244,0.0227999964068184,,0.004919856288847724,,,0.009462242646560037,,0.0030918295989690314,,,,,,,0.040472065961696835,,,,,,,,,,-0.015013227265895934,,,,,,-0.01383446880231598,,-0.011440610869607681,-0.026886611517632608,-0.006789825845920694,,,,-0.00723474949827585,0.01120946288842184
8,,,,,,-0.0193047628386962,,,,,-0.0035246882055968154,,,-0.04673086398960269,,,,-0.015596660308737631,-0.00848771551042371,,,0.025953955515515048,,,,,-0.044035069602419874,,,-0.008089454080463021,,,,0.05627302679629964,-0.023872276349709676,0.017025362753395556,0.012625436252874822,,0.01429738497838895,,,0.010724789342675178,,0.0030612644808689637,,,,,,,,,,,,,,,,,-0.011489238353249553,,,,,,0.0050253738269665504,,-0.009213206931833362,,-0.006917249551149585,,,,-0.007010058761967697,0.008527009361136484
9,,,,,,-0.01381700524488716,,,,,-0.006535067616322943,,,,,,,-0.035435138572449176,0.014884096921234935,,,0.016975353157831385,,,,,,,,0.006639171211922479,,,,0.0807820936270427,-0.02424774551154396,0.02557871928319283,-0.0007736947269250116,,0.021060220537369778,,,0.011139542718491935,,0.008168793871402347,,,,,,,,,,,,,,,,,-0.0026660698415982287,,,,,,0.014821635169260494,,-0.008811197654452041,,-0.0007347187421484769,,,,-0.0036152739914039334,-0.008833487052104294
