,2022-03-01,2022-04-01,2022-06-01,2022-07-01,2022-08-01,2022-09-01,2022-10-01,2022-11-01,2022-12-01,2023-01-01,2023-03-01,2023-04-01,2023-05-01,2023-06-01
0,-0.026663039166767266,-0.011395791912595321,0.0029234875081076694,0.010613456229048523,0.002266815293443969,-0.02548731996418141,-0.02444776315850916,0.006506891861552511,0.0024132862112735687,0.008349197984041545,0.007557624728551815,-0.008689789879478216,-0.030908236243757603,0.021934842877736394
1,-0.019767037755601624,-0.01290438084116996,0.005594746894463043,0.011615259590144866,-0.007940879944436041,-0.0387401715294966,,-0.011024747262816437,0.006859496012901811,0.00875238943977985,0.01881640426146003,0.006217780276452256,,0.022878285166314072
2,0.004702590062283907,-0.014407170118546198,0.010413732098364381,0.011127838068893503,-0.008479962408554087,,,-0.0013916078491837958,0.02140374998427408,0.01200760039502713,0.011806135968397857,0.00442969370390367,,0.028583490026949043
3,-0.004792211435809435,-0.006823930072353157,0.001635477665446139,0.011594977277790797,-0.01544608895695676,,,-0.02457871507494014,,0.005589331791860719,0.022357430758035868,-0.0016813189655686678,,0.024784538587208083
4,-0.026079851705769652,0.0029535719527942206,0.006707104598278946,0.01671118226003543,-0.009995225097215954,,,-0.018064827444721487,,0.0061751002007515154,,0.007006496165117948,,0.01625891798086254
5,-0.023144576262062344,0.0005507428208382237,0.001936446463476127,0.01698603433070689,-0.011963100117752479,,,-0.02397329151079175,,0.006797746052716214,,0.004493017667370314,,0.016470832567389238
6,-0.02826205376647639,0.014517513174886254,0.009090304336840216,0.02535610169003455,-0.025881662335779154,,,-0.02249234264413147,,0.012411144034827348,,0.0077093970532016165,,-0.004350540025254368
7,-0.026619019978620706,0.005601932071410687,0.02081144649411959,,,,,-0.023026890426804503,,0.013189400610219337,,0.012972450899185972,,-0.0029927026085534436
8,0.012926853432059016,0.002489905017459826,,,,,,-0.018977253720002807,,0.02758418008612562,,0.016649544312383302,,-0.005459250004687277
9,0.017289581594305492,0.012341395983744174,,,,,,-0.03087468702969076,,,,0.02190222904505479,,0.0036539316237194086
10,0.02177537540231489,0.02353563296247696,,,,,,-0.015578688654220407,,,,,,0.016550904143724843
11,0.013436781769342598,0.001309325885632262,,,,,,-0.010895506470371963,,,,,,0.002018931565066495
12,0.007879110310420323,0.003714405492913464,,,,,,-0.009750272958807926,,,,,,0.01697730311548984
13,-0.0003665254246181249,0.01625357498406199,,,,,,0.0032682474261007677,,,,,,0.019414801566147943
14,-0.01210485013303586,0.013536956090463015,,,,,,-0.0033825363734685254,,,,,,0.02258297947568355
15,-0.0050427673857997846,0.015246273589966997,,,,,,0.01141792680393472,,,,,,0.02122800842621153
16,0.0008842700332696296,0.015712748437412216,,,,,,0.003932676499509569,,,,,,0.026747656064300074
17,,0.012314334214883704,,,,,,-0.0013538918681192946,,,,,,0.028859215757337076
18,,0.006443386118346162,,,,,,0.0003077630100642992,,,,,,0.02995895361986456
19,,,,,,,,0.012841012900373538,,,,,,0.024013662991846374
20,,,,,,,,,,,,,,0.015936135632062864
