,2022-08-01,2022-09-01,2022-10-01,2022-11-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01
0,0.06288380977913377,0.06451686932857381,-0.0445803952917147,0.0532702583246758,0.03781849110267632,-0.0037467371920021364,0.003804684223316812,-0.028733405869400513
1,0.23728203768457945,,-0.061112735481584524,,0.010760765833986663,0.01735372132806834,-0.004873583417068339,
2,0.40355429384192476,,,,0.006904408133642792,0.04280132020016225,-0.022669530016218076,
3,,,,,-0.021448540084577528,,-0.014984763775824916,
4,,,,,-0.030143042998919012,,-0.011958171243973581,
5,,,,,-0.04255341992103834,,-0.012587689990822604,
6,,,,,-0.04919818838347123,,-0.005392377305025953,
7,,,,,-0.027727062085528442,,-0.007171686528407939,
8,,,,,-0.03099933711529268,,-0.004940050006046803,
9,,,,,-0.024430188930063435,,-0.006345775438593826,
10,,,,,-0.030137498056127865,,0.0027634871745592093,
11,,,,,-0.027674141478043812,,0.02783711060743066,
12,,,,,-0.0161725004557961,,-0.007122843499449694,
13,,,,,-0.025899618737430186,,-0.029669068227327955,
14,,,,,-0.03762848336553859,,-0.012257981114393246,
15,,,,,-0.05671296833722128,,-0.005113842621570441,
16,,,,,-0.08476044450541498,,-0.011494883374069786,
