,2015-01-01,2015-02-01,2015-04-01,2015-06-01,2016-03-01,2016-10-01,2017-05-01,2018-06-01,2018-07-01,2018-12-01,2019-05-01,2019-08-01,2020-05-01,2020-10-01,2021-08-01,2022-05-01,2022-07-01,2022-08-01,2022-10-01,2022-12-01,2023-01-01,2023-03-01,2023-04-01,2023-05-01
0,0.038963313560351986,-0.007610399795456968,-0.07711919314503057,0.062036981130928925,0.012094791257080795,-0.003602978867092821,0.006642646461368695,-0.038889740992539945,0.03327102144774763,0.028411013784249484,-0.04582039176580732,-0.006644276745639166,-0.017789633480561395,-0.03348927455190287,0.015324370864232328,-0.004792413294004261,-0.005093428033494551,-0.006951849857387948,-0.013320383073555098,-0.006822985998145015,0.003990563087266308,0.0032178300710394847,-0.0016832323495107882,-0.007559047632136995
1,-0.005982454266864057,-0.02144500177603803,-0.05346898585499593,0.08944303530749398,-0.006847570945191839,-0.01955111719773872,0.03590582788303953,0.03571745802659998,0.018729733548349392,0.01625228113405086,-0.05301826050319347,-0.024834745587974938,-0.007507866680455777,0.00490925378362439,0.013774524025637946,0.016977104189008108,0.004232016192030064,-0.004675770258390832,-0.022667835715719953,0.04637692427117113,0.02054345969019722,-0.02671900007202277,0.04495855637303087,0.0038673629690053613
2,-0.04556691125756118,-0.011626860450977605,-0.05340446403053911,,0.05517245995385012,0.006686803419937659,,0.010954116383016688,0.021813738457104437,-0.013828831302183708,-0.05292746317474162,,-0.015364828530806562,0.027245826585915234,0.0010926297098721172,-0.02041543484731867,-0.002302550829354044,-0.018621696083162442,-0.027581131298442862,0.010486944180665425,0.009097829221132114,,,0.004697017858907193
3,-0.006332683793764726,-0.05266179716600139,-0.02870512740535691,,,-0.020376577314111133,,0.02414275269400923,-0.0013104071209042445,-0.04500013933133218,-0.05395544598118329,,0.02168840331270694,0.03885961363922852,-0.017772894136284467,-0.005007490215795496,-0.010699066652702593,,-0.035011337906298845,0.023450668204088476,0.02552473973965541,,,0.007162655948535157
4,-0.02106820009670929,-0.07154152609812103,0.0010526187712238677,,,0.012939155584644091,,0.0443020637541951,0.010052147408682766,,,,0.006711270997951768,0.03459643940579382,-0.024230148974961896,-0.002280761900596895,0.001209344159339154,,-0.005522273174133119,0.017469904451800744,0.01030721596394435,,,0.02616546672503195
5,-0.035414873084953946,,0.03715570776071164,,,0.025495216306205437,,0.022143698723466,0.013164761014764492,,,,0.003254754510018998,0.0490388435530289,,-0.02224775259675038,0.01879363339209228,,-0.03800619631440072,0.02010025949529748,0.019558900649273125,,,0.02846343482848601
6,-0.07573138163114779,,-0.005517568924277905,,,,,0.011259048595841037,0.007902618684551,,,,0.004488640805915711,0.10011717178217494,,-0.02360598639077849,0.021864930492559664,,,-0.0019930157648202496,0.04138002771656324,,,0.00975585088930675
7,,,0.009047050705581983,,,,,0.05119607774582624,0.051024158255096985,,,,0.0051593421315656585,,,-0.04258436853762948,0.0056257618909306695,,,0.03671869546799478,,,,0.02098967268323304
8,,,0.028812780576194186,,,,,,,,,,0.00029631280164466034,,,,0.01154345943581403,,,0.015982717461752394,,,,0.016413494176366505
9,,,0.02384413916388417,,,,,,,,,,0.03655755583637932,,,,0.012297291905631558,,,0.0061279680624064525,,,,0.007095708182389471
10,,,0.11124885581528332,,,,,,,,,,0.04424491895183191,,,,0.006437519604499342,,,0.03810544149775996,,,,0.02289965079596512
11,,,,,,,,,,,,,0.049276159875614844,,,,0.012448521226848475,,,0.048576528122066254,,,,0.03807439096471543
12,,,,,,,,,,,,,,,,,0.00932359670338856,,,0.047225729379420045,,,,
13,,,,,,,,,,,,,,,,,0.007719201520502206,,,0.03192749763091163,,,,
14,,,,,,,,,,,,,,,,,0.002142424187437819,,,-0.011110079727975286,,,,
15,,,,,,,,,,,,,,,,,-0.004533281337473549,,,0.02048325677604934,,,,
16,,,,,,,,,,,,,,,,,0.0001867131501830377,,,0.06178976164807137,,,,
17,,,,,,,,,,,,,,,,,0.015787425109965558,,,,,,,
18,,,,,,,,,,,,,,,,,-0.0018735461372300088,,,,,,,
19,,,,,,,,,,,,,,,,,-0.0014621203294805651,,,,,,,
20,,,,,,,,,,,,,,,,,0.009730791265033845,,,,,,,
21,,,,,,,,,,,,,,,,,0.009982491830634044,,,,,,,
22,,,,,,,,,,,,,,,,,-0.019312869695995327,,,,,,,
23,,,,,,,,,,,,,,,,,-0.009857038759614967,,,,,,,
