,2019-05-01,2019-07-01,2020-02-01,2020-03-01,2020-04-01,2020-06-01,2020-07-01,2020-08-01,2021-06-01,2021-08-01,2022-03-01,2022-07-01,2022-08-01,2022-09-01,2022-11-01,2022-12-01,2023-01-01,2023-05-01
0,-0.06645546082748144,-0.01461374001135729,-0.08069165078220486,0.035337110219191725,-0.03863244261927201,-0.0541983525276345,-0.03713973358683087,0.03916060285811018,-0.049929152869618854,-0.020429426574137155,0.04343843422970195,-0.006194374220874099,0.0006979362092214281,0.017952438960163186,-0.010036552646901953,-0.01624992861435559,-0.002273577611997313,0.007357912822833379
1,,0.005986329654919409,-0.05870454449609097,0.04417694520297788,,-0.01486576380276916,-0.04460687962493182,,-0.05855876139233329,-0.033594420270487424,0.06115531355949311,-0.021316479038126612,0.002127945456670499,0.020760711865122183,-0.02011372903253661,-0.01429200165042288,0.01763681747768553,0.007874872302245928
2,,-0.0031988232129879224,-0.09723181293510419,-0.003932848044081005,,-0.042908545202637205,,,,-0.05341644920340238,,0.0032093664559276203,-0.022544697190682195,0.009257335910696773,-0.03920185920482111,-0.005457075661827293,0.01204305484544932,-0.007527998979815376
3,,-0.04343465708934813,,0.004856251789542521,,0.011983679907972222,,,,,,0.00435759401620861,-0.02412058953343199,0.0027493624284583573,,-0.005787021636830758,-0.008588611269508606,0.0016180677179542524
4,,,,0.015079049195419802,,0.001547272483620965,,,,,,0.048576546500075146,-0.005495729215097445,0.005809505898705658,,-0.032484818981828756,-0.005156467289225253,0.0015971113269346304
5,,,,0.03753034233299868,,-0.00353208417790829,,,,,,,0.013299470502084132,-0.009527236158954122,,-0.042217960398414967,-0.023562751348119804,-0.011640349159685703
6,,,,0.08524184500302612,,-0.019782158706375452,,,,,,,0.005064573298318331,-0.037505170341617045,,,,-0.013487645450270813
7,,,,0.08489542930858152,,-0.029440231338801026,,,,,,,0.016807699971355117,,,,,-0.0011297442144417857
8,,,,0.07360917321524241,,-0.004230508195522842,,,,,,,0.03649612282163783,,,,,0.0021614537298979553
9,,,,0.07360757676667173,,-0.00993079060504598,,,,,,,,,,,,-0.002693967678498499
10,,,,0.07276034754050187,,-0.04755394035261351,,,,,,,,,,,,0.023492362724838456
11,,,,0.07992121313835421,,-0.044454483013994794,,,,,,,,,,,,0.0407489963258123
12,,,,0.07114045608153652,,-0.04264056726237053,,,,,,,,,,,,0.043496602649422345
13,,,,0.07623953788855209,,-0.039803621195189653,,,,,,,,,,,,0.06505270618913594
14,,,,0.07492445386907454,,-0.04657814858010678,,,,,,,,,,,,
15,,,,0.07963057833394149,,-0.051211131478506866,,,,,,,,,,,,
16,,,,0.1078800466943044,,-0.053407520132012554,,,,,,,,,,,,
17,,,,0.20365615539121507,,-0.05685533159541878,,,,,,,,,,,,
18,,,,,,-0.05974862528021585,,,,,,,,,,,,
19,,,,,,-0.05504423737424591,,,,,,,,,,,,
20,,,,,,-0.06658596056207644,,,,,,,,,,,,
21,,,,,,-0.08852952522866309,,,,,,,,,,,,
