,2021-08-01,2022-01-01,2022-02-01,2022-08-01,2022-11-01,2023-03-01,2023-06-01
0,-0.015850435923419726,0.01160994277029026,-0.023697229531521757,-0.000718614309614285,0.0025492602079502102,0.0004414030345147868,0.01763523784934451
1,-0.01987025275413412,0.06417352617136363,-0.008673091481801731,-0.02655607569864893,-0.0448394381854571,0.000998978952400531,
2,-0.012911098423560308,,-0.02048056136775267,-0.03464320315055858,,0.009341994712686041,
3,-0.02457896901845147,,-0.011108243685113317,-0.042249628026495234,,0.009023431142080263,
4,-0.009971400160539767,,-0.01864148117488673,,,0.008197336279582412,
5,-0.0042954024364376675,,-0.03526099271566685,,,0.0077221220228420595,
6,-0.020187941599780324,,-0.037554473402702016,,,0.01133252162325471,
7,-0.02479902733479311,,,,,0.014691543313846145,
8,-0.02185403235085892,,,,,0.03643076483433827,
9,-0.02601021444608209,,,,,0.0195680957736597,
10,-0.029455908824674415,,,,,0.008892200325969934,
11,-0.03227998733929471,,,,,0.017162290406698588,
12,-0.055817086241822134,,,,,0.017547401484988345,
13,,,,,,0.014504168794053918,
14,,,,,,0.010504743780108683,
15,,,,,,0.02088594032204405,
16,,,,,,0.023250721594824997,
