,2019-02-01,2019-08-01,2020-05-01,2020-11-01,2021-01-01,2021-09-01,2022-02-01,2022-03-01,2022-07-01,2022-08-01,2022-11-01,2022-12-01,2023-03-01,2023-04-01,2023-05-01,2023-06-01
0,0.032911551574523856,0.10358501704841294,0.03085856181097113,0.038898571697243645,0.03606039719903342,-0.008011311445599745,0.010831698365866504,0.010617877305056478,0.02722395394876509,0.015960792327255113,0.03183412788331985,0.007407578592067754,0.030692156509038337,0.061019560263203765,-0.036968657146591255,0.00620379439921237
1,0.2237952340606285,,0.07782101580662237,0.0697267531552399,0.035850030296566304,0.02848198695228854,0.030694755341174718,0.04147637618190991,0.021839153610309747,-0.05081333664597043,-0.05570245805303964,0.0061237121017989615,-0.0015093100935006376,,-0.014263021269707465,-0.006547364186411997
2,,,0.07420192838655448,0.00932298207532889,0.07799403656611381,0.013508348578550766,-0.033025884891605184,0.010357770776981301,-0.0347914860382299,-0.08901225135191115,0.0005691536557392851,0.011939775552968435,0.011040900053403746,,-0.007737375282691694,0.01455650306929046
3,,,0.08350343576953567,-0.0008387603906661045,,0.0019478935117254181,0.007177892558562604,-0.005278767809781648,,,-0.08655489468663369,-0.012306204582289926,0.036191289092732504,,0.020070916357814994,-0.011336906811004965
4,,,0.025678701121079284,0.0269297759176248,,0.04222228733151523,-0.00846171584772537,0.01942203587762048,,,,0.016111587967750918,0.04226872728649589,,0.01025113572227232,-0.030121196386140525
5,,,0.049115793402414676,0.018683219695172282,,,-0.03453545131322722,-0.016213308891034117,,,,0.015245501804798778,0.00843356911466664,,0.03158051978841003,-0.03754397443319979
6,,,0.07940080932381033,0.04335490025863287,,,0.020609083526194505,0.02831369080091406,,,,0.0661199870897371,0.05781598529336973,,0.0178978292545513,-0.03240107038017692
7,,,0.05938829742248819,0.020328903866324133,,,0.030381514437571422,0.03631550884747581,,,,,,,0.036962705001648555,-0.04810360528020752
8,,,0.060723984749644355,0.0489956705992729,,,0.09193505029054672,0.01804513759616455,,,,,,,0.05409540881371022,
9,,,0.017330102030319372,0.06559213007462983,,,,0.02230417954429198,,,,,,,,
10,,,0.02076803003290606,0.12145686668904654,,,,-0.02682669722824782,,,,,,,,
11,,,0.03246780752767653,,,,,0.04983473065966537,,,,,,,,
12,,,0.09468693813386131,,,,,0.1327480814851345,,,,,,,,
