,2012-10-01,2012-12-01,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-08-01,2014-09-01
0,-0.01789102728654013,0.07437150667187475,0.01818802482085386,-0.007316530715497427,-0.09594445874651991,-0.02880287677940946,-0.008785774867608342,0.014283516015333397,0.0313264656492902,-0.012716040862450567,-0.02027528324280614,-0.0013882976894554755,-0.010230948503587523,-0.07048610510498365,0.01690871375552394,0.0010730900458847392,0.00935377543599425,0.02662432838097395,0.002458400802992422,-0.066723367087405
1,0.01654009306950399,,-0.00833181410228661,0.009601258242342148,,-0.01600285293067588,-0.025426574608995445,-0.019771854379632803,0.027290269078861007,-0.013764155292967123,-0.008446310418042335,0.019677628230448496,-0.011879868303099506,,0.012399987125948364,-0.000917539431919856,0.02337234329900184,0.002558164145374131,0.005904084600987458,-0.05826781227156275
2,0.009246860107732013,,-0.018276070560553852,0.014956661594159648,,-0.012331307950935011,-0.02654107108226389,-0.017583696164662266,0.06223871075045029,-0.04541406808340262,-0.009267330179220323,0.022809251473081327,-0.030648678431553056,,0.01945813320625467,0.005214053134103058,0.03943462837160161,0.020018097951812086,0.01302058987053667,-0.08535611166833834
3,-0.0015088031579758576,,-0.014592477353299986,0.01024444550780923,,0.0246188105021255,-0.03247546171426918,0.011317994037576162,,-0.002555682089211281,0.004050631048605036,0.02679785687269387,-0.021221654536827894,,0.005859905172534097,0.02328878023042047,0.03706826891658621,0.012660845726987335,0.009229426173180677,
4,0.0012529513898530409,,-0.04452923818404524,-0.026672103476180098,,0.01468448237279213,-0.017169411919285116,0.011506377024153691,,0.0037478924407649272,-0.00018879889596368216,,-0.02725959429451541,,0.01779422771110939,0.028124423050590708,0.11750341459453972,0.02081234439025359,0.013695785328161847,
5,-0.010367969298123891,,,-0.02723833994286129,,-0.0029277755382661197,-0.0669814171401355,0.0021445747586432695,,-0.014531075085732231,-0.0005918565028335543,,-0.02289629176604413,,0.01000687923779675,,0.22299049092330048,0.03680915238373694,0.00021381223837213525,
6,-0.023803224911785548,,,-0.061629086044744374,,-0.007381912229217968,,-0.0047072704963313505,,-0.010250526317136716,0.022587099273952527,,-0.015525666040686281,,0.007875593333946718,,,,-0.020849663479460157,
7,-0.017377065855043172,,,,,0.0005738477187747226,,0.0033529976942782147,,0.01934987275178171,0.015376403811899308,,0.004145132292857957,,-0.002180240759421359,,,,-0.028114604446230373,
8,-0.03418365361483189,,,,,0.010617330656902013,,0.008095801850039108,,0.006394250405771823,0.0193450047830368,,0.02208271496858416,,-0.021234769864476588,,,,-0.024467923968814587,
9,-0.050076049092478425,,,,,0.00032411638646095975,,0.008825562796548558,,0.012231328286732263,0.03902784725473729,,0.018627344421486947,,-0.03818826314086188,,,,-0.04139110546231284,
10,,,,,,-0.0033674189310383684,,0.017987562711672123,,-0.005352892335935916,,,0.03961988301255992,,,,,,0.0001251025275299522,
11,,,,,,-0.03535024239375234,,0.0077507438179206245,,-0.014196603119885992,,,,,,,,,-0.006102785161866686,
12,,,,,,-0.0279184980026847,,0.029251700995529983,,-0.014918641458770615,,,,,,,,,-0.0034349970964890897,
13,,,,,,-0.032291706348613836,,0.04418792940635563,,-0.023585950944516293,,,,,,,,,0.016080909845925806,
14,,,,,,-0.03389317524403784,,,,-0.0009599329424180014,,,,,,,,,0.011515765626681107,
15,,,,,,-0.0424470488893442,,,,0.014482722245206997,,,,,,,,,-0.032099780147778256,
16,,,,,,,,,,0.03348131337433671,,,,,,,,,-0.02807429149805829,
17,,,,,,,,,,0.04227743197961634,,,,,,,,,-0.049973800726958784,
18,,,,,,,,,,0.034493794302226904,,,,,,,,,,
