,2008-01-01,2008-02-01,2008-06-01,2008-07-01,2008-11-01,2009-01-01,2009-03-01,2009-04-01,2009-05-01,2009-06-01,2009-07-01,2009-08-01,2009-10-01,2009-11-01,2009-12-01,2010-01-01,2010-02-01,2010-03-01,2010-04-01,2010-05-01,2010-07-01,2010-08-01,2010-09-01,2010-10-01,2010-11-01,2010-12-01,2011-02-01,2011-04-01,2011-07-01,2011-08-01,2011-09-01,2011-10-01,2011-11-01,2011-12-01,2012-02-01,2012-03-01,2012-04-01,2012-05-01,2012-07-01,2012-08-01,2012-09-01,2012-11-01,2012-12-01,2013-01-01,2013-03-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2014-01-01,2014-03-01,2014-04-01,2014-05-01,2014-07-01,2014-09-01
0,-0.019090350553304436,-0.03918187786628957,-0.002384289257624017,0.03753087955492518,0.08159925356712927,-0.11874334858490254,0.008013965549677149,0.05916364012608755,-0.0020741668559072224,-0.05099163125765216,-0.00010406113812511109,0.021284664552558397,-0.026267801530583057,-0.015546941151252103,-0.04654328557810006,-0.009653652949078495,0.0036036279006901317,0.01668660312543313,0.006784928062383289,0.007127316833649644,-0.0061884033798331115,-0.0060723844772963,0.11576027887477913,-0.012255632085483414,0.010101045009996534,0.03149660233496965,0.016266713197726768,-0.029310493256720527,-0.01620990473733075,0.06991481358060625,-0.07616109545089822,0.048538809152973705,0.05104132404655948,0.0321478392539456,0.0015637677793480798,0.029898859330921734,0.015496383095256139,0.010319644238022008,0.029110401347943515,-0.018611204777450485,0.03581823790279204,0.02907713899332931,0.006623138639640924,-0.010062441159217173,-0.015363252001993066,-0.07087386021068465,0.07214794501754673,-0.00396637322090565,0.043034356221999026,-0.006703947883094585,-0.014509890429921679,-0.03497544439489508,0.05568958613112729,0.010546981347806295,0.03316122890833517,-0.04553793848107768,-0.05443642618704514
1,0.0923612093065227,-0.03704689942366679,-0.021379403250547657,0.03153391093380353,0.052299192995532096,-0.13272551510187824,0.0018166665806056415,,0.0011651748286034547,-0.14112071740306575,0.0028256037876173146,-0.007190134807195214,-0.04948614007404206,0.010067427816569552,,0.03288857073187801,-0.0015698133582895402,0.034279628456765465,-0.01676704029356224,0.013098522866882734,0.0013300766993181237,0.006919991613298482,,-0.022148499399444077,0.038931288456939495,,-0.0015800704381021546,-0.03313485924948267,-0.021374479427974435,,,0.0263486498721357,,0.04687083415688953,0.02295519452847916,0.03015076879449019,-0.020218615037421284,-0.0010541879589309744,0.0164873977677491,-0.009679737604438188,0.03027814989848654,,-0.0026922388289554178,0.0018345743250876012,-0.013696010946857573,,,0.003733659713693438,,-0.008434945671035532,-0.015641462663284145,-0.03539900678883767,0.06614748484999167,0.008754564421874278,,-0.02820013795206755,-0.060332738891600624
2,0.08322989800365033,-0.09601543731743956,-0.02971786948295474,0.020490255946802094,0.06858077541687324,-0.11136253144941444,0.015237952862893867,,-0.013251232655146605,,-0.001635920031864302,-0.011781939641928751,,0.014924155077736145,,0.06078473726458178,0.022406530722860474,0.031195645306648867,-0.03182751876273282,0.03799540125505607,0.02079803063847125,0.004474887653785231,,-0.024083646114041457,,,0.012582935707448506,-0.025904230692085584,-0.03718069494548315,,,-0.008508824324735542,,0.08571021123725764,,0.016523587449322363,-0.04532170176030892,0.023840396544204,-0.00497681387822535,-0.01897954434580784,0.04629104320631772,,-0.015975320788018443,-0.03854792504279647,-0.056370879966209264,,,-0.002707931598659563,,0.027279861617703016,-0.00817972556836355,-0.029072328685347815,0.07464772900204197,0.003923559058955917,,-0.04115930772068399,-0.0839176552762404
3,0.06227768546782819,,,0.03713854710287201,0.11192899826495939,-0.0828892736065443,0.053696270909708854,,-0.02724063904803886,,-0.003055522806308719,-0.0062733709783102665,,0.010340641727812905,,0.03794169012763726,0.0259727752447656,0.031081143704249747,,0.03479517623703465,0.008533223317227119,0.01708261392885735,,0.014494658287928619,,,0.03159847589965881,-0.03857998481955249,,,,0.012331370844868683,,,,-0.003637225325352045,,0.026394831816261455,-0.008052935613326984,-0.02284018241405228,0.049728834264957555,,-0.012209659216313007,,,,,-0.004236286588647609,,0.03623164247930255,-0.025569494336877385,-0.007887067121022051,0.08614365598201612,0.007161930738386779,,-0.04161172149004155,
4,0.08228711237392528,,,0.022662646974336287,0.07023236658074428,-0.022169927812893064,-0.009461867080401198,,-0.015964008681908393,,0.03962659010275704,0.02572295137168301,,-0.014557077884922887,,0.026052576905315927,0.04153987314247631,0.058159874498861175,,-0.008161850026116468,0.023720983186173168,0.004916686142591775,,0.006457154909115026,,,0.0067161982735226555,,,,,0.010915001102621336,,,,0.014113201681622112,,0.04447587726853808,-0.009966347329909642,-0.01395243990873185,0.07547586227223047,,-0.024933514660264056,,,,,-0.028372721899595055,,,-0.03442163372553875,-0.0005935525702407407,,0.025343290417952247,,-0.047693309402369044,
5,0.07833821848478495,,,0.04095359759681294,0.09168880133965907,0.030792676627925175,0.08337552412902749,,-0.010838873671164873,,0.06323478489174761,0.033298901563781236,,-0.013546021520100648,,-0.006863716863261704,,,,0.027933639535497656,0.010598464826342475,0.004140449372921129,,0.016204701013107226,,,0.015149665517660171,,,,,0.013326121568065119,,,,0.010163372156418049,,,0.00042120700222225693,-0.030362616247810337,0.08270276198970627,,,,,,,-0.02900869647452131,,,-0.043897422238762474,0.004622339592852631,,0.04527205679982105,,-0.030350926818179635,
6,0.13353087888446513,,,0.09083855434163057,0.16080939916478298,0.05408312288462458,-0.004449034188887868,,-0.001375538442997648,,0.08142876889229544,,,-0.0075075737603760295,,-0.013349283390739153,,,,0.023320081341565935,0.005176997726758899,0.02079867380792244,,0.015081765328206043,,,0.032967656262177014,,,,,0.012168220468260493,,,,0.007971790386473554,,,0.0035386006982931484,,0.09068872665903704,,,,,,,-0.01980628024532738,,,,-0.004736192737707201,,,,-0.00892645236779921,
7,,,,,,0.053820837965872226,0.025655973432450185,,-0.029847668555197604,,,,,-0.019184661045136053,,0.001958604842001499,,,,0.007500475140727048,0.0286105819540537,0.040439630819707695,,0.006707735531139569,,,0.01584789596574776,,,,,-0.01972200908351196,,,,0.04708306072980539,,,0.011132874668894566,,,,,,,,,-0.026920906779966502,,,,-0.012153731366032483,,,,0.016161450170752767,
8,,,,,,0.0410424012540469,0.04014556899468413,,-0.017853478801519884,,,,,-0.03815945339603832,,0.0042622849173805655,,,,0.05100628419397912,,,,0.02092193020223565,,,0.01861354912514801,,,,,0.010953303876901188,,,,,,,0.021516858236463765,,,,,,,,,-0.004196337518056481,,,,0.0005899869184615714,,,,0.022617821396793136,
9,,,,,,0.014854519680919331,0.05627110216720288,,0.022581301583137314,,,,,-0.03123155011777623,,0.0003093674511256417,,,,,,,,0.005843560251543867,,,0.001108781356819577,,,,,0.03348200287442804,,,,,,,0.01951585523854682,,,,,,,,,0.007988565622120802,,,,-0.011447256786836446,,,,0.03549789066413078,
