,2014-12-01,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-07-01,2015-08-01,2015-09-01,2015-11-01,2016-01-01,2016-02-01,2016-03-01,2016-05-01,2016-06-01,2016-07-01,2016-09-01,2016-10-01,2016-11-01,2016-12-01,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-06-01,2017-07-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-05-01,2019-06-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-02-01,2020-04-01,2020-05-01,2020-08-01,2020-10-01,2020-11-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01,2022-03-01,2022-04-01,2022-06-01,2022-07-01,2022-08-01,2022-09-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01,2023-05-01
0,-0.016107734918606953,0.019184152529238996,0.008464947892576458,0.025316519978800966,0.0237571344731482,0.014721929885820995,-0.03391865854463061,0.014650285505911798,0.00287368438508262,0.04029630413343066,-0.038020350763452226,0.001380410935149623,0.010475713413511667,0.043475251482144595,0.0054531006284559425,0.03237503680286746,-0.0020768836849400785,0.016119232462523336,0.024371995303591465,-0.00959210645975328,0.01858874419929002,-0.07495059287703931,-0.0036316313083091245,-0.0048583706889184786,-0.01840359137220615,-0.01792213559342426,0.02627131589956666,-0.0024772667334689302,-0.009724516214173695,0.028653637448612823,0.01903437295400079,0.024013555548176857,0.02516179475993008,-0.0004113324293828491,0.05800967962599746,0.0005855934447667188,0.0031256839109725654,-0.03304964351827955,0.03603686296750652,-0.03234643158083972,-0.006236851644222996,-0.015005682069507698,-0.018939380635162317,0.015753613127407307,-0.01820544108094113,-0.003492690286232003,-0.014085487392135887,0.015754531163267194,0.10789858927078422,0.02552603357015637,0.03689452405208837,-0.0016466036741815682,-0.05317381046619829,-0.016930568799041534,0.023547980994762963,-0.024332856444635897,0.04668269082497534,0.0023703885619544285,-0.023305801916727154,0.016808530870334515,-0.0034143622599009937,0.0160910489795294,0.0074858538615136805,-0.019040896880103908,0.014711412306518401,0.04152767418021064,0.015321332167013146,-0.0344979716650724,0.02757012216635557,0.020491326730822212,-0.013580572960226966,-0.00048804092069376637,-0.025490165069108173,-0.0259728637154365,0.0022792292936166803,0.014757913116248078,-0.008179605512864008,-0.004575992680806884,-0.023284051677008755,-0.027249528985503924,0.02883154571818458
1,-0.013681958670531236,0.013371443543094497,0.016602873959463027,0.024706534338492847,0.00954471127226486,0.0011252441247466827,-0.07068935372887886,0.014447095420889011,0.008651623926525964,0.036421906205893806,-0.02419512111863442,0.0012134616489137828,-0.004275776539304388,,0.0004011474291278905,0.06507263874330826,-0.004701460537696267,0.005369712548346617,0.02871733031780921,-0.0031219037154439633,0.016755090365871528,,-0.0024366854308381924,-0.008803686149393641,-0.0056066868960558125,-0.018768365165286127,0.015795851786976733,-0.007193211486480555,0.00971701702384653,-0.017579595728675956,0.03750299387595857,0.019374115307321915,0.021711110377079512,0.006583498388849529,,0.00924633428142041,-0.007950822657387002,,0.01563820019562545,-0.031551527355127895,-0.02103681476508007,-0.02047430170484077,,0.011195697598214926,,0.007742308679482779,-0.01806039455385755,0.021388754345548877,,0.028842573289984408,,-0.022527615907697918,,-0.05107878893314499,0.006508839043232406,0.017396827904565093,0.04467696913718666,0.007705130275101946,-0.02464304606253176,0.021986675221509433,0.01048651878234974,,0.004437904188974606,,,0.03745649424441577,-0.0021353109583048813,-0.013859182680848292,,0.00618961130199791,-0.02391130428921784,0.004836852802371672,-0.02186689033916922,-0.019699245047521075,0.010156330276426706,0.013194037062505659,0.0014656368759387028,-0.003189121404052475,,,
2,-0.009551233339430976,-0.002687660675306236,0.018502671118414193,0.019113846821456837,-8.871042415647956e-05,-0.010437785613770512,,0.018294203522992547,0.019012310965990764,0.022552433702196395,-0.027647964845035178,-0.01778950517257072,-0.012481520802875845,,-0.00259317209027099,,-0.018752076184169075,0.002551489505674742,,-0.008017651044689988,-0.0005685142740450289,,-0.02345162051212779,-0.014349608164637262,-0.012439062532989098,-0.041902773677473526,0.02203037880619707,-0.005208975876578759,0.022485897095571694,-0.02319170510669344,0.017356935988740885,0.023167202732542913,-0.004706949967665963,-0.007631250583143956,,0.028831028924702906,-0.011982776510611082,,-0.0014704463288788272,-0.031274964730371835,-0.020260592384126974,-0.011129904828510062,,0.007142575904789172,,0.007860687009399125,,0.00998981959235734,,0.01719852143617162,,-0.028379108591330304,,-0.03836433462821898,0.00060548022841167,-0.008398901134923253,0.02348375247414891,0.0035934588074622575,-0.03263512806679447,0.03686768490827519,-0.00447002614864056,,-0.0023579751120614834,,,-0.033823613871666325,-0.018502615887275198,-0.04391270631629052,,0.0036436554484478023,-0.029008445368973845,-0.010012412134477122,-0.03424811773515124,-0.020363354535489098,3.504896597816831e-05,0.005841925418920368,0.019125666042991707,0.0041399027885438144,,,
3,0.0037683925944723695,-0.010094959490336786,0.05979530557241142,0.016722830826253865,-0.003139339285762821,-0.028504487371609155,,0.003970831410076425,0.014291183050761158,0.009017336610890436,-0.033742094534385814,-0.0075263214962719704,-0.01488074631410402,,0.014484294051945401,,-0.021543563964665946,-0.002262340177625055,,-0.00024680552416089796,0.0005119342171417962,,-0.020490761461449347,-0.0209227197540367,-0.007173510758137658,,0.015684820450096337,-0.010868241825074731,,-0.07236326598211407,0.018958186831266266,0.008039169190799722,0.0021758537902929476,-0.00712576985085378,,0.029382481958673434,-0.0033750504736265174,,-0.008993776652159946,-0.017245385376708722,-0.011021166375183966,0.00516998480459252,,0.001684941922190486,,0.010368481691859444,,0.016315815833086278,,0.017882521851343647,,,,-0.04821480890617158,0.018258750978765947,0.0014413031518563102,0.019452041701918832,0.010961834053102859,-0.030260076509350142,,0.006708578345092642,,-0.004704142339488682,,,-0.021290532654342442,-0.0368063914443475,,,-0.007293277683775745,-0.0340781036421367,-0.008422142631788532,,-0.02553792174799896,0.010090487621892796,0.010282578830070443,,0.010818466594199938,,,
4,0.01932831382458633,-0.012465216355451725,,0.03023693789226617,-0.02210904277124892,-0.07575347354536488,,0.00462481447205737,0.005774249976683743,0.0089568372100014,-0.07031459318763034,-0.024648414323373724,-0.01679485980091283,,0.02457057320938172,,-0.015422466945829605,0.0041685501526654845,,0.015997623080051815,0.008578301055279791,,-0.01661246008264472,,0.0008212410073692444,,0.006362875320718553,-0.01271381533792848,,,0.03955934134681649,0.007316549256198179,0.007079323031397022,-0.0004898263405899161,,0.02557072718795994,-0.01629592730755136,,-0.021873823948993953,-0.019781262758585383,-0.016876532394381083,0.0008063135556810597,,0.00848564080753167,,-0.0017170839290474582,,-0.010661100128122714,,0.01801888989985656,,,,-0.0203712159729732,0.02616766475887311,-0.012077160791605479,0.020637679226093608,0.0035984859893130605,-0.023854875369094364,,0.007431537643920905,,-0.0044355623300484925,,,-0.043723022790478794,-0.013778307412642299,,,-0.0009047879599517472,-0.009530032874932814,-0.01542223855398106,,-0.008809903471799663,0.0014973131647837423,-0.00755351344711519,,0.0029885063576138293,,,
5,0.013269130704304244,-0.022000533844379166,,0.04708285787691108,-0.030249856023682797,,,-0.0008060471783574719,-0.00686777439402253,-0.016004612749492275,,-0.007402912322254207,-0.009770908601299866,,0.017153273883735887,,0.005172266328257624,0.01814874469741168,,0.021286266983329805,0.022872327687629923,,0.001431788418734925,,-0.00017601773866804393,,0.007782349702875502,-0.02514211294227664,,,0.04390540452780667,0.017053421199528795,-0.0016638787322538207,0.023108511147417854,,-0.0011653535432225581,-0.021859169116914545,,-0.04595316408556349,-0.005504733698592612,-0.00044526835806907306,0.006918448730280247,,0.012161937869436201,,0.009583380608893188,,-6.978125204337715e-05,,0.01888651382875306,,,,-0.009472794391371053,0.019915183930687252,-0.03594926688229538,0.00792523138184209,-0.010345189093134255,-0.03882243125939433,,0.014764227447319422,,-0.008538034333910094,,,-0.04756779549218315,-0.03821467420713898,,,-0.015754109567208907,-0.0077428319613344065,-0.023816427909976845,,0.00906984933879229,0.001723373314601595,-0.0035635525197703632,,-0.011572305775783276,,,
6,0.008307211040763152,-0.022056730785211753,,0.027809089098519146,-0.0636443082636513,,,0.01974815415515213,-0.008125927006839673,-0.013417478146254047,,-0.0010366644920293266,-0.0047191192841565255,,0.019426732035814576,,0.013082234422300942,0.01480432211710514,,,0.013520320418953347,,0.007713124616231859,,-0.005022087650316309,,0.012308748867365882,,,,0.049143216593238837,0.021940792282210797,0.00700630253444956,0.025548652219970824,,0.008678556661133818,-0.0261798340874293,,,-0.009244670359993767,0.009767843068310633,0.00531861165123404,,0.006206273381943905,,0.017922504980816045,,0.003768156287305091,,0.023402909239789382,,,,0.00034938483628366157,0.03408697045397413,-0.018126806140744023,0.011157538081677965,-0.01536630296475322,-0.03369765559613391,,,,-0.009770696154065783,,,0.0002444196116133668,-0.024159947681345884,,,-0.006000001512263431,-0.0016738128149724751,-0.024416628411971564,,0.021885385846829086,0.00992612091821643,-0.008237380521445514,,-0.004537489489577329,,,
7,0.019387591156765027,-0.02854187444299816,,0.018182647627477733,,,,0.019093823965634027,-0.025511363553239352,-0.010185718227242013,,0.011518606374305351,-0.006151265616986257,,0.011758849603744848,,-0.009082898157825037,0.012343298126578861,,,0.01269032431859829,,0.0009080675997497067,,-0.01526715313235516,,0.0073262679957730725,,,,0.04256412406526766,0.025852620087500888,0.008712035153841002,0.023342773603322486,,-0.0026390521228383257,-0.03329946181279286,,,-0.0018221188993585713,0.005192784539705564,0.001964555581012384,,0.002523644512976375,,0.01266565432918454,,0.009742335522302747,,0.03622829190791288,,,,-0.0022659431280125375,0.04779372907183976,0.0044792585070370095,0.0058591468179165496,,-0.03943302569908025,,,,-0.013425676437355705,,,-0.0051262198843256,-0.014020762103653883,,,-0.00980416821395469,-0.011412158666403549,-0.01865367676952623,,0.02747957764364961,0.005026921369572834,-0.0050795039358486616,,0.004448545270701931,,,
8,0.004869480307716945,,,0.016744554828493186,,,,0.023628582366910067,-0.020416522953135896,-0.037847742917762384,,0.024866037468430635,0.004236410123154177,,0.02571648380098157,,-0.018252272473438858,-0.0005352870489178096,,,0.0222514575625814,,0.00027515175510650636,,-0.045617923233688185,,0.0036080658676047594,,,,0.06603317105523399,-0.008597721724330487,0.03061463694249733,0.013493766811728758,,0.009193789545752562,,,,-0.01567084893372117,0.00690719618534158,-0.0033245357851741097,,0.0007120281156021147,,0.013251665526105239,,0.013011985864764819,,,,,,-0.015201227839575893,,-0.00545789761754456,0.01196765362217933,,-0.03403495319904137,,,,-0.007126829048793137,,,-0.007244100555026556,0.0009649145319907682,,,-0.012827720536260578,-0.011539582371632218,-0.02413456850491702,,0.024330372849292625,0.0005332275796423591,-0.0015250982678871594,,-0.001382406479004894,,,
9,0.019863524756218442,,,0.01818747103367263,,,,0.018609679681183267,-0.02653499927146341,-0.03625071951054937,,0.02034737463369951,-0.00587636980472378,,-0.01995784157426117,,-0.0380907507371504,0.01700922253894832,,,0.022877403347956182,,0.017931640725760367,,,,0.01833669115999026,,,,,-0.009517067672099921,0.042979908186479676,-0.0005552025674111505,,0.017448986072641004,,,,-0.01220079577646449,0.007321949561158336,0.007974574985750715,,0.006276081209302342,,-0.004835957413507064,,0.0005706993617327072,,,,,,-0.0038981461593694533,,-0.0005397848090948898,0.029353873523638052,,-0.0327347978625907,,,,0.0037070117973203587,,,-0.0001413717770262224,0.00497742903199061,,,-0.004554853945540671,-0.00535705156263111,-0.028034240369864794,,0.027791557762153585,-0.01090781287441267,0.001869686502676604,,-0.021055098963154828,,,
