,2014-12-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-11-01,2015-12-01,2016-01-01,2016-02-01,2016-03-01,2016-04-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2016-12-01,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-07-01,2017-08-01,2017-09-01,2017-11-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-10-01,2019-11-01,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-09-01,2020-10-01,2020-11-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2022-01-01,2022-02-01,2022-03-01,2022-04-01,2022-05-01,2022-06-01,2022-07-01,2022-09-01,2022-10-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01
0,0.040960921747368984,0.00876229085966651,0.03240350119479235,0.054041067804456944,-0.020509389945655432,0.057913070290218194,-0.039472372891501184,0.06253153021601543,-0.01632540536554039,-0.011870549490065496,-0.017993287450913886,0.011405869531030177,0.02340619293529822,0.023607076365572688,-0.019317316530790385,-0.0747760395447985,0.016531456228600028,0.02446509611259806,-0.003601988962196323,0.025872614551257556,0.0002842656532644483,0.009907296581560088,-0.031940722782976216,-0.05691124733243047,0.004722594256246104,0.010237752792073396,-0.019728721707004127,-0.010682684405797449,-0.029938505756801126,-0.02678740956632808,0.03601752745835496,-0.006327156729895478,0.04331699452318449,0.00796130264306072,-0.0026101787288093092,0.012321809530454253,0.004320674108455158,0.03099806397916338,0.010674227519985369,0.016327260368229624,-0.020360691013399213,0.0042549567533427535,0.02767549154799731,0.003985036455659063,-0.00044064678166633175,-0.004907602233316766,-0.01775420586603138,-0.0008673491417185986,0.002292201653132153,-0.006521539693106426,0.0032718086385621348,0.004449088117410405,0.003487430421269977,0.0024473277201915167,-0.03163646765244943,0.031699978142784246,-0.004296667579416713,0.00973177090574584,-0.01729240015933886,-0.014393150432791657,-0.016396373123819252,-0.032598433630616874,-0.002982657794564858,0.034265924461647224,0.01181630573340442,-0.03778341221612713,-0.00980138300447475,0.0011003596976211227,0.02394638486345846,-0.02606474433475059,-0.009959153115944197,-0.03388869236651093,-0.002272624540951451,-0.018020588257188663,0.004273885622574802,-0.027938705907462946,0.016559649645945917,0.0214377421719556,0.016208653168340525,0.004738458555290315,-0.036044851089020113,0.01761053937380197,-0.00957498795099454,-0.014223415812277374,0.02052925345690526,-0.01711160909183329,0.0092430298355346,-0.04520657782657089,-0.03311774297505138
1,0.035672351249761425,0.02480481218337527,0.006089530197086079,0.03831213931432309,-0.015335448707537225,0.04583874880598593,-0.05733008424254615,,-0.01076533576053329,-0.013293080479191755,-0.03704473516288953,0.008105115441629174,0.026337466172991375,-0.021159922733966496,-0.022259461144865766,,0.012204295301862345,0.03665441673317904,0.012589226938030329,0.011176720461620882,-0.01314314113012749,-0.00771964717588447,-0.02499014469284422,,0.017285848747329524,-0.005580120091503771,-0.022373326110832537,-0.014707113440900255,,-0.025825707861409697,,0.010340453073471423,,0.0009938805713813892,0.004469303058758811,-0.013038509120859132,0.014068498956738118,,0.004920888008084212,0.010364273110213595,,0.006275909888680431,0.021063421921784453,-0.0017753594704377207,0.0031268764707931274,-0.01348866721933284,,-0.010152960960557067,0.0025787595344466396,-0.025962555504368545,-0.016048522973814983,0.009779760125761428,0.01478559857515993,0.02589763325010619,,0.016245826226409577,0.004077907378502665,2.134406938836264e-05,-0.016466112851856174,-0.01754478447511154,-0.025154157041835212,,0.0004616048955572438,0.03210323509558499,0.028189399439003004,,-0.0004308846915161979,0.004172658750409841,,-0.05253073025725463,-0.04735737746891022,-0.010557354759630933,-0.016735941534852916,-0.0024998605762371895,0.004007988788594652,0.013052053247236017,0.010836399944333941,0.03071192480921514,0.01848969986456961,0.005318278744439908,,-0.00014035833537207054,-0.003365405749753414,-0.0038494230164838328,0.01308196991430255,-0.01354392189321496,-0.0036060127662667085,,-0.03524006380263894
2,0.05794022292286649,0.01499207838797112,0.002704742593951759,0.05734852535847956,-0.04924984651055331,0.032534215371045505,-0.11074477517641057,,-0.011506649234445554,-0.015997522686546528,-0.052186793962618605,-0.03360752048376714,0.012196517084411829,-0.039782815360403845,-0.027893836204519906,,-0.010046125128722772,0.030602317842741478,0.013990461181291103,0.008940861881615803,-0.014946772585184398,-0.008469507729231163,-0.0318942546554295,,0.014526805077636595,-0.0092460419070306,-0.03669907678868345,,,-0.030642470715680048,,0.005849666475954418,,0.009483297270893587,-0.0017791457528559818,-0.015614471933990792,0.0034830001015944134,,0.015321234936329198,0.0018616403461049202,,0.023681777183373054,0.016699823871326736,-0.006827425862034886,-0.0027077530599776134,-0.014295782353520359,,-0.004699095813886167,0.0058645196939250965,,0.00036654450798323523,-0.005035969170494425,0.008100053723814504,,,0.015672073217387172,0.0022072341757297664,-0.0023528317929968345,-0.037969728684868365,-0.01773578865515013,,,0.016162186546916146,0.036972369506875324,0.019463992202622737,,0.0011916631180932669,-0.013749103536951246,,,-0.05334478810262322,-0.03171537736079966,-0.005197540284834101,-0.02896889683001369,-0.019523734782124436,-0.004772188768038532,-0.026548451605871826,0.012271676366981232,0.00590010451229972,0.0007115639070720547,,0.015314202473437177,-0.011706615682088639,-0.019743503252176886,0.004524508504311742,-0.010380026339614101,-0.007303809499116021,,
3,,0.07296083859682723,0.021120251298588466,0.04230957760684895,-0.08212709650962502,0.054929417924172164,,,-0.04177501000171002,-0.02165305182969801,,-0.029764298074311135,0.008099202285847928,,-0.041692065361908504,,-0.0028788778476241395,0.03356877641637368,0.014157825084744502,0.007725907109215946,-0.026793931896519574,-0.021889215659459227,-0.03359852345164516,,0.019662534127186326,0.0056232804910687495,,,,-0.040220508164956925,,0.01212518504582949,,-0.010677822386845115,-0.00848734299626308,-0.011802887677816898,0.0056509271457203525,,0.019447833835151584,0.015472825226810372,,0.022249358298948252,0.009323555630774916,-0.009806626936955887,-0.015048992539389183,,,-0.008154258959099714,0.0054606477556093935,,-0.0020144909238899444,0.01132901239394446,0.009323533115265015,,,0.02890943574260696,0.010971767983013692,0.01747206715726346,,-0.014212670274407646,,,0.022754339933275247,0.02207083904175189,0.01733481463912856,,0.002533803296054238,,,,,-0.035004295472489844,-0.029928083897107438,-0.0018384688187049747,-0.010829340308204927,0.00861489864446252,-0.026809989265162315,0.03368394902427774,-0.0009289674978445461,-0.002323319419319958,,0.00903302672159434,-0.03659504279142389,-0.03394618623995438,0.0019695376947608256,-0.014054732903006073,0.00860503013080649,,
4,,,0.020937017191148544,-0.006414227154150076,,0.02948487978366643,,,-0.04033113738991467,,,-0.02049892198972003,-0.0068201435817958345,,-0.02849965752325312,,-0.00692082289680257,0.057845361234624804,-0.011152706553454905,0.001460213537249011,,,-0.025759315622338796,,0.028489333038104192,0.005434342329867947,,,,,,0.022070713588306923,,-0.011405653602857058,0.008063950874769077,-0.026874721270899293,0.004977555715409032,,0.006683396424423282,-0.0016646819934678092,,0.022439816531098167,0.009814818493060873,-0.019079984721073195,-0.002455434288883951,,,0.01816268952751532,-0.0003762515924830012,,0.013381696497857476,0.009736201611165285,-0.0007521179526905897,,,0.0314124796801849,-0.001233487497155572,,,-0.013662270142046129,,,0.03959405483277756,0.038058886610333964,0.01578874134069297,,-0.008982436444296305,,,,,-0.04906601613214523,-0.01580914608745454,0.02757270550030988,-0.0028759473829245152,0.020041162140195468,-0.04159313528681263,0.02432792669914363,0.024581989652152636,0.0021437749513069093,,0.029842713145364463,-0.043396074379238314,-0.04452743566479089,0.012679198377827605,-0.003031954134603776,0.021576172304175856,,
5,,,0.05560694849883291,-0.0018206935026210402,,0.02779580264826631,,,-0.07673251957772553,,,-0.04571241392141001,-0.007344147905579357,,-0.041236098270985067,,0.007959146640394266,,0.004392862970408196,0.014854820282416803,,,-0.02511636017793606,,0.01713542476011387,0.006035342482342054,,,,,,0.017281601571640604,,-0.012280580143499087,0.018740088994253057,-0.016448384921790904,0.023018260548504088,,0.015546291287217517,0.003541274269148964,,0.03632374269457017,-0.0018358478142967982,,-0.012614143837324066,,,0.004618781989988996,0.008100167494445643,,-0.010078232717648739,0.009874611897656926,0.004070727347576408,,,0.02576127055132993,-0.003413720846044299,,,-0.0117884144386462,,,,0.04935712192420372,0.0025875105329058457,,-0.006089086209366101,,,,,,-0.009406729396523428,0.03357798812844415,-0.0023512944946046943,-0.005281309273156509,,0.0372544477457577,0.021415310227007822,-0.0027318232307100843,,0.05351577770301308,-0.05020168897727384,,0.014072312453508262,0.0107668360643145,0.008244170870430167,,
6,,,0.048058062575563165,-0.02132379631480852,,0.05126361896995757,,,,,,-0.03808257415076355,-0.014764734749317165,,-0.017710006363426678,,0.02572609993916658,,0.002456711309262616,0.005759174893182006,,,-0.007979506501160749,,0.03297495322104371,0.004455663356559336,,,,,,0.013691140745236918,,-0.015505682359917117,0.019832352984457735,-0.019665568938150635,0.016451309791236213,,0.0024072864621280665,-0.0013795327785075528,,,-0.0007419744823633501,,-0.004073694004968709,,,-0.00819375325699312,0.0041596825049570185,,-0.007852666830814314,0.005770744388154725,0.00476484119374998,,,0.009730685023267682,-0.014707841098699603,,,-0.019279265559543735,,,,,0.01662691745745315,,-0.006591470383946252,,,,,,0.005112833797796146,0.02791756580583815,0.01624603808571301,-0.02154517637423048,,,0.005481746402952403,-0.002504727597846035,,,-0.03515786483256722,,0.022175429623753518,-0.0013341146347962685,0.021235812362105477,,
7,,,0.023416553400040174,-0.004483074026768286,,0.043220331119371735,,,,,,-0.026483522956877614,-0.011622390446343944,,-0.04321717353467258,,0.01695447055426652,,0.0016398868564238,0.013346511249817006,,,0.002529324798828725,,0.03305522447794562,0.014726932228438239,,,,,,0.021905203931039008,,-0.0024278126725167937,0.026913300807884788,-0.012870145400118993,0.010978890257266727,,0.006027002742123866,0.0032284463065268554,,,0.003651453502254487,,-0.015400461182804137,,,-0.00817234106820397,-0.005914445757096765,,-0.01361844768091558,0.008231596387260787,0.015581166159057247,,,0.015171536902215621,-0.0064621951087877605,,,,,,,,0.014165474029582015,,-0.007117081772539002,,,,,,-0.01392616159966975,0.04445161220438276,0.017123905622695723,-0.019579534162670775,,,0.009010488737335898,-0.0032694783559756857,,,-0.03135669000521446,,0.03282167228443744,0.011788441369608105,0.022917172579806078,,
8,,,0.020451708341769292,-0.013611775636724666,,0.0633956323780529,,,,,,-0.03148360957295093,-0.013805678026092005,,,,0.027317019353524763,,-0.001675974466311736,0.0036260949550515065,,,-0.006962693532767794,,0.04163640922996592,0.008282852381954031,,,,,,0.009513046407865211,,0.0029252942325808107,0.026845060794530973,-0.009576422035128207,0.002913634408221455,,0.008735317545721877,0.005334824381325376,,,0.007586054366077732,,-0.01695275237166316,,,0.0010729857128222164,0.004425535292126526,,0.0037135115387236795,-0.005131212549516206,0.035746165757362114,,,0.016506981177005997,0.0010943199588391295,,,,,,,,0.009066500927123133,,-0.008630833311923602,,,,,,-0.031210096603811355,,0.08744093282403576,0.01536004988403672,,,0.01257224633020737,-0.012460525922029397,,,-0.025478061322310452,,,-0.004975996849740927,0.011757718217264568,,
9,,,0.03325467201300786,-0.016166200166614075,,0.054856351508783874,,,,,,-0.024058757199940217,-0.007528837537133848,,,,0.03788384167066522,,-0.006435457688663604,0.007359096271801313,,,-0.01702963789688461,,,0.010756824541625187,,,,,,0.013942581069783966,,0.014112628242869185,0.03808192897360918,-0.010208779189415651,-0.0004169114346677105,,0.011880222565598064,0.005079045699377005,,,0.0014027684041866273,,-0.021080348957375983,,,0.003594166004114996,-0.014301988216758765,,-0.014533812803585455,0.019368024840899167,,,,0.018617407140874676,0.005805945699687953,,,,,,,,0.0052422839209889105,,0.013159123438126308,,,,,,-0.039218686711930406,,,0.012408856683862268,,,-0.009400732821553959,-0.00543116406872457,,,-0.02656343702278985,,,-0.0032045330468997157,-0.014048028898609566,,
