,2018-02-01,2018-05-01,2018-06-01,2018-11-01,2019-02-01,2019-03-01,2019-04-01,2019-06-01,2019-12-01,2020-03-01,2020-07-01,2020-11-01,2020-12-01,2021-08-01,2021-10-01,2022-01-01,2022-03-01,2022-07-01,2022-08-01,2022-10-01,2022-12-01,2023-03-01
0,-0.026132737737085243,0.005171489149615738,0.19559185589723782,-0.009725025644698349,-0.01587464338361766,-0.0001603018496378894,-0.0032435185669150712,-0.024805346579274357,-0.03193290253023395,0.05312798163190191,0.007357515889017563,-0.00020078992083494285,0.015073592810072256,0.053422321460229405,-0.011042915574861034,0.022197211546756357,0.03591623718781811,-0.0015500347364022365,0.026414361640072492,-0.03585644186146339,-0.028745263104473118,-0.032379339188425504
1,-0.030256132653477152,0.007201636550443702,0.2285212719173968,0.002721619445303247,0.02372491050503811,0.010072941138233205,-0.003581382094926866,-0.04763820532002505,,0.06642782684361404,-0.0181029200046936,0.006426744416817343,0.01796418017801038,,-0.018745357876893465,-0.003287137752399527,0.04345017036125842,-0.042823726350342914,0.010517670884227392,,,0.010464075628714653
2,-0.024449577184651794,,0.1575180203143396,0.01167280807532034,0.007063654180264223,0.0018519412103916721,-0.018684031952137747,,,0.09661142849179605,0.006610969275842038,-0.02634016379610138,0.03167707904853678,,-0.01873339660619333,-0.025396760846223554,0.03363215862919766,,0.015106733062502542,,,0.008097806771114158
3,-0.0379303236328381,,0.1765302766170902,0.033555007878920406,-0.038680559358207134,-0.010073884966151248,-0.02510937681844494,,,,0.017157983758866457,-0.0013839392228147673,,,-0.010853772050826827,-0.00023704480493469404,0.05818269231429696,,0.011088344615591605,,,-0.00966682656634621
4,-0.027770485293687308,,0.19614239741327788,-0.00327314891129582,,0.000882320845876805,-0.02403311710114231,,,,0.014555009976672473,-0.015384239441949887,,,-0.02626996814837046,-0.005112970272793671,0.06365214520534845,,0.008604927938541174,,,-0.01455229209854636
5,-0.016089402438799638,,0.1892685229422031,0.015394269482054135,,0.028337779377570982,-0.09435593380780594,,,,0.002758660083427955,0.0019741304019307293,,,,-0.02745546893984052,0.05140861792559637,,0.014540445662027501,,,-0.03349607619555428
6,-0.005354223461606189,,0.15768573961910004,-0.02669662545556406,,0.02153038727009271,,,,,-0.014695732416382334,0.005583202454097602,,,,-0.028866693014022893,0.06002235899944264,,0.007788567413157033,,,0.0017764287414365754
7,-0.010870540811767526,,0.19310946203136892,-0.012775663740038468,,0.026383888805144196,,,,,-0.016339185928424982,0.026783062751627895,,,,-0.03717091490545599,0.05130446489473073,,0.024923698373763514,,,0.0017966353841289973
8,0.0036640168419994623,,0.232816369099897,-0.004570998207123367,,5.818409764657417e-05,,,,,-0.022903877951758744,0.01179120620302676,,,,-0.023594521312992445,0.036486950750873604,,0.04663251994211004,,,0.0089920191688595
9,-0.0016303771695591607,,0.2339315087950311,0.013883188619137066,,-0.0047006359412877785,,,,,-0.010415710481128215,0.03184639774445408,,,,-0.03127556813258714,0.07434205295309759,,,,,0.00999134530633139
10,-0.0014334529543020835,,0.2612420860024738,-0.00168602406573104,,-0.02802670647469796,,,,,-0.02138674687042119,0.03312529713916312,,,,-0.04674436073968957,0.1064682785528488,,,,,-0.015562528401057207
11,0.02290146788063474,,0.23516166770611768,0.01792169299599866,,-0.07223577313064844,,,,,-0.029583029109581105,-0.010219981067177919,,,,-0.023904839915923848,0.10497004746442151,,,,,-0.008589910891669383
12,-0.004119916559662151,,0.20375091838606085,0.012771380179613878,,,,,,,-0.008692456419004735,0.02560417290060979,,,,-0.05032550189093721,0.11616156289694768,,,,,0.021736060492601794
13,0.024307602635846415,,0.18656843582815963,0.02286434489436573,,,,,,,-0.022741319508587488,0.013814545185354632,,,,-0.04770722814301642,0.13388859134739306,,,,,0.0030097916813396353
14,0.013885558573936585,,0.17000264177621638,0.003963081332838847,,,,,,,-0.02721689828266971,0.03825538666559858,,,,-0.056966429760910486,0.14578239760215617,,,,,0.007650838494027035
15,-0.004712964815993814,,0.17740889689432393,0.004067029011581624,,,,,,,-0.026769573666712176,,,,,,0.15152821921554338,,,,,0.02507296593302044
16,-0.003797600277716029,,0.1592586885518381,-0.032293683512945925,,,,,,,-0.017421570420387944,,,,,,0.13367255766717356,,,,,0.02209330655968511
17,-0.007573645585261524,,0.14156974628430818,-0.044621735317423195,,,,,,,-0.02108308446001672,,,,,,,,,,,
18,-0.03194259046787984,,0.15238679800053845,,,,,,,,-0.016340868529835184,,,,,,,,,,,
19,-0.03379122614610086,,0.18082604429601146,,,,,,,,-0.01452563561731246,,,,,,,,,,,
20,-0.04864090275954425,,0.1841226129683231,,,,,,,,-0.03507830498397446,,,,,,,,,,,
21,,,0.18542896751212856,,,,,,,,-0.021691750350677275,,,,,,,,,,,
