,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-07-01,2019-09-01,2019-10-01,2019-11-01,2020-06-01,2020-07-01,2021-07-01,2021-08-01,2021-10-01,2022-01-01,2022-03-01,2022-04-01,2022-10-01,2022-11-01,2022-12-01,2023-06-01
0,0.0273005995458373,-0.0040193794720735365,0.030454655742300663,0.014709867743808447,-0.07836628991991412,-0.0015297450158517911,-0.0013374608116409892,-0.005184478104127144,-0.011875686191245627,-0.015147859699399358,0.009550158190716918,0.003865484400504826,0.0026554909775206026,0.008634089833722935,-0.01912361226804049,0.010263125663222628,-0.016712822975312847,0.03176081715292889,0.01846405161434339,0.01100825180048337
1,0.024132722018590957,-0.011642517587507228,0.04682852411384886,0.0018262272124518475,,-0.0016345247166271726,0.004054001783629468,-0.012932418575990479,-0.0013992113535593043,-0.02407057993132311,0.025004177058086885,0.008879322989080785,0.00448778812933559,0.013051452229665306,-0.02952666564286688,0.013505975934317349,-0.012761906170997595,0.012103279579682213,0.016271745682060246,0.011367401853467962
2,0.012452693313831809,-0.0006651465438217707,,0.009558988848769379,,-0.011527520055696572,0.015590779675626942,,0.00973373618486817,-0.021379384150007286,,0.0023578269899420246,-0.00588610634808473,0.019608851878321454,,0.02913688103681783,6.465538673827709e-05,0.009498941887867651,0.020290556333038334,0.009310516171485816
3,0.002449348247755001,-0.013922843481975478,,0.013417103959944776,,-0.029930352030970386,0.014942153975995964,,0.09229942578000272,-0.03234821246393438,,0.015953893952942333,-0.017040522912609046,0.01831415061712205,,,-0.0107137094639842,0.008448699315541652,0.022879332809027042,0.012567627010535487
4,0.006943917040427072,-0.03878401081738103,,0.01968874849550528,,-0.029861189188091886,0.015318400304763946,,,,,,,0.0172619952960244,,,-0.014873297450993084,0.012558342158638658,,-0.010872088251834722
5,-0.011504121188075533,,,0.015016348875774188,,-0.02605066757066621,0.014337729481163741,,,,,,,0.01171665929642507,,,-0.01683075599067152,-0.011583596654660522,,-0.0002463370986143243
6,-0.009678215100464849,,,0.012500936776671523,,-0.04421350372752686,0.018221278247725126,,,,,,,0.01853981645258218,,,-0.01002449235585856,-0.004724476728112159,,-0.011301517749269907
7,-0.03169020895168928,,,0.030739478100370365,,,0.0021072441618851245,,,,,,,0.004838730039980921,,,-0.006831163043129029,0.012347593071266094,,-0.0009486688547839517
8,-0.003875924046537804,,,0.027939690636992642,,,0.010368063152261908,,,,,,,0.0021186940963415224,,,-0.031542694200755284,0.021215375987699958,,-0.01706569870424368
9,-0.006223057409925126,,,0.029475888505865133,,,0.004776667221639053,,,,,,,-0.00243849704760557,,,,0.015478810210963423,,
10,-0.024195528912676956,,,0.03938092318014064,,,-0.0016721458415605017,,,,,,,0.007602389151355027,,,,0.02379552319730649,,
11,-0.024257428429670602,,,,,,-0.001776715937182427,,,,,,,0.0037835611352754484,,,,0.0099027086591999,,
12,-0.002704117652678528,,,,,,0.0020326755737989366,,,,,,,0.0017412109606366744,,,,0.009704348579281374,,
13,-0.022387293616301873,,,,,,0.006425162267673201,,,,,,,-0.0033568854864048925,,,,0.00044096999137349657,,
14,-0.021164624569627977,,,,,,-0.002895208216217915,,,,,,,-0.0004964036159725294,,,,-0.018012330115562747,,
15,-0.01121451031828502,,,,,,-0.005313429720645635,,,,,,,-0.007188456238586438,,,,-0.008036512686776187,,
16,-0.022718462730064726,,,,,,-0.004519148503351111,,,,,,,-0.021672766228175044,,,,-0.012956860694751549,,
17,-0.021359924759370097,,,,,,0.001844195419956396,,,,,,,,,,,-0.006349055652500768,,
18,-0.03344766091740259,,,,,,0.005963805150983381,,,,,,,,,,,0.004170421289322268,,
19,-0.012984639268095677,,,,,,-0.0021728625165955417,,,,,,,,,,,0.011501424982101771,,
20,-0.027659747495464293,,,,,,0.002068544222810109,,,,,,,,,,,,,
21,-0.027734520786090844,,,,,,,,,,,,,,,,,,,
