,2018-09-01,2018-10-01,2019-01-01,2019-02-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-10-01,2020-01-01,2020-03-01,2020-04-01,2020-05-01,2020-07-01,2020-09-01,2020-10-01,2020-11-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-02-01,2022-05-01,2022-06-01,2022-07-01,2022-08-01,2022-09-01,2022-11-01,2022-12-01,2023-02-01,2023-03-01,2023-04-01
0,0.01553108275693904,-0.018264236384817556,0.014150878586494775,-0.011953777464841386,0.03455687837541643,0.009868943193950486,-0.08010856662334431,0.03015714381618695,0.03118852803594363,-0.00780008887777317,-0.012698274367795415,0.013189047387559438,-0.010151482233703657,-0.015569274728336358,-0.03929434524018072,0.01916713003944548,0.024956089729192388,-0.0509890305609525,-0.004024302966283089,0.0030579020237909704,0.0036284290625949733,0.016032946087932265,-0.003172917282477039,0.01355130250630987,-0.010488945448258957,0.006873545922223223,-0.023512106976885216,0.004870358639543992,0.034571753740221034,-0.021708119678009896,-0.005830810705509504,-0.009250675096302508,0.007713739694581334,-0.033436292776137466,-0.01956923826785628,0.015280086154535633,-0.006476569796888543,-0.003085704533307254,-0.0003358902875769676,0.006971991364618235
1,0.011502754980951213,-0.027086136835990482,0.006645672404046454,-0.011083688000700254,0.04147958426580001,0.013459618915064642,,0.011057450096624732,0.03108374833516825,-0.016040510043800582,-0.02743138150114416,0.006444691328151397,-0.016682288024042924,0.0031843242874824984,-0.051146238127847354,0.038186406610074886,0.04848746764432277,,-0.006016336968320046,-0.0003878523439053705,-0.00982934905238908,0.014511901054232945,0.013621675566578118,0.029005321373679838,-0.00975074491828043,0.008705843074038211,,-0.0029559154490494954,,-0.037135940737223705,-0.007298804296758443,0.00010926858117144,-0.0008855029725285402,-0.011687128669596869,-0.019108555081730927,0.014651549990467638,-0.005321138745188081,-0.009588472680684301,0.004160669004018569,0.011682973499149818
2,-0.0010332848285647955,-0.019125314421847284,-0.017856358035815756,-0.0008812005714774473,0.047568034956272154,0.013994446529644211,,0.007016754137010972,0.013515777831462517,-0.00960299722390956,-0.033329345170747315,0.012529905446851619,-0.02048058164483879,0.02709161284983186,,,,,-0.01699236376312918,-0.003582534728993725,-0.01332053512456055,0.023866059822289065,0.00624781270992858,,-0.012716010513816878,-0.0007234784681139361,,-0.004106112067754908,,,-0.010525238020249295,0.02197937764752833,-0.00179565416714067,-0.055741275975038196,-0.006281993523995055,0.02175886036877034,-0.00852961863219931,-0.003954891897894219,0.0008119487603899245,0.015230342349426107
3,-0.008744046025558339,-0.03359757662617646,-0.01998233505424185,-0.009370080921438761,,0.03819509840370183,,-0.01449409655906142,-0.004887054143811298,0.003019081646817856,,0.009931453231978637,-0.010498431908192662,,,,,,0.005779830549603071,-0.00017214449777458452,-0.01855368310303096,,0.005058088696831664,,-0.002675717752354201,-0.011401457160460482,,-0.0022522126413019317,,,-0.012570453580466823,0.019404931876531473,0.008942176692178117,,-0.01619347400677884,0.023580324229943994,-0.004237611269260533,0.0032209756176955207,-0.003026819615806531,0.031403954812266544
4,-0.0013384706762002985,-0.060901685167767505,-0.03693356124102154,-0.0028007811983017383,,,,-0.042618845995425314,-0.010489916844371727,-0.004026900166395397,,0.007568582934310952,-0.019461997944540177,,,,,,0.007492083693482976,0.000784851684972887,-0.016149264307999678,,0.003282385202258986,,0.009524792082258315,-0.022012032685021832,,-0.00425376981862402,,,-0.01997736230993674,0.01596199509630214,0.012472754818936171,,-0.022942561768309,0.016718176488454417,-0.002831763588436287,-0.002361958391850494,0.015425153365440147,
5,-0.02007991856168556,,-0.10314026760253703,0.012519143112939557,,,,-0.06755092045140332,-0.015047410756946933,0.0034593239543876386,,0.009223276464289554,-0.0019369566062635846,,,,,,0.019977495488376684,-0.0006428855943527712,-0.01306968802785502,,0.017953204851843818,,0.01270888804653858,-0.014022678182344817,,-0.005706592439308933,,,-0.02237997181659168,0.025146920463035682,0.012362336886951875,,-0.024900020307987214,8.390297710142436e-05,-0.008127150728979515,-0.010096105310607006,0.009295085586079721,
6,-0.014997611261849508,,,-0.012385606567344887,,,,,-0.033210246913807584,0.003602074034926961,,0.01019944529167327,-0.0018728482056211693,,,,,,0.01824728136132281,-0.0004718223406383615,-0.011976328452043883,,0.009734313622011381,,0.009232747755519521,-0.009995727004824428,,0.011367627539460412,,,,0.02350993553593861,0.004324376816614461,,-0.01723429721337788,0.0054403912881042515,-0.008522620216315224,-0.016215817939488675,0.013159761407907533,
7,-0.03399273804220693,,,-0.020499995102013724,,,,,-0.025159420607327565,0.0037448037407892265,,-0.008512698021783005,-0.001958751478588594,,,,,,0.015330380162977275,-0.005470420104264684,-0.017883494249607446,,0.007888680157225103,,0.009621831991879604,-0.006846333273023419,,0.017983532018855386,,,,0.021528626074684643,0.011155912616785946,,-0.014040967900648349,0.004181487692985653,-0.004358329444249243,-0.0005667233514088377,0.0014863910350984,
8,-0.006786230804860294,,,-0.030294390935192705,,,,,-0.034014270628065946,0.02567542495459052,,-0.007130527794831254,-0.011629792436633757,,,,,,0.0036868168204671203,-0.005731903588714782,-0.01192546354166546,,0.003393053520514222,,0.005906452099201376,0.0014302358800749593,,0.01598057587915991,,,,0.024879093446993794,0.011920543197415756,,-0.041319913677646536,-0.009906543673986634,-0.015181232886522567,0.0006075576482179601,-0.01652686834408368,
9,-0.012436919984321948,,,-0.0389609117106281,,,,,-0.022338615396288564,,,-0.020230615901364435,-0.022251826587378676,,,,,,0.011845614771556323,-0.013650159009237384,-0.0025727785340570186,,0.005080809619949722,,0.002054440662786816,0.005916547241613057,,0.01604362118222158,,,,0.007804813471636307,-0.002881351889804873,,-0.08497470747337932,-0.008880265731044612,-0.004783921388127721,0.003825439349587234,-0.0013517206494333411,
