,2014-12-01,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-11-01,2015-12-01,2016-01-01,2016-02-01,2016-03-01,2016-04-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-12-01,2017-01-01,2017-02-01,2017-04-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2018-02-01,2018-03-01,2018-04-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-10-01,2020-11-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-11-01,2021-12-01,2022-02-01,2022-03-01,2022-04-01,2022-05-01,2022-06-01,2022-07-01,2022-08-01,2022-09-01,2022-10-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01
0,-0.08053240612828994,0.0282965856623556,0.018003491252440273,-0.005127603220715926,0.08652261047370935,-0.0022267991306339496,0.07096627346650308,0.012847375339547273,0.1017979095947581,0.008789104087443711,0.011456993614744615,0.018862642376440864,0.06377181769911378,0.0175465641887822,0.0228376314733989,-0.03415517776623633,-0.036927790877193,0.04423194594968738,0.006670414618108467,0.009868412889602496,0.022790847628144206,-0.0032744647966507223,-0.030231195451759785,0.003103050292483367,-0.035334214612766424,-0.009201029259285676,-0.03180070319509065,-0.019099615007497128,0.0075731071925559945,-0.029106273660446824,-0.02042755514275818,-0.03859811835634197,0.02003084269360711,0.027725770933090033,0.01655994812039907,-0.049491200484817366,-0.03902090880435427,0.03290361901426353,0.00986916320611142,-0.009268716003484556,-0.026009942276902898,-0.019942043618653482,-0.014085493038407278,-0.028339702942462353,-0.05952674457836382,0.03547827811572124,0.024747023038842464,-0.002049537000417434,-0.026479479645610038,-0.020649689107545832,0.03795347122394421,0.004694987261784966,-0.010627968084506279,-0.03850592703277833,-0.010278579877486038,-0.056017231791892996,-0.022464126794441874,-0.09220989305958538,-0.030410007662123206,0.011185876967603647,0.03625523094664995,0.005171367483676637,0.022247990081620372,-0.0025407209601902014,0.0015541510628727107,-0.01733434127631961,0.0020364718975680596,0.014338167935149304,-0.020213859026673386,0.01270522966365295,0.04385932738812137,-0.01607816086667313,0.007621483519187677,0.025654211224788614,0.010225639375557982,-0.0059830778477096835,-0.01718989661408843,-0.0847447635345393,-0.007699468529356324,0.03336149524741039,-0.00037774640693699624,-0.024031098902661086,-0.003752169902003999,0.02341972083852273,0.008309846497465578
1,-0.0747907689432128,0.02597987230620502,0.028213892029160803,-0.0006803383336491109,0.017409036960661872,9.880201379264264e-05,0.027520529654541548,-0.07316432615763535,,0.006085929247042987,0.0008250275772874183,0.06075728544000558,,0.03345762653604911,0.0041303645901953345,,-0.03931432718219341,,0.028372489064983242,0.03247936533648499,-0.009429300634319127,-0.01859408636262261,-0.032552038984596354,0.014787879792210745,-0.04787357443372953,-0.011015966716629855,,-0.03246518192314918,0.003346942949887577,,-0.006747064787386847,,0.003398392403738626,0.0015208903654477801,0.008872268438274489,,,0.07330428245546505,0.03448099281097594,-0.024389514799543655,0.0010957526572887843,0.004150274565670742,0.010494776267245879,-0.050422446197095905,,0.016310437703448866,0.031106918391973437,-0.0044051130598479205,,0.00862773814650275,0.06151110392346126,-0.015069913549024871,-0.030947232470731834,-0.03330514105775517,-0.003758332114379037,,-0.03753065154708901,,-0.049779689308836694,0.06036266053609496,0.034458912125588936,0.019924454035765482,0.021549712059488968,-0.010230966656589402,-0.012907307609825613,0.003068771707119833,0.0009724610155301683,0.006171861290936942,,0.012808130848100951,,-0.006235901720302195,0.019540211294821752,,-0.01170101555373737,-0.0003702773746507848,,,-0.0021389987871653915,0.05434617112366524,0.019174684294536615,,-0.006502352682269397,,-0.0012768940933574058
2,-0.05418884687253467,0.021434024593962597,0.0639578837068635,-0.05294176866998779,0.024527345043793503,-0.07500563152580497,0.02280640808172052,-0.08354797854996754,,-0.003579805955585602,-0.025716322174696327,,,0.028569910515788166,-0.0265908836654547,,-0.030575885915899992,,0.028414867640359276,0.039719113631917935,-0.006489748906307824,-0.025559398299101588,-0.004229465984939562,-0.008686613925758202,,-0.004536188647528583,,-0.03419988429262988,0.01631969904355124,,-0.007471568779749305,,-0.021607111707284687,0.00247252505299711,0.022399179148399284,,,,0.05205180224420225,-0.028719863939132395,-0.02207245557233506,0.017277993814695414,0.008466495481554152,-0.06294644333359578,,0.009450978926491826,0.021444264117244316,0.015089606492624252,,-0.015559585662378694,,-0.006918588067798215,-0.03180510548836679,-0.03521356352892546,-0.006041570020248521,,-0.018049938083370964,,-0.066698218957983,,0.03229307916896973,0.018657947291248256,0.003482212570469212,-0.014282643041044318,-0.011196564349263971,0.0011126049175778085,0.0038478445104650483,-0.005757436484078227,,0.009831012926183824,,-0.0005779618213201942,0.019360675768603564,,-0.0018157256958408752,-0.005357538227957148,,,0.001659959207309214,0.04112320611211828,0.005072948191203519,,-0.017988354620534608,,-0.00559852958622864
3,-0.023078539334295378,0.010000341429597714,,-0.014905878095177627,0.0671751326448149,,0.08738672851309737,-0.032492320210944836,,-0.04317807823895503,-0.043056632762689784,,,0.03894346047902886,-0.022312247835845067,,-0.003584116070465271,,0.031950611941348406,0.035805335722698395,-0.013264379352614597,-0.0351929891534577,-0.01410984496760026,-0.004100815148190051,,-0.024577053995091802,,,0.01128087494024399,,-0.06323958109518557,,-0.01994566128482944,0.010718600545397639,-0.00597334758281054,,,,0.04637727177576423,-0.048158088875063676,-0.02866241702347949,-0.03317749417605098,0.0026528021125405464,,,-0.008461363308475134,0.032142774667776486,0.014595413896488552,,-0.02990071269691974,,-0.02234084727212693,-0.006091335203342929,-0.03258678659822056,-0.010117480497328302,,-0.029721387393253362,,-0.08639148036615829,,0.05138202897142641,0.02501847628424292,0.0006596477828419989,-0.017375346575491113,-0.017859975106618853,0.005376085711569445,-0.006568257179747405,-0.005737187012066602,,0.008248133593937723,,0.011756387713921512,0.01229751392423406,,-0.007601942231658221,-0.025447518759177612,,,0.022244488797223738,0.032068211097888266,0.00936136991411507,,-0.01900788786244334,,-0.0008203519467122611
4,-0.03441396164212396,0.0273430973114559,,-0.04627748445981794,0.01926250009493735,,0.09359878265709831,0.014220720826458866,,-0.03369894002202534,,,,0.02567063302483552,-0.025025817038941245,,0.007986185966848414,,0.049125238499695634,0.046593076727541316,0.004879594981664681,-0.03066559623093479,0.005561498598067427,0.005419457664399552,,-0.015432230783676726,,,0.0076222851830252125,,,,-0.01608168672472976,0.011789857238419188,0.012378931586194852,,,,0.054094445075920206,-0.047943231250207496,-0.06430732400006534,-0.04976844227293187,0.007494609195493778,,,0.002118057475613222,0.012551565117601804,0.01764140019257887,,-0.041706083562285556,,-0.01299860696443389,-0.01117158414317565,-0.02717574556126401,-0.02630655886574207,,0.00414065806363606,,-0.08555882365063194,,,0.02448713406051839,-0.015067252451234525,-0.024155494619670037,-0.012720999803151889,0.015009000172829357,-0.006440262073519332,-0.003328445963574733,,0.016741297639744968,,0.026475637046667444,0.015090791955415739,,-0.008793262228794507,,,,0.024228733185573503,0.029415765857450538,-0.002146530775158695,,-0.013080130440480175,,0.017321776664954935
5,-0.06206812698075659,0.02573516669617426,,0.008905471920739316,0.0780811743302543,,0.07805552747666233,0.010195836771425881,,-0.09596753314769169,,,,0.025666913147721626,-0.03583693745958927,,0.01769668153670878,,,0.04436732938106047,0.022744746941723903,-0.015591760849333003,0.032883269568907636,0.0005175929647247557,,0.006560274972596591,,,0.02449745066759146,,,,-0.01019137320138519,0.024187552914823218,-0.012115061105442138,,,,,-0.024092693168279666,,,0.010154140806355298,,,-0.005381847344527291,0.008572240979690449,0.015045811297611067,,,,-0.014949365398460479,-0.020016028307278333,-0.030933931438321238,0.009215147485592823,,-0.022569430756901543,,-0.07422780766161452,,,0.02713324953322216,-0.021945463451273017,-0.013078813259931543,-0.02494641889826288,0.018468540505023334,-0.00815371147429822,-0.00334067900663948,,0.0184247338355763,,0.02669745448025118,0.01979633587890195,,0.0005964059321095228,,,,0.04210036339084766,0.018708845579761046,-0.0032180975589182204,,-0.014628910706631082,,0.0102930228635576
6,-0.05968743347415506,-0.012060583294094318,,-0.03294597670145194,-0.014004695375350096,,0.08098243812971084,0.05433332483161868,,,,,,0.013408407611098738,,,-0.0194182886880081,,,0.04149256613411634,0.013318166985598623,-0.007248890693147825,0.02397482654682781,0.00213368053344265,,0.006352401583160638,,,0.01759096738313337,,,,-0.011591374044409797,0.016326123543088933,0.010273905771187586,,,,,-0.05936665579355882,,,-0.003694711275122382,,,-0.006544537970935682,-0.004584852774133452,0.03508026831243605,,,,-0.027195487469338975,0.018784929449713772,-0.03669218825277909,0.008803257548303023,,-0.04218129811139626,,-0.07283928966386188,,,0.024057119988476483,-0.023063589115373206,-0.01998194880367521,,0.009339003830239445,-0.013225010516926261,-0.005130388312422074,,0.026104454339186844,,0.0035504095905505295,0.028538059694086293,,0.008803797745618791,,,,0.034802872973468624,0.04181466237018583,0.013903425832902272,,-0.014811808840324403,,0.013584863571590056
7,-0.05230675441615906,-0.03632930180507765,,-0.03671526585279583,-0.0021423817455161753,,0.09572372394816142,0.043573814107235265,,,,,,0.00861710885704392,,,-0.014856046920072696,,,0.04918686561620955,0.025409676300393258,-0.01399458688435562,0.020793403510332542,-0.019305159672875938,,-0.018497134711102703,,,0.015812830185572224,,,,-0.021206413755949782,0.005750822630313568,0.014405856897743874,,,,,,,,-0.011410465569309188,,,-0.0013408365362028718,-0.009789743232470727,0.02684564247835608,,,,-0.027918765093019715,0.028003191703680486,-0.03478310405821361,0.02073316307058448,,-0.04108841059554447,,-0.07270803308858653,,,0.03269041289310426,-0.029140126203878625,0.004119680149175631,,0.012651436580171538,-0.004049811607471199,-0.0025529938257795592,,,,0.004024761836693536,0.02721507618710195,,0.011651262342904367,,,,0.051432785166074524,0.04490024264206305,0.029289540929612112,,-0.01617665079599906,,0.005842456172817201
8,-0.056800780280972685,-0.015535381683948302,,-0.02765462091703963,-0.007006763924663595,,0.08166814484513019,0.050498349659092945,,,,,,0.02790447524782058,,,-0.020324702484994628,,,,0.017980771064765477,-0.018995850138785908,0.03802645046852726,-0.020489135749934384,,-0.034834848520195916,,,0.018117552740922083,,,,-0.008697826889345173,0.0055141040246975415,0.029159894755935944,,,,,,,,-0.03216791338892493,,,-0.01878156520535379,0.004166056477783897,0.018702250123113995,,,,-0.03419391336619837,0.004484096704736373,-0.017501692371398647,0.006981697401842624,,-0.07125698009297166,,-0.07293338253796211,,,0.01816250470206837,-0.03202678517926261,0.0069626339475110655,,0.018187728161900285,-0.014434945364045326,-0.0013042491586068294,,,,0.025743175267966656,0.03515939232583598,,-0.008226113668571955,,,,0.036653097969276516,0.055870092830527796,0.012688469510786948,,-0.02495186904580038,,0.01963058780854432
9,-0.05544419234612663,-0.05238657329408891,,-0.05226057070778545,-0.020551695707485607,,0.09456782353398374,0.06470740347585702,,,,,,0.038307598654671704,,,-0.020999578433770427,,,,0.015098055281464795,-0.03810473146578364,0.05840073162568071,-0.0018355214434864209,,,,,0.011926327258899416,,,,0.007820633487788609,0.006169947563719358,0.0181801142898248,,,,,,,,-0.041223580742968106,,,-0.0052315918761780544,0.016429911035709566,0.005237754263583305,,,,-0.042410004806559876,-0.010365713383281516,-0.015988152085189,0.0029533917908803886,,,,-0.08244033131431827,,,0.03256120827465425,-0.014858539684333927,0.01258455717518725,,0.01762876630988952,0.004775250490165472,-0.008115094944901369,,,,0.027535559865730974,,,-0.0032434555482172556,,,,0.04199933861568894,0.027576409936457935,0.0021633974687262914,,,,0.023319668535641824
10,-0.03500329554047932,,,-0.0054698634380256905,-0.016831837068401967,,0.10804064766906052,0.027300691916952502,,,,,,0.029196666735739285,,,-0.02245891957887336,,,,0.023792718134780344,,,-0.011600754384946121,,,,,0.007190834423488557,,,,0.011735726157400705,-0.0007686106158804051,0.020210551856433945,,,,,,,,-0.04596874858130045,,,-0.012306139314052444,0.05070075136477392,0.007605062787619854,,,,,-0.001954761945312633,0.0009641816130532277,0.006605574712740037,,,,-0.0188882219085329,,,0.0340681674989769,-0.008274394878561964,0.0005982315575139285,,0.01147866319130797,0.0048711168856101494,-0.007991713694210922,,,,0.032789245429318825,,,0.0035645280709557525,,,,0.0554681391977514,0.017772115434389946,0.00851077053558269,,,,0.013964142660452872
11,-0.029455906977588153,,,0.01779759574477069,0.01592145452273286,,0.09653819055218449,0.037813374385514464,,,,,,0.029384142962731286,,,-0.02411459466656307,,,,0.030584413750378125,,,-0.004347380332977657,,,,,0.007964447191973534,,,,0.02031272797475614,-0.0055072117504240126,0.0277094293656992,,,,,,,,-0.030577356949215314,,,-0.01906414428718528,,0.023558765399921633,,,,,-0.007978531911517095,-0.01517177807236525,0.004242733219990136,,,,-0.02348971359202423,,,0.034803053137437256,-0.006674051162161465,0.0019769809134810856,,0.009620787234312367,0.0038763074731500424,-0.002929811793590975,,,,,,,0.005126498259449441,,,,0.0585437661525372,0.031205166217123548,0.0016000044286679227,,,,0.019878741521921484
12,-0.01470079509134603,,,-0.0263871663633104,0.007746965570824216,,0.20765180378535852,0.04917460049615352,,,,,,0.009595785066247586,,,-0.015706690715015625,,,,0.010139138200726094,,,0.011759359875217257,,,,,-0.002874733150174613,,,,0.01862329560901843,-0.03181808872265757,0.03353799105433897,,,,,,,,-0.026427592944890662,,,-0.03446428282927494,,0.002619323529549966,,,,,-0.018881470548560486,-0.02657941126194885,0.012776942674512348,,,,-0.03445619999299332,,,0.02691198928964278,-0.00761303528542312,0.012885997081971912,,0.009320965931000735,0.01833199406106978,-0.006885499304307707,,,,,,,0.0014968181825478766,,,,,0.03587504133321495,0.011421560458139357,,,,0.016282919030201626
