,2014-12-01,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,2015-08-01,2015-09-01,2015-11-01,2015-12-01,2016-01-01,2016-02-01,2016-03-01,2016-04-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2016-12-01,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01,2022-08-01,2022-09-01,2022-10-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01
0,-0.03397898266836674,0.04032415378937637,0.04726464759028737,-0.09010404044756681,-0.07609037515403538,-0.031976355783557286,-0.006375096796620294,0.0026570500613787296,-0.006963798486556705,-0.06567829604529707,-0.020873594867720335,-0.02980299004080733,0.008970772200581623,-0.017096363629276023,0.016012202210347937,0.01352828154378971,-0.04974760629316921,-0.0036421096003534936,0.0451062522703527,0.056316454662408866,0.03925657190855447,0.0030483579599993593,-0.007477366561104981,-0.005959471306270947,-0.030468841159858484,-0.06079801569528698,-0.007240657435529263,-0.10761202453325376,0.12821807242111283,-0.009676862213336301,-0.03833292782857978,-0.016837230446293816,0.0040906264360845435,-0.049766243256094356,0.03177113524637587,-0.024151433478736606,0.044281687528353264,-0.054240492809662366,-0.12165321753858313,-0.017081392620017732,0.014865172030354756,-0.028474706553149487,-0.05693749769060874,-0.028237713785995933,-0.028680625193503617,-0.0276986029614113,0.03140010002535132,-0.026881700323428605,-0.12287056761105636,0.012707027477690369,0.010722832056303533,0.000607352990947635,0.021272246024487962,0.0016515778904927503,0.019408327874449682,0.006693083675801348,-0.004114879650356756,0.039234891426426666,0.007702425954776104,0.006953323988633464,-0.00612519565102565,-0.06925680153195796,-0.03042341234915169,-0.005698967034388769,-0.026084436055258453,0.06765700292895116,0.09555552467692252,0.0006219271979834851,0.09941501803526487,0.09791818548976172,0.1126241539171442,-0.01584679432194891,0.008545354708582975,-0.0632776945329046,-0.04182829688384826,-0.016382071911248408,-0.016534867825899024,-0.011297768336997027,-0.05197043550844349,-0.026380980587098035,-0.14348942217345897,0.0635936937894532,-0.0319903916615365,-0.030974011712002203,0.004450730688711602,-0.038913791219041816,0.05702249537441517,0.09582411555476789,0.007156912705826635,-0.007709049059231754,-0.03887535289014932,-0.014947750277050309,-0.016609422129118756
1,-0.05830362431382197,0.006871296570392316,0.05522125904515307,-0.09033658918735687,-0.032477820759925,-0.03210219893282251,-0.006274428611456884,0.0024631553213776414,,0.13611954040595498,0.014498754084116605,0.014519100373116989,-0.016753092307992157,-0.024510485567043272,-0.022339032542457504,0.014085330040167432,0.007616972526043098,0.0020983733083440592,0.04634461849336846,0.055717637479854254,0.018289304046910093,-0.015237024293638823,-0.033284174566003966,-0.008888052672352487,-0.026088201151757917,-0.14433965424462158,0.04832203497528309,-0.12400198410972825,,0.02238281336274084,-0.04440576354131398,-0.03894226351455421,0.032237956956296554,-0.12165152898179943,-0.041639707145715965,-0.08942010507552622,-0.016216238735876742,-0.01533087240037223,,-0.05549246921490769,-0.04507477886066136,-0.0207250948610343,-0.0681695431252134,-0.017442109718931786,-0.023109251688757382,-0.013911491717749247,0.018058510734610733,-0.07397278779722657,,0.06196274565866422,0.01417756816062754,0.02963124151078969,0.004448015485148615,-0.01995913461994936,0.02613124365747177,0.013987974776915102,0.009225332821378801,,0.04633194497205362,0.01840405250834687,-0.0176709311904496,-0.0723659503352802,-0.02786969694599417,0.1522196017309252,-0.04593439454104287,-0.028013985382295825,,-0.01641311377525323,,,0.17469922092813817,-0.007592153103287869,0.03463889436117351,-0.0459124652208735,-0.04236769566647336,-0.03459141070098393,-0.01814716727026583,-0.02196598388625859,-0.06338009584852111,0.054263683342828495,-0.1963320658462752,0.013740720003386081,0.016088244559495868,0.02195054137911001,0.05042708107109273,-0.07368054406150626,0.03638757800457881,0.07820403458812386,0.008372489799721716,-0.014463744344331397,-0.05471300491106956,-0.01701582169894822,-0.011191166393517693
2,-0.06019161706654241,-0.042617462642109194,0.1041451472992101,-0.1580847674044059,-0.03884657270651726,-0.031976355783557286,-0.006274428611456884,0.0010805660211645751,,0.07569326136134968,-0.046311066358373454,-0.025200771220017182,0.021191627822475967,-0.02255702182934427,-0.026993990895500586,0.04800026868265128,-0.04239370069852799,0.01666583044416814,0.055750643081649454,0.04033863973141072,0.04991194331542825,0.027097052020456536,-0.02923265622633653,-0.017797946762097228,0.014942152969833922,,0.03125339493852852,,,-0.0017062666413794059,-0.01003687226757144,-0.016872130001075236,0.015131266325745518,,-0.008054023375282382,,-0.018177234720109237,-0.013748376034568355,,0.0033151834632625388,-0.06143264450515162,-0.03337562789505316,-0.08218180890678073,-0.01360008130528445,-0.021696289232157773,0.0024920113527335253,0.01510990308002036,,,0.11119987107454254,-0.005401373418227218,-0.00458040120669953,0.0010957440708782018,-0.042837858883248314,-0.0003070193157649337,0.02523535896795942,0.03895100336043264,,,0.020222039335424435,-0.034275086242484765,-0.0845638787577308,-0.005437619998333698,,-0.0486622866251234,-0.03096804519052232,,-0.019694438773358636,,,,-0.06940571869349887,-0.006252278703184233,-0.05738864728724996,-0.05078687240136681,-0.06210231258886223,-0.021751741505778688,0.01991667656563767,-0.05860337391198578,0.11692563860009586,,0.0009087012851080878,-0.02674412871329257,0.06545609502458116,,,0.0009182841081614157,0.09129065327366259,0.04751565080715303,0.026003435298547428,,0.037631012155462384,-0.01836599319848331
3,-0.06920680508271349,-0.0400986538183683,,-0.16232270807466787,-0.022212369175327762,-0.03211478411880031,-0.0060982836688774356,-0.0016781905213956172,,0.08152239985289556,-0.03356468572397864,0.01586035472901426,-0.008104233420714646,-0.017098115212863974,-0.01677614130756755,0.02919320211092946,0.004369638861795977,-1.3534398929038183e-05,0.06017182190351722,0.03549273152409205,,0.022866559337560988,-0.021773884739094918,-0.0059392327462926,-0.014431932967143957,,0.004866334584466836,,,-0.020002146909899654,-0.001228319167895009,0.005945006239561179,0.038722470493247896,,0.023614126962499205,,-0.018529637401376586,-0.026463720589110062,,0.0012543392967327982,-0.03479308099861189,-0.041276226792894166,-0.10205865369509581,-0.10318481210541908,-0.03468282967264397,0.010712687499776108,0.014417041618768667,,,,0.008251303656426567,-0.05460061170149663,-0.0006393478274161479,-0.013714159551706684,0.01810053335714734,,,,,0.02533461781783264,-0.0495831535796909,,0.004461490732406981,,-0.036141083323785295,-0.023145193512324358,,-0.021579529074914783,,,,0.017386663883357967,0.020264236698691596,-0.021488703904344264,-0.06636543913482174,,-0.009367989246431174,-0.013116696747463186,-0.10634675945643968,,,0.010949047434723996,0.01692539280705807,0.05528816293728467,,,-0.017833130482342696,0.0747501378479658,,0.041791296398836275,,-0.0018785630941424714,-0.02304086440028097
4,-0.06063120960476831,-0.050014821370032214,,-0.13870199308989895,-0.08369777679519541,-0.03225323161909999,-0.0061360264018333055,0.0011291102996242586,,0.12021363506202931,-0.04319686328349226,0.09342673281496039,-0.012337696990063263,-0.05477035079003989,-0.045746827371138554,-0.0021468404430372567,0.027201768532605364,0.024875241904726564,0.04992615772931153,0.034455094749370474,,0.025769168198105152,-0.01033447021274303,-0.026006431054321988,-0.002326363281219379,,0.03547595055835995,,,-0.017712736537619955,-0.018480321073779393,0.035439622441191254,0.07864743871244301,,0.05977637739539032,,0.01900576067000015,-0.023212814248256164,,0.017863843116431743,0.025872851189669532,-0.09806116648912194,,-0.09738657293811037,-0.019014844756197802,0.04422602845983176,-0.012214869846147614,,,,-0.011600310852202256,0.01917841996809813,0.005705403276897614,-0.02313858419944842,0.00543292639552595,,,,,0.003646047215250192,,,0.00829941697314096,,-7.276467868799763e-05,0.027919183593402064,,-0.05192673860149277,,,,0.0014898534773399863,-0.02925842377385046,0.04196195953670273,-0.05317163651604939,,-0.0012634064372064047,0.008885331778119454,,,,-0.004168264132053762,0.0054042216849576885,0.03749867199299872,,,-0.012484755186481067,0.03190780507971347,,,,0.003910796066990407,-0.026428657387079224
5,-0.031044497417012318,-0.05141664410171232,,-0.07001956411573129,-0.06180142456216875,-0.03234134455476556,-0.006475775116887572,0.0010320193860438032,,0.22852442126236028,-0.1579348935343201,0.013186022216913229,0.004374008437306065,,-0.018289880783087353,0.04138059520187254,-0.00467074589805927,0.0063122884496241705,0.06607105352290876,0.056293654063162,,-0.0019791407468188194,-0.040691298213394456,-0.02157444771994821,-0.045664742218463616,,-0.04029191686307487,,,-0.014087013245405622,-0.038205655246110304,0.016958892255717117,,,0.032155759719188604,,0.01873878947906793,-0.029442975632465895,,0.0454265683798587,-0.03019513875815405,,,-0.03202335118616162,-0.020553577484654084,0.010812400464060679,-0.015325446662538988,,,,-0.015259848959143452,0.023306033835229695,0.0016199994876989754,-0.03157128796497016,0.015122350154826547,,,,,0.03308161030858214,,,0.025488463766018432,,-0.04048423824947189,-0.0321405118062823,,-0.05195056532593889,,,,0.01958736059486954,0.11847829703631518,-0.024125958987999685,0.006342733259478539,,0.003829622335400573,-0.011604112273559286,,,,0.02834344264008168,-0.0207126214729334,0.0027130593228777977,,,0.002272073983984768,0.042465222274947756,,,,-0.00041759372496752434,-0.07140656705265236
6,-0.08323271343220706,0.0059452106972150975,,-0.1201606579281238,-0.06503902774589276,-0.032202884855757175,0.011942237770194541,0.0015659027937382497,,,-0.1604470856388438,0.03189636191491452,-0.009836692664448865,,-0.10062717916858044,0.040360737658456824,-0.0021834963630549264,0.10670012318022404,,0.0427461176135866,,0.013972775286647643,0.004347445806690775,-0.022344770320884555,,,-0.04165961809697882,,,0.001611931524027499,-0.06518434790105765,-0.06674900043283705,,,0.028049415262073385,,0.014852225466474578,-0.033542611387584076,,0.052729110855785244,-0.036644131393442136,,,-0.05366323702704823,-0.02323636811483437,0.0843777066429578,0.02016164438416812,,,,-0.004838933956616942,0.06309720707758629,0.011128485658769116,-0.030317303836475074,0.02545101636834113,,,,,0.0015831326352064856,,,0.0007997554426217857,,0.03345267613468306,-0.007902573642219357,,-0.0421667048276988,,,,0.07228881248326235,0.11163830552400977,-0.0544798184904875,-0.016245516145552696,,-0.02577935375251511,-0.023700695248124903,,,,0.0437860645588872,-0.04546305224013447,0.032303954084170416,,,-0.040963968732969036,0.08140246311281096,,,,-0.007178595299097479,
7,-0.07416903861217827,0.0021478986495695462,,-0.17539339396393983,-0.10282661086164313,-0.032454644024267454,0.02704982124605282,0.0029962754193038066,,,-0.1952571911457941,0.02161160870566803,0.012572635626457496,,,0.05897382792916106,-0.004679562443558716,,,0.053779607846812905,,0.006232731442132211,-0.006219608988982106,-0.03408417931481211,,,-0.02999715422333038,,,-0.04357324107451732,-0.08957188404756433,,,,0.01323709619063096,,-0.02804162881365324,-0.04272516660982284,,0.04086725298048055,-0.03174090967757959,,,-0.026404687276230576,-0.03900174399350248,,0.010174500962083832,,,,-0.016932642414301924,0.04955665941739798,0.029273107715282687,-0.0147149502155412,0.017423848986277135,,,,,0.030266691113928768,,,0.07949731355568512,,-0.11792204624665936,0.023559771705672583,,-0.034618274526073245,,,,0.0945664407798974,0.08248051594172057,-0.05187714064759824,-0.0182279042505481,,-0.030008289485078887,-0.04465432029881933,,,,0.025252276670367085,-0.05341653034945315,0.0453700150847266,,,0.0873881224585693,0.07098693827168212,,,,-0.02418589485696976,
8,-0.05180556042694828,0.001377869938380183,,-0.2327293175750853,-0.06766649567711092,-0.031988939385865445,0.03887024694230368,0.004364123934566866,,,,0.03313956784601879,-0.01475490717799266,,,0.044839903665389924,0.04979694985083416,,,0.06731017174716936,,0.0038467057144977446,0.014868412899947892,,,,-1.8307554317642527e-05,,,-0.05123116686486484,,,,,-0.010612907488979584,,-0.001057861620303524,-0.05929628040995194,,0.08195100821732848,0.006626584428050419,,,-0.01237322627744497,-0.03834173223832066,,-0.06015492326205951,,,,-0.02521602175435922,0.02685064046657551,0.047481164372901064,-0.024035255472813266,0.014596881958627406,,,,,0.028436973972936985,,,-0.007270419730061484,,,0.03307638914331301,,-0.016407021708349845,,,,,0.12914698115042733,-0.08356403591180456,-0.020716157832636584,,-0.011505779141243677,-0.027236025495523064,,,,0.016859302894472766,-0.09594950320377649,0.02721722481095379,,,0.09926369885428166,0.06596453032201754,,,,-0.019117823567037284,
9,-0.10743263411135717,0.0037387660585674887,,,-0.08623798727442278,-0.03216512644664005,0.038473261619531574,0.00251163253103881,,,,0.06010860082296732,-0.00928196015812377,,,0.06139144824325682,0.03720034897855262,,,0.07478000707519294,,0.010364662944156056,0.0035552978807373847,,,,-0.02800093055736652,,,-0.006572129082623945,,,,,-0.050700629172586886,,0.0035946588640033417,-0.04880872951137616,,,-0.02648181121646509,,,-0.05965873787444509,-0.06939591609262546,,,,,,-0.026664682585303412,0.03943726004469131,0.020418538647759887,-0.017169278334501825,0.032993908231583546,,,,,0.05620769434608497,,,0.010205292687351375,,,0.05159229852208358,,-0.005584100894955313,,,,,0.19265256634839312,-0.04774040008525532,-0.029898964482721557,,-0.0032534561689566144,-0.01760593455079018,,,,0.03480888730569218,,0.09706033822238702,,,0.05558968776972684,0.063941737945715,,,,-0.023794732712572264,
