,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-09-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01,2022-03-01,2022-04-01,2022-05-01,2022-06-01,2022-07-01,2022-08-01,2022-10-01,2022-11-01,2023-02-01,2023-03-01,2023-04-01
0,-0.005689870909325823,0.22072679520243332,-0.007625503374121934,-0.04494474250064462,-0.04989116147395278,-0.005766681868556889,-0.003648149151620983,0.012872287650865788,-0.022710051212982085,0.008112013514114835,0.005204859462000444,0.024521261889240753,-0.056821907514590264,-0.008456532060793887,-0.019561733031708828,0.0353139956689581,0.055721528900606,0.028326621621635795,0.04019832284633673,0.009547215533018405,-0.08251219552360567,-0.03279396995809525,-0.08820408619235476,0.04555839519844995,0.0023181035174751896,0.011359910659510808
1,-0.02785878039754386,0.2209024409449395,0.22097977880081565,-0.07302460726464566,-0.03833725371954366,-0.005823321939726789,-0.01598540449098157,0.011309317048023848,0.016274529201312227,0.006167378971982496,0.03255217123148513,,,0.006766768299439785,0.011479514528608181,0.006532044559430461,0.06029788250358015,0.02574032572777596,0.030249056613181446,0.014147791233034113,,-0.07242125391464849,,,0.017982774847571825,0.004828224519678903
2,-0.048723405357676386,0.03514414015307299,,-0.08010743989286806,-0.046072561105233945,-0.0050279061068192465,0.0030452042999206674,0.02660115389906781,0.04793428149459644,0.012664778272472477,0.01858103889222651,,,-0.0024836203039587668,0.011038215865974088,0.02162549612247755,0.05948343017932689,-0.005967054391538884,0.07726329416489808,0.009941456695243156,,-0.011006939972196372,,,0.019035546608505483,-0.0031603920523399776
3,-0.03475163929437697,0.00440840933164155,,-0.09473366002898653,-0.031193034263520047,-0.011202636994489201,0.01738536803143037,0.013050505529788259,,0.010469264206207418,0.014874445316599871,,,0.007585957305928925,0.03512958687464862,0.025290986857400055,0.09258127689173301,-0.009044433125513285,,0.006048193596383311,,-0.0822972581803818,,,0.00617162537134297,-0.0006738590919947995
4,-0.059182238897635964,-0.05362883425551801,,-0.07521434529080251,-0.02310419288234966,-0.022816294956895633,0.0382217212618165,0.028667377033428254,,0.027870770707650427,0.019961596297079165,,,0.005711644663164428,0.0183275277750925,0.0373921190147285,,-0.011800889507256995,,-0.007748103169220588,,,,,0.04145552121385998,-0.003404131464115112
5,-0.06356617164913181,-0.021883668872641926,,-0.11149395475310131,-0.014876093694189851,0.0013255465236711172,,0.012549577278369473,,0.030006737130942263,0.014714642070339679,,,-0.004217899080052545,0.02498768546498953,0.07567500722776532,,-0.014714837106629908,,-0.007413179926328173,,,,,,-0.0035088300597825306
6,-0.07818611394039299,-0.029999695076583843,,,-0.014062616066022882,-0.023821619934213056,,0.019713794649346417,,0.01936256289633742,0.011996483985747819,,,-0.014417831200918663,0.019964428892068176,,,-0.01800370952496122,,0.0010483854534579784,,,,,,0.05208964298939023
7,,-0.03106767785098341,,,-0.009572332495067615,0.039858536221093144,,0.02374073267827237,,-0.004643732846417503,0.015546928415778316,,,-0.057844267971353225,0.023809842633361278,,,-0.003149265341263474,,0.02209393171794083,,,,,,
8,,-0.03694879126997275,,,-0.02209332668490016,,,0.021505348032174743,,0.02369585413631481,0.025747616326057265,,,,0.10358420288663939,,,-0.01871126693554359,,-0.004837033396455803,,,,,,
9,,-0.06575944706266179,,,-0.017454740819198067,,,0.01581477311870061,,0.03442900727304776,0.024883719989223563,,,,,,,-0.0012878621373046961,,-0.024803625127708284,,,,,,
10,,-0.04758282103803457,,,-0.030079749563038938,,,0.025198489734869378,,0.044238606465274666,0.015049153754420619,,,,,,,0.005625106165979332,,-0.0173560032448542,,,,,,
11,,-0.06931350600508901,,,-0.01460302805729019,,,0.0215919756697609,,,0.02733771365956672,,,,,,,-0.014373829011780082,,-0.0068265341344526664,,,,,,
12,,-0.06375711531992734,,,-0.028961058064004508,,,0.031110361787181517,,,0.02124565615660412,,,,,,,-0.011642108951948504,,-0.003273213992193824,,,,,,
13,,-0.09027321883564399,,,-0.0360880878071983,,,,,,0.023950541402832037,,,,,,,0.0001323357443221429,,0.013296621418928956,,,,,,
14,,-0.11929146332896257,,,-0.03617510508904931,,,,,,0.03098864306446436,,,,,,,0.008127322299319895,,0.0008187388270489704,,,,,,
15,,-0.136383348100661,,,-0.021673726164659346,,,,,,0.031901529831253495,,,,,,,0.02102869595335166,,-0.012342529869345031,,,,,,
16,,-0.14393749016323343,,,-0.009962702016908409,,,,,,0.030120152803235323,,,,,,,0.05170549276116576,,-0.013789727344167169,,,,,,
17,,-0.13178617192887065,,,-0.04520981221730036,,,,,,0.031422772395231835,,,,,,,0.08235978992818671,,-0.022962958837393854,,,,,,
18,,-0.09506182994364498,,,-0.025655127273091827,,,,,,0.029706380943838706,,,,,,,,,-0.0014395060089417155,,,,,,
19,,-0.08769778170216291,,,-0.021379319542867092,,,,,,0.03729552836844796,,,,,,,,,-0.02908862397014067,,,,,,
20,,-0.05225352782275883,,,-0.00742691279958585,,,,,,0.03257703007470081,,,,,,,,,-0.07105766504566113,,,,,,
21,,-0.07021128009410849,,,-0.005461900309523093,,,,,,0.03403172282326428,,,,,,,,,,,,,,,
22,,-0.07431736085336704,,,-0.014164151421676596,,,,,,0.033373437821865526,,,,,,,,,,,,,,,
23,,-0.07884050747988236,,,-0.0320857741205931,,,,,,0.0434305311253258,,,,,,,,,,,,,,,
24,,-0.0911929538043611,,,-0.011693885856951303,,,,,,0.033845282820489375,,,,,,,,,,,,,,,
25,,-0.07586134649602894,,,-0.03980261658262152,,,,,,0.04910605044336602,,,,,,,,,,,,,,,
26,,-0.06009970691175004,,,0.0060938575719065025,,,,,,,,,,,,,,,,,,,,,
27,,-0.07815771238068481,,,-0.019667992367261355,,,,,,,,,,,,,,,,,,,,,
28,,-0.07631627779083017,,,-0.017313828227310202,,,,,,,,,,,,,,,,,,,,,
29,,-0.08083807896613981,,,0.0023827503541651307,,,,,,,,,,,,,,,,,,,,,
30,,-0.003030744575540645,,,-0.004432570355231036,,,,,,,,,,,,,,,,,,,,,
31,,-0.01896598639675784,,,-0.009745604408254449,,,,,,,,,,,,,,,,,,,,,
32,,-0.001983541159782498,,,-0.015509889863587478,,,,,,,,,,,,,,,,,,,,,
33,,-0.02812768217021644,,,-0.012621750711882651,,,,,,,,,,,,,,,,,,,,,
34,,-0.0031584923791138086,,,-0.022008758113142735,,,,,,,,,,,,,,,,,,,,,
35,,-0.023082043261884455,,,-0.03427743154413743,,,,,,,,,,,,,,,,,,,,,
36,,,,,-0.026877220969827587,,,,,,,,,,,,,,,,,,,,,
