,2014-12-01,2015-03-01,2015-05-01,2015-07-01,2016-01-01,2016-02-01,2016-03-01,2016-04-01,2016-07-01,2016-09-01,2016-10-01,2016-11-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2018-05-01,2018-08-01,2018-09-01,2018-11-01,2018-12-01,2019-02-01,2019-06-01,2019-11-01,2019-12-01,2020-11-01,2020-12-01,2021-03-01,2021-04-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-02-01,2022-05-01,2022-10-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01,2023-05-01
0,0.030522706749570805,0.0037367602009363843,-0.038048889704666244,-0.0395296883413403,0.02323477570202903,-0.029711721124246318,-0.0022099946534526183,-0.006871481221888853,0.019323036664990467,0.020675680575005018,-0.00758760316567475,0.0032865441513263427,-0.03954188646428891,0.002428363577643644,-0.01901227701103192,-0.004561736078761758,-0.00048344550218049065,-0.006479727420876921,-0.0036101572662046166,-0.02335473063346072,0.014650887223056408,-0.00012025301865303817,-0.002072022576835586,0.015286221161282754,0.0023078340790565477,-0.0038337110036610333,-0.02685441014492973,-0.019424756609673244,-0.012545814767825014,-0.051462200297422545,0.01714507016648481,-0.00449386396069551,0.0172946973668493,0.011649389125345966,-0.01599571360018448,-0.008813098590150226,-0.00023368036457593888,-0.012192532037523685,0.004440286563297757,0.010270758477737951,-0.006074359019868858,-0.007577304545723473,-0.02102105978461033,-0.003470890809401439,-0.004863366061588437
1,0.01579254516920292,0.01553261477493928,,-0.03104693812844861,0.05686788818485433,0.028733343437854983,0.016465926928536767,-0.033369276710496276,0.003555361478800534,,-0.01785826620160247,-0.029004092576253804,,0.0021743974627672635,-0.005440717462510847,0.017285129724605053,0.015203866833540136,0.03110956235973912,0.013583009158264048,-0.0021658972583193936,0.03314345534264884,-0.0007585797557663199,-0.0004512910804965742,0.018870556349903644,0.0005102086736012978,-0.014124633092930772,,-0.00812244852423194,0.028326581040271748,,,-0.005550817614579984,0.001159451999799721,-0.0035918152680993742,-0.0313038756791757,-0.023598302632005463,-0.01998521153669941,-0.0017184013140477683,0.017011616910594718,0.012557280011292749,0.00021315861516768564,-0.007939366072285958,-0.02034632407385395,-0.016394472036631136,0.043363586217495254
2,0.02658743631094529,0.019115353936443924,,-0.01433722569461926,0.0007005253584166926,-0.0027213566708099296,-0.024374364564024198,-0.01934315211763371,0.0044834510933599026,,,0.0076560812171853065,,-0.04533450971794206,-0.020008739594215452,0.0026554226469661657,0.02585686140176957,,0.002375454651990516,-0.019318363149136708,,0.01848864544436335,-0.015222184012436024,0.010767664337373972,7.152391865439256e-05,-0.019905456417891987,,-0.01018614164365661,,,,-0.015810566139711657,-0.009619727121233268,-0.00981453903518359,,,-0.042940458384858715,-0.02598977220707488,-0.049184419255431155,0.03905803825421672,0.026513181807723996,-0.008626343269251047,0.013286504505779284,-0.03450974404054197,
3,0.053477837252319915,0.019808053398856273,,0.06956824248780169,-0.016066571935756224,0.03348129027907336,0.010790290259762969,-0.02563105581977254,0.004466886432260231,,,0.004056200015655431,,,-0.019298549162353407,0.011318845264916888,,,0.017754118423759735,0.01913814698763927,,-0.002516799308359907,-0.008209854131408179,-0.004366238369788,0.010804335701622314,,,0.00048554329924255235,,,,0.007642454488212991,-0.011504779179961844,0.008947029538766582,,,,,,,0.008295533416899037,-0.027113129256944868,0.006798499550599857,,
4,,0.01986183338725267,,,-0.005741685120074225,0.034382155163748915,0.030353614915018312,-0.004387556798450376,0.033594426995549376,,,-0.005954002949611681,,,-0.004529023286497846,-0.001056884333200614,,,-0.011484742823511418,-0.003212257122610307,,0.006295745206599257,-0.0022509996073845073,-0.003184653983866248,0.006135698610128415,,,-0.00993444028817314,,,,0.003995283485355383,0.005282337209291832,0.0030735638342522797,,,,,,,0.01073733324589643,,0.016166434280196817,,
5,,0.036861962772806844,,,-0.013625804975325062,0.008242231707186451,0.02894940408421931,-0.02456080101881275,,,,0.007331015884947778,,,0.02430671066508472,0.013371927197581623,,,-0.017940722173491075,-0.010492727871954433,,-0.006827260208409847,-0.02044922255920323,-0.025547593791017675,0.0004338960937646519,,,0.020048343438131555,,,,-0.026723657101421328,-0.008924295919833902,-0.01025066740627567,,,,,,,0.019168681591420267,,0.02084938656752211,,
6,,,,,-0.025145890209071764,0.026904612673588832,0.019207590971412003,0.02296911026179993,,,,0.017179963713719548,,,0.025479419353743094,-0.004972923216530312,,,-0.02898157740062768,0.019369204613300717,,-0.007268501792702331,0.0034970641794460633,-0.010238780828255578,0.01294739820540336,,,-0.009266432739475361,,,,-0.0222160981572177,-0.013098700531117835,-0.0011123898745566407,,,,,,,0.021083589319166762,,0.013853243185236508,,
7,,,,,-0.05089657148540039,0.028502804553631786,0.03877311796144678,0.012883772996830078,,,,0.024243603263597535,,,-0.006175240260231529,0.0026244825615071576,,,,0.010739825904672706,,0.014794946835714917,0.012535086155547326,0.004231747845653722,0.019761953806973764,,,-0.024966563192472924,,,,-0.03704304909765632,-0.03620798519586277,-0.002513128280351218,,,,,,,0.005283608064795331,,-0.01223492246035196,,
8,,,,,-0.026620022768715446,0.04764671009195402,0.028022036311208254,0.008047837021335269,,,,0.008331881863690604,,,0.010311215084723102,0.01416720712258046,,,,0.03198751942195743,,0.019004627890080172,-0.018765047025557813,-6.173178501001075e-05,-0.010744444932437425,,,0.006942408869923478,,,,,,-0.007312126309881428,,,,,,,0.020134376661474107,,0.010143001434740562,,
9,,,,,-0.027161732424184626,0.069081938841189,0.022495408101123715,0.0010535762522820846,,,,0.007527754761877059,,,0.023072440382652992,0.018095493629526782,,,,,,0.006041008662248437,-0.029836707680720664,-0.0073237076254661915,0.006894280034371647,,,0.006903004409422708,,,,,,-0.0036074600928701628,,,,,,,0.017435086574454584,,0.006458934096372992,,
10,,,,,0.0635505026499057,,-0.0018631559271948817,0.012093176222020219,,,,0.007288330981230384,,,0.024419103286059674,0.01648639767267923,,,,,,-0.0003442876314982968,,0.020563805408332136,-0.02324489506308325,,,-0.005853713749507383,,,,,,-0.021766746658532288,,,,,,,0.008398033427672313,,0.002952453110404818,,
11,,,,,,,0.03592181993716892,-0.0033356646451521144,,,,0.02306151059337136,,,0.017903018752285504,0.005663424420446095,,,,,,0.024169473663352647,,-0.005198824289961657,,,,-0.0038134526683168968,,,,,,-0.02382772030493774,,,,,,,-0.001615230512510113,,0.004349157879330434,,
12,,,,,,,0.029598589354177918,-0.005946011761526204,,,,0.01541898834186517,,,-0.0030007994079630507,0.016007384495737575,,,,,,0.042758684729322205,,-0.007765232080482853,,,,0.010539174272812923,,,,,,-0.03311996845044041,,,,,,,0.0090553852451003,,0.013763354441437947,,
13,,,,,,,0.04679780993757365,0.004494821689806638,,,,0.020883419499842848,,,-0.01271348904391889,0.03329616882363595,,,,,,,,-0.0019444106455113186,,,,0.007677124671185753,,,,,,-0.04192788107344336,,,,,,,-0.0034018556562189772,,0.01758014239800154,,
14,,,,,,,,-0.005184395520920759,,,,0.0005909341365164522,,,-0.028595336375636826,0.02199251428362281,,,,,,,,-0.028703741492007495,,,,-0.0036028862205064183,,,,,,-0.05172049809307078,,,,,,,0.0028375416959911526,,0.0037233616307883466,,
15,,,,,,,,0.004448974274137374,,,,-0.007063226380580545,,,-0.027448811155416752,0.025877457770084433,,,,,,,,-0.008924064826171474,,,,0.006735143830094659,,,,,,,,,,,,,0.017394191744195986,,0.010879554061098418,,
16,,,,,,,,0.015944444068935137,,,,-0.024227038164620573,,,-0.03952248729142882,0.008981343940906328,,,,,,,,-0.0022262226851532674,,,,0.0047956896218359635,,,,,,,,,,,,,0.0003386850771098793,,-0.0023200574405422003,,
17,,,,,,,,0.015333434203414154,,,,-0.014369519794451335,,,-0.024350242836794322,0.03499015183191112,,,,,,,,0.0051941805026727295,,,,-0.01610821218683678,,,,,,,,,,,,,,,-0.010933436988723066,,
18,,,,,,,,0.023190884642260823,,,,-0.01261270189028929,,,-0.014479238128813243,0.010617770721472297,,,,,,,,,,,,-0.0026814544436681853,,,,,,,,,,,,,,,-0.01291784438221466,,
19,,,,,,,,0.025777992253848137,,,,-0.014247178390826232,,,-0.02512682779797437,0.017621256949780673,,,,,,,,,,,,-0.008005199280600506,,,,,,,,,,,,,,,-0.029649579206426857,,
20,,,,,,,,0.019386932513201227,,,,,,,0.0010802888286880474,0.021991231651474763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,-0.015769993890894618,,,,,,,-0.005080780596337764,0.016925388439481104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
