,2019-10-01,2020-05-01,2020-07-01,2020-11-01,2021-02-01,2021-07-01,2021-10-01,2022-04-01,2022-06-01,2023-01-01,2023-04-01
0,-0.0032048972617424454,0.008062915087420519,-0.017955349046532065,0.010190188241272935,-0.015066267756022378,0.02676497800676214,0.004873714865993306,0.012693540951148385,0.0025699500984293078,0.0003582707317718592,0.015909999929838048
1,0.0025514585321757544,0.011642870511479386,-0.024170349341337438,0.02852028103104809,-0.028735219513221,,-0.00021373864493112738,0.02215841010912678,0.001983424778374099,0.0020423803563273113,
2,0.004639406244720368,0.01794194629404877,-0.019886183198511986,0.03366269388325116,-0.037376256629254256,,-0.009744593125022849,,-0.004838659667788514,-0.0017307546141537289,
3,0.008000787641429419,0.017107343620777704,-0.02547324123528738,0.01811138820328706,-0.01640923232728919,,-0.017413823921274996,,-0.011725761763435871,0.008836031072198325,
4,0.016614774327051496,0.006641496484138587,-0.026433250247081208,-3.273308810469722e-05,-0.010306420743716793,,,,,0.0015335540217479293,
5,0.014485360672901404,0.03043186565462974,-0.0274700011698481,-0.022979086169754526,0.013264590185088077,,,,,-0.0017405035450664963,
6,0.014888877948807,,-0.019700691103489598,-0.029830091263141956,0.007114242583212471,,,,,0.008352438347254298,
7,-0.004668530266636273,,-0.003601116572860441,-0.033961616537019124,-0.00166224309391505,,,,,-0.0043029793355086055,
8,-0.00468222127165685,,0.0022748872627456063,-0.03792377756497611,-0.005002489355191542,,,,,-0.0046869485253878684,
9,-0.009580004339459158,,-0.004597783905394115,,0.009130342388744439,,,,,-0.0013304264481953654,
10,-0.023002858222189726,,-0.0029607393645754154,,-0.0016841822709781074,,,,,-0.008003908626315837,
11,-0.008448178203080303,,0.012122995116099267,,0.015434773717610706,,,,,-0.006207152322731946,
12,-0.004301021609592892,,0.01831734070598867,,0.022691586967580446,,,,,-0.003713482525096734,
13,-0.0037695183204013993,,0.021644059199043886,,0.021159258970514183,,,,,-0.0023517629622121783,
14,-0.012981573395363766,,0.023835266841878644,,0.01208675877691201,,,,,0.005541859006381267,
15,-0.03186971355528123,,0.019683287156095686,,0.017554397392629983,,,,,-0.007093940721012992,
16,,,0.019545853050624284,,0.030530094679342645,,,,,-0.003316712087977902,
17,,,0.017255480896342545,,0.023474748551171265,,,,,-0.008524167081547351,
18,,,0.011886767891180039,,0.014541165209926987,,,,,-0.010562245536661075,
19,,,0.01209745908242632,,0.03262479615288982,,,,,-0.017825152892352203,
20,,,3.140193907058553e-05,,0.0332652196797677,,,,,-0.024794685318327292,
21,,,-0.013743640036863125,,0.04024778720630173,,,,,,
22,,,,,0.014592457690502658,,,,,,
23,,,,,-0.028184819723672372,,,,,,
