,2012-07-01,2012-10-01,2013-02-01,2013-06-01,2014-02-01
0,-0.013992554342668662,-0.017862704890390102,-0.006376576544079304,-0.035200369757786176,1.1638653882872774e-06
1,-0.002726028882118925,-0.02446867448790746,0.00635582752531394,,0.004624876026984248
2,-0.02344730238647652,-0.02893806597788373,0.01649841440805233,,0.016339470341590223
3,-0.012651663636408239,-0.043642251459977244,0.01869840441412529,,0.021043326061723544
4,-0.01336985893578646,-0.03952021799364003,0.02606617918881049,,0.027834402841453665
5,-0.0061367883014786795,-0.039661923914001695,0.016167698718267842,,
6,-0.011386653853583839,-0.01570042993940257,0.001850728314824912,,
7,0.013923463141387815,-0.03404495348302827,-0.02114836306764345,,
8,0.03103565823668819,-0.050773322741498594,0.005518495780468258,,
9,0.0016268906227931978,,-0.02094026579052488,,
10,-0.0006540916734567581,,-0.016025972653185838,,
11,0.01518496424938598,,-0.1099193439140953,,
12,-0.0012048952125245371,,,,
13,0.027772582050714645,,,,
14,0.013677238715892326,,,,
15,0.009728361091468685,,,,
16,0.007855952837219515,,,,
17,0.014289848977695918,,,,
18,0.0026841390232936746,,,,
19,-0.012842005333402629,,,,
20,-0.02181540324623188,,,,
21,-0.032974358680964544,,,,
