,2010-01-01,2010-04-01,2011-07-01,2011-08-01,2012-03-01,2012-05-01,2012-06-01,2012-09-01,2013-02-01,2013-07-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-09-01
0,0.000894665962075214,0.0458055155285666,-0.026226184219359405,0.04307319629120876,-0.007710993555029688,-0.0030421737922494696,-0.026614554680117752,0.017075356855969837,-0.011627215336625918,0.01557108422555542,0.01953423812798394,0.010733013820298787,0.044246894399319614,-0.021189852258507447,-0.019238197163711224,-0.03133653447129903,-0.047133188000508586
1,0.01209925280781543,-0.0086739139498766,-0.01673746322865255,,-0.03210760539594215,-0.02675127582000081,-0.007819664009722782,0.0031737385428440845,0.005268264075448448,0.005670009182006552,0.020040904011692895,-0.004478969231447305,,-0.039875725263012196,0.0031781593477115955,-0.008431246754803556,
2,0.040491390175557695,-0.04519292208417802,-0.02524345213753887,,-0.048672262646384024,0.015193370564727582,0.0323544963033342,0.009037809310750156,0.016103811890492592,-0.00898786673170271,0.009957511092687943,0.013209477119219493,,,-0.026755892665847547,-0.017717585300941918,
3,0.025274377960222916,-0.009603238221399302,-0.03378716922839797,,,0.013857507336911157,-0.0009514620881918567,0.019801501878716543,0.003465062520148887,-0.0315642514731187,0.010750264726413272,-0.004484189538559669,,,,-0.020152291195684624,
4,-0.0039919187983079585,0.025563950575298477,-0.07220170210783028,,,0.036103877998384215,0.016203368564039256,0.04032175133935301,0.011163773761501572,,0.01956637249468529,-0.007564859531405954,,,,-0.00849692997414686,
5,0.03113084188107762,-0.0003945115996035753,,,,0.05044305318837705,0.0029166039107808572,,0.018792948160104794,,0.01893733468414549,-0.019637698106446333,,,,-0.018513663074257725,
6,-0.005447536480665205,0.018832919452032026,,,,,-0.0380871357133179,,0.01964039085101832,,0.024639535939025237,,,,,-0.006488264498321961,
7,-0.013093481715258593,0.008603793473287435,,,,,-0.004605243109554458,,-0.023773688653809133,,0.018724811415117948,,,,,-0.015149554578455016,
8,-0.0073141075179259385,0.029455602980892337,,,,,-0.03517192330045038,,-0.021712049670565614,,0.013054784835594413,,,,,-0.019937375900954013,
9,0.002781579921101285,-0.0017836808707198948,,,,,-0.028530710293543038,,-0.04517745314140531,,0.012220037987201504,,,,,-0.029669977410115456,
10,-0.003856645497348987,0.0014426619181269196,,,,,0.002805197351099409,,,,0.018161945741394403,,,,,-0.025184588342430425,
11,-0.02186021356750767,-0.01606464991346135,,,,,0.02012208890285372,,,,0.00041738688040271477,,,,,-0.0295026263574798,
12,0.022997154124964725,0.02164478481276344,,,,,0.04650035648534345,,,,-0.012807675087554982,,,,,-0.02041392455281632,
13,0.039561208286506,0.05053738937591712,,,,,-0.0036081124668929654,,,,-0.021433508989036287,,,,,-0.03224626994702873,
14,0.04036682233540234,0.022889513335826006,,,,,-0.05502199351398129,,,,-0.016243571823836067,,,,,-0.03676409241004097,
15,0.03684653879044242,0.022738926627280165,,,,,,,,,-0.026903291291870746,,,,,-0.027668551438605027,
16,,0.03058410981050086,,,,,,,,,-0.008125131182986856,,,,,-0.00415660976432175,
17,,0.044182114055044686,,,,,,,,,0.01398247902662031,,,,,0.011233599608987621,
18,,0.06459403600000568,,,,,,,,,,,,,,0.03516895947571741,
19,,0.0975663423901989,,,,,,,,,,,,,,0.04936825989364024,
