,2008-04-01,2008-05-01,2008-07-01,2008-10-01,2008-11-01,2009-01-01,2009-02-01,2009-03-01,2009-04-01,2009-06-01,2009-07-01,2009-08-01,2009-09-01,2009-10-01,2009-11-01,2009-12-01,2010-01-01,2010-03-01,2010-04-01,2010-05-01,2010-06-01,2010-07-01,2010-08-01,2010-09-01,2010-10-01,2010-11-01,2010-12-01,2011-01-01,2011-02-01,2011-03-01,2011-04-01,2011-06-01,2011-07-01,2011-08-01,2011-09-01,2011-10-01,2011-11-01,2012-02-01,2012-03-01,2012-04-01,2012-05-01,2012-06-01,2012-07-01,2012-11-01,2013-01-01,2013-02-01,2013-04-01,2013-06-01,2013-07-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-07-01,2014-08-01,2014-09-01
0,-0.020433321655236814,0.01732220537117546,-0.02286855560876777,0.21836634034495828,0.06328168383023103,0.09964021073387475,-0.18406848550207644,-0.030710502069160484,-0.006122586061077073,-0.00580346003471699,0.02641810775279252,0.009660667595374317,0.08674019853619552,0.012932194470558933,0.012663711015170609,0.02106048347191458,-0.011919741907082226,0.00469981217560278,0.026848944462603885,0.0037373204549262518,-0.03180128207792943,-0.010541894612499492,0.006517783348329087,0.12961769761318287,-0.03312083693016388,0.011868356707643857,0.0647771849463803,-0.07011496517743698,0.002807208258700733,-0.033972418875129584,0.03184082855717252,0.013989950241631188,0.04225170004370238,0.07482610829657554,-0.07567002022716984,-0.00827269061678626,-0.014772289141453232,-0.01834001426541043,-0.03232848409922462,0.016784035255508645,0.0038636222744914406,0.02201511813438306,0.07866240173759476,0.037864739382503565,-0.00930480421766644,0.0022783349143116194,-0.02443163354381772,-0.018758287784543526,0.022809448024093126,-0.032752500849192234,0.014060321889991734,0.024722851496143505,-0.01950618307747054,-0.013956450282602395,0.041491908643120023,0.0019450058748717858,0.0238671901039611,-0.01507215761416969,0.01612373416822832,-0.01806788430460271
1,-0.05976539937797254,0.031534877919534576,-0.04940586129639701,,0.01657454196954644,0.08956935347676875,,-0.09530424447780916,0.05595871311103806,-0.09006925515149788,0.08816016157916984,-0.0071464269945575865,,0.021491505813792777,0.05798461589975945,0.029161802722882157,0.09347417231618582,0.002884383321351436,-0.007318257486142787,0.004185796717693702,-0.06486738102079181,-0.019598234211691323,0.023736872139634824,,-0.03382767967860656,0.01856268805166028,,,-0.00846448298466429,-0.054555707081492155,,0.017994160234458212,0.022669899970731766,0.0677746650183706,-0.05617334064109869,-0.009641960546862283,0.04530594702253543,-0.022523363474099334,-0.005801151535214544,0.020696197191922838,0.025061556134154728,0.08875353547693554,,-0.004643050665141368,0.0002202223273339854,0.0340151363249781,-0.0009758556873287194,-0.10852674709530324,0.022920880057804904,-0.0387456871966656,0.02532112480627413,0.029725208340471765,-0.042432302307884084,-0.01323189330168617,0.0022301379785807374,-0.00893994524169306,0.010950567602196815,0.020237113603719825,-0.009288280142178307,0.009461054367136068
2,-0.07290696333613589,0.027896091804553214,-0.10839417623126568,,0.05002613542575185,0.1740817078771757,,,0.08489950616507114,-0.08407544926797361,0.02265126072832624,-0.006739115151523922,,0.04660237895910191,0.07854199584647104,0.08630592069837073,,0.034675889321565734,-0.04279280480628955,0.010324821048440125,-0.06448403270822078,-0.00584445115168547,0.033893483481994946,,-0.030501502756876242,-0.04129013586873742,,,-0.028284598037095154,-0.051995829737328414,,0.031205442094501823,-0.01610368363636505,0.03268424842930395,0.07920496662406151,-0.04843337432144512,0.06793827761815896,-0.006072948253448285,-0.02713031189412174,,0.029209739704716853,,,-0.005702957904793804,-0.025295216404018106,0.018323285573169423,-0.01898473575873516,,0.014498293493308223,-0.01919750357893313,0.03620242888713443,-0.006017365638749883,-0.059246650254274336,-0.002505521720690407,0.03267533622432639,-0.006862466836738745,0.02050186814301269,0.04066290044258891,0.03283566869728327,0.023458330740071087
3,-0.09997744726145319,-0.025184354799609565,,,0.15056491513304837,0.2373887672605246,,,,-0.10719912707230228,0.05167079500593452,-0.006542633837107958,,,0.05996773563716484,,,0.04712313007132041,,0.039336109433651956,-0.03546375283127445,-0.016788733193907557,,,-0.011918415283712402,,,,0.0005989478952881377,-0.046889644649865225,,,-0.01694310788996578,0.029832259094126012,0.1015751157563809,-0.0015415163578298419,,-0.04156235905106209,-0.04798865474480363,,0.04044731589410944,,,0.004811822187719805,-0.02353376993690315,0.011831965463654504,-0.015125718690073509,,-0.006258152753760515,-0.0002255328242686261,,-0.03068897739136922,,-0.012758147683302301,0.08756381726596674,0.0038335416502675024,0.018184685409987855,,0.025963974747169605,0.0380532542945633
4,,-0.002903055306414215,,,0.13064444948109477,,,,,-0.14388718058782324,0.0769314836156143,0.026401390359238164,,,0.030790596304418827,,,0.04249248116297544,,0.004711662818745577,-0.03316319537989898,0.008155989373437145,,,-0.009205705332987035,,,,-0.014355181726129373,-0.06605225978647633,,,-0.028582145909607837,0.04041949258861921,,-0.0027043210335655488,,,,,0.023944480962432735,,,0.00892701088651493,-0.0321375274328628,0.021334238712911846,-0.026458838919872107,,-0.015275253062418503,-0.034168852312723486,,0.00022388616615764967,,-0.016181040922281342,,-0.0070665217505512246,-0.007064645892181698,,-0.001819352540361363,0.07748626861837016
5,,-0.017876795623923858,,,0.16724846696902684,,,,,,0.11995837265612996,0.03930813894885299,,,0.03925312773076417,,,0.044893429953421826,,0.03711103485027678,-0.03234636619557141,-0.013343635387887465,,,-0.0041475838050508695,,,,0.0027919003298491063,-0.060547157732043555,,,-0.06334174850521146,0.039405654279017543,,-0.0103326274637352,,,,,-0.003400341692421094,,,0.005740845448986676,,0.03396791857545778,-0.03971559710656303,,-0.02425957878373497,-0.017669253710975052,,0.0021354395031374374,,-0.03467714921715426,,-0.015302512592666795,-0.003343093606551717,,-0.016521730945726176,
6,,-0.03245779450172126,,,0.285253614848211,,,,,,,0.06693844593534148,,,0.07661240193720298,,,0.03084985182487321,,0.009408779629454855,0.01781943774527628,-0.01921102203031516,,,-0.00528280825294547,,,,0.023920488222603398,-0.07151051696931177,,,-0.09261800820870336,0.048913914261119906,,0.01187717216676143,,,,,0.08683662573464623,,,0.005319080665898701,,0.046118739568960176,-0.017905388644978704,,0.006084217013012316,-0.002747169796886606,,-0.016894746100529767,,,,0.009471055238312265,-0.007597504487495854,,-0.030632860892074953,
7,,-0.07866906699012977,,,,,,,,,,,,,0.06282872942597528,,,0.007472460369192024,,0.000815226399294211,0.00245003330939908,-0.015310069465174825,,,-0.019434869704945568,,,,0.03281424025635005,-0.08066330528029697,,,,0.012046422562725922,,-0.011447748458153217,,,,,,,,0.01509404157939298,,0.039230187374328596,-0.041391378976597615,,0.10730779648725108,0.016708723087686783,,-0.02445445071009189,,,,0.029741422991262034,-0.014522471628673816,,-0.055877683198112926,
8,,,,,,,,,,,,,,,0.07898952420745164,,,-0.012965967733434614,,0.06606812261553197,0.013865224869550552,-0.06944431562414571,,,-0.020426481902850124,,,,,,,,,0.0010890938917578197,,-0.018500131249818974,,,,,,,,0.02509138684606116,,0.051224447455607613,,,,0.018665673605599897,,-0.031090416082949046,,,,0.01052629102889624,-0.009516101562184964,,,
9,,,,,,,,,,,,,,,,,,0.004460302928694926,,0.07443543035925915,-0.006316970652061604,,,,-0.0367358200468233,,,,,,,,,0.03333581788326123,,0.01881693818463237,,,,,,,,0.028104012403670664,,0.03765737614670184,,,,-0.0010374431909587756,,-0.034478266379527556,,,,0.011984428300805705,-0.02752836389375135,,,
