,2002-05-01,2002-07-01,2002-09-01,2002-10-01,2002-11-01,2002-12-01,2003-01-01,2003-02-01,2003-03-01,2003-04-01,2003-05-01,2003-07-01,2003-08-01,2003-09-01,2003-11-01,2003-12-01,2004-01-01,2004-02-01,2004-06-01,2004-07-01,2004-11-01,2004-12-01,2005-01-01,2005-02-01,2005-03-01,2005-05-01,2005-06-01,2005-07-01,2005-09-01,2005-10-01,2005-12-01,2006-02-01,2006-04-01,2006-05-01,2006-06-01,2006-07-01,2006-09-01,2006-10-01,2006-12-01,2007-01-01,2007-03-01,2007-04-01,2007-05-01,2007-07-01,2007-09-01,2007-10-01,2007-11-01,2007-12-01,2008-01-01,2008-02-01,2008-03-01,2008-04-01,2008-05-01,2008-06-01,2008-07-01,2008-10-01,2008-11-01,2008-12-01,2009-01-01,2009-02-01,2009-03-01,2009-04-01,2009-05-01,2009-06-01,2009-07-01,2009-08-01,2009-09-01,2009-10-01,2009-11-01,2010-01-01,2010-02-01,2010-03-01,2010-04-01,2010-05-01,2010-06-01,2010-07-01,2010-08-01,2010-09-01,2010-10-01,2010-11-01,2010-12-01,2011-01-01,2011-03-01,2011-04-01,2011-05-01,2011-06-01,2011-09-01,2011-10-01,2011-11-01,2011-12-01,2012-01-01,2012-03-01,2012-04-01,2012-07-01,2012-08-01,2012-11-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-09-01
0,-0.0064827904521196356,-0.04414397941301873,-0.02471825995939736,0.0015736084817490337,-0.028486963240478724,0.0017117001575839286,0.014328595175330028,-0.007400428473092191,-0.054359023214868296,-0.04667739566976947,0.015347934361180204,0.04617661944617102,0.06211871614847286,0.033024609571021823,-0.0036574312834463107,-0.027099650995974334,0.013933539932149186,0.05105418297928477,0.018700713638249766,-0.015620065563689278,-0.005538972960681843,0.011746748161864717,-0.012255311755698717,0.002965001789807964,-0.02666853998465779,0.004968982583329673,-0.007088423585528414,0.004974146967453574,-0.08638115477951913,-0.0017811970301200297,0.052770987631934,0.025065388689877732,-0.03905271040281577,-0.03139572760222076,0.04437868184087468,0.03017847711978172,-0.0618853802521504,-0.012589047003536358,0.024009079035191006,-0.007815352331134173,0.033256729545393826,0.02645298146163766,-0.08937966623793336,-0.009249985728808419,-0.12741655600340063,-0.017917887011951406,0.021077592919915622,0.13023561165659414,-0.043919710414362045,0.009932163774819758,-0.059634950843873824,-0.051103063097476684,-0.013286790257937442,-0.1606414673154759,-0.01844037251033448,0.20746776458443694,-0.06446315892309817,0.11330209619581111,-0.03124345149865107,0.001977463801057344,-0.012098904404831773,-0.09802800477999396,0.04780100971547574,-0.004682666945425185,-0.0005798697046051071,-0.07896951371093053,-0.011683618378961702,-0.009383539891116177,0.11005368877969568,0.0557002642909894,0.015396834818780514,0.0459763661648418,0.06350681895661436,-0.07484451137749004,0.01202987936404476,0.005678742405302195,0.040228903064178034,-0.07826396809567382,-0.048030488479124944,0.06552277265408901,0.014898223136057709,-0.017357746764153026,0.03291210264479272,-0.009839170962866656,-0.02752319049473506,0.023327272788261494,0.006549013136707416,-0.015560713164693096,0.008793669303588159,-0.007716722291445932,0.04290117798092263,-0.10972724224570518,-0.003986909952420348,0.1261385635642185,-0.056831311784848015,0.09033489482712587,0.02597943135281433,-0.022270970680596136,-0.004991906437219695,0.07027012742879829,0.028332656136247913,-0.03986399856048983,-0.004445919531634063,-0.055683618628495246,0.04271131008213058,-0.027023037837572317,0.0005547593336157064,-0.04816492756587154,0.03720791076113539,0.043658579182675794,-0.03702112344953257,0.024962361399351707
1,0.010616863037916868,-0.05440409722387507,0.014320771127524168,0.018647816803339268,-0.003301022729069958,0.007578348885281194,0.016798189062323,-0.03318727519304299,0.017770886583954537,,0.04808744076400351,0.07778587872700005,0.04015357554785193,0.09788075652648232,0.07229274456084855,0.0006597568887370953,-0.04664666821355912,0.02896546111700027,0.05424134959693472,0.000801693726146635,-0.014051669026813762,0.0012571540820509597,-0.013609536024638436,0.013542778072666017,-0.012496119050554588,-0.04615344216450046,0.0018673044244030823,0.003416361205099916,-0.06349767592183997,0.11996300350405831,,0.025065388689877732,-0.07834707324104573,0.04678345366964254,0.031258836812519064,0.035472404931917056,,-0.012087800180703878,0.1417498787877859,-0.008298743606098946,0.004294278544969332,-0.005898876298016775,0.5737032321262507,-0.06229785362496476,,-0.08512475179363643,-0.06562491328485609,,0.0014279673311845542,-0.008888735115006874,0.027572321861535354,-0.026768394471619036,-0.05185742448310493,,-0.026517871114092872,0.22443889220168556,-0.09182919971902104,0.14816584960986542,-0.017364493894755695,0.08814223865493365,0.04610118357965881,,0.06131580248550428,-0.06465900857701623,0.0599468408475019,-0.08413814750675641,0.004630284690913866,0.05141140169777758,0.006688007913116856,-0.014801334554871426,-0.018729471548321497,-0.016066969648144802,,-0.07517523827096295,0.017158909356812857,0.005541603096541614,0.03058252214297985,-0.07853531983789841,-0.026783828122185938,,0.044762933837705576,0.02238330106079811,0.04569761596395261,-0.006063174204255589,-0.022493052326094443,0.01674812378021659,0.0023787014220655323,-0.01028793680330442,0.015230087342411824,-0.07485153577586595,0.16433358549886057,,,0.07892590257987298,-0.06747375892019236,0.0758405199678418,0.032431513141031765,0.018319448603931532,0.01977446674831551,,0.023765064745832176,-0.04320798790159208,-0.026481329813775684,,,-0.004782651062823273,-0.020942434415164524,-0.054221311601406086,0.03162730604464481,0.07898728514762521,-0.017482472614224864,0.03447139030690405
2,-0.015273885074922555,-0.06157730114121307,0.014101683487356187,0.018576883118100795,0.01170074404130328,-0.00982821716376625,0.011345601160185126,,-0.017854846565904636,,0.06577611924149451,0.1253208551224405,0.05990863344835984,,0.08697611007563699,-0.01407059648881892,-0.029327802640080725,0.1140140885634564,0.06195306000605805,0.21287955349023596,-0.013611422238353654,-0.0023277069561762342,-0.010137352896103735,0.019277989502196613,-0.018660483702783504,,0.013200988882648534,-0.00302390801656216,-0.07573017102672464,,,0.024791904241090457,,0.0739311107523224,0.06008861013894351,0.04395244564168321,,-0.006042917315640217,,0.026690168088345012,0.023664132787826864,-0.004216290637657716,,,,-0.08802718880246285,-0.03182480047244596,,-0.08721994015847856,-0.050279723628385176,0.13018169016386616,0.06969730390535901,-0.0441662086332506,,-0.08987696443138343,,-0.09230311091693366,,0.006333974161644024,0.06509835203750247,0.021618812461077164,,0.07519913559090119,,0.07971175785898765,0.01458459341954077,0.00872631647075195,0.03565846695644659,-0.01613773152178455,0.014211507015531755,-0.03363280915178879,0.06826093697845614,,-0.06865886842686986,0.01734606766622826,0.02171220255747497,0.031049896191057247,-0.06370785734345463,-0.028597344251239276,,0.018856134639418043,-0.011786385418346867,0.04140555511835786,-0.005322198015016627,-0.05184356587798855,-0.01000523456041616,0.020176598529122902,-0.010211813781202617,-0.02956659248183502,,,,,0.11531390328334767,-0.11897114067407277,0.08188222477450191,0.032456964455236825,-0.05366622085157102,0.04270832079848885,,-0.0013522598212071246,-0.03432814237725745,-0.02629450639835426,,,-0.006720918635283235,-0.03298421239589522,-0.0160133866796226,0.08926700325528092,0.060021038314437725,-0.040787804332690136,0.03968991056398963
3,0.047857534211253716,-0.1293818550507564,0.0070306038160548034,0.021600339982783545,-0.005820881920903798,-0.014608054004749738,0.02635369872132798,,-0.035981644212264574,,0.06981507637642093,0.09153838610201148,0.0750761108180722,,,0.03277616333629918,-0.03106958479221733,,0.05331591947467884,,-0.012280173384882076,-0.00037954034184783936,0.0100569954836216,-0.013759026616058101,-0.00048807556394203644,,-0.004848479017696139,-0.036753964243507964,-0.07799791925909061,,,0.014074919231462646,,0.08384828455761628,,0.027308609153274044,,-0.01843519467194099,,0.012431001448207524,-0.006620161958767801,0.049938015945311554,,,,-0.16471275692743736,-0.03608830423415976,,-0.06565987565541342,0.020830406462857942,,0.019677500991372346,-0.05747201164008109,,,,-0.17541297280927637,,0.08325962460419054,-0.03443940428155434,0.011908227135861593,,0.05105761051529889,,0.06727633300328595,0.038795486982997396,-0.023189754551402375,0.06425932600989559,0.09919479994133118,0.0024778020292302028,-0.041796490417083554,0.05373906690984942,,-0.05890170635034808,0.028514551382378794,-0.0017451697399821775,0.14386662544503293,0.0015835642222610247,-0.04532666658059881,,0.06411363531213277,-0.040674783310651996,0.007876957000818807,-0.012036834335105578,,-0.00743608859702119,-0.0013107348128471585,-0.0032454571634201734,-0.023011713765214492,,,,,0.12851355824446253,,0.06056726856426087,0.09524984793416791,,0.04616165561807217,,0.04196660262094476,-0.05294777962025288,-0.032566554299999634,,,-0.013040551579379112,-0.010678396649189015,-0.0371279495837018,,0.02418993258001567,-0.02607255122663288,0.017050193263041802
4,0.01818218391739901,,0.06980501912582038,-0.006722804044713371,-0.021988223368533122,-0.00243654704165408,0.015828739277572446,,-0.022011378588387753,,0.042662569209708234,0.062469398368516615,,,,0.043867074774773474,-0.04144898460496815,,0.08615887175277215,,-0.04312350124615372,0.006348895421106393,0.024265164807654394,0.021711438714293152,-0.006388201051345632,,-0.0041049361702312215,,-0.08470446138103493,,,-0.0067229078889130545,,,,0.08908218531376044,,-0.012990413174012838,,0.005993904605104183,0.00868147975178779,0.294401071375449,,,,,-0.030860095685687483,,-0.09529316378857966,-0.03732394429411823,,0.0006495809268882852,-0.07389642811038977,,,,,,0.25064740854812423,-0.009981771340197731,-0.01252323384678905,,0.11634335014332753,,0.0978940418427987,0.03903842214255704,0.001959274303305447,,0.1038635303498503,-0.0804131975957072,-0.036173569919681015,0.02833136255889035,,-0.06417256268542215,0.0049312766521718565,-0.014379990361027772,,-0.01513518411460546,-0.02489241079303095,,,-0.03715527106382077,-0.0011817668165052808,-0.01677028052374349,,-0.046728581116442985,0.022158658497226646,0.02294226090546725,0.02563410738230698,,,,,0.146281570019142,,0.060695921518316265,,,0.02979317731201303,,-0.038226304103194164,-0.004097783067009253,,,,-0.01665300149208737,-0.009127700141836614,-0.01601202675067359,,0.06994763040757945,-0.0520801888608835,-0.013340292780918972
5,-0.016411295007009885,,,0.03275549420703516,-0.017868017493965827,0.01198919676433774,-0.008304129464214549,,-0.030727924932213435,,0.03100353381058918,0.09591813629040935,,,,0.0272087156709383,-0.03400709801715074,,,,,-0.00035463383032152684,0.043986285140148906,0.014863694197050137,-0.004110226640436476,,-0.009413408590464467,,-0.10377055621355447,,,-0.006345105242707039,,,,,,-0.0212855483526182,,0.033688459154443184,-0.024548015415044144,,,,,,-0.06680828013203888,,-0.022759515904900773,-0.1158104997440157,,0.016058964983709303,,,,,,,,-0.07610473678853713,0.02643846572117431,,,,,-0.06336451951254496,-0.062113102441782475,,0.1038635303498503,-0.049750951775193064,0.01373796787290349,0.06384075875001916,,-0.03941191207226469,-0.027133374739691796,0.005203708917375316,,0.028985034433007817,-0.008123482312452635,,,-0.014815203151872458,-0.0328491561929134,-0.058743412398725575,,0.014004010285355667,0.029483463695830103,0.032853040997538496,-0.007744715240303068,,,,,,,0.04493964083553892,,,0.04987452665786041,,-0.003628426796310591,-0.014002589681086475,,,,-0.03577994550596442,0.0121202964375835,-0.031067724304444155,,0.049967130466744614,-0.0841377415525204,-0.0063052120286135604
6,0.02821737679910319,,,0.06628912421746147,-0.013728259318353198,0.09041267777396311,0.016176010287373144,,-0.03389490178813426,,0.01949053440623638,0.0479384194862672,,,,0.05288467830694399,0.03299343582725012,,,,,-0.017976310671079077,,-0.004224306798963351,-0.033018147678670395,,-0.008037677976590496,,,,,-0.02260276812648243,,,,,,-0.02730693824013164,,0.18723643632936005,0.035287518164824005,,,,,,-0.25241540416716024,,-0.037249441508730996,,,0.02857134732417356,,,,,,,,0.02957321762100107,-0.0008477061938904629,,,,,-0.048207071923581646,,,0.10382607716632508,0.01586134869007716,0.031027839177534045,0.023431448584237735,,-0.06553764165431741,-0.012980101086551454,-0.04297480056591296,,0.06124496528084844,0.012690882147347371,,,-0.01544707455709693,-0.04311980203513688,,,-0.05769294780720183,0.05423935646509781,0.03762227265413931,0.03841181149938577,,,,,,,0.08809189758608671,,,,,0.02406341535587153,-0.03493474230586591,,,,-0.018185503711939055,0.00420604406841707,0.014340874951158433,,0.06468662022558558,,0.004717102246150073
7,0.0029759591069864477,,,,-0.004738946267772048,,-0.00901355470651466,,-0.03595931768490068,,0.023978626706643524,0.03841927783048926,,,,0.031088363749978698,-0.002926107051390847,,,,,-0.0020106801400621155,,-0.034284958625554474,,,-0.014761910877282514,,,,,-0.00622888698468782,,,,,,,,,0.04369783502522839,,,,,,,,-0.014953951529370624,,,0.011961694358336952,,,,,,,,-0.060968793593710435,0.057047536230737605,,,,,-0.011073220985393206,,,0.10380735004852193,-0.07003700614908248,-0.009049658461936394,0.04869313569074629,,-0.01732452659206052,-0.021388660545222926,,,0.049397493491458055,-0.021126898259664517,,,0.04217679000202135,-0.03450831654688824,,,-0.06190518308344842,0.09727852638998424,,0.037017003059382936,,,,,,,0.05948550717505774,,,,,0.014923347782220264,-0.01447668147729586,,,,0.0409143374515043,0.01940479570846665,-0.028884456734925568,,0.12103570107381767,,-0.00213768169084938
8,0.007025783479553072,,,,-0.03479986586028572,,-0.011533609940639566,,0.029525388727592694,,0.05640260379453532,0.07790116276885273,,,,-0.005790118896796037,-0.012989472440996241,,,,,0.0059606547285784295,,,,,0.027134649938401978,,,,,-0.038948985335522934,,,,,,,,,0.08071356354730841,,,,,,,,-0.08321745900796396,,,0.004050017188850022,,,,,,,,-0.038979951627951426,0.13360201260653615,,,,,-0.029689783884591092,,,0.10380735004852193,-0.03448931402876587,0.0018692412083283205,0.0626823628165678,,-0.07158436526380241,0.008282819468509506,,,0.06491383188599564,-0.02430950303548496,,,-0.0033307482463469373,-0.029280239938961783,,,-0.06265206709819263,0.21140987921337073,,0.04159427210731281,,,,,,,0.03738848884748003,,,,,-0.02201517689670507,-0.005061080262978468,,,,,0.029220671802682396,0.0010859862799805775,,0.07290505451395646,,0.0021822091735599347
9,0.02513817073235436,,,,-0.03534290991693756,,-0.004780930459846067,,-0.01710948028405823,,0.10099940746773162,0.06850140371913327,,,,0.007594362300162305,0.018713049894514278,,,,,0.03073459735255213,,,,,0.003507892408788349,,,,,,,,,,,,,,0.017871542097243953,,,,,,,,0.0098075115432259,,,-0.05507592531022219,,,,,,,,-0.011892606253545934,,,,,,-0.08672187730034264,,,0.10380735004852193,-0.01870602730068338,-0.05827751095745404,0.07705932526625814,,-0.10846987797796392,0.012649594139931719,,,0.05872463866393285,-0.008187991896484004,,,0.00582269211078823,-0.01410153366649447,,,-0.02990845673823031,,,0.07384646713629217,,,,,,,0.015079087734415353,,,,,0.010405008596428345,-0.017837042541693826,,,,,0.02233696102622207,-0.024200914378500027,,0.14750745729752168,,-0.01562766475398769
