,2014-12-01,2015-01-01,2015-03-01,2015-04-01,2015-09-01,2015-11-01,2015-12-01,2016-01-01,2016-02-01,2016-03-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2016-12-01,2017-01-01,2017-02-01,2017-03-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-04-01,2018-05-01,2018-07-01,2018-08-01,2018-11-01,2018-12-01,2019-02-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-10-01,2019-11-01,2019-12-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01,2022-03-01,2022-04-01,2022-05-01,2022-06-01,2022-07-01,2022-09-01,2022-10-01,2022-11-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01
0,-0.003178116473086634,-0.06440092332583958,0.039082279966876854,-0.04217601661225445,0.08916543325796167,0.022325672447680356,0.08706548500269673,0.02738202580382032,-0.02316394844479025,-0.062287953806038576,-0.015333464934609298,-0.0044618930363096165,0.035030268006850385,0.05444379508189501,0.000996707431955124,-0.030920741862344947,0.043988112249755185,0.05697548157614629,-0.02617195988666543,0.006108815745611951,0.008850595037626419,0.0016502191884819606,-0.03153649962337224,-0.007108571162953936,0.0838814569805395,-0.08457506740250165,0.06897108705942534,-0.0946534878251819,0.002153590831915908,-0.022381436487701523,0.01535202093469401,0.035075181468770644,-0.017100530488191268,-0.01531948452722065,-0.04454382958606384,-0.015410713259669695,0.0035415969986556384,0.016133014550130498,0.0010631643517609035,-0.00926363248920814,-0.01539944951245753,0.0026621712947713094,-0.01858488783258916,0.04382832753569055,0.03321841486108923,-0.0377298743305885,-0.018815209341717987,-0.03253692150214782,0.03551150529012492,-0.017495834015263112,0.06281212450312146,0.012657966307874968,-0.0003130658140387821,0.05451766214001286,-0.020077651036738864,0.016785503310481342,0.06649965801221208,-0.002104402164993635,0.03449251915685769,0.03857698453107794,-0.020307516686784988,-0.032826804309804336,0.052650217798009824,0.018295985585097263,0.029230363712011043,-0.03466696269430697,-2.883463769309813e-05,0.01662646769849685,-0.009961134433540186,0.016035661427664466,-0.020813058812305885,0.005947883431789869,-0.018777516049446275,-0.02285176256267976,0.0037779246136340205,0.01853127459913423
1,0.06219412478827657,-0.04904708762648158,0.06221159781031238,0.019102345291640344,,0.007601716200641095,0.15567847841566773,0.03867544950980628,0.04574345861837498,-0.06458251985498742,0.10086030549860903,0.0368722369457104,0.048339761555503014,,-0.02144140156959551,-0.03911063566275508,0.050775816218920244,0.04605403853284473,0.011433571551939803,-0.01415727989389537,0.003566939091374066,0.030611296793290776,-0.019140737143990227,0.003828242798491255,0.07213541536047297,-0.09587119025248247,0.10665558397408614,,-0.010876525624254674,-0.02690767488414636,0.023778314544340207,0.020982784959287626,-0.03059669494110162,-0.013759619127626133,,0.015944520465076994,-0.001115447166890604,0.028957173220493626,-0.019956040629782068,-0.014086897273463128,-0.024605046680427844,0.005468111073822612,0.003284127108901247,0.027124961702596373,0.04412028885858699,-0.07445277462597222,-0.04713073709459348,0.0018866356713691523,-0.02253147042774417,-0.010132725542245646,,0.02489030096086431,0.014690668817926356,0.001869734463265993,-0.0020031430307883014,-0.046007148987069924,,0.013820723857795314,-0.00818899377963378,0.015184442185226743,-0.02139371724437189,-0.037265234072353826,,0.014356586929735737,0.0442085707959925,-0.05498779641134405,0.03022417137875011,0.021002152131942342,-0.039965830073072084,-0.022587395223835988,-0.046707517060340376,0.035590124132553136,-0.030533599486382845,-0.03234512529140812,-0.007509027187933004,0.04021357310645951
2,,-0.05638603620249527,,0.0009460954929749743,,0.0031072610811252455,,0.021612923284327734,0.00102773680039131,,,0.07834576196956078,0.047513413894479495,,0.002621948477848357,0.009237816382647424,0.044530330015521535,0.07770734829868187,0.021074466572699846,-0.0038925153321145434,-0.014861681355666456,0.04602514242278799,-0.047541879355699646,-0.0045227295029994785,0.06865016835344173,-0.0581025771671142,,,-0.015074166291995983,-0.03970256849157927,0.038156827101025304,0.03700393234547228,-0.009172477620353447,-0.022970266693004948,,0.013346799836238432,-0.007952527668522169,0.025965986880758796,,-0.026793771053311155,,0.025024258968462942,0.013643854380936737,-0.022269329187101228,0.041824771484872514,,,0.01765472870432183,-0.024659114441184293,0.03302022232865354,,0.0034746704671055895,0.061648022869678853,0.02224822514594471,-0.023736758115872503,,,-0.018595098487644957,0.008926438951345483,-0.008545824414485592,-0.0333444360643782,-0.06976134619325602,,0.06356413095899316,0.03297716530483141,,0.019287020133808452,0.013694077151250372,,-0.037879728631403625,,0.03572438870620154,,-0.01572646478309228,-0.03289427875401407,0.05374903612515963
3,,-0.03748477300331843,,-0.014490495485875443,,-0.006588978171299553,,0.08784772317164491,0.022154618594097786,,,,0.03366161658228073,,-0.011695826791231823,0.008297660624277503,0.04419402064817235,,0.036904709698734495,0.004974175734234754,-0.022335722518759815,0.008505171706223447,,-0.011374797703249007,0.0271768291676433,-0.07979145061172943,,,-0.008419500207710318,-0.02716440136302789,,0.0033354922375894436,-0.045570115324737426,-0.022044156948966664,,-0.011087541992691241,-0.016401891296625948,0.03798546557479787,,-0.060325214294331464,,0.006988515146952756,-0.0202865389758915,0.03236651897983078,0.04818006325331936,,,0.004077465940730329,-0.0019450986662850056,0.03402610337906453,,0.023037732932398303,,0.03721406165260299,0.033575288414662285,,,-0.022746793550475708,0.04598595494225344,0.03350612489199478,-0.03729214585925367,,,0.09576706885388986,0.04399357965454054,,0.03668012540356891,0.041365965679530436,,0.004175314520702439,,-0.09860898384954897,,-0.02929386629739908,-0.07902896579790952,0.012786468665229311
4,,-0.05033277775399103,,-0.06486981276919024,,0.002798076881608491,,,0.0090142527826918,,,,0.045136128431993106,,0.0003481909947063988,0.02484518199015251,-0.0016215350257795524,,,-0.021360303405468573,-0.04073237869419699,-0.0005126655346014974,,-0.008515944000826225,0.06425541817669522,-0.12229796945643745,,,0.003911542307453164,-0.04912348492458052,,0.008143768293904285,-0.02877327332224766,-0.02666863705645972,,-0.0019754177808870566,-0.05147025978104125,0.03514023178698389,,,,0.005243722767018566,-0.04117989997648741,0.051450368840213034,0.05627983765475175,,,0.019688280287613047,-0.008576346884223707,0.04252507327733934,,0.0572077951889165,,0.08057276517703482,-0.013404856984940317,,,-0.026434070924054476,0.07514652341726147,0.04565671582759978,-0.024199782897228017,,,,0.04593942790369576,,0.04005459275492784,0.012443447474618008,,-0.022662166026533564,,,,-0.005526225159737802,,0.04829198276972507
5,,-0.0661213469845956,,-0.049479751189767884,,-0.01862782322069151,,,-0.014541020469270138,,,,0.039405282177114254,,0.03134401730375025,0.015369910600551373,-0.05977700515740092,,,-0.03168749799198589,,-0.018640382132972144,,0.0028055502121833165,0.09081698191651055,-0.1561724814987746,,,-0.002194481859504549,-0.03223866265261566,,0.0027998693389121865,-0.039971382117988785,-0.059765355054756775,,-0.021855381056611112,-0.07113688800119577,0.032094945151592724,,,,0.01364601533190346,-0.02858950123018733,0.07086126893667544,0.054931111210156924,,,0.019624259332490457,-0.03157261209374074,0.07045964328522913,,,,,-0.04475584719017878,,,0.007916835440169412,,0.0795725177201434,-0.03457354181591943,,,,0.05361383263215869,,0.031324476432391224,0.0584515650108508,,-0.04118424989909905,,,,-0.0265131060100198,,0.029982176801890914
6,,-0.08745867348189695,,-0.05914218458852627,,-0.0411102673547718,,,-0.020663569861957665,,,,0.060847500912485364,,,0.010372818666163353,,,,-0.05611232083552897,,-0.03919917278371665,,0.02996778404989242,0.09674112951876301,,,,-0.00557880072266026,-0.017652653292332454,,-0.0003771330465163203,-0.06590067303533953,,,-0.05146968043146516,,0.011815524374556463,,,,0.010065891652362824,-0.0329820234468865,0.10382223419772885,0.0299195332248261,,,-0.011883087401851622,-0.00036376987346775636,,,,,,-0.018397310350858787,,,0.004857473138428214,,,-0.02293334209220954,,,,0.025555412090606966,,0.02000728367803073,0.08345987585615511,,-0.0320645937780861,,,,-0.03601672515496382,,0.01787921517120511
7,,,,-0.08429458724869499,,,,,-0.020139540783068843,,,,,,,-0.02121004631807466,,,,,,-0.04692241726819857,,0.10075920134258709,0.06894339687131756,,,,0.0043676479691845405,-0.005763598860903718,,0.03810577211606492,-0.048785974441169166,,,,,0.004654058497908897,,,,0.022825264440594406,-0.0298200802587556,,0.03542121662413589,,,-0.04558979804599472,0.005295669986764118,,,,,,-0.0023776077490669234,,,0.017951380527801986,,,-0.035634578974752085,,,,0.009367902137932038,,-0.047418860281587705,,,-0.03089485951271384,,,,,,-0.01614852482308543
8,,,,-0.061441347396481105,,,,,-0.0003625117254830168,,,,,,,-0.02587191510558995,,,,,,-0.0433941178408912,,,0.05454393552933512,,,,-0.015118766341063239,-0.015059125157706132,,0.006939029631764848,-0.034909319091406155,,,,,0.003525283009008562,,,,0.04273896279874001,-0.03924569183091031,,0.030139091497718873,,,-0.012015855564158961,0.042330256799165245,,,,,,-0.0051890846324311735,,,0.03812473781016246,,,-0.055063775795355596,,,,0.10252678645961111,,-0.04452246556796502,,,-0.032720768191781574,,,,,,-0.0022626160710274568
9,,,,-0.032640339926712,,,,,-0.006492594458357537,,,,,,,-0.04665765268371791,,,,,,-0.05070963603716838,,,0.030606317379621384,,,,-0.012433430811855661,-0.010295066982528578,,-0.02805942938117667,-0.014042095491434425,,,,,0.008989990379828616,,,,,-0.01944490502830054,,0.07463373396619843,,,-0.028968500700683908,0.07112553452254788,,,,,,-0.0021076657049889924,,,,,,0.009835240229107534,,,,,,-0.04497002664707073,,,-0.02909039548771683,,,,,,0.020266569467197793
