,2014-12-01,2015-02-01,2015-04-01,2015-05-01,2015-06-01,2015-10-01,2015-12-01,2016-02-01,2016-03-01,2016-05-01,2016-07-01,2016-08-01,2016-12-01,2017-01-01,2017-02-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-04-01,2018-05-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-03-01,2019-04-01,2019-06-01,2019-07-01,2019-08-01,2019-11-01,2019-12-01,2020-01-01,2020-03-01,2020-04-01,2020-05-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-12-01,2021-03-01,2021-05-01,2021-06-01,2021-08-01,2021-09-01,2021-10-01,2021-12-01,2022-02-01,2022-03-01,2022-04-01,2022-05-01,2022-06-01,2022-07-01,2022-08-01,2022-09-01,2022-10-01,2022-11-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01
0,-0.0045086893883548584,-0.016688388553555922,-0.05379963173092861,-0.003967755222223257,0.0558396457164233,0.027648739954710067,0.0486590501662989,0.030102884115786988,0.06522331705846773,-0.024349855759132177,0.004095179155795825,-0.015886443816992113,-0.005743442411497712,0.026988466638067532,-0.0055038120149695224,0.05939179955789098,-0.06596345253427272,0.005156228215672076,-0.024418867873536976,-0.001201575780834574,-0.03618053847971847,0.0036611974512306134,0.08105512208861287,0.07762200462900543,-0.015225068519779672,-0.004870440132307641,0.0213277529837268,-0.013792167803891475,0.007347953018100206,0.03373083339441796,0.041005419335345294,0.012855788044580096,0.010574522478980386,0.06000251051996308,-0.01080942409040797,-0.015626179806546903,-0.002504808881029108,0.0077234326605242765,-0.022650927031185653,0.044968896788238455,-0.013709330019040511,0.045117070619736244,-0.03143220090924048,-0.006956953870312477,0.03729767222268454,0.04005801616770066,-0.012027607274817775,-0.01644870324498582,-0.03196335045927379,-0.010468825808734206,-0.013403097541575051,0.015364987166134547,0.016555737808419346,-0.003908393187344261,-0.025595373911079577,-0.014292008136043866,0.014335565758218483,0.06528072392773154,0.008715380842293619,0.029496391818540274,-0.004906675245802772,-0.009947192462312238,0.10467015394496153,-0.023018903582928685,-0.003508754229287314,-0.043031128181212464,0.01711718730254863,0.009449835818443386,-0.024433558858930032
1,-0.016521879257124394,-0.012337638441472287,-0.024620346783454927,-0.043785526672356356,0.04680550344288448,0.0025363577280499428,,0.007109789277704892,,-0.022746987134312335,-0.01004502387527928,-0.03533298904995452,0.0062220777159397445,0.03544283839023388,-0.01207756240522162,,-0.053157832707227515,-0.011531111220882906,-0.048079122267619234,0.025978653391010686,0.0033402704275093953,0.029835223503061892,0.04258011232391601,,-0.039219722552221725,-0.018621309181736656,0.031197424497585002,-0.040370644388515675,0.030757732227697288,0.008171161152514372,,0.02308921563304822,0.015463737617509743,,0.007501233073602842,-0.022958663660050282,3.5020047856493264e-05,0.0013023607091414147,-0.015011017230465606,,-0.045205821464707974,-0.004330334551178816,-0.04254285457333351,-0.03467272065614391,,-0.0030909749450052093,0.009813764166048289,-0.0031767786543559495,-0.018001118796476367,0.00017446416296995615,-0.026616764744381086,0.0419718722534832,,-0.0069385146346079285,-0.008224245914340012,-0.0257759627710204,0.025304971682207245,,0.02888667669827938,0.021455355501333512,-0.007234936315705465,-0.035139358349121075,,-0.027602065762747152,-0.019442461995655247,-0.021384033685926673,0.016100544034062025,-0.01358414416141307,
2,0.0472948735140542,-0.02388015572347757,-0.04929494258739697,,0.05124718352779445,0.000228374297608136,,0.06899531092627464,,-0.023288709924898066,-0.021116198605735437,-0.03588000397710789,-0.00046363695375928327,0.04235363659224323,0.001668570948148762,,-0.06796128961222747,-0.020925406456541396,,0.02414780457176713,-0.029577702516962567,0.03765151102958075,0.009184649320381544,,0.014020402572819446,-0.04055858475636298,0.028303640856998546,,,0.0039949902317819586,,-0.012232143810915863,0.04266610103445623,,0.01629364527432564,,0.031085118385048238,-0.0035554741376173093,-0.005799846547767551,,-0.023259028551842142,-0.027868343617133973,-0.03443086481613289,,,-0.007071738624164103,0.025087663412703742,-0.018692010995096764,-0.05398988553360273,0.013754644310158826,,,,-0.035331298116399235,-0.02836018969520837,-0.06324861111369323,0.0002679586046111515,,,0.036206962784943536,-0.007775940407425109,,,-0.052247091886662544,-0.021113285517935232,-0.035204024827899416,0.03254159572203852,-0.022785911279051607,
3,0.05765359949971721,-0.05362819988982137,-0.04559041299533084,,0.01990199965206907,-0.030659479921721022,,,,-0.033791669149914716,-0.004322394532664142,0.020192463930362115,0.011553850224666262,0.04726816717436222,-0.02353769648518167,,-0.0721553145768512,-0.03707775095887733,,0.016079505955375772,-0.05643913367592379,0.03992210651833683,0.031857020713279116,,0.042238737606431265,-0.08653852509946214,0.04762572356698214,,,0.01759547821276075,,-0.03345086775756623,,,0.019379683494043842,,,-0.0015930772629230705,-0.02918569324986997,,-0.007012638269439764,0.0049095670348110465,-0.018987941196393354,,,-0.01652927064981835,0.03020931560488771,-0.005526433637699224,-0.051655525681888026,0.015212078846521537,,,,,-0.033452305626594736,,-0.0027813031058573356,,,0.014201490426406532,-0.014610481305802094,,,,-0.006762794676214545,-0.03466314415698746,,,
4,,,-0.03257557547656731,,-0.019944417547043347,-0.05089197906722376,,,,-0.0035853678342692152,0.026905975127644477,0.00866182383038705,0.016894278114989447,0.09665322382015118,-0.0682474245405138,,-0.07444903717967777,,,0.009912195277957725,,0.05195953160538136,-0.0012147961061808044,,0.04868605196249154,,0.03190574610754493,,,-0.0011376997868557392,,0.004851415914823631,,,0.022295618085187208,,,-0.01912519557737119,,,0.004974459074748916,0.016303861573472966,-0.02890882451447707,,,-0.035153188907641075,0.03191023896048728,-0.021940671035578285,-0.03451733875209495,-0.008113332132741347,,,,,-0.01863694576105357,,-0.006964236822992742,,,0.03245721546342975,0.006937527759978823,,,,0.005510049154048957,-0.02747730504404322,,,
5,,,0.008909721914388546,,-0.0126126074639894,-0.032428056289953044,,,,-0.007042043867496628,0.026826253675555578,0.018353348511051637,0.015295343587947596,,,,-0.07042511287145015,,,0.011409039485939187,,0.051747298586843904,-0.0332648570768912,,-0.004611788109483039,,0.024120631651922908,,,-0.007865611217242385,,0.005019116671303614,,,0.03148421245932154,,,-0.017263460320822543,,,0.002383756821956018,-0.012335602326624895,-0.16448648740139227,,,-0.032123712007205096,0.021776893121812746,-0.028609624427461622,-0.061231910160591596,-0.001373597242307678,,,,,-0.028532048291863843,,-0.008526836682023364,,,0.06296235261802965,0.0003408325674548957,,,,0.04120492103631368,-0.03486581540136735,,,
6,,,-0.05286718992873363,,0.025745049010139187,-0.060198937032572175,,,,-0.02556480238210168,0.021875365687402337,0.001956841672813514,0.03435296712578506,,,,-0.07686305987180808,,,-0.013868219324537412,,0.06209653577170715,-0.05881027469249456,,0.04331390723976236,,0.01941865216525618,,,-0.01332999607278662,,0.024574496360599607,,,0.024032900055360074,,,-0.011928264802243793,,,0.04946636049487352,-0.058841390941532956,,,,-0.02051947253145081,0.027154754559032046,-0.05737088092431719,,0.004272813313075385,,,,,-0.005827863747275508,,-0.006200302571880978,,,,0.0077402810640341485,,,,,-0.028583963551660818,,,
7,,,-0.01390620880871074,,0.016084442503972785,,,,,-0.03344823152235721,0.02114863502762432,0.029708976959220035,0.009307660029467257,,,,-0.07121940807868876,,,-0.013351306010821906,,0.07979468556536218,-0.03236191171564928,,0.024868522005421223,,0.009285781842995888,,,-0.02398487043177555,,-0.014071644563619756,,,0.03506644329911479,,,-0.01699602343433332,,,0.03215850877627857,-0.06764156881302075,,,,-0.028887722201967447,0.07582266364510648,,,0.018870751365761107,,,,,-0.0059190116003946525,,-0.003640957279021584,,,,-0.013742503109130923,,,,,-0.048698514861381326,,,
8,,,-0.04279750796780002,,0.06930233277209996,,,,,-0.031068806007877203,0.056397718979938616,0.012484349788538518,0.024153787280392636,,,,-0.08367650408151706,,,-0.011946762069307448,,0.10816026972056236,0.01084442902915117,,0.05191448770550433,,0.03664605587010561,,,-0.025853167336545635,,-0.010179624807074905,,,0.02543639399758546,,,-0.014934564951772866,,,0.03664400908297161,-0.06376583619825682,,,,-0.008293656607109234,,,,,,,,,-0.007885185698802033,,-0.018097762878723778,,,,-0.003195631646253561,,,,,-0.061298097495905535,,,
9,,,-0.025439701510571178,,0.04654233252835194,,,,,-0.02713201938148113,0.04562985529540631,-0.012835773193010214,0.04064057492706252,,,,,,,-0.019583806228634648,,,-0.011222815408284958,,0.048136407933748626,,0.03262939462827896,,,-0.002217927242496698,,-0.07180766882260214,,,0.023911381300301793,,,-0.0018348510571876697,,,0.019064112636321573,-0.028407536964497715,,,,-0.036046406837870304,,,,,,,,,0.01950904399631037,,0.0030015599573274265,,,,-0.014384880917208777,,,,,,,,
