,2022-04-01,2022-07-01,2022-08-01,2022-10-01,2022-11-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01,2023-05-01,2023-06-01
0,0.02652980020675,-0.014444671071261794,-0.007540359706690314,0.007552686561597577,0.002645054507004474,-0.004761758932065874,-0.019397684510444435,-0.016830559841697568,-0.06309882485686735,-0.0058180194190897705,0.04436739389317523
1,-0.005422265139181315,-0.008151133452646064,-0.01776758218467478,0.020873093653851482,0.03317441894377371,0.01027758611641083,,-0.005587525773554702,,-0.0036970448896240793,
2,-0.01046277957753472,0.005400549165585744,-0.013252897336406111,0.02840947802948679,,0.02489288104183185,,-0.017190424182819797,,0.021966802045911837,
3,-0.0004888724471008299,-0.004095184632959992,-0.03587329139239026,0.012780010827881938,,0.010411133327359767,,-0.02188445857683341,,0.022253168164282133,
4,0.022708007453391632,0.01392694383293236,,0.04676958864448766,,-0.005897100902057417,,-0.010243001944973962,,0.02520668188919406,
5,0.024485463205899505,-0.02418486082739868,,,,-0.0012820029660405297,,-0.0289915395900624,,0.02912767225967916,
6,0.02201542022242875,0.030615671541138312,,,,0.0003801893085020325,,-0.023803533503413465,,,
7,0.019034478407684796,0.02111128762270198,,,,-0.017853711259083305,,-0.01389124073026915,,,
8,0.034299471962935035,-0.012362184029024448,,,,-0.0007019760420265975,,-0.025190021056670453,,,
9,0.05130385404116544,-0.013784148491726711,,,,0.02721784400316052,,-0.019551969639942435,,,
10,,0.001030660511840864,,,,0.026606637754599483,,-0.016190836241992024,,,
11,,-0.010577545169467406,,,,0.028066317381687522,,-0.021741451996150296,,,
12,,-0.008033769834993265,,,,0.009734590931240295,,-0.025710525009767782,,,
13,,0.005665021512626822,,,,0.016656545437617076,,-0.04183622444212931,,,
14,,0.028828376312768356,,,,0.05370761350723008,,,,,
15,,0.02110648544911431,,,,,,,,,
16,,0.014766344523136077,,,,,,,,,
17,,0.030618489553583927,,,,,,,,,
18,,0.05941091381186858,,,,,,,,,
