"代码","简称","时间","开盘价(元)"
"HKDCNY.EX","港币中间价","2007-11-09","0.9543"
"HKDCNY.EX","港币中间价","2007-11-12","0.9524"
"HKDCNY.EX","港币中间价","2007-11-13","0.9540"
"HKDCNY.EX","港币中间价","2007-11-14","0.9546"
"HKDCNY.EX","港币中间价","2007-11-15","0.9543"
"HKDCNY.EX","港币中间价","2007-11-16","0.9555"
"HKDCNY.EX","港币中间价","2007-11-19","0.9545"
"HKDCNY.EX","港币中间价","2007-11-20","0.9545"
"HKDCNY.EX","港币中间价","2007-11-21","0.9526"
"HKDCNY.EX","港币中间价","2007-11-22","0.9527"
"HKDCNY.EX","港币中间价","2007-11-23","0.9513"
"HKDCNY.EX","港币中间价","2007-11-26","0.9510"
"HKDCNY.EX","港币中间价","2007-11-27","0.9493"
"HKDCNY.EX","港币中间价","2007-11-28","0.9493"
"HKDCNY.EX","港币中间价","2007-11-29","0.9503"
"HKDCNY.EX","港币中间价","2007-11-30","0.9501"
"HKDCNY.EX","港币中间价","2007-12-03","0.9521"
"HKDCNY.EX","港币中间价","2007-12-04","0.9513"
"HKDCNY.EX","港币中间价","2007-12-05","0.9495"
"HKDCNY.EX","港币中间价","2007-12-06","0.9518"
"HKDCNY.EX","港币中间价","2007-12-07","0.9504"
"HKDCNY.EX","港币中间价","2007-12-10","0.9486"
"HKDCNY.EX","港币中间价","2007-12-11","0.9465"
"HKDCNY.EX","港币中间价","2007-12-12","0.9444"
"HKDCNY.EX","港币中间价","2007-12-13","0.9433"
"HKDCNY.EX","港币中间价","2007-12-14","0.9439"
"HKDCNY.EX","港币中间价","2007-12-17","0.9462"
"HKDCNY.EX","港币中间价","2007-12-18","0.9459"
"HKDCNY.EX","港币中间价","2007-12-19","0.9446"
"HKDCNY.EX","港币中间价","2007-12-20","0.9441"
"HKDCNY.EX","港币中间价","2007-12-21","0.9430"
"HKDCNY.EX","港币中间价","2007-12-24","0.9397"
"HKDCNY.EX","港币中间价","2007-12-25","0.9386"
"HKDCNY.EX","港币中间价","2007-12-26","0.9390"
"HKDCNY.EX","港币中间价","2007-12-27","0.9362"
"HKDCNY.EX","港币中间价","2007-12-28","0.9364"
"HKDCNY.EX","港币中间价","2008-01-02","0.9353"
"HKDCNY.EX","港币中间价","2008-01-03","0.9315"
"HKDCNY.EX","港币中间价","2008-01-04","0.9333"
"HKDCNY.EX","港币中间价","2008-01-07","0.9320"
"HKDCNY.EX","港币中间价","2008-01-08","0.9332"
"HKDCNY.EX","港币中间价","2008-01-09","0.9321"
"HKDCNY.EX","港币中间价","2008-01-10","0.9329"
"HKDCNY.EX","港币中间价","2008-01-11","0.9314"
"HKDCNY.EX","港币中间价","2008-01-14","0.9297"
"HKDCNY.EX","港币中间价","2008-01-15","0.9285"
"HKDCNY.EX","港币中间价","2008-01-16","0.9288"
"HKDCNY.EX","港币中间价","2008-01-17","0.9303"
"HKDCNY.EX","港币中间价","2008-01-18","0.9297"
"HKDCNY.EX","港币中间价","2008-01-21","0.9300"
"HKDCNY.EX","港币中间价","2008-01-22","0.9285"
"HKDCNY.EX","港币中间价","2008-01-23","0.9269"
"HKDCNY.EX","港币中间价","2008-01-24","0.9262"
"HKDCNY.EX","港币中间价","2008-01-25","0.9229"
"HKDCNY.EX","港币中间价","2008-01-28","0.9221"
"HKDCNY.EX","港币中间价","2008-01-29","0.9226"
"HKDCNY.EX","港币中间价","2008-01-30","0.9227"
"HKDCNY.EX","港币中间价","2008-01-31","0.9210"
"HKDCNY.EX","港币中间价","2008-02-01","0.9224"
"HKDCNY.EX","港币中间价","2008-02-04","0.9223"
"HKDCNY.EX","港币中间价","2008-02-05","0.9212"
"HKDCNY.EX","港币中间价","2008-02-13","0.9225"
"HKDCNY.EX","港币中间价","2008-02-14","0.9218"
"HKDCNY.EX","港币中间价","2008-02-15","0.9200"
"HKDCNY.EX","港币中间价","2008-02-18","0.9189"
"HKDCNY.EX","港币中间价","2008-02-19","0.9176"
"HKDCNY.EX","港币中间价","2008-02-20","0.9158"
"HKDCNY.EX","港币中间价","2008-02-21","0.9166"
"HKDCNY.EX","港币中间价","2008-02-22","0.9163"
"HKDCNY.EX","港币中间价","2008-02-25","0.9166"
"HKDCNY.EX","港币中间价","2008-02-26","0.9172"
"HKDCNY.EX","港币中间价","2008-02-27","0.9170"
"HKDCNY.EX","港币中间价","2008-02-28","0.9149"
"HKDCNY.EX","港币中间价","2008-02-29","0.9135"
"HKDCNY.EX","港币中间价","2008-03-03","0.9134"
"HKDCNY.EX","港币中间价","2008-03-04","0.9145"
"HKDCNY.EX","港币中间价","2008-03-05","0.9144"
"HKDCNY.EX","港币中间价","2008-03-06","0.9140"
"HKDCNY.EX","港币中间价","2008-03-07","0.9129"
"HKDCNY.EX","港币中间价","2008-03-10","0.9131"
"HKDCNY.EX","港币中间价","2008-03-11","0.9117"
"HKDCNY.EX","港币中间价","2008-03-12","0.9125"
"HKDCNY.EX","港币中间价","2008-03-13","0.9111"
"HKDCNY.EX","港币中间价","2008-03-14","0.9104"
"HKDCNY.EX","港币中间价","2008-03-17","0.9111"
"HKDCNY.EX","港币中间价","2008-03-18","0.9128"
"HKDCNY.EX","港币中间价","2008-03-19","0.9088"
"HKDCNY.EX","港币中间价","2008-03-20","0.9070"
"HKDCNY.EX","港币中间价","2008-03-21","0.9076"
"HKDCNY.EX","港币中间价","2008-03-24","0.9066"
"HKDCNY.EX","港币中间价","2008-03-25","0.9050"
"HKDCNY.EX","港币中间价","2008-03-26","0.9028"
"HKDCNY.EX","港币中间价","2008-03-27","0.9013"
"HKDCNY.EX","港币中间价","2008-03-28","0.9015"
"HKDCNY.EX","港币中间价","2008-03-31","0.9019"
"HKDCNY.EX","港币中间价","2008-04-01","0.9018"
"HKDCNY.EX","港币中间价","2008-04-02","0.9026"
"HKDCNY.EX","港币中间价","2008-04-03","0.9011"
"HKDCNY.EX","港币中间价","2008-04-07","0.8988"
"HKDCNY.EX","港币中间价","2008-04-08","0.8989"
"HKDCNY.EX","港币中间价","2008-04-09","0.8990"
"HKDCNY.EX","港币中间价","2008-04-10","0.8979"
"HKDCNY.EX","港币中间价","2008-04-11","0.8991"
"HKDCNY.EX","港币中间价","2008-04-14","0.8983"
"HKDCNY.EX","港币中间价","2008-04-15","0.8978"
"HKDCNY.EX","港币中间价","2008-04-16","0.8987"
"HKDCNY.EX","港币中间价","2008-04-17","0.8970"
"HKDCNY.EX","港币中间价","2008-04-18","0.8983"
"HKDCNY.EX","港币中间价","2008-04-21","0.8991"
"HKDCNY.EX","港币中间价","2008-04-22","0.8968"
"HKDCNY.EX","港币中间价","2008-04-23","0.8959"
"HKDCNY.EX","港币中间价","2008-04-24","0.8967"
"HKDCNY.EX","港币中间价","2008-04-25","0.8979"
"HKDCNY.EX","港币中间价","2008-04-28","0.8980"
"HKDCNY.EX","港币中间价","2008-04-29","0.8972"
"HKDCNY.EX","港币中间价","2008-04-30","0.8983"
"HKDCNY.EX","港币中间价","2008-05-05","0.8981"
"HKDCNY.EX","港币中间价","2008-05-06","0.8967"
"HKDCNY.EX","港币中间价","2008-05-07","0.8962"
"HKDCNY.EX","港币中间价","2008-05-08","0.8983"
"HKDCNY.EX","港币中间价","2008-05-09","0.8980"
"HKDCNY.EX","港币中间价","2008-05-12","0.8955"
"HKDCNY.EX","港币中间价","2008-05-13","0.8964"
"HKDCNY.EX","港币中间价","2008-05-14","0.8976"
"HKDCNY.EX","港币中间价","2008-05-15","0.8973"
"HKDCNY.EX","港币中间价","2008-05-16","0.8961"
"HKDCNY.EX","港币中间价","2008-05-19","0.8938"
"HKDCNY.EX","港币中间价","2008-05-20","0.8946"
"HKDCNY.EX","港币中间价","2008-05-21","0.8922"
"HKDCNY.EX","港币中间价","2008-05-22","0.8901"
"HKDCNY.EX","港币中间价","2008-05-23","0.8909"
"HKDCNY.EX","港币中间价","2008-05-26","0.8895"
"HKDCNY.EX","港币中间价","2008-05-27","0.8897"
"HKDCNY.EX","港币中间价","2008-05-28","0.8892"
"HKDCNY.EX","港币中间价","2008-05-29","0.8893"
"HKDCNY.EX","港币中间价","2008-05-30","0.8903"
"HKDCNY.EX","港币中间价","2008-06-02","0.8888"
"HKDCNY.EX","港币中间价","2008-06-03","0.8879"
"HKDCNY.EX","港币中间价","2008-06-04","0.8886"
"HKDCNY.EX","港币中间价","2008-06-05","0.8888"
"HKDCNY.EX","港币中间价","2008-06-06","0.8868"
"HKDCNY.EX","港币中间价","2008-06-10","0.8861"
"HKDCNY.EX","港币中间价","2008-06-11","0.8862"
"HKDCNY.EX","港币中间价","2008-06-12","0.8838"
"HKDCNY.EX","港币中间价","2008-06-13","0.8834"
"HKDCNY.EX","港币中间价","2008-06-16","0.8835"
"HKDCNY.EX","港币中间价","2008-06-17","0.8825"
"HKDCNY.EX","港币中间价","2008-06-18","0.8813"
"HKDCNY.EX","港币中间价","2008-06-19","0.8815"
"HKDCNY.EX","港币中间价","2008-06-20","0.8816"
"HKDCNY.EX","港币中间价","2008-06-23","0.8799"
"HKDCNY.EX","港币中间价","2008-06-24","0.8804"
"HKDCNY.EX","港币中间价","2008-06-25","0.8796"
"HKDCNY.EX","港币中间价","2008-06-26","0.8792"
"HKDCNY.EX","港币中间价","2008-06-27","0.8794"
"HKDCNY.EX","港币中间价","2008-06-30","0.8792"
"HKDCNY.EX","港币中间价","2008-07-01","0.8798"
"HKDCNY.EX","港币中间价","2008-07-02","0.8800"
"HKDCNY.EX","港币中间价","2008-07-03","0.8787"
"HKDCNY.EX","港币中间价","2008-07-04","0.8801"
"HKDCNY.EX","港币中间价","2008-07-07","0.8793"
"HKDCNY.EX","港币中间价","2008-07-08","0.8790"
"HKDCNY.EX","港币中间价","2008-07-09","0.8796"
"HKDCNY.EX","港币中间价","2008-07-10","0.8779"
"HKDCNY.EX","港币中间价","2008-07-11","0.8766"
"HKDCNY.EX","港币中间价","2008-07-14","0.8748"
"HKDCNY.EX","港币中间价","2008-07-15","0.8745"
"HKDCNY.EX","港币中间价","2008-07-16","0.8736"
"HKDCNY.EX","港币中间价","2008-07-17","0.8743"
"HKDCNY.EX","港币中间价","2008-07-18","0.8750"
"HKDCNY.EX","港币中间价","2008-07-21","0.8755"
"HKDCNY.EX","港币中间价","2008-07-22","0.8748"
"HKDCNY.EX","港币中间价","2008-07-23","0.8757"
"HKDCNY.EX","港币中间价","2008-07-24","0.8755"
"HKDCNY.EX","港币中间价","2008-07-25","0.8751"
"HKDCNY.EX","港币中间价","2008-07-28","0.8754"
"HKDCNY.EX","港币中间价","2008-07-29","0.8744"
"HKDCNY.EX","港币中间价","2008-07-30","0.8761"
"HKDCNY.EX","港币中间价","2008-07-31","0.8765"
"HKDCNY.EX","港币中间价","2008-08-01","0.8770"
"HKDCNY.EX","港币中间价","2008-08-04","0.8774"
"HKDCNY.EX","港币中间价","2008-08-05","0.8778"
"HKDCNY.EX","港币中间价","2008-08-06","0.8780"
"HKDCNY.EX","港币中间价","2008-08-07","0.8784"
"HKDCNY.EX","港币中间价","2008-08-08","0.8787"
"HKDCNY.EX","港币中间价","2008-08-11","0.8785"
"HKDCNY.EX","港币中间价","2008-08-12","0.8791"
"HKDCNY.EX","港币中间价","2008-08-13","0.8790"
"HKDCNY.EX","港币中间价","2008-08-14","0.8789"
"HKDCNY.EX","港币中间价","2008-08-15","0.8788"
"HKDCNY.EX","港币中间价","2008-08-18","0.8788"
"HKDCNY.EX","港币中间价","2008-08-19","0.8780"
"HKDCNY.EX","港币中间价","2008-08-20","0.8773"
"HKDCNY.EX","港币中间价","2008-08-21","0.8773"
"HKDCNY.EX","港币中间价","2008-08-22","0.8755"
"HKDCNY.EX","港币中间价","2008-08-25","0.8760"
"HKDCNY.EX","港币中间价","2008-08-26","0.8760"
"HKDCNY.EX","港币中间价","2008-08-27","0.8763"
"HKDCNY.EX","港币中间价","2008-08-28","0.8751"
"HKDCNY.EX","港币中间价","2008-08-29","0.8753"
"HKDCNY.EX","港币中间价","2008-09-01","0.8753"
"HKDCNY.EX","港币中间价","2008-09-02","0.8758"
"HKDCNY.EX","港币中间价","2008-09-03","0.8760"
"HKDCNY.EX","港币中间价","2008-09-04","0.8761"
"HKDCNY.EX","港币中间价","2008-09-05","0.8766"
"HKDCNY.EX","港币中间价","2008-09-08","0.8768"
"HKDCNY.EX","港币中间价","2008-09-09","0.8767"
"HKDCNY.EX","港币中间价","2008-09-10","0.8770"
"HKDCNY.EX","港币中间价","2008-09-11","0.8777"
"HKDCNY.EX","港币中间价","2008-09-12","0.8779"
"HKDCNY.EX","港币中间价","2008-09-16","0.8755"
"HKDCNY.EX","港币中间价","2008-09-17","0.8776"
"HKDCNY.EX","港币中间价","2008-09-18","0.8765"
"HKDCNY.EX","港币中间价","2008-09-19","0.8772"
"HKDCNY.EX","港币中间价","2008-09-22","0.8773"
"HKDCNY.EX","港币中间价","2008-09-23","0.8756"
"HKDCNY.EX","港币中间价","2008-09-24","0.8776"
"HKDCNY.EX","港币中间价","2008-09-25","0.8780"
"HKDCNY.EX","港币中间价","2008-09-26","0.8765"
"HKDCNY.EX","港币中间价","2008-10-06","0.8790"
"HKDCNY.EX","港币中间价","2008-10-07","0.8794"
"HKDCNY.EX","港币中间价","2008-10-08","0.8790"
"HKDCNY.EX","港币中间价","2008-10-09","0.8796"
"HKDCNY.EX","港币中间价","2008-10-10","0.8801"
"HKDCNY.EX","港币中间价","2008-10-13","0.8798"
"HKDCNY.EX","港币中间价","2008-10-14","0.8796"
"HKDCNY.EX","港币中间价","2008-10-15","0.8798"
"HKDCNY.EX","港币中间价","2008-10-16","0.8804"
"HKDCNY.EX","港币中间价","2008-10-17","0.8806"
"HKDCNY.EX","港币中间价","2008-10-20","0.8805"
"HKDCNY.EX","港币中间价","2008-10-21","0.8806"
"HKDCNY.EX","港币中间价","2008-10-22","0.8813"
"HKDCNY.EX","港币中间价","2008-10-23","0.8817"
"HKDCNY.EX","港币中间价","2008-10-24","0.8815"
"HKDCNY.EX","港币中间价","2008-10-27","0.8818"
"HKDCNY.EX","港币中间价","2008-10-28","0.8819"
"HKDCNY.EX","港币中间价","2008-10-29","0.8811"
"HKDCNY.EX","港币中间价","2008-10-30","0.8807"
"HKDCNY.EX","港币中间价","2008-10-31","0.8806"
"HKDCNY.EX","港币中间价","2008-11-03","0.8810"
"HKDCNY.EX","港币中间价","2008-11-04","0.8807"
"HKDCNY.EX","港币中间价","2008-11-05","0.8804"
"HKDCNY.EX","港币中间价","2008-11-06","0.8806"
"HKDCNY.EX","港币中间价","2008-11-07","0.8810"
"HKDCNY.EX","港币中间价","2008-11-10","0.8806"
"HKDCNY.EX","港币中间价","2008-11-11","0.8808"
"HKDCNY.EX","港币中间价","2008-11-12","0.8811"
"HKDCNY.EX","港币中间价","2008-11-13","0.8812"
"HKDCNY.EX","港币中间价","2008-11-14","0.8811"
"HKDCNY.EX","港币中间价","2008-11-17","0.8813"
"HKDCNY.EX","港币中间价","2008-11-18","0.8810"
"HKDCNY.EX","港币中间价","2008-11-19","0.8812"
"HKDCNY.EX","港币中间价","2008-11-20","0.8814"
"HKDCNY.EX","港币中间价","2008-11-21","0.8815"
"HKDCNY.EX","港币中间价","2008-11-24","0.8812"
"HKDCNY.EX","港币中间价","2008-11-25","0.8807"
"HKDCNY.EX","港币中间价","2008-11-26","0.8802"
"HKDCNY.EX","港币中间价","2008-11-27","0.8807"
"HKDCNY.EX","港币中间价","2008-11-28","0.8816"
"HKDCNY.EX","港币中间价","2008-12-01","0.8839"
"HKDCNY.EX","港币中间价","2008-12-02","0.8841"
"HKDCNY.EX","港币中间价","2008-12-03","0.8836"
"HKDCNY.EX","港币中间价","2008-12-04","0.8837"
"HKDCNY.EX","港币中间价","2008-12-05","0.8835"
"HKDCNY.EX","港币中间价","2008-12-08","0.8839"
"HKDCNY.EX","港币中间价","2008-12-09","0.8835"
"HKDCNY.EX","港币中间价","2008-12-10","0.8835"
"HKDCNY.EX","港币中间价","2008-12-11","0.8835"
"HKDCNY.EX","港币中间价","2008-12-12","0.8832"
"HKDCNY.EX","港币中间价","2008-12-15","0.8831"
"HKDCNY.EX","港币中间价","2008-12-16","0.8830"
"HKDCNY.EX","港币中间价","2008-12-17","0.8820"
"HKDCNY.EX","港币中间价","2008-12-18","0.8816"
"HKDCNY.EX","港币中间价","2008-12-19","0.8820"
"HKDCNY.EX","港币中间价","2008-12-22","0.8822"
"HKDCNY.EX","港币中间价","2008-12-23","0.8824"
"HKDCNY.EX","港币中间价","2008-12-24","0.8825"
"HKDCNY.EX","港币中间价","2008-12-25","0.8821"
"HKDCNY.EX","港币中间价","2008-12-26","0.8820"
"HKDCNY.EX","港币中间价","2008-12-29","0.8820"
"HKDCNY.EX","港币中间价","2008-12-30","0.8820"
"HKDCNY.EX","港币中间价","2008-12-31","0.8819"
"HKDCNY.EX","港币中间价","2009-01-05","0.8821"
"HKDCNY.EX","港币中间价","2009-01-06","0.8820"
"HKDCNY.EX","港币中间价","2009-01-07","0.8820"
"HKDCNY.EX","港币中间价","2009-01-08","0.8820"
"HKDCNY.EX","港币中间价","2009-01-09","0.8813"
"HKDCNY.EX","港币中间价","2009-01-12","0.8815"
"HKDCNY.EX","港币中间价","2009-01-13","0.8819"
"HKDCNY.EX","港币中间价","2009-01-14","0.8818"
"HKDCNY.EX","港币中间价","2009-01-15","0.8816"
"HKDCNY.EX","港币中间价","2009-01-16","0.8813"
"HKDCNY.EX","港币中间价","2009-01-19","0.8810"
"HKDCNY.EX","港币中间价","2009-01-20","0.8815"
"HKDCNY.EX","港币中间价","2009-01-21","0.8815"
"HKDCNY.EX","港币中间价","2009-01-22","0.8812"
"HKDCNY.EX","港币中间价","2009-01-23","0.8813"
"HKDCNY.EX","港币中间价","2009-02-02","0.8820"
"HKDCNY.EX","港币中间价","2009-02-03","0.8821"
"HKDCNY.EX","港币中间价","2009-02-04","0.8815"
"HKDCNY.EX","港币中间价","2009-02-05","0.8816"
"HKDCNY.EX","港币中间价","2009-02-06","0.8817"
"HKDCNY.EX","港币中间价","2009-02-09","0.8814"
"HKDCNY.EX","港币中间价","2009-02-10","0.8814"
"HKDCNY.EX","港币中间价","2009-02-11","0.8815"
"HKDCNY.EX","港币中间价","2009-02-12","0.8814"
"HKDCNY.EX","港币中间价","2009-02-13","0.8815"
"HKDCNY.EX","港币中间价","2009-02-16","0.8815"
"HKDCNY.EX","港币中间价","2009-02-17","0.8815"
"HKDCNY.EX","港币中间价","2009-02-18","0.8816"
"HKDCNY.EX","港币中间价","2009-02-19","0.8815"
"HKDCNY.EX","港币中间价","2009-02-20","0.8815"
"HKDCNY.EX","港币中间价","2009-02-23","0.8813"
"HKDCNY.EX","港币中间价","2009-02-24","0.8817"
"HKDCNY.EX","港币中间价","2009-02-25","0.8817"
"HKDCNY.EX","港币中间价","2009-02-26","0.8817"
"HKDCNY.EX","港币中间价","2009-02-27","0.8818"
"HKDCNY.EX","港币中间价","2009-03-02","0.8816"
"HKDCNY.EX","港币中间价","2009-03-03","0.8816"
"HKDCNY.EX","港币中间价","2009-03-04","0.8816"
"HKDCNY.EX","港币中间价","2009-03-05","0.8811"
"HKDCNY.EX","港币中间价","2009-03-06","0.8813"
"HKDCNY.EX","港币中间价","2009-03-09","0.8813"
"HKDCNY.EX","港币中间价","2009-03-10","0.8813"
"HKDCNY.EX","港币中间价","2009-03-11","0.8812"
"HKDCNY.EX","港币中间价","2009-03-12","0.8812"
"HKDCNY.EX","港币中间价","2009-03-13","0.8813"
"HKDCNY.EX","港币中间价","2009-03-16","0.8816"
"HKDCNY.EX","港币中间价","2009-03-17","0.8813"
"HKDCNY.EX","港币中间价","2009-03-18","0.8813"
"HKDCNY.EX","港币中间价","2009-03-19","0.8811"
"HKDCNY.EX","港币中间价","2009-03-20","0.8810"
"HKDCNY.EX","港币中间价","2009-03-23","0.8813"
"HKDCNY.EX","港币中间价","2009-03-24","0.8813"
"HKDCNY.EX","港币中间价","2009-03-25","0.8816"
"HKDCNY.EX","港币中间价","2009-03-26","0.8816"
"HKDCNY.EX","港币中间价","2009-03-27","0.8815"
"HKDCNY.EX","港币中间价","2009-03-30","0.8818"
"HKDCNY.EX","港币中间价","2009-03-31","0.8820"
"HKDCNY.EX","港币中间价","2009-04-01","0.8818"
"HKDCNY.EX","港币中间价","2009-04-02","0.8818"
"HKDCNY.EX","港币中间价","2009-04-03","0.8815"
"HKDCNY.EX","港币中间价","2009-04-07","0.8817"
"HKDCNY.EX","港币中间价","2009-04-08","0.8821"
"HKDCNY.EX","港币中间价","2009-04-09","0.8820"
"HKDCNY.EX","港币中间价","2009-04-10","0.8819"
"HKDCNY.EX","港币中间价","2009-04-13","0.8816"
"HKDCNY.EX","港币中间价","2009-04-14","0.8812"
"HKDCNY.EX","港币中间价","2009-04-15","0.8812"
"HKDCNY.EX","港币中间价","2009-04-16","0.8813"
"HKDCNY.EX","港币中间价","2009-04-17","0.8814"
"HKDCNY.EX","港币中间价","2009-04-20","0.8817"
"HKDCNY.EX","港币中间价","2009-04-21","0.8818"
"HKDCNY.EX","港币中间价","2009-04-22","0.8813"
"HKDCNY.EX","港币中间价","2009-04-23","0.8812"
"HKDCNY.EX","港币中间价","2009-04-24","0.8809"
"HKDCNY.EX","港币中间价","2009-04-27","0.8807"
"HKDCNY.EX","港币中间价","2009-04-28","0.8809"
"HKDCNY.EX","港币中间价","2009-04-29","0.8808"
"HKDCNY.EX","港币中间价","2009-04-30","0.8806"
"HKDCNY.EX","港币中间价","2009-05-04","0.8803"
"HKDCNY.EX","港币中间价","2009-05-05","0.8800"
"HKDCNY.EX","港币中间价","2009-05-06","0.8804"
"HKDCNY.EX","港币中间价","2009-05-07","0.8804"
"HKDCNY.EX","港币中间价","2009-05-08","0.8803"
"HKDCNY.EX","港币中间价","2009-05-11","0.8803"
"HKDCNY.EX","港币中间价","2009-05-12","0.8805"
"HKDCNY.EX","港币中间价","2009-05-13","0.8804"
"HKDCNY.EX","港币中间价","2009-05-14","0.8806"
"HKDCNY.EX","港币中间价","2009-05-15","0.8806"
"HKDCNY.EX","港币中间价","2009-05-18","0.8807"
"HKDCNY.EX","港币中间价","2009-05-19","0.8804"
"HKDCNY.EX","港币中间价","2009-05-20","0.8805"
"HKDCNY.EX","港币中间价","2009-05-21","0.8803"
"HKDCNY.EX","港币中间价","2009-05-22","0.8802"
"HKDCNY.EX","港币中间价","2009-05-25","0.8802"
"HKDCNY.EX","港币中间价","2009-05-26","0.8810"
"HKDCNY.EX","港币中间价","2009-05-27","0.8813"
"HKDCNY.EX","港币中间价","2009-06-01","0.8814"
"HKDCNY.EX","港币中间价","2009-06-02","0.8812"
"HKDCNY.EX","港币中间价","2009-06-03","0.8811"
"HKDCNY.EX","港币中间价","2009-06-04","0.8814"
"HKDCNY.EX","港币中间价","2009-06-05","0.8815"
"HKDCNY.EX","港币中间价","2009-06-08","0.8819"
"HKDCNY.EX","港币中间价","2009-06-09","0.8819"
"HKDCNY.EX","港币中间价","2009-06-10","0.8816"
"HKDCNY.EX","港币中间价","2009-06-11","0.8817"
"HKDCNY.EX","港币中间价","2009-06-12","0.8815"
"HKDCNY.EX","港币中间价","2009-06-15","0.8818"
"HKDCNY.EX","港币中间价","2009-06-16","0.8821"
"HKDCNY.EX","港币中间价","2009-06-17","0.8818"
"HKDCNY.EX","港币中间价","2009-06-18","0.8815"
"HKDCNY.EX","港币中间价","2009-06-19","0.8817"
"HKDCNY.EX","港币中间价","2009-06-22","0.8816"
"HKDCNY.EX","港币中间价","2009-06-23","0.8817"
"HKDCNY.EX","港币中间价","2009-06-24","0.8815"
"HKDCNY.EX","港币中间价","2009-06-25","0.8817"
"HKDCNY.EX","港币中间价","2009-06-26","0.8816"
"HKDCNY.EX","港币中间价","2009-06-29","0.8815"
"HKDCNY.EX","港币中间价","2009-06-30","0.8815"
"HKDCNY.EX","港币中间价","2009-07-01","0.8816"
"HKDCNY.EX","港币中间价","2009-07-02","0.8814"
"HKDCNY.EX","港币中间价","2009-07-03","0.8817"
"HKDCNY.EX","港币中间价","2009-07-06","0.8816"
"HKDCNY.EX","港币中间价","2009-07-07","0.8816"
"HKDCNY.EX","港币中间价","2009-07-08","0.8817"
"HKDCNY.EX","港币中间价","2009-07-09","0.8815"
"HKDCNY.EX","港币中间价","2009-07-10","0.8814"
"HKDCNY.EX","港币中间价","2009-07-13","0.8815"
"HKDCNY.EX","港币中间价","2009-07-14","0.8817"
"HKDCNY.EX","港币中间价","2009-07-15","0.8816"
"HKDCNY.EX","港币中间价","2009-07-16","0.8815"
"HKDCNY.EX","港币中间价","2009-07-17","0.8814"
"HKDCNY.EX","港币中间价","2009-07-20","0.8815"
"HKDCNY.EX","港币中间价","2009-07-21","0.8814"
"HKDCNY.EX","港币中间价","2009-07-22","0.8814"
"HKDCNY.EX","港币中间价","2009-07-23","0.8814"
"HKDCNY.EX","港币中间价","2009-07-24","0.8815"
"HKDCNY.EX","港币中间价","2009-07-27","0.8815"
"HKDCNY.EX","港币中间价","2009-07-28","0.8814"
"HKDCNY.EX","港币中间价","2009-07-29","0.8815"
"HKDCNY.EX","港币中间价","2009-07-30","0.8817"
"HKDCNY.EX","港币中间价","2009-07-31","0.8816"
"HKDCNY.EX","港币中间价","2009-08-03","0.8814"
"HKDCNY.EX","港币中间价","2009-08-04","0.8813"
"HKDCNY.EX","港币中间价","2009-08-05","0.8814"
"HKDCNY.EX","港币中间价","2009-08-06","0.8813"
"HKDCNY.EX","港币中间价","2009-08-07","0.8815"
"HKDCNY.EX","港币中间价","2009-08-10","0.8818"
"HKDCNY.EX","港币中间价","2009-08-11","0.8819"
"HKDCNY.EX","港币中间价","2009-08-12","0.8819"
"HKDCNY.EX","港币中间价","2009-08-13","0.8818"
"HKDCNY.EX","港币中间价","2009-08-14","0.8816"
"HKDCNY.EX","港币中间价","2009-08-17","0.8817"
"HKDCNY.EX","港币中间价","2009-08-18","0.8817"
"HKDCNY.EX","港币中间价","2009-08-19","0.8814"
"HKDCNY.EX","港币中间价","2009-08-20","0.8813"
"HKDCNY.EX","港币中间价","2009-08-21","0.8813"
"HKDCNY.EX","港币中间价","2009-08-24","0.8813"
"HKDCNY.EX","港币中间价","2009-08-25","0.8814"
"HKDCNY.EX","港币中间价","2009-08-26","0.8814"
"HKDCNY.EX","港币中间价","2009-08-27","0.8814"
"HKDCNY.EX","港币中间价","2009-08-28","0.8813"
"HKDCNY.EX","港币中间价","2009-08-31","0.8813"
"HKDCNY.EX","港币中间价","2009-09-01","0.8813"
"HKDCNY.EX","港币中间价","2009-09-02","0.8814"
"HKDCNY.EX","港币中间价","2009-09-03","0.8812"
"HKDCNY.EX","港币中间价","2009-09-04","0.8813"
"HKDCNY.EX","港币中间价","2009-09-07","0.8813"
"HKDCNY.EX","港币中间价","2009-09-08","0.8812"
"HKDCNY.EX","港币中间价","2009-09-09","0.8812"
"HKDCNY.EX","港币中间价","2009-09-10","0.8811"
"HKDCNY.EX","港币中间价","2009-09-11","0.8810"
"HKDCNY.EX","港币中间价","2009-09-14","0.8810"
"HKDCNY.EX","港币中间价","2009-09-15","0.8811"
"HKDCNY.EX","港币中间价","2009-09-16","0.8810"
"HKDCNY.EX","港币中间价","2009-09-17","0.8809"
"HKDCNY.EX","港币中间价","2009-09-18","0.8809"
"HKDCNY.EX","港币中间价","2009-09-21","0.8810"
"HKDCNY.EX","港币中间价","2009-09-22","0.8811"
"HKDCNY.EX","港币中间价","2009-09-23","0.8809"
"HKDCNY.EX","港币中间价","2009-09-24","0.8810"
"HKDCNY.EX","港币中间价","2009-09-25","0.8811"
"HKDCNY.EX","港币中间价","2009-09-28","0.8810"
"HKDCNY.EX","港币中间价","2009-09-29","0.8811"
"HKDCNY.EX","港币中间价","2009-09-30","0.8811"
