,2020-02-01,2020-03-01,2020-11-01,2021-03-01,2021-04-01,2021-06-01,2021-07-01,2021-08-01,2021-11-01,2021-12-01,2022-04-01,2022-07-01,2022-08-01,2022-11-01,2022-12-01,2023-01-01
0,-0.03859011608478857,-0.07787205084389004,0.026716190195685163,0.06836782106698736,-0.0010691575406017867,0.042317055704726325,0.014306014724533744,-0.03170740859984422,0.013566091375212475,0.018438834461588782,-0.009520267941456773,-0.017000513812052143,-0.029775720379729087,-0.03098848839645596,-0.002796713964479225,-0.018672948937680123
1,-0.05171647192324813,,0.04069293040921207,,0.002828845940989852,,-0.02790587099162911,-0.041396758849210014,0.014692962411311017,0.010058681939915215,-0.011329324375651817,-0.010024898036884666,,-0.01582029881632696,0.018895268850421698,-0.025194265863634713
2,-0.05510648381142169,,0.031440506945410895,,0.0012121228148845725,,-0.03324150417537908,,0.02002915818679396,-0.02266650447723728,-0.006146997082266736,-0.01693489351702393,,-0.002150430552892768,0.011651822902485232,
3,-0.024229141384498165,,0.04034494336998384,,-0.0011894401177118402,,,,0.03255475553211906,-0.005089470160007381,0.006663960469845076,-0.024623420312804845,,0.0024580214265332856,0.016142860824149508,
4,-0.03463983738502874,,0.03587563846093755,,0.0018992773858364925,,,,,-0.027227484104875077,0.013104593147865717,-0.02003979971415526,,-0.0033770094576188736,-0.0013875237839909849,
5,-0.04661169904761575,,0.04743172823656194,,0.012445023053523893,,,,,-0.024444485388105064,-0.0032135307039244942,-0.003474259523531531,,-0.002282567964504434,0.0034661864594546232,
6,-0.0342345167609972,,,,0.01819528093297028,,,,,0.0022514620772956517,0.0017531840917139885,-0.015731564329669157,,0.017502532852027075,0.002630251103136527,
7,-0.046355025534913,,,,0.029608667995208657,,,,,0.00032822759359596443,-0.007512811089697147,-0.005711645047019598,,-0.010360911547163898,0.003784925243295434,
8,-0.051514999546687035,,,,0.013806319069671877,,,,,0.01695584686744278,-0.000700526299196147,-0.005925401502739458,,0.0037457919207444235,-0.0011032471713153802,
9,-0.04061961697601335,,,,0.00970595845526688,,,,,0.025143977752055346,-0.008443828618598825,-0.016474159418241596,,-0.015908743603862074,-0.002575923654720591,
10,-0.03744857945596869,,,,0.014732479072687363,,,,,0.009427828639974156,0.00022004354117122205,0.0004756946179522714,,-0.00328910426669915,-0.01074411236808348,
11,-0.03884564296773951,,,,-0.004871587261206081,,,,,0.024644359956064066,-0.0017969901755365836,-0.0014827484353774345,,-0.007642459410902136,0.006147882565642582,
12,-0.05345325842123905,,,,0.01607492796251285,,,,,0.014068225229045495,-0.0026230488432281707,0.004543701619291962,,-0.021511112642665697,-0.0036952605131529426,
13,-0.0553675697762781,,,,0.017942398417698832,,,,,0.0330125887079612,0.009094873182487362,0.007602338487855853,,-0.01791606328514339,0.0018139468013346205,
14,-0.06360340837882861,,,,0.030710237797450954,,,,,,0.013046691608359362,-0.014310054491550206,,-0.010891069652420704,-0.008136501330053503,
15,,,,,0.03338749413742979,,,,,,0.007759521139326431,0.003545513406830292,,0.0011151435797212006,0.005994693920500338,
16,,,,,,,,,,,0.015668054413746413,9.415738164908483e-05,,-0.010349445221381037,-0.014198509169784823,
17,,,,,,,,,,,0.026554761616293554,0.01986575615929298,,0.011806707224203628,-0.013028131272285415,
18,,,,,,,,,,,,0.01729310009327234,,0.004797882956421029,-0.0017958563598631239,
19,,,,,,,,,,,,-0.0029606904159078518,,0.010000413471468184,-0.0015056178242848217,
20,,,,,,,,,,,,-0.014225426972859223,,-0.007689107953483987,-0.022571140714986337,
21,,,,,,,,,,,,-0.033371003106660524,,-0.002994549050898243,-0.02767247570786091,
22,,,,,,,,,,,,,,-0.0033516721202908606,,
23,,,,,,,,,,,,,,-0.001631419058609307,,
24,,,,,,,,,,,,,,-0.006600816033814461,,
25,,,,,,,,,,,,,,-0.007992267956625332,,
26,,,,,,,,,,,,,,-0.01672603559151087,,
27,,,,,,,,,,,,,,0.0008129408560424434,,
28,,,,,,,,,,,,,,-0.009192829375652023,,
29,,,,,,,,,,,,,,-0.0036023975005701203,,
30,,,,,,,,,,,,,,-0.014517398928340919,,
31,,,,,,,,,,,,,,1.2770697072950199e-05,,
32,,,,,,,,,,,,,,-0.019939398345401926,,
33,,,,,,,,,,,,,,-0.01868832687850852,,
34,,,,,,,,,,,,,,-0.006967455655952248,,
35,,,,,,,,,,,,,,-0.006594556134603913,,
36,,,,,,,,,,,,,,-0.02766007902530543,,
