,2022-08-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01
0,0.10203569763084541,-0.026110093134884105,0.010939418140515578,-0.028897833156751318,0.0038854605539311304
1,0.10500983194244906,-0.005862825482682021,0.0012580902851420106,,0.004677153093489705
2,0.10850991645580699,0.017554410544474264,-0.008062659936602046,,0.015477034125248812
3,0.11816119848448015,0.025534732909669122,-0.004962523299919752,,0.012318519573436992
4,0.1398181420637803,0.04207273092301089,-0.0013766585938750353,,0.02609372133033072
5,0.14886343059440055,0.03910579880794507,0.0011225551966251857,,0.028204729541551066
6,0.13636383938358687,0.033369022760680656,0.0075302169352893245,,
7,0.13205310819538774,0.05503801896362748,0.006433957350946429,,
8,0.13753182319568946,,0.0046639593165611615,,
9,0.10257663374212633,,0.0031840162462302146,,
10,0.10041314632097809,,0.015856571913836603,,
11,0.15606862471618133,,0.0463236508209075,,
12,0.1714416506309533,,,,
13,0.18948217615270835,,,,
