,2015-04-01,2015-06-01,2015-07-01,2015-09-01,2015-12-01,2016-03-01,2016-04-01,2016-06-01,2016-08-01,2017-01-01,2017-02-01,2017-03-01,2017-08-01,2017-10-01,2018-01-01,2018-02-01,2018-04-01,2018-11-01,2018-12-01,2019-04-01,2019-06-01,2019-08-01,2019-09-01,2019-10-01,2019-12-01,2020-02-01,2020-03-01,2020-05-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-03-01,2021-06-01,2021-07-01,2021-08-01,2022-06-01,2022-07-01,2022-08-01,2022-10-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01
0,-0.03776504805444536,0.026838922474344162,0.033604043613356005,0.01448109858707669,0.03377770851386441,0.00473346657866891,0.02923815924310702,0.036910696061616566,0.021911796848326226,-0.009640906464688792,0.01716918520138344,-0.0011787742726316885,0.01909914144109015,-0.027564701692619042,-0.004342085171063825,0.014730269864337231,0.024705052220770796,0.04195313177295068,0.03036604814943858,0.049178680108106665,-0.008998594974038099,0.0029076437407522526,0.002034885787352003,-0.02696403697243044,0.10435333358001397,0.05143128211477643,-0.024596498811737533,-0.041682283680139154,-0.03220280110203788,-0.020294776343925403,0.026788459211624094,-0.013768428319101744,-0.009470965762921502,-0.012155684996155935,0.015290374670698492,0.0002370785319856239,0.017768769784048732,0.0018115759090746586,-0.006400615502804907,-0.034673641991155524,0.02343646667197019,-0.011252044925985416,-0.0019238749380514064,0.0015533036022401525,-0.0006713166249601166,-0.009060985575401137
1,-0.010925945616907962,0.015441153916269768,0.05754877170819306,-0.021988132614500167,-0.04728670193829321,0.01282113822758868,0.05007383716968894,0.02576602149689089,-0.007898301910567618,0.0028817885838389734,-0.0015725960604316969,0.016391773371538187,0.05088379277795552,-0.022813037253671897,-0.002775422639376135,0.021175036173787687,0.019580936345543254,,0.0371194287346133,,-0.013011416520641639,0.0006703847934934615,0.0005902406226430124,,,0.04352452186961253,0.020517142753587958,,-0.05383174513763045,-0.008415768543191593,-0.003007117570972717,-0.005452615385406645,0.018893273079075623,-0.012983222070860112,0.003761866897686872,0.0026342268226184906,0.010798260231494439,-0.0027169174565018217,-0.015608678300549794,,0.012098202172596828,0.012322537649489096,0.01861764222849166,0.021740305604541543,0.001398443534410987,-0.0004922769538890925
2,-0.04903610719799367,-0.041069767086292064,0.024914116758757876,-0.07248406929077245,-0.04058117393605065,0.012919425042602128,,0.06336975992752025,-0.009801568243370973,0.011050282249311871,-0.013930480422650882,-0.008080311791633488,,-0.012239520915776403,0.0017011243484814642,0.023543926290548134,0.0376826948284954,,,,-0.02410579636778465,-0.025387270235325943,0.00583957692008763,,,0.026887735636812238,-0.016497540430200353,,,-0.00399239312219235,-0.017416888076428716,0.003121008922735591,0.01615876080038925,0.007409055346749405,-0.003939406211835195,0.009260860703157903,-0.017113120288403838,0.0024930042417490306,-0.01566024466571525,,0.014034480447635556,0.01846368213204297,0.025671741383923197,0.029938424440549838,0.004747438897811929,-0.0022751738496600282
3,-0.09696788104190102,-0.025978006291455857,0.06879875234531818,-0.17687512067998457,-0.0832921800143529,0.022863003806093296,,,-0.023967792312780123,0.012124448807515564,-0.0010941659008817384,0.011451197287067671,,-0.003292352198338566,0.006249146464998301,0.023547227213807087,,,,,-0.06646608442291768,-0.020065447732697805,-0.006332743123172779,,,-0.014471352046990571,-0.013631429662757544,,,0.01879479319706201,-0.011052765440832335,-0.0034057291656224287,0.025591089447015936,0.003883680254561872,0.0033803029461974,0.009204755057160785,-0.0046814166840070115,0.013286912857546795,-0.019027921908343792,,-0.005518440187421536,0.0149727524537826,0.024891241191365376,,0.005342000880000253,-0.013227102740381635
4,,-0.05690084911850146,0.06550720336645033,,,0.03957038892824638,,,-0.010701770518644516,-0.014355502583203228,0.011291584060739601,0.021839535719917036,,-0.032780434913980194,-0.011176245446325783,0.02158095953987904,,,,,,-0.016633349019139487,-0.0059871403503115594,,,0.01421136447324356,-0.002938026697107965,,,-0.0022562867091502348,-0.0009379768693111856,0.007212818738909554,0.045694771032928294,-0.0058884930222533605,-0.0073079482594942125,0.013066482320314154,-0.020579130808833668,0.004662239773279175,-0.0287908544651585,,0.01110850539333752,0.0062125967880364286,0.033611075401014434,,0.019680908821714915,-0.010872716786173964
5,,-0.027999461115287616,0.12358553451011733,,,0.03512646745182035,,,-0.0256733084306493,-0.007757980607882742,-0.08277195468131293,0.011967487405252664,,,-0.00897666061241953,0.04710531308807431,,,,,,-0.009595127770796186,-0.02186763294418448,,,0.030288355483460094,-0.02179658373005955,,,0.008784381785413853,-0.012111904506673987,-0.015533518358522347,,0.005187323349477024,-0.00509409141821715,0.013042592079385074,-0.014541219239340375,0.001738426858099551,,,-0.032563666015238635,0.01040550799375417,,,,-0.010471880545243284
6,,-0.0036944978256401306,,,,0.029466060518310133,,,-0.041025303568754,0.036742540363211285,,0.010043907648323858,,,-0.011269185139252347,,,,,,,-0.019058685150385557,,,,-0.017938987663668637,-0.018925587517099274,,,-0.015365603272636363,-0.0049042913213188655,-0.01186467202641417,,-0.0006072869887618904,-0.007463599045003821,-0.0024786949332851194,-0.0008656277167946591,-0.016806572495927874,,,-0.024628860251147522,0.019769270809780526,,,,-0.020708338365218903
7,,-0.02165895391593975,,,,0.0288417230350273,,,-0.03775373443021168,,,0.012176182643056421,,,-0.01857592874968983,,,,,,,-0.007199785270342041,,,,-0.017184119912821316,-0.015275759331922156,,,0.04957483246387406,0.003150405679658075,-0.019248216671346352,,0.02823740811144604,-0.0075815049420859815,-0.011766865258518777,0.0010255615754308778,-0.006728065749913359,,,0.005947674443905537,0.020635842032381113,,,,
8,,-0.015762719645980416,,,,0.039308166247796095,,,-0.04791079018891953,,,0.0048738022351113575,,,-0.0011562666103177577,,,,,,,-0.0055300579735750865,,,,-0.005493337387195041,-0.03677262722716934,,,,-0.023492768983366386,0.011618905815464764,,0.01780686860011249,0.0024192119538692936,-0.004971724098453478,-0.011506873795438466,-0.009226905955735276,,,0.016229288069420367,0.018139743029760957,,,,
9,,-0.03810614210744934,,,,0.03880645036790176,,,,,,-0.004156528740448806,,,-0.008403807439960165,,,,,,,0.005060307224717953,,,,-0.009992762711512171,-0.014595232236523703,,,,-0.04747595260402493,0.020868090759854407,,0.03480813076260869,-0.00864640040626452,-0.0005045621586621252,-0.0014605355957240107,-0.01785905437984292,,,-0.0036661842051253224,0.0035570530938455747,,,,
