,2021-03-01,2021-04-01,2021-09-01,2022-04-01,2022-05-01,2022-06-01,2023-02-01,2023-04-01
0,-0.03058083581030946,-0.01045962515201504,0.023814219713630624,-0.021099487928389227,0.037421104120559434,-0.020506626423851038,-0.0188538255258357,0.018538731291620425
1,-0.005595549890194285,0.008377773331495142,0.02176476501267066,-0.05033388524618365,0.036620237364672015,-0.032734352997387695,0.003124624848001023,0.03690366008207613
2,-0.013582357614077445,0.016301869977945582,0.022914016864591602,,0.05049237956673114,-0.019219978540395366,0.051271280720959655,0.06425020476566912
3,0.012247801877224074,0.013259169708590868,-0.007128689261665766,,0.03876480287194184,-0.039534289448737936,,
4,0.0077542630415541325,0.00759326632827495,-0.02849776914837543,,0.013572007561385213,,,
5,-0.007352383162992471,-0.02126110423986427,-0.05588509166328581,,0.03204991746270203,,,
6,-0.012981908295911282,-0.024907021478232316,-0.01773121820000112,,0.025255985641367218,,,
7,-0.04705160025589006,-0.029148037108984948,-0.01968196546358225,,0.05427144949748364,,,
8,-0.05083284176873404,-0.023841214640777153,-0.0145034841583227,,,,,
9,,-0.03820567198199942,-0.006881705716998532,,,,,
10,,,0.0018140942650854974,,,,,
11,,,-0.020573501271583527,,,,,
12,,,-0.007068131577601111,,,,,
13,,,-0.05682544451221183,,,,,
14,,,-0.03281128556707147,,,,,
15,,,-0.028115889141029804,,,,,
16,,,-0.0787715635612325,,,,,
