,2002-05-01,2002-06-01,2002-07-01,2002-08-01,2002-10-01,2002-12-01,2003-01-01,2003-02-01,2003-03-01,2003-05-01,2003-06-01,2003-07-01,2003-08-01,2003-09-01,2003-10-01,2003-11-01,2004-02-01,2004-04-01,2004-05-01,2004-06-01,2004-07-01,2004-09-01,2004-11-01,2004-12-01,2005-01-01,2005-02-01,2005-03-01,2005-04-01,2005-05-01,2005-06-01,2005-07-01,2005-09-01,2005-10-01,2005-11-01,2005-12-01,2006-01-01,2006-02-01,2006-03-01,2006-04-01,2006-07-01,2006-08-01,2006-10-01,2006-11-01,2006-12-01,2007-01-01,2007-02-01,2007-03-01,2007-04-01,2007-07-01,2007-08-01,2007-09-01,2007-10-01,2007-11-01,2008-01-01,2008-04-01,2008-05-01,2008-06-01,2008-07-01,2008-08-01,2008-10-01,2008-12-01,2009-01-01,2009-03-01,2009-06-01,2009-07-01,2009-08-01,2009-09-01,2009-11-01,2010-01-01,2010-03-01,2010-04-01,2010-05-01,2010-06-01,2010-07-01,2010-08-01,2010-10-01,2010-11-01,2010-12-01,2011-02-01,2011-04-01,2011-05-01,2011-06-01,2011-07-01,2011-08-01,2011-09-01,2011-10-01,2011-11-01,2011-12-01,2012-01-01,2012-02-01,2012-03-01,2012-05-01,2012-06-01,2012-07-01,2012-08-01,2012-09-01,2012-10-01,2012-11-01,2012-12-01,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-08-01,2013-09-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-03-01,2014-07-01,2014-08-01
0,-0.07712483459407071,-0.04993300745513407,0.023605762833323496,-0.017546637962473355,0.0035991797399406167,0.09272045514795657,0.012460349194125753,-0.05461494487620833,-0.04632358647094503,0.1120117503733633,-0.032232405659927466,0.12887333411525326,0.12044642526600224,0.038254716934685185,0.07999097637199215,-0.015878931823649634,-0.00953627371540966,0.02173334668927973,-0.04657916227031178,0.055435616936501564,0.007483760115130966,0.04737293508795404,-0.014700279647416048,0.014068163914730203,0.03867554100224124,-0.029420982676543916,0.040697269742160105,0.00935642121375202,-0.002974576598751444,-0.009421484057846818,-0.09410909058223194,-0.005584639720563334,-0.0005022958571545555,-0.01581598970709508,0.010617846927620356,0.0015644891877193423,0.11597929418002106,0.03026908224899083,-0.09866459813490192,-0.023602127343791857,-0.032262571219820124,-0.002054633549531726,0.037332016464506096,0.026538598666203228,-0.08367705496938571,0.059671055176609755,0.020350300084735373,0.0940145204071281,0.11175865647631955,0.055422029108533,0.059829907295133045,0.13830067920213107,-0.05103849473648303,-0.015036410320195426,0.09498896578800409,0.016204588799634045,0.0007294941790605414,0.06271741010483689,-0.35001183831786953,0.030326767295904666,-0.06679989823179988,-0.17242335223419003,0.11643168800370174,0.03076657314522513,0.0795521908734198,0.03341087174758606,-0.028609217185234126,0.07128206162203288,0.027034290296149788,0.04761925066065409,0.0038950405781474906,0.04061495443165697,0.03428996443031007,-0.03528815772356886,0.16755106254686059,-0.010344533298036307,0.08632352117834263,-0.04236752962429158,0.07534986353453021,0.08661253908962774,-0.0004103675563973397,0.027978845195765434,-0.0012198069392184152,-0.2684240758162506,-0.021460977136539272,-0.013726917725291443,0.012063801396146268,0.05826402925176044,-0.0013642376234826448,-0.034519567758730885,-0.06134034325638027,0.11387256797773615,0.007252869722991662,0.02355268641294961,-0.01621986297861433,-0.0027118203384923767,0.0487785844887787,0.13201052510470745,-0.034940675192096204,-0.08427962618975404,-0.10686836495038987,-0.07324631713058283,-0.02562488875199964,-0.01768965215171381,-0.0331574753680175,0.03712630954951912,0.07371616309097684,0.007461177704098654,0.03192592167487348,-0.02300943843307901,0.06457332084952605,0.0895692782741575,-0.0161097524914231,-0.024531795627163788
1,,-0.07368241884008642,0.03232096261330941,0.019483772554333534,0.01840515332350323,,0.007740524212936251,-0.046172792972657195,-0.01964063977627739,0.12669321035015946,-0.01959219717273708,,,-0.015686678112048824,0.0758404443574483,-0.025581510777364258,-0.01996748058155884,-0.001325904684474466,0.014866008041665157,0.1758490206736445,0.007116296416250112,0.07521337337383216,-0.03021837911679004,-0.019638948738016637,,-0.01952440365895236,0.0395086639939934,0.014150336952163611,-0.006357611759070014,0.021469842853218513,-0.07254456200252823,0.024323019958481074,0.019959654968538576,0.030966546056053534,0.06911528434088243,0.024906632519357874,,0.07932814038852287,-0.12384166056873136,-0.020134185261141635,-0.03466189692834476,0.0068288075557481065,0.033016911315729675,-0.001448276091851941,,0.07003296940678316,-0.0007287138653848668,,0.14602124879841138,0.031896412100428595,0.05667529007978456,,-0.06545873507497602,-0.01573585498889063,,-0.04826047025054603,-0.03664420887445541,0.05964478365235104,,-0.024953284355593297,-0.04541694067623503,,,0.09307693295302366,0.05316213659936109,0.006904723077845842,-0.0015380619827061182,0.09860197167123053,0.05314836741090456,-0.0003415831166480032,0.011777682252571697,0.007610069243121131,0.03980658906397183,-0.039107645497627797,,0.0130089056189866,,-0.03803073157914927,,,0.022778265142735954,-0.003009481388114299,-0.02816379463934382,,-0.0033481450193386664,0.04511603623325522,0.04867696134224575,,-0.017957112163532518,-0.03789424671569108,,,0.06143810680007045,0.024432606064582085,-0.008504564892886535,0.019656385852357072,0.04725620882968018,,-0.03316304069132592,-0.07534902285563394,-0.10435969187403815,0.002612047145007068,-0.030001214307478374,-0.022411146956696104,-0.045409554769237026,0.03596214715231394,0.05710265956211957,-0.0471045846381975,0.04337260893213287,-0.010891003740123528,0.07590520708781656,0.06392975003591417,-0.03345513025594071,-0.032587043415397865
2,,-0.10025649761217803,0.009722107383909773,0.030283562318911272,0.07260551710829222,,0.000805252228864739,-0.06980601087227467,-0.0017658245910656678,0.13976639269780033,0.04829358865761524,,,0.012090940020136998,0.054598160230042714,-0.11194794347286674,0.02773248173280818,0.04308184446816332,-0.009000636069939283,,0.01990392357764792,0.11964103787597458,-0.06577156073246293,-0.00554363561180482,,-0.019250679648283642,0.02587468075330808,0.01956426471156525,-0.015591365570695848,0.026175458249589667,-0.0962555399755054,0.029620334332360332,0.012206789733814505,0.06423426604026794,,0.0013662020825950805,,,,-0.006459865576264878,-0.02132932334505977,0.045986862725296174,-0.009952229652876704,0.009715497396048267,,0.06880203867332879,0.020386665816171323,,,0.08366569560281256,0.06031547235566059,,-0.16627927019447952,-0.08477480361767364,,-0.060686459989572894,-0.04062254358074391,0.02717129988341016,,-0.040195872497154284,-0.03602605011810489,,,0.058025828049848904,0.037755418959458,0.00846507271030128,0.009034039402672445,0.1242081143720255,0.05819902620683548,-0.0041339442529286785,-0.0021092713880515035,0.046792129760230505,0.03582894452017049,-0.00940292794994324,,-0.05387159219826465,,-0.050057023352972685,,,0.017289529209169263,-0.04309425583127524,-0.019891056708128296,,0.0027378539249802714,0.026466053313158433,0.04037718455640649,,-0.01812520314160554,-0.06638392383535052,,,,0.027247348662125415,-0.04035479362613836,0.031077640405661633,0.05026869715808169,,-0.10687286224617898,-0.10416736751066691,-0.15512844203946408,-0.0037443351485513254,-0.017012340343176113,-0.06003472781620767,-0.054434018476584356,0.06210311225584508,0.05367167446267973,-0.0822398367598583,0.021126597366586584,-0.012393574042767641,0.05418764054075598,0.07202448833753383,-0.043672398329692275,-0.03886391612248996
3,,,-0.008883096992013506,0.009290581654460173,0.07260551710829222,,-0.012945871512423435,-0.05588293952414247,-0.03707142941873376,0.13892783561109634,-0.00030879941538408673,,,-0.046068896065136755,0.12886241719823044,,0.05960163659419759,-0.0005193736329087706,0.06346408123003355,,0.019136902447451476,,-0.030359730784132122,0.01047893594405025,,-0.026618242518165136,0.03583106970042867,0.009451613741963127,-0.01672138874282192,0.03669846185630821,-0.0980861533605375,0.071574566307948,0.016342335163173516,,,0.062361346622906044,,,,-0.0279101100541852,-0.006412351744034872,0.03660031823501764,-0.019072562088292583,0.004617430356380847,,0.069252052203022,-0.03950260971746555,,,0.15107237030664367,0.09498202915734721,,,-0.1695855756828979,,-0.06667642059423784,0.02870958784285893,-0.009045755093049612,,0.018783473967120212,0.01976191529066318,,,0.05853346294154327,0.03726570724632494,0.011066572939607333,0.008811961744323416,,,0.05170062511525719,-0.001634899260500866,0.02696559186251868,0.004452254598951377,0.02156999015908756,,-0.015503229337239688,,-0.07434113519834007,,,0.007403885258224996,-0.02582161735972255,0.029188517639803457,,0.0538956534274595,0.05007910054801501,0.018232181241977674,,-0.06865041531374,-0.06225475026489469,,,,-0.037496012502304055,-0.0377721499883541,0.035439219815797784,0.06664992661996827,,,-0.10743768330600245,,-0.014085645282710058,-0.021978120694480463,,-0.07705133150838961,0.10176679734953442,0.0390568129489397,,0.0046168612127934425,-0.035723355447262906,0.08799128866961081,0.037410870708234345,,-0.030847325813687654
4,,,0.005995371677309791,-0.0020694929616613678,0.06065208050949389,,-0.06902681204233574,-0.0589660756342798,-0.028632882428926365,0.15864297690933626,-0.04608444298007708,,,-0.19557743858787724,,,0.09252562675875398,0.03907221696662644,0.04052719173063535,,0.05198635221778303,,-0.012741804952618008,0.012645389926636108,,-0.006639598772512301,0.0336159079823168,0.0398805036989478,-0.007320849663055018,0.02512285431846184,-0.08756279415857726,,0.015142103427227438,,,,,,,-0.02203925007032126,0.027188128401334666,0.0394763293129059,-0.0316727450045893,-0.003596753763874805,,0.08841073713048475,0.03640166408931034,,,,0.0734430863022496,,,,,-0.03719833674566497,-0.02489126344240944,-0.007518013735244633,,-0.0925076141907093,0.04915689472715057,,,0.06277667553339339,0.05198872006907318,0.04413194878772275,0.03676320086114204,,,0.11275957560816074,-0.04583258926871148,0.01725775061169843,0.0167549107328564,0.00866743517086599,,-0.012085560168004328,,-0.05741328062451556,,,0.005574373599329441,-0.11451621202379769,0.03868979423169705,,0.06440097512193788,0.04042813000154677,0.004856904578570909,,,-0.04171159950006831,,,,-0.011891341909889164,0.0024137129021877257,0.04677292395732868,,,,-0.1168174813109939,,-0.0012194040218980184,-0.015145745941776312,,,0.04716737078490585,0.03721378270519904,,0.020041643137286035,-0.045043170670424404,,-0.04274870406398801,,-0.015472685545771636
5,,,0.02249654548617741,0.038021461172391025,0.0716091709078035,,-0.06756211277626412,-0.057057501379497166,-0.008767370343237602,0.17754758261479497,-0.046533648119136295,,,,,,0.10006860769367787,0.10614999941498171,-0.008555368362836546,,0.07753364641660676,,0.004025586999631958,0.014953674616033252,,-0.0362729068765999,0.10371406945979063,0.06122889298575074,0.01700161455284599,0.033809386253713214,-0.10664662080901133,,-0.011208196856305808,,,,,,,-0.02214767771112447,0.07347430558923307,0.016847921169472535,-0.057253270489508595,-0.006114690896143582,,,0.06993663508356818,,,,-0.03305200752853288,,,,,-0.047539424555566256,0.0005672709227564354,0.031868947999182495,,-0.050721062400846506,0.05986318817425529,,,0.06814840255867427,0.0583747159811141,,0.0935256587423241,,,,-0.030321153435996173,0.020330372417008746,0.0090139472384978,-0.01305547678018204,,-0.011378647377027207,,-0.023721527770515394,,,0.00016800968835006813,,0.07329875038477951,,0.07201652249645818,0.028411721092444164,-0.002289914172663998,,,-0.05433888637267903,,,,-0.012821152718010875,0.024703097229751503,0.03484843566807916,,,,-0.11149627600851941,,0.009048961211185702,-0.00962782198443568,,,0.040509382128754545,0.012382467010136233,,-0.018894514251921936,-0.0537531380987486,,-0.25168231055525014,,-0.03376200209075275
6,,,0.038479074022991,0.0657901788759494,0.05605867066999748,,-0.05617919504932378,-0.048378572353457994,0.0006849123358936282,,-0.05885256878042977,,,,,,0.0741194772660827,0.059526728299941656,0.02141717412152211,,0.06725485747520166,,-0.022546031912748843,0.004615218419975697,,-0.044291246775052695,,,0.02773006375577247,0.044313783024993114,-0.09688114032729533,,-0.003917061632879193,,,,,,,-0.0348376778882451,0.08171793410364359,0.028607149149545652,-0.017811386990721073,-0.013956695618174031,,,,,,,0.009916255091340642,,,,,0.006339677692636547,0.0671357995577293,0.029254412871700275,,-0.05609541657263417,0.06423708084528901,,,0.06826108590398672,0.07713039840879632,,,,,,-0.04227360107540701,-0.005199684636312707,-0.00741663567894868,-0.029937203201110485,,-0.004049179474908904,,-0.029688672558008555,,,-0.025087733978966575,,0.05459920743186508,,0.12291364555429496,-0.005519288745509332,0.020484270584103736,,,-0.05572525629114167,,,,-0.046140538466775016,0.03353798600034219,0.03268650968875564,,,,-0.10078531668074486,,0.03549606643945413,0.04507262428537251,,,0.10449357295214501,0.020390712794974064,,-0.012779834625445775,-0.0296506990536054,,,,-0.040408693182107935
7,,,0.045293507095921726,,0.07497363083349984,,-0.06125698817140757,-0.06548905788616244,0.016701222783837233,,-0.04873974974758433,,,,,,-0.005521812012369232,0.05589997340418007,-0.044923665590537176,,0.050315912866657486,,0.0008026680082826587,-0.0024976598322707932,,-0.06407346781887702,,,0.019696963311648386,0.022771791143086695,-0.0926214211883769,,-0.008940200673156484,,,,,,,-0.07096372574660936,,0.0396068851751783,0.05496355320075594,-0.011959876902218003,,,,,,,0.027588889091716973,,,,,-0.002577768084073506,0.010158225106078334,-0.005929641060116619,,0.020066626715214753,0.023114377619085857,,,0.06821517940716593,0.06625569768794448,,,,,,-0.051979463347209265,0.012789938878662532,0.0075119131593233135,-8.525834600625615e-05,,0.010080010220410607,,-0.00468191490085923,,,-0.02771753784340847,,0.04537337208141423,,0.03899738493346039,0.029887010734112707,0.016762139463155634,,,-0.04595088501630573,,,,-0.05601152354891248,0.020720623728852416,0.0008435924649221604,,,,-0.10142360127931371,,0.012124530932157818,0.03347360084452644,,,0.056296524835020456,0.02836215899258976,,-0.0316576046105879,-0.03742795729070347,,,,-0.040456611525776065
8,,,0.04522741251051965,,0.05930385996140908,,-0.05278015355682131,-0.047311829859085996,0.07594734566666861,,0.008723285887558774,,,,,,-0.007083829605439629,0.12110000241104757,-0.04602747183496403,,0.05072836008457493,,0.009554514635847777,0.00487230378417669,,,,,0.040995837997165996,0.02457972240275952,-0.09062026761625619,,-0.024507382176560455,,,,,,,,,0.06646520349102114,0.04648396160074883,-0.036137313288485906,,,,,,,-0.022007217582978078,,,,,-0.010257324527886746,0.054044027234888325,-0.03293027987354913,,0.09918876453778669,-0.0034773869622979348,,,0.0680816212507378,0.07678493406728126,,,,,,0.004401248462996943,0.027749751737902617,-0.024746662723297064,-0.0057292392829633165,,-0.00596111550554923,,-0.010326688003976958,,,-0.033221790738084955,,0.0051840844673041175,,0.04761301709082666,-0.005947085724999912,0.023992430092478312,,,-0.058570296868331706,,,,-0.08834528806939845,0.027688907863784085,-0.0035576308894551545,,,,-0.1312156928648105,,0.01425815961539545,0.044945852339953074,,,0.08337406162294769,0.00022220181089416258,,-0.010347467442206194,-0.06596652569860573,,,,-0.058530008126596034
9,,,0.04067175657597488,,0.06755445207176325,,-0.028728140535242752,-0.10121982899408044,0.0789523566546746,,0.018631750161086202,,,,,,-0.004154920194427536,0.10780061936606522,-0.10000049588013082,,0.06519028406898619,,0.011869254377559368,-0.005742312891929169,,,,,,0.036920869358527675,-0.12066334752260488,,0.002388237698141671,,,,,,,,,,0.01802097113237419,-0.07247406183835992,,,,,,,0.051842230390760524,,,,,-0.03203464700926917,0.03765734626805495,-0.10746013045837799,,0.18585997746255334,-0.04590214135264503,,,0.10195855401731313,0.029778823780284513,,,,,,0.026520193254700786,-0.0001590847393471151,-0.004187870706485519,-0.014573866838048843,,-0.0287486970587838,,-0.016214482625494853,,,-0.031475368018192285,,0.04120315710015898,,0.0718891349484494,0.02027970571002946,0.03141526213118606,,,-0.05366032932392484,,,,,0.02426030087388531,0.014076155683249159,,,,,,0.029892318441020027,0.047378810189444565,,,0.053779359384567904,0.026474703641165886,,-0.03056863679077674,,,,,
