,2003-01-01,2003-02-01,2003-03-01,2003-04-01,2003-05-01,2003-06-01,2003-07-01,2003-08-01,2003-10-01,2003-11-01,2003-12-01,2004-02-01,2004-04-01,2004-05-01,2004-06-01,2004-07-01,2004-08-01,2004-09-01,2004-10-01,2004-11-01,2004-12-01,2005-01-01,2005-02-01,2005-03-01,2005-06-01,2005-08-01,2005-09-01,2005-10-01,2005-11-01,2006-01-01,2006-02-01,2006-03-01,2006-04-01,2006-05-01,2006-06-01,2006-07-01,2006-08-01,2006-09-01,2006-10-01,2006-11-01,2006-12-01,2007-01-01,2007-02-01,2007-03-01,2007-05-01,2007-07-01,2007-08-01,2007-10-01,2007-11-01,2007-12-01,2008-01-01,2008-04-01,2008-05-01,2008-06-01,2008-07-01,2008-08-01,2008-09-01,2008-11-01,2008-12-01,2009-01-01,2009-02-01,2009-03-01,2009-04-01,2009-05-01,2009-06-01,2009-07-01,2009-08-01,2009-09-01,2009-10-01,2009-12-01,2010-01-01,2010-02-01,2010-03-01,2010-04-01,2010-05-01,2010-06-01,2010-08-01,2010-09-01,2010-11-01,2010-12-01,2011-01-01,2011-02-01,2011-03-01,2011-04-01,2011-05-01,2011-06-01,2011-07-01,2011-08-01,2011-09-01,2011-10-01,2011-11-01,2011-12-01,2012-02-01,2012-04-01,2012-05-01,2012-06-01,2012-07-01,2012-08-01,2012-09-01,2012-10-01,2012-11-01,2012-12-01,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2014-01-01,2014-02-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-08-01
0,0.026931408964570386,-0.011144683754261808,-0.08590526879121385,0.04287076721049077,0.007010551639189955,0.07092431383808395,0.01702225552791492,0.12374818782841679,0.03352084654603549,0.1268189505091709,-0.0069885160907388055,0.09194975181420806,0.08846598697998265,0.04373839607149743,0.05344876560056799,0.04065484725536128,0.07977208752228215,0.0816236450491088,-0.022080752314414642,0.03975162176190716,0.07619712756054753,0.02711453424849486,0.012720686685262494,0.06879378328877928,0.02805633377180161,0.00915470202813684,-0.0021135656277162518,0.008027319595999671,-0.00982433623711687,0.057681748040050884,-0.17364295709199595,0.223036404985268,0.06371805539656927,0.02241833376396052,0.020059428232354515,-0.051342011562036424,0.00033506961323181983,-0.03162950699147782,-0.042571145717622993,-0.01450167515931522,-0.0182934297792976,-0.01715538085675261,-0.061116370689224375,0.019080559990401813,-0.009338816170753717,0.005567445809435245,0.07813148774622292,0.027264838516750878,0.02876412624201885,0.056744536047474314,-0.02156301545239181,0.026728564152842527,0.040374885220880063,-0.02963489073065184,-0.03882871493409168,-0.12563654077659625,0.22535832090227803,0.03950105774127444,-0.018712045697032664,-0.012115044574485978,0.15184996613579704,0.0699029564060234,0.0726133477960742,0.02705189208700043,0.05670591134800351,-0.003408700211207649,0.023895737974773956,0.022579878779714513,0.06092902466735706,-0.029848648464668504,-0.03919734813109166,0.006835985854035442,-0.03865227767468582,0.0005867814700133422,-0.030289563985920198,0.08486555433313803,0.008869199619371493,0.03783491727509336,0.01539457703473035,-0.011982674328590903,-0.02673398920356229,0.006885705094763495,0.02196970187490943,0.0038213316050215163,0.020784652254314473,-0.05051380703166286,0.03598852101898942,-0.02414647360673272,0.07663049172213365,0.056978060464573765,0.014843521280911931,0.06606902237331158,-0.12556091068080377,-0.06478599326845114,0.04838466780901074,0.017914752218319174,-0.033200219824720545,0.04514244330616224,0.038757187890461786,0.058266970689529574,-0.0013873528613099761,-0.02339209629539063,-0.07792925717191079,-0.010650955861794209,0.04084569331817739,-0.03182471995560432,-0.003652735057877221,-0.015134134622338813,0.0053583553302607445,0.029861799716619064,0.01615007949587577,0.0015415042145170421,-0.015473776297285191,0.04352320530374065,0.035418201187637166,0.051594441425026005,-0.012498354558480695,0.014314099594998186,-0.05536549900532739
1,0.0046907871431240145,-0.03158921750020449,-0.09193048329436637,0.04532153657610127,0.003343054117615263,0.057749873294349774,0.005002909232717845,,0.05377290663719503,,-0.06095091367104555,0.11093123638000324,0.01588761710111064,0.008500428394200621,0.046330655557698,0.06727677152582734,,,-0.021009088400785636,0.05770855049303569,,0.038830032539670434,0.013980629130657896,,0.0279722448056261,0.04693494636440776,0.06473332214318672,0.009842150678436301,-0.0038856154920487995,0.04044064872985764,,,0.016369963173741953,0.01473559656327672,0.0293904881084448,-0.009598536801833188,-0.005634176445081129,-0.0416343210724337,-0.04434486407790672,-0.013910618091737659,-0.026590149897870896,-0.031505249732116436,-0.03683889023877884,0.010482494773185191,0.004162780605463823,0.0197051758460578,,-0.0212767192765142,-0.020739496371830368,0.019132468955334492,-0.005461789278610629,0.0388504767434108,,-0.024610708254860558,-0.02218888224997373,,0.4118826538221727,0.08053963870886793,0.033424619366780206,0.004498043837188881,0.06345572080061812,0.06732398724381827,-0.004007054357638928,0.03897341377330399,0.10172909593526613,0.02579996331977441,0.03734114656574006,-0.0071252008608517214,,-0.046168522617325625,-0.029780011036556253,0.01702378496890211,-0.050824027701039665,-0.02606505938073267,-0.024636257529268235,,0.014255246934806731,0.032813886006101134,0.033194369153908276,-0.060088306102811906,0.014475533936856966,0.022119252392684308,0.003183462887705879,0.0028996114886243873,0.015108930002900589,-0.06710669603603359,0.03498048604917736,-0.023034776969664827,0.06127842638249059,0.08753522423766591,0.02086849927848866,0.055205556228307584,,-0.04650683737182337,0.06438326642012893,0.05425381125259876,-0.0405865902474104,,0.04800918894493389,0.04695725427569197,0.034229593536482916,-0.08066253471521367,,0.023886861632004264,0.0437566220396744,-0.045284943328550264,-0.027563315586384363,-0.03761268393077,0.0183350376038105,0.034261933900324504,0.010085294619391227,0.01100327558223646,-0.005970534106701564,,0.08921035812029521,0.05822978872526363,-0.008493747820550457,0.030290973449624392,
2,-0.000313592194389839,-0.014985712394656847,-0.0642685145083457,0.04324434694934809,0.01516085713800741,0.06034478340011162,-0.016467910914989115,,,,-0.05164857984760918,,0.03256594180351091,0.049024841268713426,0.02449426397808052,,,,0.00035665563705200576,,,-0.003970949288228498,0.02573411815004012,,0.022243459088527207,0.03325616480449778,,-0.002379615688928638,-0.010964344463963549,0.0617556684469589,,,0.01486142825792025,0.016728048567739906,0.02114337015119494,-0.025889682115652665,-0.016260073030217148,-0.01807317750029469,-0.0500804657103151,-0.030484889879321075,0.0157085941474584,-0.038793103497307246,-0.03775872907852418,0.038753559076525335,-0.03940351083706517,0.03647244898208157,,-0.029730599860845697,-0.07464960017638678,0.015013312640512089,-0.05621110668828111,0.024020057316557875,,-0.03377848091716107,-0.028508045928633652,,,0.1721843342450189,0.0417267527604146,0.015210595162142848,0.07710020120828776,0.115822218407168,0.014740072281891337,0.029879908029275093,,0.006976851785581384,0.041955759244143076,-0.031676104479577194,,,-0.01188018267261537,0.011010222162363803,,-0.041983367833963836,-0.02652698122383934,,0.02573828624016583,0.09908006053240959,0.020555822256310474,,0.019678669945249805,0.04128147113041236,0.005249080092849523,0.004509424486210278,0.03029087636807337,-0.005464381351307779,0.07344045070568761,0.05058615370766306,0.005549922711004296,0.08279545232834695,0.004015123992748837,0.10735753850209973,,-0.005665043272561121,0.07492841734150324,,,,0.06150825736767063,0.04499473395360942,0.06078516012785462,,,-0.05062294854999161,0.04909090774497932,-0.012593116282699768,-0.006232652989555776,-0.021111579054563734,0.011937832943765825,0.04444989960925039,0.029260230357662564,0.019913554911776155,0.0064797601548161055,,,0.06124626708119507,-0.0028589054827996563,0.038875785935570395,
3,-0.02896968564437971,-0.03918463876883649,-0.08372503968469847,0.03854117957704439,-0.007014376885539297,0.09915266368824849,0.006124030327517849,,,,-0.08606053842575867,,0.004048590268976415,0.04062320388178642,0.02055852666924618,,,,-0.019277176229010706,,,-0.008637973372755958,0.01272085628680486,,-0.002712488922652412,0.03809321368412166,,-0.007280140356152653,0.026055723082803794,0.05738895561152324,,,-0.03875557587961276,0.02729870531421774,-0.011489305017793772,-0.020932585709893634,-0.005878383177984725,-0.023293868600111844,-0.0401459856685773,-0.015133605200190248,-0.015338960463155527,-0.07451084697839994,-0.048311370781757734,0.051120282666036854,-0.03490667307618578,0.03686302423402488,,-0.0522402693829096,,-0.01340661587840053,-0.045970317126524884,0.031018986128295678,,-0.03647359833221353,-0.050425388399318094,,,,0.07524827938106471,0.026498045079388355,0.12339027486272203,,-0.00875290287111774,0.05564868895106123,,0.009036502469435437,0.03726379208881103,-0.03349025748066209,,,-0.01181840311685356,0.02796240595576327,,-0.029538380907431327,-0.048726472449800884,,0.025990041526228858,,0.031062651072261804,,0.03113039266265405,0.01893608373576594,0.005271567307281844,0.0001899619390814955,0.03518226020843751,-0.01736688448895718,0.05909022143785503,0.0025851523646756025,0.04249160909715766,0.08286483914645038,0.03190881034017545,,,0.012632104149192358,,,,,0.06143878156259164,0.018215370269330844,0.09834660081589486,,,-0.05112961102901359,0.03368538082427169,-0.022743604249379157,-0.016683505667320686,-0.015803338923484844,0.018133552817377607,,,0.044021071157326785,-0.0056852138034200195,,,0.04807611346188656,-0.018397214772183812,,
4,-0.09537661473205447,-0.03436560714921599,-0.06765328284928551,0.04457640957908293,-0.005406960665955585,,-0.015827694942418757,,,,-0.14935559657195507,,0.004874883565075372,0.05574791396109491,0.025712024170742698,,,,-0.03267316437699552,,,-0.019677761179757614,0.014289714881896343,,-0.006336821821856464,0.06014916973872109,,-0.01257663219270011,0.08039433561623133,0.051449571901597935,,,-0.024951954544016663,0.02503317835319252,-0.02116741300673386,-0.05454647649932774,-0.02330901983859368,-0.007538495392265698,0.013638462892038739,-0.05282694255604592,-0.05829046003025695,,-0.02462004726471445,0.0818825691409879,-0.034853907316937605,0.03571820314356744,,-0.04395746992481353,,-0.013813834291044103,-0.07161419488329956,0.03821163573401476,,-0.065064865961739,-0.07456134305452133,,,,0.06405080737939439,0.032590132028929464,0.053914870150977734,,-0.033350386282767985,0.01926345727438017,,0.03944291443349435,0.02949704908654227,-0.029713337022258368,,,-0.021023137023506777,0.05480525306133255,,-0.04501847397680825,-0.04367390635879542,,0.0282707105212312,,0.020664163295800453,,0.0692150538655043,0.03025190201199468,0.019336955963471958,0.0008349385622046235,0.029718236765430284,0.007091137411302295,0.0878065754975268,0.041613610054352046,0.012612277881942857,0.03157393409576725,0.005571678911730826,,,-0.011321046203503826,,,,,0.09717082580778436,0.03360916039583084,,,,-0.01923391649523154,0.03388113726352687,-0.01017135407040648,-0.035908693005286985,-0.030254594924928213,0.019679897990735995,,,,0.002990947130382615,,,0.014437535951724811,-0.01947153051122985,,
5,,-0.03237369492594555,-0.058372927843090894,0.029213426871168013,-0.002032731661491649,,-0.013033546814863017,,,,,,0.05472529358982814,0.04324089055891234,0.03369976635166971,,,,-0.02742205813935983,,,-0.013433313430581961,-0.002203632462525862,,-0.006502395001892758,0.058446557519053144,,-0.02022247710777436,,0.04753053827999709,,,0.026479693678426397,0.026265935573366095,-0.03230129105471047,-0.015280417475160832,-0.007272021111732974,-0.005152803924473703,0.003316552066177092,-0.08636241566900038,,,-0.022110593388631195,,-0.02563637720388634,0.03514791033893161,,-0.06295342471849752,,0.008747497831225415,-0.08641440222841323,0.012631862585112064,,,,,,,0.11628054544342081,0.04413048500255523,0.09510199007977449,,-0.06351091890553029,0.01269559817332011,,0.042118256254147335,0.03043257776651931,-0.018507201140700535,,,-0.013533652304249966,,,-0.02232776953016402,-0.025605921222283445,,0.058782634564059855,,0.027125753671719544,,0.05989196074895364,0.04278592047599794,0.016921207047513542,-0.003557189185998233,0.015203308729112353,-0.01141687821562476,,0.05974741918454396,0.004943419456264975,0.00359549911503132,0.019962938961749943,,,0.025001950765332737,,,,,,0.048693312245878806,,,,-0.013801100932966381,0.028878521010842928,-0.0030863481000462656,-0.06076948900931711,-0.04499034374513222,0.0340447074412189,,,,0.0008566485869585527,,,0.023139515912835584,-0.04381467806520245,,
6,,-0.020935641014663386,-0.044076839845661686,0.03702504693596387,0.08250811383119805,,0.011377811828485074,,,,,,0.061640447096899864,0.031244856863661297,0.02506525643337698,,,,-0.04337013066497941,,,-0.018347580667566366,-0.0005833039199352186,,-0.00021502600726286403,0.03811791088056249,,-0.02282796732662873,,0.019050263722959926,,,-0.014046443059165137,0.02924111089779413,-0.062369119323664846,-0.008788040972615083,-0.02026394269199594,0.008476729322827614,0.05452558774789695,,,,-0.04027076733971935,,-0.04100930846698114,0.04837217008779238,,-0.11844064586930658,,0.014660081414925807,-0.10090094359900315,0.06670084402684484,,,,,,,0.0911769849157622,0.12947422486910853,0.07414697189417074,,-0.05308680137344446,0.019253638122800787,,0.03312686257743869,0.04369468241910157,-0.022503845628301933,,,-0.02044043493426484,,,-0.03199642421553428,-0.031531328942795644,,,,0.016897084461853673,,0.03215631946281938,0.022216984429507702,0.012780758827238836,-0.008690942729450146,0.01626227310458428,0.058951115913976615,,0.07373290873722782,0.008889835162940507,-6.224062534854191e-05,-0.009410678275262763,,,0.018008647170563385,,,,,,0.058264797799061796,,,,0.015116172247791937,0.0665633001683264,0.021999274948116154,,-0.06570212530967479,0.041295973796753094,,,,-0.019826204152355587,,,0.037799133180364874,,,
7,,-0.05036006844881047,-0.03816218427196216,0.028532313015633748,,,-0.03548432798462142,,,,,,0.06888397401311996,0.0012619577902299728,0.018535859207030936,,,,-0.05529759396369571,,,-0.021776354362141426,0.0037353713804901822,,0.03193178960251064,0.04800309839268646,,-0.052332174247067376,,0.014679375642079773,,,0.02949916328395119,0.010374972977947428,,-0.013570671311067914,-0.014418798359966623,0.06659248527371253,-0.0025946018426616924,,,,-0.059433800673822645,,-0.015701788190934263,0.03730716782927557,,,,0.009048011520116361,,0.05589497224888085,,,,,,,0.0593700567330675,,0.10057581628967016,,-0.1181900129439617,0.03592137452816857,,0.0521869509765539,0.05448072203051413,-0.013298785805753777,,,-0.03630899651550035,,,-0.0445272391532856,-0.029671701564497388,,,,0.01665369393872007,,0.04693999966165219,0.021662939882080012,0.010526056857459665,-0.03742445172181341,0.035972338037249196,0.06138101932995044,,0.0940022654219892,0.019286185931126854,0.01128530503496128,-0.024292162124306627,,,0.007239652391432649,,,,,,0.08701263329792819,,,,0.01711355308002349,,0.027394522245242525,,,0.04047862211373632,,,,-0.027452191866136566,,,0.03376912934782772,,,
8,,-0.055040012863892485,0.013823135311169965,0.03692029190153234,,,-0.07515595167962297,,,,,,0.054906577446976135,-0.007996209107754781,0.04674894573886956,,,,,,,-0.025268715973834954,0.014478186021997796,,0.023937477544484498,0.048249535041249514,,-0.07040681872119081,,0.02589002825407727,,,0.004538421437743967,0.017874287974591674,,-0.008032862706978103,-0.023045783314714408,,0.009430734821376241,,,,-0.061301457107871826,,0.00902171405341523,0.010266513187074722,,,,-0.0003654610559702398,,0.04232907527512708,,,,,,,0.15538784066196776,,0.07608284081528383,,-0.1687930951793013,0.03938049280283984,,0.040384679412159064,,-0.038596808201315,,,-0.04257268791579305,,,-0.04289409666942112,-0.03264662266035012,,,,-0.02070766893721121,,0.01738983414675843,0.016113902613899,-0.008349356238476435,,0.026624159987346685,0.026455629826770632,,,0.02994035556334751,-0.01874118620397902,-0.036892082518090064,,,0.026415548732979133,,,,,,,,,,-0.015919648138930986,,0.008206138106760852,,,0.03553810740883323,,,,-0.04141138168975722,,,0.04585880305533907,,,
9,,-0.07271709527576553,0.024640294703613952,0.07125372903992677,,,-0.035185257414351856,,,,,,0.05480970403622987,-0.0045696973689308695,0.04124636208818222,,,,,,,-0.02463458336294866,0.01245553340953065,,0.02405983209353524,0.04327511705510134,,-0.05456432495154884,,0.041218041526023264,,,-0.031206590094630338,0.005864298116963873,,-0.016524593790791173,-0.03417099563406545,,-0.0024971086215419547,,,,-0.05780723491030004,,0.007778276445178367,0.037520862605269656,,,,0.05210890106358779,,0.053118568169017166,,,,,,,,,0.05034058902622407,,,0.035287475337055785,,0.04703784741754291,,,,,-0.032966884835871735,,,-0.06751412518327182,-0.024630774941444722,,,,-0.01362681774872243,,-0.0006191498687382335,0.015409328974065772,-0.010590344092794135,,-0.025009240297876767,0.018234382393104376,,,0.03927460066878141,-0.026767978665071412,-0.019788010046779547,,,0.011524268074741606,,,,,,,,,,-0.01938770550313129,,-0.009073486762233518,,,0.03862429425797842,,,,-0.050574641655315666,,,0.04663741416928646,,,
