,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-04-01,2019-05-01,2019-06-01,2019-08-01,2019-10-01,2019-12-01,2020-01-01,2020-03-01,2020-06-01,2020-08-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01,2022-03-01,2022-04-01,2022-05-01,2022-06-01,2022-07-01,2022-08-01,2022-09-01,2022-12-01,2023-02-01,2023-03-01,2023-05-01
0,-0.019611170604098227,0.04345350901373779,0.0064714918209798356,0.0067974805245683,0.043743093253756804,-0.018464961405060265,-0.045231097051536384,-0.010125063181873895,0.025851197960033545,-0.02200957196489961,-0.04547212534008249,0.046887393692864876,0.06771073183982068,0.018213586263924775,-0.010364498789880106,0.06851877729557998,-0.04504001071760477,0.007453311059641532,0.011636163947546407,0.005565267593418355,-0.02908302063954249,0.07012747762732019,0.06970160254246394,-0.0071059070779915245,-0.016791569612910173,0.036488950867581416,-0.00320093219464912,0.003629749951458372,0.029597033583126375,0.035860960378370166,-0.004510387551514228,0.07134746950617821,-0.005290771507412861,-0.0016200217051016708,-0.08428390391181884,-0.014211266269146594,0.007126145256668437,-0.012509351832387772,0.006237743297474729,-0.050346703174763974,0.04636512249521729,-0.013775949573731516
1,-0.05014073701453725,0.06135366591285196,-0.012132269367919335,0.018431050387755832,0.04884111429092508,-0.027469021675218697,,-0.1336671807874219,0.04458214402823302,-0.029574712523543933,,0.03155833887437076,-0.03491183931994968,0.04435507051059373,0.003749599858670738,,,0.051197483273807354,0.07700958050814499,0.01878805823700791,-0.04845593419695682,0.010871175682426681,,0.07459047676040331,0.02474754620938402,0.03622068028095793,0.03783629778952413,-0.017353560052014494,0.03727735274026589,,0.0027966612340746266,0.060780030116713846,-0.0294936149140701,-0.01704588928545192,,-0.007574937589444164,-0.018759893023244434,-0.001132895382224497,-0.012634999234515831,-0.04479298219660777,-0.00026136200116511077,-0.009065451726725016
2,-0.036338836398418284,0.05849464849860819,-0.013126589378150477,0.08763614982731838,,-0.020593996710905227,,,0.18606449755507803,-0.025076386183672028,,0.07647671062529104,-0.002192222749345163,0.024827090032703225,-0.003668923106675326,,,0.05094601632657936,0.03758879654795777,0.009217143844729492,,0.055082318990410606,,,0.01797850604734208,0.04254089907960967,,-0.010330166512351191,0.09650976326939364,,0.005238114838999053,0.04979757821070763,-0.05452212519337052,-0.03430181730436832,,-0.022757402735205434,-0.04192801149454928,-0.016109209070303443,-0.013877275361506847,2.5136093796618297e-05,0.00723617907607732,0.028819923745803777
3,0.07036439262991401,0.022857003513238716,-0.04596364772779005,,,-0.052821802673017615,,,,0.036248187941294585,,,-0.21570129499903956,0.005961650850000666,0.06230589168923206,,,0.1105020849924423,0.014788283736523411,-0.0013113146108043594,,0.05402095937614071,,,-0.0022798264074204155,0.014880792559567091,,-0.017744405518771877,,,-0.0366488488854535,0.019743854497234814,,,,-0.007494818774142931,,-0.015997886199035527,-0.0012540486338510348,-0.014760579640924476,0.009847975508831652,0.02060422245097726
4,0.07031965860166034,0.021114798385569955,-0.0567081075154805,,,-0.06137283418691175,,,,,,,,0.008871236205633348,,,,,0.01699737061039297,0.023408114031429506,,0.030745848186610303,,,0.004110668754508495,0.014330484660881382,,-0.06512013905678149,,,-0.06842617197228851,0.06767323640756384,,,,-0.011412858471370302,,-0.04447941282398471,-0.005032542601251855,-0.01892603339016219,-0.0028534390650385433,0.03654141220679197
5,0.09687539138510237,0.049508618938698845,-0.05194264964825113,,,-0.026425604705259342,,,,,,,,0.009635039894769992,,,,,-0.010248443224423198,0.06684999426498273,,0.01674539412506082,,,-0.008523432212022897,0.0033888648238802332,,,,,,0.031918761334623014,,,,-0.005828517098028452,,-0.07748816645631784,-0.013998697966074225,0.009196841919123955,0.025418593316956617,
6,,0.016793141715583104,-0.04724755848672757,,,0.006883165129975888,,,,,,,,-0.02398809370389854,,,,,-0.055632476991662294,,,0.029928441873534162,,,-0.01963566730127475,0.05538807367937437,,,,,,0.05149122307735876,,,,-0.04228320014794906,,,-0.015985105941984656,-0.013330309758607939,0.03585043723401071,
7,,0.02216256994661414,-0.012933792575173797,,,-0.00813111535036204,,,,,,,,0.02595608225095214,,,,,0.019804799792756178,,,0.03299625818095997,,,-0.0029257255125436643,0.03275499419116734,,,,,,0.04060403446500782,,,,,,,-0.029928117927794595,-0.012631479466158169,0.0013869934003043483,
8,,0.00623721414415801,-0.04315288374099069,,,-0.006651950038083498,,,,,,,,-0.006879545510702911,,,,,0.019319831362360596,,,0.0035213742022683903,,,-0.04873796912752226,0.012598765129588685,,,,,,0.0847221048020872,,,,,,,-0.01731099472893316,-0.02285876714614332,-0.00800918731717104,
9,,0.011967726422068559,-0.04497537906908455,,,-0.0035680976840937184,,,,,,,,0.03098430671964003,,,,,0.036909393057260154,,,0.024810164638858545,,,-0.06526741866592811,0.05724950882673596,,,,,,0.06295297195416705,,,,,,,-0.01104089411186937,-0.023642371232966752,-0.004897500318172376,
