,2014-12-01,2015-01-01,2015-02-01,2015-04-01,2015-05-01,2015-10-01,2015-12-01,2016-03-01,2016-07-01,2016-09-01,2017-04-01,2017-05-01,2017-06-01,2017-10-01,2017-12-01,2018-02-01,2018-04-01,2018-07-01,2018-08-01,2018-09-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-09-01,2019-10-01,2019-11-01,2020-01-01,2020-04-01,2020-05-01,2020-09-01,2020-12-01,2021-01-01,2021-02-01,2021-04-01,2021-05-01,2021-11-01,2022-01-01,2022-02-01,2022-05-01,2022-06-01,2022-09-01,2022-11-01,2022-12-01,2023-01-01,2023-04-01,2023-05-01
10,0.03521040275493992,-0.003794974130379547,,,,,,,,,-0.016702816115357955,,,,,,-0.012345592313903087,,,,,-0.0041375476122991195,-0.006167523488169735,,0.006881442849227426,,,,-0.013935572187756318,,,,,,,,0.021762406827983583,0.02491967109202342,0.00501616093320334,,,,,0.025571991539121264,,,,,,-0.013140537609656056,
11,0.007701158684367937,0.009130388144678037,,,,,,,,,-0.028312311055577855,,,,,,-0.03896217109988953,,,,,0.007914939292606338,-0.018526462903535545,,0.007719384573323218,,,,-0.015441047468155666,,,,,,,,-0.0113561720920492,0.02225359208152522,-0.005938105828902307,,,,,0.011924498820261142,,,,,,-0.013192418803160022,
12,-0.0035824158634233383,0.0023805303126320787,,,,,,,,,,,,,,,,,,,,-0.010498066315537624,-0.020628901541739353,,0.006357245152504909,,,,-0.02753290774933692,,,,,,,,0.00394222258747412,0.01853110973602945,0.01911852773510092,,,,,0.010922978567192487,,,,,,-0.0074231307037535554,
13,0.0061397983865855155,0.018277557675844935,,,,,,,,,,,,,,,,,,,,-0.012117042113229726,-0.010048993459442102,,0.004001540349128696,,,,,,,,,,,,0.016892472818711646,0.01500222528126649,,,,,,0.022076774737149307,,,,,,0.003584258360974646,
14,0.010172625591369777,0.023358767870245156,,,,,,,,,,,,,,,,,,,,-0.03903380479842555,-0.0308161272953571,,-0.0021509074430872133,,,,,,,,,,,,0.0019278197759904359,0.0016678914671155454,,,,,,0.014398265953591505,,,,,,-0.012398053368640083,
15,,0.028906311200335377,,,,,,,,,,,,,,,,,,,,,,,-0.017306329065228,,,,,,,,,,,,-0.005021650493448604,0.026674562866689122,,,,,,0.0341463590922233,,,,,,-0.03129171572108169,
16,,0.019060160012772887,,,,,,,,,,,,,,,,,,,,,,,-0.006987091307617099,,,,,,,,,,,,0.004655828939733375,,,,,,,0.026901780447869506,,,,,,,
17,,0.012502045443835819,,,,,,,,,,,,,,,,,,,,,,,-7.574860151571272e-06,,,,,,,,,,,,-0.009407514956390806,,,,,,,0.024901005563521927,,,,,,,
18,,-0.00016331489852117187,,,,,,,,,,,,,,,,,,,,,,,-0.00700934969368916,,,,,,,,,,,,-0.0028317094285217337,,,,,,,0.025983015197263093,,,,,,,
19,,0.003707373645341683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016402025028308564,,,,,,,0.02128845808545954,,,,,,,
20,,0.03812545374021914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019509455161786704,,,,,,,0.036858693458216685,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0305587482084535,,,,,,,,,,,,,,
