date,601211.SH,02611.HK
2020-10-16,21.0191,9.867
2020-10-19,21.1543,9.8955
2020-10-20,20.7937,9.9215
2020-10-21,20.7599,9.7297
2020-10-22,20.681,9.8096
2020-10-23,20.6923,9.7748
2020-10-27,20.3654,9.8924
2020-10-28,20.3542,9.7331
2020-10-29,20.4443,9.5896
2020-10-30,21.0867,9.5455
2020-11-02,20.8951,9.5567
2020-11-03,20.3542,9.6966
2020-11-04,20.7373,9.9319
2020-11-05,20.85,9.9283
2020-11-06,20.9627,10.0095
2020-11-09,21.1769,10.1524
2020-11-10,21.5375,10.5088
2020-11-11,21.3685,10.7027
2020-11-12,21.0754,10.8602
2020-11-13,20.6134,10.5504
2020-11-16,20.4669,10.1408
2020-11-17,20.5007,10.2454
2020-11-18,20.4669,10.0904
2020-11-19,20.4556,10.1481
2020-11-20,20.5796,10.1749
2020-11-23,20.6359,10.1285
2020-11-24,21.1994,10.459
2020-11-25,21.3347,10.3013
2020-11-26,20.8839,10.3437
2020-11-27,21.0078,10.3959
2020-11-30,21.5263,10.4556
2020-12-01,21.1543,10.6073
2020-12-02,21.6502,10.7233
2020-12-03,21.6052,10.6281
2020-12-04,21.4699,10.5595
2020-12-07,21.2896,10.5555
2020-12-08,20.8726,10.2906
2020-12-09,20.8388,10.233
2020-12-10,20.3091,10.2391
2020-12-11,20.3542,10.0264
2020-12-14,20.0611,9.8718
2020-12-15,19.9935,9.7713
2020-12-16,19.9935,9.8522
2020-12-17,19.8921,9.7786
2020-12-18,20.1738,9.8454
2020-12-21,20.0949,9.8554
2020-12-22,20.1851,9.8548
2020-12-23,19.4751,9.6963
2020-12-24,19.4976,9.704
2020-12-28,19.4074,9.7031
2020-12-29,19.2159,9.9379
2020-12-30,19.2271,9.9561
2020-12-31,19.3962,10.1848
2021-01-04,19.8357,10.4119
2021-01-05,19.7568,10.2174
2021-01-06,19.9935,10.2114
2021-01-07,19.971,10.2846
2021-01-08,20.0386,10.3367
2021-01-11,20.0048,10.5082
2021-01-12,19.4751,10.4809
2021-01-13,20.264,11.1943
2021-01-14,19.9484,10.9089
2021-01-15,19.5878,10.5986
2021-01-18,19.5427,10.8891
2021-01-19,19.7005,11.1708
2021-01-20,19.7906,11.4209
2021-01-21,19.8695,11.4695
2021-01-22,19.8921,11.3824
2021-01-25,19.4976,10.9779
2021-01-26,19.3398,11.2769
2021-01-27,18.9904,11.1347
2021-01-28,18.8552,10.7263
2021-01-29,18.8214,10.5199
2021-02-01,18.5847,10.3052
2021-02-02,18.6185,10.36
2021-02-03,18.5509,10.7162
2021-02-04,18.5058,10.5052
2021-02-05,18.303,10.2099
2021-02-08,18.2353,10.0955
2021-02-09,18.3142,9.9279
2021-02-10,18.4946,9.9063
2021-02-18,18.596,10.274
2021-02-19,18.5509,10.142
2021-02-22,19.0693,10.496
2021-02-23,18.9003,10.3238
2021-02-24,18.8439,10.2673
2021-02-25,18.9566,10.0505
2021-02-26,18.7989,10.08
2021-03-01,18.8665,9.9013
2021-03-02,18.6861,9.8454
2021-03-03,18.4382,9.8348
2021-03-04,18.596,10.0476
2021-03-05,18.3368,9.7721
2021-03-08,18.6523,10.0079
2021-03-09,18.4157,9.9218
2021-03-10,18.2466,9.8745
2021-03-11,18.0888,9.7094
2021-03-12,18.2241,9.8767
2021-03-15,18.1903,10.0415
2021-03-16,18.2015,10.0252
2021-03-17,18.2804,9.9416
2021-03-18,18.2917,10.0175
2021-03-19,18.2015,10.0889
2021-03-22,18.2015,9.9183
2021-03-23,18.348,10.061
2021-03-24,18.4044,10.0869
2021-03-25,18.3706,10.0218
2021-03-26,18.5396,10.0347
2021-03-29,18.5396,10.1705
2021-03-30,18.5171,10.6243
2021-03-31,18.4269,10.4126
2021-04-01,18.348,10.3941
2021-04-07,18.5171,10.4318
2021-04-08,18.5058,10.2126
2021-04-09,18.4833,10.3054
2021-04-12,18.3593,10.2594
2021-04-13,18.2015,10.0974
2021-04-14,18.1001,10.0278
2021-04-15,18.1339,10.0276
2021-04-16,17.9648,9.9515
2021-04-19,18.0099,10.0282
2021-04-20,18.3255,10.2344
2021-04-21,18.1677,10.2321
2021-04-22,18.1677,10.135
2021-04-23,18.0437,10.0701
2021-04-26,18.0099,10.0311
2021-04-27,17.7169,9.9404
2021-04-28,17.6042,9.7993
2021-04-29,17.9423,9.9977
2021-04-30,18.9566,10.1539
2021-05-06,18.8101,9.9795
2021-05-07,18.72,10.0744
2021-05-10,18.7087,10.1116
2021-05-11,18.4495,9.9939
2021-05-12,18.6411,10.0467
2021-05-13,18.6298,10.0123
2021-05-14,18.7312,9.9979
2021-05-17,19.3962,10.3806
2021-05-18,19.0693,10.1185
2021-05-20,18.9904,10.1366
2021-05-21,19.1031,10.0964
2021-05-24,19.0355,10.2024
2021-05-25,19.3286,10.327
2021-05-26,19.8019,10.5346
2021-05-27,19.5427,10.5046
2021-05-28,19.554,10.4791
2021-05-31,19.8583,10.5206
2021-06-01,20.016,10.4501
2021-06-02,19.6892,10.3413
2021-06-03,19.6329,10.2578
2021-06-04,19.4525,10.3371
2021-06-07,19.5652,10.3399
2021-06-08,19.6892,10.2557
2021-06-09,19.7005,10.3531
2021-06-10,19.4976,10.2821
2021-06-11,19.4976,10.2102
2021-06-15,18.9341,10.1872
2021-06-16,18.8665,10.0249
2021-06-17,18.9566,9.9679
2021-06-18,18.8777,9.9584
2021-06-21,19.0017,9.9163
2021-06-22,19.0693,9.9431
2021-06-23,18.9341,10.0148
2021-06-24,19.1031,10.0288
2021-06-25,19.1708,10.0937
2021-06-28,19.4976,10.2326
2021-06-29,19.3849,10.1936
2021-06-30,19.3286,10.1966
2021-07-02,19.0468,10.0666
2021-07-05,18.7538,9.9705
2021-07-06,18.7763,9.8653
2021-07-07,18.8552,9.8887
2021-07-08,18.9454,9.8971
2021-07-09,18.6073,9.7592
2021-07-12,18.9454,10.1601
2021-07-13,18.9792,9.9049
2021-07-14,18.9454,9.9317
2021-07-15,18.7087,9.9052
2021-07-16,19.1031,9.992
2021-07-19,19.1708,10.0685
2021-07-20,19.1595,9.9722
2021-07-21,19.2497,9.948
2021-07-22,19.3398,9.9576
2021-07-23,19.4638,10.0573
2021-07-26,19.5314,10.0168
2021-07-27,18.9792,9.8089
2021-07-28,18.6073,9.4715
2021-07-29,18.6411,9.6267
2021-07-30,18.3818,9.6021
2021-08-02,18.3255,9.5222
2021-08-03,18.596,9.7941
2021-08-04,18.6861,9.8172
2021-08-05,18.5847,9.8617
2021-08-06,18.4946,9.7747
2021-08-09,18.4269,9.8214
2021-08-10,18.72,9.9173
2021-08-11,18.9116,10.0717
2021-08-12,19.0243,10.102
2021-08-13,18.9792,10.0656
2021-08-16,19.0919,10.1292
2021-08-17,19.1595,10.1533
2021-08-18,19.0017,10.1068
2021-08-19,19.8921,10.5499
2021-08-20,19.7914,10.4162
2021-08-23,19.9544,10.1796
2021-08-24,20.0242,10.2478
2021-08-25,21.4329,10.7445
2021-08-26,20.6995,10.6354
2021-08-27,20.3386,10.6512
2021-08-30,20.6878,10.6586
2021-08-31,20.3269,10.5268
2021-09-01,20.5947,10.6172
2021-09-02,21.0138,10.7724
2021-09-03,22.2246,11.1523
2021-09-06,21.0254,10.9093
2021-09-07,21.4213,10.9663
2021-09-08,21.8404,11.1635
2021-09-09,21.4329,11.0719
2021-09-10,21.5377,11.0232
2021-09-13,22.015,11.1271
2021-09-14,22.1198,11.2999
2021-09-15,21.4329,10.9315
2021-09-16,21.4795,10.7657
2021-09-17,21.1302,11.1059
2021-09-23,21.3747,10.926
2021-09-24,21.8171,11.0757
2021-09-27,21.4562,10.7445
2021-09-28,21.2816,10.8097
2021-09-29,21.3398,11.0314
2021-09-30,21.1186,10.7901
2021-10-08,20.9556,10.8254
2021-10-11,21.7239,10.8834
2021-10-12,21.6192,10.7468
2021-10-15,20.6063,10.6426
2021-10-18,20.7227,10.5132
2021-10-19,20.4783,10.4966
2021-10-20,21.072,10.5754
2021-10-21,20.9905,10.5492
2021-10-22,21.0487,10.6673
2021-10-25,21.0604,10.5172
2021-10-26,21.2583,10.6627
2021-10-27,20.909,10.5584
2021-10-28,20.5947,10.4393
2021-10-29,20.3269,10.3545
2021-11-01,20.292,10.3027
2021-11-02,20.3735,10.3043
2021-11-03,19.9777,10.1855
2021-11-04,19.9893,10.0658
2021-11-05,19.7448,10.1484
2021-11-08,19.6866,10.0685
2021-11-09,19.8845,10.1488
2021-11-10,19.8729,10.115
2021-11-11,19.7332,10.1245
2021-11-12,20.1988,10.3627
2021-11-15,20.2338,10.3536
2021-11-16,20.1988,10.2659
2021-11-17,19.966,10.1923
2021-11-18,19.9194,10.1317
2021-11-19,19.7332,10.0961
2021-11-22,20.0475,10.231
2021-11-23,20.1174,10.1691
2021-11-24,20.1406,10.2383
2021-11-25,19.9194,10.2246
2021-11-26,19.6167,10.1611
2021-11-29,19.4305,10.036
2021-11-30,19.477,9.9068
2021-12-01,19.5585,9.8933
2021-12-02,19.5585,9.9609
2021-12-03,19.7681,10.2517
2021-12-06,19.9427,10.2965
2021-12-07,20.2571,10.5469
2021-12-08,20.2221,10.671
2021-12-09,20.2221,10.5663
2021-12-10,20.3618,10.6385
2021-12-13,20.618,10.6501
2021-12-14,20.2571,10.5883
2021-12-15,20.1756,10.5975
2021-12-16,20.2687,10.2775
2021-12-17,20.3269,10.4888
2021-12-20,20.1872,10.5741
2021-12-21,19.966,10.2387
2021-12-22,20.455,10.3487
2021-12-23,20.4666,10.3415
2021-12-24,20.3269,10.7688
2021-12-28,20.5714,10.996
2021-12-29,20.5248,11.0633
2021-12-30,20.5365,10.8999
2021-12-31,20.7693,11.2386
2022-01-04,20.7693,11.2645
2022-01-05,20.746,11.2299
2022-01-06,20.5365,11.0258
2022-01-07,20.3269,10.9643
2022-01-10,20.42,10.8577
2022-01-11,20.7227,11.0191
2022-01-12,20.7693,11.1489
2022-01-13,21.0021,11.2857
2022-01-14,20.5947,11.276
2022-01-17,20.0475,10.9028
2022-01-18,20.1406,11.0748
2022-01-19,20.3036,11.0328
2022-01-20,20.7809,11.2577
2022-01-21,21.4213,11.8521
2022-01-24,21.2816,11.6481
2022-01-25,21.2816,11.5955
2022-01-26,20.9556,11.5072
2022-01-27,21.4096,11.5258
2022-01-28,21.1651,11.4383
2022-02-07,20.8159,11.4104
2022-02-08,20.8508,11.4799
2022-02-09,21.3863,11.5498
2022-02-10,21.2932,11.6196
2022-02-11,21.2932,11.6435
2022-02-14,21.1884,11.6942
2022-02-15,20.583,11.301
2022-02-16,20.6412,11.4653
2022-02-17,20.4783,11.4235
2022-02-18,20.1406,11.4475
2022-02-21,20.4783,11.4943
2022-02-22,20.2687,11.3941
2022-02-23,20.0242,11.116
2022-02-24,19.966,11.2206
2022-02-25,19.5585,10.9434
2022-02-28,19.4421,10.9359
2022-03-01,19.4887,10.7656
2022-03-02,19.3723,10.9145
2022-03-03,19.5353,10.8585
2022-03-04,19.4305,10.9969
2022-03-07,19.3024,10.9179
2022-03-08,19.0347,10.3726
2022-03-09,18.5573,10.3335
2022-03-10,18.3827,10.4151
2022-03-11,17.754,10.1595
2022-03-14,17.9519,9.9948
2022-03-15,17.8821,9.6182
2022-03-16,17.4863,9.5142
2022-03-17,18.2779,10.1278
2022-03-18,17.9752,10.1111
2022-03-21,18.1499,10.2368
2022-03-22,17.9287,10.023
2022-03-23,18.1149,10.1953
2022-03-24,18.0218,9.9292
2022-03-25,17.9636,10.0201
2022-03-28,17.754,9.8222
2022-03-29,17.9287,9.6941
2022-03-30,17.8937,9.7425
2022-03-31,18.2197,9.9745
2022-04-01,18.2081,9.9535
2022-04-06,18.4176,10.3365
2022-04-07,18.5108,10.1973
2022-04-08,18.2197,10.0636
2022-04-11,18.3827,10.3256
2022-04-12,17.9869,9.9913
2022-04-13,18.3361,9.985
2022-04-14,18.3594,9.9679
2022-04-19,18.0916,9.9158
2022-04-20,18.0102,9.8835
2022-04-21,17.754,9.7258
2022-04-22,17.6609,9.7041
2022-04-25,17.3698,9.749
2022-04-26,17.1603,9.7037
2022-04-27,16.4734,9.375
2022-04-28,16.648,9.5548
2022-04-29,16.9275,9.6936
2022-05-05,16.7528,9.4714
2022-05-06,16.4268,9.3775
2022-05-10,16.194,9.2909
2022-05-11,16.4385,9.4425
2022-05-12,16.4501,9.4526
2022-05-13,16.5316,9.5882
2022-05-16,16.7063,9.645
2022-05-17,16.4967,9.5719
2022-05-18,16.5898,9.6717
2022-05-19,16.4036,9.5872
2022-05-20,16.5549,9.8148
2022-05-23,16.7528,9.8265
2022-05-24,16.7528,9.7372
2022-05-25,16.4268,9.5966
2022-05-26,16.5665,9.7167
2022-05-27,16.7645,10.0173
2022-05-30,16.7761,10.0472
2022-05-31,16.7877,9.8829
2022-06-01,16.8925,10.0311
2022-06-02,16.7877,10.1366
2022-06-06,16.7877,10.0966
2022-06-07,17.0555,10.2107
2022-06-08,17.0904,10.227
2022-06-09,17.2301,10.4305
2022-06-10,17.0788,10.1391
2022-06-13,17.2534,10.2264
2022-06-14,17.0672,10.2312
2022-06-15,17.8705,10.6723
2022-06-16,18.243,10.8236
2022-06-17,17.5561,10.341
2022-06-20,17.6143,10.328
2022-06-21,17.5096,10.3513
2022-06-22,17.5445,10.4236
2022-06-23,17.2884,10.3005
2022-06-24,17.7424,10.4611
2022-06-27,17.8239,10.5135
2022-06-28,17.626,10.4551
2022-06-29,17.7773,10.6126
2022-06-30,17.6027,10.6221
2022-07-04,17.5794,10.605
2022-07-05,17.6376,10.5922
2022-07-06,17.5328,10.4486
2022-07-07,17.5328,10.3457
2022-07-08,17.6376,10.4783
2022-07-11,17.6609,10.391
2022-07-12,17.626,10.4406
2022-07-13,17.7191,10.5048
2022-07-14,17.6376,10.2206
2022-07-15,17.5605,10.0821
2022-07-18,17.0849,10.03
2022-07-19,17.4264,10.1612
2022-07-20,17.5118,10.2395
2022-07-21,17.524,10.1216
2022-07-22,17.4752,10.2279
2022-07-25,17.5727,10.1431
2022-07-26,17.6459,10.1451
2022-07-27,17.6459,10.248
2022-07-28,17.6337,10.2103
2022-07-29,17.6947,10.2679
2022-08-01,17.6093,10.3271
2022-08-02,17.3898,10.1084
2022-08-03,17.1459,9.9643
2022-08-04,17.1703,9.9499
2022-08-05,17.2191,10.024
2022-08-08,17.3532,10.2417
2022-08-09,17.3898,10.2141
2022-08-10,17.4264,10.2512
2022-08-11,17.4508,10.0801
2022-08-12,17.7435,10.3868
2022-08-15,17.7557,10.4888
2022-08-16,17.8166,10.4164
2022-08-17,17.78,10.39
2022-08-18,17.841,10.3426
2022-08-19,17.78,10.3375
2022-08-22,17.6947,10.322
2022-08-23,17.8288,10.36
2022-08-24,17.8532,10.4278
2022-08-25,17.6825,10.3192
2022-08-26,18.0239,10.4434
2022-08-29,17.8654,10.3412
2022-08-30,17.9874,10.2789
2022-08-31,17.9142,10.337
2022-09-01,18.0117,10.3584
2022-09-02,17.902,10.351
2022-09-05,17.8166,10.2724
2022-09-06,18.1215,10.3209
2022-09-07,18.1703,10.2628
2022-09-08,18.1703,10.3395
2022-09-09,18.1337,10.2765
2022-09-13,18.4386,10.363
2022-09-14,18.0483,10.3351
2022-09-15,18.1093,10.3453
2022-09-16,18.0971,10.2963
2022-09-19,17.2191,10.0524
2022-09-20,17.2557,9.895
2022-09-21,17.2923,9.8365
2022-09-22,17.2923,9.7832
2022-09-23,17.341,9.835
2022-09-26,17.2801,9.989
2022-09-27,17.1703,9.7529
2022-09-28,17.0362,10.1731
2022-09-29,16.9874,9.771
2022-09-30,16.5606,9.5161
2022-10-10,16.7069,9.6756
2022-10-11,16.5728,9.5493
2022-10-12,16.585,9.576
2022-10-13,16.8167,9.6112
2022-10-14,16.9264,9.8035
2022-10-17,16.8898,9.8502
2022-10-18,16.9874,9.918
2022-10-19,16.963,9.9321
2022-10-20,16.7435,9.4384
2022-10-21,17.1703,9.76
2022-10-24,16.841,9.7315
2022-10-25,16.463,9.3748
2022-10-26,16.4996,9.1399
2022-10-27,16.4996,9.3968
2022-10-28,16.524,9.3794
2022-10-31,16.3533,9.3189
2022-11-01,16.1581,9.278
2022-11-02,16.3045,9.3626
2022-11-03,16.2801,9.3983
2022-11-04,16.1581,9.4206
2022-11-07,16.463,9.6549
2022-11-08,16.524,9.7754
2022-11-09,16.4386,9.5717
2022-11-10,16.3289,9.6722
2022-11-11,16.7191,9.857
2022-11-14,16.8776,9.9518
2022-11-15,16.7801,9.9667
2022-11-16,17.0727,10.2238
2022-11-17,16.9264,10.1323
2022-11-18,17.0118,10.0849
2022-11-21,16.7801,10.1281
2022-11-22,16.6947,9.9324
2022-11-23,16.7679,9.9516
2022-11-24,16.9752,10.0197
2022-11-25,16.8045,10.106
2022-11-28,16.6459,10.0484
2022-11-29,16.6703,10.1934
2022-11-30,17.0971,10.5733
2022-12-01,17.3044,10.6701
2022-12-02,17.1947,10.5176
2022-12-05,17.341,10.4103
2022-12-06,17.5483,10.5482
2022-12-07,17.4508,10.5783
2022-12-08,17.3166,10.2724
2022-12-09,17.3288,10.4002
2022-12-12,17.3532,10.4294
2022-12-13,17.3532,10.3821
2022-12-14,17.3166,10.392
2022-12-15,17.2679,10.1948
2022-12-16,17.0849,10.1795
2022-12-19,17.1825,10.1276
2022-12-20,16.7191,10.05
2022-12-21,16.6459,9.839
2022-12-22,16.6947,9.8936
2022-12-23,16.4142,9.8184
2022-12-28,16.585,10.0207
2022-12-29,16.5118,9.9008
2022-12-30,16.5606,9.9753
2023-01-03,16.402,9.859
2023-01-04,16.402,9.8345
2023-01-05,16.4996,10.1143
2023-01-06,16.6093,10.328
2023-01-09,16.6947,10.2396
2023-01-10,16.7679,10.1296
2023-01-11,16.7313,10.2149
2023-01-12,16.6581,10.1141
2023-01-13,16.7069,10.1248
2023-01-16,16.9752,10.263
2023-01-17,17.341,10.5917
2023-01-18,17.3898,10.7138
2023-01-19,17.3288,10.6985
2023-01-20,17.5727,10.7165
2023-01-30,17.9142,10.979
2023-01-31,17.5727,10.6931
2023-02-01,17.4508,10.5069
2023-02-02,17.9752,10.8194
2023-02-03,17.4874,10.6374
2023-02-06,17.3166,10.5569
2023-02-07,17.2923,10.4068
2023-02-08,17.3654,10.5696
2023-02-09,17.1947,10.4612
2023-02-10,17.3288,10.5661
2023-02-13,17.3288,10.5197
2023-02-14,17.463,10.5063
2023-02-15,17.4264,10.519
2023-02-16,17.341,10.4029
2023-02-17,17.1947,10.4994
2023-02-20,17.3044,10.4735
2023-02-21,17.5971,10.7412
2023-02-22,17.5727,10.6339
2023-02-23,17.5727,10.6185
2023-02-24,17.6093,10.546
2023-02-27,17.341,10.483
2023-02-28,17.3654,10.4331
2023-03-01,17.4264,10.4333
2023-03-02,17.6459,10.4332
2023-03-03,17.6825,10.6021
2023-03-06,17.8044,10.6208
2023-03-07,17.5971,10.6082
2023-03-08,17.3532,10.5635
2023-03-09,17.4142,10.6639
2023-03-10,17.2679,10.5385
2023-03-13,17.0606,10.285
2023-03-14,17.2069,10.3464
2023-03-15,17.2557,10.115
2023-03-16,17.1581,10.3076
2023-03-17,17.2923,10.2692
2023-03-20,17.3776,10.5274
2023-03-21,17.4386,10.3513
2023-03-22,17.4142,10.3104
2023-03-23,17.3532,10.3981
2023-03-24,17.6947,10.4774
2023-03-27,17.5727,10.4851
2023-03-28,17.6093,10.4234
2023-03-29,17.5971,10.5823
2023-03-30,17.524,10.4779
2023-03-31,17.5727,10.4742
2023-04-03,17.5118,10.6317
2023-04-04,17.841,10.6728
2023-04-06,18.28,10.8002
2023-04-11,18.2191,10.7773
2023-04-12,18.2435,10.8836
2023-04-13,18.1581,10.8114
2023-04-14,18.3044,10.8556
2023-04-17,18.341,10.9114
2023-04-18,18.6581,11.2771
2023-04-19,18.5727,11.2656
2023-04-20,18.4508,11.2844
2023-04-21,18.4995,11.2255
2023-04-24,17.9508,11.1508
2023-04-25,17.902,11.0503
2023-04-26,18.0117,11.0116
2023-04-27,17.8654,11.0513
2023-04-28,18.1215,11.235
2023-05-04,18.4386,11.1613
2023-05-05,18.6947,11.5508
2023-05-08,18.9629,11.6701
2023-05-09,19.3654,11.7971
2023-05-10,19.1215,12.0893
2023-05-11,18.902,11.7374
2023-05-12,18.719,11.6708
2023-05-15,18.5971,11.5132
2023-05-16,18.78,11.5663
2023-05-17,18.5971,11.6722
2023-05-18,18.7312,11.4519
2023-05-19,18.6825,11.5041
2023-05-22,18.3044,11.5396
2023-05-23,18.28,11.5571
2023-05-24,17.9996,11.3685
2023-05-25,17.6947,11.2013
2023-05-29,17.9264,11.2353
2023-05-30,17.8776,11.2025
2023-05-31,17.9996,11.0761
2023-06-01,17.9752,11.0725
2023-06-02,18.0727,11.1479
2023-06-05,18.1093,11.097
2023-06-06,18.0361,11.1254
2023-06-07,17.8654,11.2053
2023-06-08,17.9874,11.084
2023-06-09,18.1581,11.3805
2023-06-12,18.1093,11.2094
2023-06-13,18.1459,11.3685
2023-06-14,18.2191,11.3833
2023-06-15,18.0971,11.3263
2023-06-16,18.1581,11.4076
2023-06-19,18.2191,11.3145
2023-06-20,18.0361,11.4991
2023-06-21,17.9508,11.4425
2023-06-26,17.6947,11.0038
2023-06-27,17.3654,11.1197
2023-06-28,17.463,11.195
2023-06-29,17.5272,11.2354
2023-06-30,17.4513,11.2248
2023-07-03,17.7552,11.4072
2023-07-04,17.9832,11.4702
2023-07-05,18.0845,11.4746
2023-07-06,17.9452,11.4622
2023-07-07,17.9198,11.2992
2023-07-10,18.2998,11.3567
2023-07-11,18.3124,11.3376
2023-07-12,18.3251,11.3577
2023-07-13,18.2871,11.3369
2023-07-14,18.4391,11.385
2023-07-18,18.2998,11.5265
2023-07-19,18.3378,11.6073
2023-07-20,18.5404,11.6847
2023-07-21,18.3251,11.4786
2023-07-24,18.2364,11.4973
2023-07-25,18.7177,11.5827
2023-07-26,18.8696,11.8284
2023-07-27,19.0596,11.8055
2023-07-28,18.9836,11.7355
2023-07-31,19.9968,12.4512
2023-08-01,19.5915,12.0519
2023-08-02,19.5662,11.9376
2023-08-03,19.6928,11.8706
2023-08-04,20.25,12.1965
2023-08-07,19.8195,12.0133
2023-08-08,19.7688,11.8641
2023-08-09,19.9714,11.8947
2023-08-10,19.9968,11.8722
2023-08-11,20.1107,12.1335
2023-08-14,19.2496,11.7083
2023-08-15,19.3129,11.568
2023-08-16,19.3762,11.5613
2023-08-17,19.5535,11.54
2023-08-18,19.6422,11.4725
2023-08-21,19.2496,11.3881
2023-08-22,18.971,11.2063
2023-08-23,18.9203,11.2433
2023-08-24,18.9836,11.2504
2023-08-25,18.8823,11.3067
