,2012-09-01,2013-02-01,2013-07-01,2013-10-01,2013-12-01,2014-04-01
0,0.030769866748494135,0.038213866236975313,0.10049818712984182,0.01725218955819985,-0.05210269579816908,0.05883652034657372
1,0.04443994568310128,0.019129546499572436,,0.03829556957464764,-0.045259736281994103,0.04777774653674016
2,0.044834820092306105,-0.0632532212641368,,-0.02403427140223169,-0.14138342818781868,0.040932444095320486
3,0.02920353160511624,,,-0.04419845610219619,,0.05783374805951147
4,0.037468900102863856,,,-0.06068883576487494,,0.09138041851757883
5,0.03525621447397609,,,-0.04293373776029874,,
6,0.011305614740969139,,,-0.027219916557720047,,
7,-0.0019302975619464036,,,-0.021353349158089063,,
8,-0.006060196160880826,,,-0.07639526162674448,,
9,0.0016559483905922434,,,,,
10,-0.017839458258914087,,,,,
11,0.0028939611110376795,,,,,
12,0.03309260528468827,,,,,
13,0.06507065341250429,,,,,
