,2007-08-01,2008-05-01,2008-09-01,2008-10-01,2009-01-01,2009-08-01,2009-10-01,2010-01-01,2010-07-01,2010-08-01,2010-12-01,2011-05-01,2011-08-01,2011-12-01,2012-02-01,2012-03-01,2012-04-01,2012-07-01,2012-09-01,2012-10-01,2013-01-01,2013-02-01,2013-08-01,2014-02-01,2014-03-01
0,0.11997180483072878,0.023878210628571095,-0.03055223513778227,0.18076037089754537,0.019137006129525957,-0.0469996088986796,-0.015949516525229912,-0.009059634253111848,-0.004267031652683301,-0.011343964651802874,0.009039574480461776,-0.0027412397422107437,-0.0004813976031756706,0.005299828183334077,0.001460959282981067,-0.013887467335497838,-0.021455250861232456,0.03441507816497191,0.03865951487172048,0.021420178796329736,-0.021440081961294488,-0.006498911219131043,-0.009066028797767745,0.013152747778461649,-0.005776919597080599
1,0.15258800794359773,0.03179530645806028,-0.1517044484258654,,0.031059184100328707,-0.0439586020444066,-0.04551922193668556,-0.01019383294966858,-0.004186318992499466,0.010760428972094616,0.023382907557025212,0.006173273013690528,0.015405166161586492,0.005569605656453924,-0.017181307976985583,0.009799393711254267,0.014647059815015573,0.027167601256619434,0.05286358138664671,-0.06222578775284937,-0.039101430353108146,-0.0023778396559135384,-0.005733138279020389,0.04812933942704589,0.010266346413950411
2,0.14461435552293667,-0.002735312414209101,-0.18408628581656927,,0.08564158300078262,-0.047878262874906374,,0.04577833665270348,0.017089085128770914,0.020439739206998264,,0.010766792442531647,-0.007593361075503791,0.0009259967125260227,-0.037176278157945,-0.05683022136548832,0.029691312339824305,0.017429657565715462,0.03179763982294859,,-0.04667660155401637,0.02509666240097652,-0.012717955385582125,,0.010186331850090324
3,0.08298243478666323,0.0009881072939963431,,,0.16541462418228203,-0.00028814253217623875,,,-0.006484951294542768,0.03504685654195516,,0.010776170263048224,-0.0029574164370500533,0.03607626644413364,-0.015058372769062522,-0.07001739629141246,-0.0232960440800824,0.021537077650939263,0.034850881794675104,,-0.03586817497805356,0.04578945124077183,-0.002070879320943242,,0.004000120475832536
4,0.07998518890401574,-0.0003529333272653812,,,0.1878968173704223,-0.001014374932897022,,,-0.00346909126156994,0.026712074741467307,,0.012850052484410734,-0.006649123230577869,,-0.028546360235269796,,-0.029910514642026875,0.00742553607282137,0.03691284761420477,,-0.001173366032859502,,0.004409919829113207,,-0.020556887931183154
5,0.0432667189800271,-0.02487737700181092,,,,0.016695965915894506,,,-0.010656019577240633,0.013922128991042393,,-0.0027504163162553885,-0.044592922680838476,,-0.021889030815875454,,-0.03460296079518366,-0.004213084242107534,0.07343764156945876,,-0.057314999759072116,,-0.001971347568123283,,-0.0061958197293519035
6,0.0702373815331232,-0.012093590523586162,,,,0.01034213919888749,,,-0.014613012052312607,0.049527904193044536,,0.005427086212909549,-0.0480374406454972,,-0.021397963195219027,,-0.02292832287584068,0.003172093162418288,,,,,0.00478416063453424,,-0.005034043701459767
7,0.06962169732290979,-0.06373239351098192,,,,0.020989173180811393,,,-0.022095684347595262,,,0.004630676531274136,-0.02959719015908846,,-0.03115532929973952,,-0.031927555879375236,0.007193144700231469,,,,,0.013170036584486011,,0.14549964041173924
8,0.07685308429584481,,,,,0.010159493179410783,,,-0.061096455065628025,,,-0.002195589158687561,-0.12076463485817213,,-0.013355858125506659,,-0.03152269749836173,0.0030197008554342375,,,,,-0.003571496099779692,,
9,0.08913352328410973,,,,,0.0068398948534331705,,,,,,-0.0018136381870763607,,,-0.03660346227041278,,-0.055974327400275414,-0.005831192267294227,,,,,-0.0053924179137060935,,
10,0.11051941949525279,,,,,-0.06080417310520059,,,,,,-0.05024428392837044,,,0.0601374548776652,,,-0.005190371995444809,,,,,0.005434038249405249,,
11,0.10373135871248929,,,,,,,,,,,,,,0.09533958598857062,,,0.0013052569805785952,,,,,-0.0033306077283422053,,
12,0.10318695520886467,,,,,,,,,,,,,,,,,-0.0005426256947841379,,,,,-0.004165568555378696,,
13,0.11042000111045303,,,,,,,,,,,,,,,,,-7.308700790920053e-05,,,,,-0.01712467613720775,,
14,0.10971222231042455,,,,,,,,,,,,,,,,,0.0064774101545563845,,,,,-0.027118112467883537,,
15,0.10853979825700821,,,,,,,,,,,,,,,,,-0.016021109562923797,,,,,-0.024059198654352465,,
16,0.10609742215552553,,,,,,,,,,,,,,,,,-0.010098529237199894,,,,,-0.010332899266049245,,
17,0.13380221569110384,,,,,,,,,,,,,,,,,0.007898026643830214,,,,,-0.020010064319832765,,
18,0.09399042924439027,,,,,,,,,,,,,,,,,-0.01013543092771485,,,,,-0.009005707540060581,,
19,,,,,,,,,,,,,,,,,,-0.02793078984365427,,,,,,,
20,,,,,,,,,,,,,,,,,,-0.017056995156524646,,,,,,,
21,,,,,,,,,,,,,,,,,,-0.03501751133966052,,,,,,,
22,,,,,,,,,,,,,,,,,,-0.01003907427124312,,,,,,,
