,2020-09-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01,2022-03-01,2022-04-01,2022-05-01,2022-06-01,2022-07-01,2022-08-01,2022-09-01,2022-10-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01,2023-05-01,2023-06-01
0,0.017074600616813207,-0.0025827087488696776,-0.08210993033484115,0.014955659635580432,0.007100680301546092,-0.0016829038382386585,0.010103481584608165,-0.04309230417532617,0.029879946802390034,-0.07330816729096146,-0.03552737667571737,-0.08350747543787485,-0.015364991066878275,0.029722197519742366,-0.03703118405699701,-0.030537239914198544,0.011424547220406644,-0.061779807876108705,0.026408910381337858,-0.015974032680057704,-0.03539401696272071,-0.04135935260872792,0.13668797611144345,0.007012847169417746,-0.011213196689355165,-0.05803845949759445,0.03175094975574044,-0.061710647986269684,0.005639823193366311,0.018577479454882972
1,0.024936281897084633,0.04351342242904277,-0.036506671730784035,0.038891478235308696,0.009265790188942802,-0.027998560484252977,0.07495071610403814,-0.0652159918574362,0.001763883694419377,,-0.046061876847275585,-0.05045250051408612,0.04077925672502403,-0.004866282974652414,0.014590096151347431,-0.0012212972970946367,0.016319554887223475,,-0.018579085064345247,-0.030367780559700464,,0.03852165315501832,,0.030785218461084618,-0.010029002687702793,-0.044116647477630444,0.05159290677499051,,0.006560987878844848,0.011077247607333085
2,0.046273136337902976,,0.022050534784157527,0.0062551324013160325,-0.018092886192856206,-0.027413198753857948,,-0.09219865250976222,0.011449811991707026,,,-0.08393204911801533,0.028112121646236332,0.028886287058785598,0.053643040067321124,0.05567633126388305,-0.014716454615983032,,-0.020901256051150785,-0.024874357663329683,,0.07057718935149726,,0.05901530894477691,0.027217031531485247,-0.06300842120076933,-0.018138645418262378,,0.00948598250769539,0.0459644867402802
3,0.018108261529190095,,-0.01823795373542536,-0.03742811442437599,-0.01533361115217069,-0.04032401886614778,,,-0.0048795334905102905,,,-0.041635150980996904,-0.0034046697643352886,0.053957247254720286,-0.030869070720791925,,-0.03620913405825821,,-0.029961574464805185,-0.030048508393036855,,0.10227073620094096,,-0.002426235219847861,0.0027227788892902893,-0.053498458752017086,-0.028490977422713115,,-0.02281749164953073,
4,0.006676400001371263,,-0.032129891025812984,-0.03663494334481676,-0.02013767484925033,-0.033679077324754836,,,0.05411435250737329,,,-0.02385385221696623,0.03510684098990069,0.036397783297962505,0.04376975207868128,,-0.020852266946498332,,-0.03925817692691824,-0.016766132342868723,,,,0.0320286787835089,0.01505531726278786,-0.03623504025663049,0.02325652985363913,,-0.029565582283596292,
5,0.025167480168454937,,-0.03875171730497895,-0.014503650623644226,-0.015245948389007502,-0.0340138954127438,,,0.06814593955449944,,,-0.006997243873631653,0.06702396572977865,0.035477406455834526,0.017561749920260716,,0.0515501576749422,,,-0.016965646136823054,,,,0.03512025273441832,0.004078807979682075,-0.05608822221423715,0.0015793819516227714,,-0.0037553055314747397,
6,0.024623111843930623,,-0.06411746771981086,-0.038386597434276304,-0.032943804751143446,-0.03990425308387113,,,,,,0.03162954687963282,0.03166555007477179,0.06298657105013383,0.004000834453015578,,,,,0.004054994428059011,,,,-0.012695924065491582,-0.01592145760421193,-0.065833240282128,0.0001012479118305265,,-0.03328692705589953,
7,0.01974685354863226,,-0.055651671254781654,0.0022365397281935984,-0.04502938064210227,-0.040770549955532864,,,,,,-0.012636558574568468,0.03771065441656152,0.08110845596830707,0.005924810605186792,,,,,0.01764021535373672,,,,0.013293491098686161,-0.01929465513517936,-0.049685376020551786,0.03513812282783402,,0.007201037842586189,
8,0.012677975388450946,,-0.018174430349104487,-0.06151882974457301,-0.05756931923081687,-0.028505202346024383,,,,,,-0.045070008911699766,0.09043419408177567,,-0.009993093771659467,,,,,-0.043744313273538005,,,,0.01502895982981034,-0.0711268634326716,-0.050234359325034283,-0.004395971544961519,,0.0003570404652961656,
9,-0.0028307044786508584,,-0.06279483144549225,,-0.04996077838084467,-0.021361138601696084,,,,,,-0.06843675642113389,,,0.055674660263624,,,,,-0.035579525640748066,,,,0.01039799251633955,,-0.12039980725426958,0.003842811794672052,,-0.0296455988048403,
10,-0.03506469638695453,,-0.06963503574488117,,-0.07287258647572958,-0.0325542767490683,,,,,,-0.0760647846335214,,,0.05612390025773362,,,,,-0.007616310001070659,,,,0.004756640063675377,,,-0.028153228894320037,,-0.016754068100022668,
11,-0.0010016927526725894,,-0.14573728806846953,,,-0.020238594846031077,,,,,,-0.05250167908499126,,,0.009987614222870533,,,,,-0.014517320180964077,,,,0.0001030018655718834,,,-0.006578319577995373,,0.01950888813133833,
12,-0.027660920378694165,,,,,-0.01052306180561402,,,,,,-0.008487555710076755,,,0.028607872717026694,,,,,-0.036891989306798934,,,,0.022359195676076915,,,0.03520871242528223,,0.005772594632621253,
13,-0.0024492678372025622,,,,,-0.009227720900522485,,,,,,0.01188778677839597,,,0.059331887751927326,,,,,-0.035777529601801916,,,,0.0022413505981937476,,,0.04218595450282692,,0.028832483100934336,
14,,,,,,-0.028673009550565176,,,,,,0.0287319586889625,,,0.07315396610069946,,,,,-0.05772556429175957,,,,0.039066606765484124,,,0.0777548982271492,,-0.003383984193430667,
15,,,,,,-0.01938762236665248,,,,,,0.005673131490475214,,,0.056107619104622586,,,,,-0.045345025352212964,,,,0.01631235052801383,,,,,-0.07255782908680564,
16,,,,,,-0.059196991594209436,,,,,,0.03118806383727346,,,0.06597372313558125,,,,,-0.0529719788031775,,,,0.002933975311584902,,,,,,
17,,,,,,,,,,,,0.03746494744058282,,,,,,,,-0.04836773188476773,,,,,,,,,,
18,,,,,,,,,,,,0.022287325546508363,,,,,,,,-0.060450929599189074,,,,,,,,,,
19,,,,,,,,,,,,,,,,,,,,-0.03701894100668923,,,,,,,,,,
20,,,,,,,,,,,,,,,,,,,,-0.063594594583952,,,,,,,,,,
