,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2022-01-01,2022-03-01,2022-04-01,2022-05-01,2022-06-01,2022-07-01,2022-08-01,2022-09-01,2022-10-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01,2023-05-01
0,-0.013237387955378266,0.02244198934517927,-0.025565434977991464,-0.048537551559924896,-0.022277270068648214,0.0005248111528641797,0.012976069388737521,-0.025495973004710404,0.02259301863597285,0.004486433912454735,-0.013413303358662643,-0.018590965580483676,-0.019119774203419926,-0.014858701425631393,-0.008431101009748643,-0.027324174125037848,-0.015570169948562057,-0.01063473571611473,-0.02893052263707374,0.04339690478931413,-0.06605975698167788
1,-0.025016376555777653,-0.006725516898938855,-0.051313563025972675,-0.07980666481355891,0.053555931571123594,0.029230788421263032,0.035627494074347954,-0.03703383635374724,0.07798580929974475,-0.0019480108533908025,-0.051215432791699045,-0.0036774199663645035,-0.024974320973083053,0.01771301066352038,-0.023596201712197673,0.0035350819522859123,-0.035707407428764965,0.05901261956994941,-0.01579073607400816,-0.018739980925738475,-0.11284219641439996
2,0.009256238823721119,-0.05397484936474939,-0.0359854135358022,,,0.017196112633990124,0.023308724365135536,-0.07407713336703181,,0.004296793147659961,,-0.01970841846309357,-0.028641477660041215,-0.004140775224233506,-0.02841314721254662,0.03127517811035396,,,-0.013386912292905784,0.021368723173015525,
3,0.05211666201073312,-0.0031640046102208164,-0.06881881601611828,,,0.0041094465478690445,0.031522955046718426,-0.038640479046122556,,0.032467169246615746,,0.024776237962144787,-0.024085302339914794,-0.002630750014780414,0.00878412479872881,0.005002941085178403,,,-0.03716683601890658,-0.04838448275418461,
4,0.04314308602790223,-0.020500924256871667,-0.09330284376592557,,,0.02577724407525639,0.034808543271427794,-0.06822743613226345,,0.0059397965379001105,,0.02708512027972021,-0.012925497436045763,-0.016421299425183555,-0.0062072557880490375,0.023517195268291546,,,-0.02044895498728594,0.004970538044080097,
5,0.004584527434120911,-0.014409972613016242,,,,0.0034165010080349223,0.025991711294562903,-0.030100584699394695,,-0.030486802958711867,,0.027678137666128366,0.0212659531937196,-0.0013967532678351713,-0.01622822643024846,0.015554236560588297,,,-0.007203572857522822,-0.03441125798348921,
6,0.06581553268300627,-0.03741497596760368,,,,0.01753082119538729,0.07439331742334598,-0.06956299524499254,,-0.02052475201828019,,0.019122818229580396,0.038475133164509234,0.002658590739067046,-0.0005225435511356791,-0.004207236239737622,,,0.052464245107608276,0.011489935062532819,
7,0.056232330604933434,-0.04602084160364095,,,,0.011513806062719567,,-0.06175962615069652,,-0.003162546407574518,,0.021308571797902243,,0.012975893000404026,0.015569125300351372,0.004744130262238855,,,0.20398019297919667,0.025600309457980863,
8,0.03913796022051236,-0.07295139300110431,,,,-0.0021381820696713127,,-0.0035429171363012824,,-0.00986874825501316,,0.0323544980560333,,0.03389306655013136,0.04960758923676156,-0.01676894199943013,,,,0.006727596849863904,
9,0.030683391712017227,,,,,0.004694066898317528,,-0.060841699284270856,,0.07158703612948092,,0.020885318060852143,,-0.005203888887355346,0.04300863519278053,-0.024657825690783675,,,,0.03470726868108587,
10,0.033697275186550024,,,,,-0.009754900928763854,,-0.06726952091808891,,0.04223849925088252,,0.026617224877798717,,-0.010265546426238226,0.0032565175163241644,-0.021488618983394714,,,,0.009418230351792012,
11,0.008137455407051186,,,,,-0.010289477934406932,,-0.07676424234847268,,0.027873907340029036,,0.021255200867779322,,-0.0008524939066458792,-0.0070373677673928325,-0.01987988048613465,,,,-0.0011017112797611084,
12,0.054495577241601756,,,,,-0.010038283176194263,,-0.05904810724566034,,0.02886243507633568,,0.04540861556920417,,-0.013402786449888238,-0.004261436022353182,-0.021953661298290905,,,,-0.02339038452312847,
13,0.0351917260322851,,,,,-0.010867288301982025,,-0.026432134070618618,,0.03218740421076138,,,,-0.03259269852075719,-0.005285120998171244,-0.00562017825778427,,,,-0.03497442977865628,
14,0.08964480574529626,,,,,-0.02384760765154348,,-0.024224604846198483,,0.021948065056291877,,,,-0.08843177509137656,-0.04440468346869286,0.018033800116492582,,,,-0.041190927810210276,
15,,,,,,-0.05501897886805196,,0.0038637440696986936,,-0.0036753319813181973,,,,,-0.04359314689632876,0.009945293634288088,,,,-0.08069449763460357,
16,,,,,,,,-0.031797454641644185,,0.06426653036695462,,,,,-0.0362367893473049,-0.007730721623820047,,,,,
17,,,,,,,,-0.021269807983259392,,0.02886607481252723,,,,,-0.03235010362842383,,,,,,
18,,,,,,,,-0.01519003588343959,,0.017219772883066642,,,,,-0.019894940884523482,,,,,,
19,,,,,,,,,,-0.016826739490244935,,,,,-0.017000041853648673,,,,,,
20,,,,,,,,,,0.00857065065837681,,,,,,,,,,,
