,2022-02-01,2022-03-01,2022-05-01,2022-08-01,2023-01-01
0,-0.017062246971187134,0.09963019428650788,0.04836724857051311,0.02308745130655021,-0.012015872937779726
1,0.010576882689192824,0.11162557952105923,0.06098938949744359,-0.007318101810731115,-0.034853021539230866
2,-0.01680334853610871,,,-0.005003700686300405,-0.04112138994247472
3,-0.028255336706979717,,,-0.02042186915960187,0.009552939620549594
4,-0.0681694473520888,,,0.004883124942521633,0.022152169011251832
5,,,,-0.017785279607057447,0.023263096620821155
6,,,,0.04443494100850831,0.05999442613733885
7,,,,0.030844894307546333,
8,,,,-0.005323053991923565,
9,,,,-0.01133530994393217,
10,,,,-0.010710038723889426,
11,,,,0.02447333704308985,
12,,,,0.05433628174190641,
