,2019-10-01,2019-11-01,2019-12-01,2020-03-01,2020-05-01,2020-06-01,2020-07-01,2020-09-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-06-01,2021-07-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01,2022-04-01,2022-06-01,2022-07-01,2022-08-01,2022-11-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01,2023-05-01
0,-0.0032048972617424454,-0.010629809355892639,-0.0037257538182395855,0.04907013192135601,0.008062915087420519,-0.02389733030360519,-0.017955349046532065,0.005009136105850853,0.010190188241272935,0.0032153128352729876,-0.014200546893130994,-0.015066267756022378,-0.01259339937826609,-0.005481777541269217,-0.02341017113380195,0.02676497800676214,0.0005989373599539771,0.004873714865993306,-0.03871810509055984,0.030436541052654587,0.021697967953884012,0.012693540951148385,0.0025699500984293078,-0.0032170422456916925,0.00877225750152133,-0.0037370812827137723,0.0003582707317718592,-0.012820506406723386,0.01279719160531756,0.015909999929838048,-0.005405389671698124
1,0.0025514585321757544,-0.0147074635065636,0.012148322680889612,0.041779915454351,0.011642870511479386,,-0.024170349341337438,-0.050108282261829284,0.02852028103104809,-0.003208739336865829,0.008704723080377619,-0.028735219513221,-0.004159052132134189,-0.013240090460846843,-0.02188187611330994,,-0.02355072144917103,-0.00021373864493112738,-0.026716994320497678,,,0.02215841010912678,0.001983424778374099,-0.012244296734988336,0.017979682802436225,-0.012562523537788639,0.0020423803563273113,,0.023816831800617333,,-0.0045213804082993025
2,0.004639406244720368,-0.00676911618954934,0.010335719714735125,0.017284202267330073,0.01794194629404877,,-0.019886183198511986,-0.0397803067636211,0.03366269388325116,0.0027344450022372957,0.017723038582674988,-0.037376256629254256,-0.006989733593498304,-0.009322352880798412,-0.028817930388276625,,-0.02836698626982126,-0.009744593125022849,-0.008071680719572205,,,,-0.004838659667788514,0.004376703807242366,,-0.011875972505345,-0.0017307546141537289,,,,0.01613851408758582
3,0.008000787641429419,-0.014840126366415962,0.0073012366304312515,0.02476585828996325,0.017107343620777704,,-0.02547324123528738,-0.03215298414493617,0.01811138820328706,0.01562615568925385,0.005081344427769086,-0.01640923232728919,0.0005316979827363344,-0.006093229276424195,,,-0.010290331937104158,-0.017413823921274996,-0.002290888574505434,,,,-0.011725761763435871,0.004016272278403121,,-0.025654993932846315,0.008836031072198325,,,,0.01870450114369504
4,0.016614774327051496,-0.017214044420534202,-0.0005939639042622513,0.03220599404494484,0.006641496484138587,,-0.026433250247081208,-0.027524802402551618,-3.273308810469722e-05,0.03877475590328072,0.015336148154345253,-0.010306420743716793,0.0002615203912847974,0.012703591894571709,,,-0.012725215710074345,,-0.0024159419512694846,,,,,0.004248234575026266,,,0.0015335540217479293,,,,
5,0.014485360672901404,-0.006712614628972879,0.0032449500942755005,0.040406444822095766,0.03043186565462974,,-0.0274700011698481,-0.026338355855781703,-0.022979086169754526,,0.04268387630704362,0.013264590185088077,0.0153324558201271,0.0037243776604640733,,,-0.014837258828224398,,-0.007292978622436497,,,,,0.007208709630904531,,,-0.0017405035450664963,,,,
6,0.014888877948807,-0.02135984773276911,-0.0018718421254175777,0.06532723580935995,,,-0.019700691103489598,-0.0006079480846392649,-0.029830091263141956,,0.007781164306397859,0.007114242583212471,0.024615627106902016,-0.0021199332712097396,,,-0.02067057303651998,,-0.012954929448964592,,,,,0.0025312743416300854,,,0.008352438347254298,,,,
7,-0.004668530266636273,,0.010833575067375367,0.05885740545249796,,,-0.003601116572860441,0.0035907138132866834,-0.033961616537019124,,0.013371394695651517,-0.00166224309391505,0.02302802288884842,0.0016964876594990352,,,0.000648109296596866,,0.0005325267823570456,,,,,0.01034455050814137,,,-0.0043029793355086055,,,,
8,-0.00468222127165685,,0.011677525121384091,0.05719089127769461,,,0.0022748872627456063,-0.0077969346122599426,-0.03792377756497611,,0.08994470554821987,-0.005002489355191542,0.024342153037902214,0.005588669174549921,,,-0.0032775544169003634,,-0.010436929316436805,,,,,0.0026784676803459084,,,-0.0046869485253878684,,,,
9,-0.009580004339459158,,0.004179771954776479,0.053943825703261616,,,-0.004597783905394115,0.034350975509824355,,,,0.009130342388744439,0.02567810468983156,0.014809701760412297,,,4.9803795835190456e-05,,-0.010190949242103065,,,,,-0.007355215435501494,,,-0.0013304264481953654,,,,
10,-0.023002858222189726,,0.007885957280292066,0.0678896370478248,,,-0.0029607393645754154,0.0771600071928158,,,,-0.0016841822709781074,0.025679558540991465,0.013949499600075965,,,-0.001971157553081415,,-0.020086501073909746,,,,,-0.0053909680781144,,,-0.008003908626315837,,,,
11,-0.008448178203080303,,0.012257367691273613,0.06204718086887118,,,0.012122995116099267,,,,,0.015434773717610706,0.04208823707847231,0.009745192202213593,,,-0.002764123520420325,,-0.01447476422122751,,,,,-0.00395643063233303,,,-0.006207152322731946,,,,
12,-0.004301021609592892,,0.01960528086147173,0.055956530371189306,,,0.01831734070598867,,,,,0.022691586967580446,,0.006260120090922472,,,0.014318824230161065,,-0.017988928923889924,,,,,-0.009734964964700998,,,-0.003713482525096734,,,,
13,-0.0037695183204013993,,0.007839573260889576,0.062075773467478834,,,0.021644059199043886,,,,,0.021159258970514183,,0.012224089997054821,,,0.0064318296822685195,,-0.020604872412177677,,,,,-0.009568421798150484,,,-0.0023517629622121783,,,,
14,-0.012981573395363766,,-5.5133231099180335e-05,0.062038207129154754,,,0.023835266841878644,,,,,0.01208675877691201,,0.02658234799528647,,,0.008202198798764382,,-0.03060769935762586,,,,,-0.005247676396251955,,,0.005541859006381267,,,,
15,-0.03186971355528123,,-0.0023667620334151263,0.08264364695616133,,,0.019683287156095686,,,,,0.017554397392629983,,,,,-0.006131987744258494,,-0.025265262801483335,,,,,0.00020273114537888715,,,-0.007093940721012992,,,,
16,,,-0.003367259266049638,,,,0.019545853050624284,,,,,0.030530094679342645,,,,,-0.003298997621533628,,-0.018525245433476334,,,,,0.006503040507056468,,,-0.003316712087977902,,,,
17,,,0.028962705394351085,,,,0.017255480896342545,,,,,0.023474748551171265,,,,,-0.01408533998850392,,-0.01741977017080565,,,,,-0.006693908388921976,,,-0.008524167081547351,,,,
18,,,,,,,0.011886767891180039,,,,,0.014541165209926987,,,,,-0.014764991466638344,,-0.009827607421837303,,,,,0.01116893585082085,,,-0.010562245536661075,,,,
19,,,,,,,0.01209745908242632,,,,,0.03262479615288982,,,,,-0.013894907310638693,,-0.008900484121231456,,,,,0.003846157899085545,,,-0.017825152892352203,,,,
20,,,,,,,3.140193907058553e-05,,,,,0.0332652196797677,,,,,-0.012961304241958072,,0.008313808762849373,,,,,0.005829137588617417,,,-0.024794685318327292,,,,
21,,,,,,,-0.013743640036863125,,,,,0.04024778720630173,,,,,-0.012528902966843614,,0.01321572075555233,,,,,0.00986220707100477,,,,,,,
22,,,,,,,-0.023041043387938442,,,,,0.014592457690502658,,,,,-0.01698196668668528,,0.02066835698428915,,,,,0.014295744512529518,,,,,,,
23,,,,,,,-0.021720508503419778,,,,,-0.028184819723672372,,,,,-0.007176712249710615,,0.020293985136097037,,,,,,,,,,,,
24,,,,,,,-0.02702168939758076,,,,,-0.025788349456180693,,,,,-0.008715497921767179,,0.02233965580704056,,,,,,,,,,,,
25,,,,,,,-0.03248549581790394,,,,,-0.028619030917544808,,,,,-0.030789069286390358,,0.025497652398398518,,,,,,,,,,,,
26,,,,,,,-0.01930892668276507,,,,,-0.024141783900412217,,,,,-0.02573149016742482,,0.0330089082294347,,,,,,,,,,,,
27,,,,,,,-0.019326997022358627,,,,,-0.024411961491863754,,,,,-0.027927304526206065,,0.047437008492069666,,,,,,,,,,,,
28,,,,,,,-0.023385518209749545,,,,,-0.018517337665194256,,,,,-0.03498162271491645,,,,,,,,,,,,,,
29,,,,,,,-0.021637514681651204,,,,,-0.02464640632877757,,,,,,,,,,,,,,,,,,,
30,,,,,,,-0.00943904095180259,,,,,-0.023130751097724223,,,,,,,,,,,,,,,,,,,
31,,,,,,,-0.028593180070238366,,,,,-0.024919880397777372,,,,,,,,,,,,,,,,,,,
32,,,,,,,-0.04588397741899275,,,,,-0.017384928221434226,,,,,,,,,,,,,,,,,,,
33,,,,,,,,,,,,-0.014295215326748711,,,,,,,,,,,,,,,,,,,
34,,,,,,,,,,,,-0.007173796357207274,,,,,,,,,,,,,,,,,,,
35,,,,,,,,,,,,-0.009504339946564189,,,,,,,,,,,,,,,,,,,
36,,,,,,,,,,,,-0.023553257320427012,,,,,,,,,,,,,,,,,,,
37,,,,,,,,,,,,-0.02679413729837965,,,,,,,,,,,,,,,,,,,
38,,,,,,,,,,,,-0.028272178501612677,,,,,,,,,,,,,,,,,,,
39,,,,,,,,,,,,-0.03561376338740807,,,,,,,,,,,,,,,,,,,
40,,,,,,,,,,,,-0.03625055830812962,,,,,,,,,,,,,,,,,,,
41,,,,,,,,,,,,-0.010088459673372907,,,,,,,,,,,,,,,,,,,
