,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-10-01,2018-02-01,2018-04-01,2018-05-01,2018-08-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-06-01,2019-07-01,2019-09-01,2019-11-01,2019-12-01,2020-07-01,2020-08-01,2020-11-01,2021-02-01,2021-03-01,2021-08-01,2021-10-01,2022-02-01,2022-03-01,2022-05-01,2022-06-01,2022-08-01,2022-09-01,2022-10-01,2022-11-01,2023-01-01,2023-03-01,2023-04-01,2023-05-01
0,-0.013686673761385548,0.0029340948372054143,0.009752680607520325,-0.0036968019524730167,-0.006362439597789902,-0.029548288506518805,-0.07567085305551036,0.0058515321055931935,0.21601494710588098,-0.055458703505503415,-0.018593125628951768,0.001894951165287928,-0.023472758630575186,-0.0009129269580443466,0.014571423005365958,0.014626654078216283,-0.018016212594133663,0.020773073842155654,-0.025679112446840957,-0.003695535226589719,-0.012873639435007078,0.02241474578684155,0.017635299714892305,-0.018344438633366877,-0.023942124804078535,-0.0343351225548387,-0.015682619991197022,0.04468517711775011,0.08207166419764667,0.03964243429611969,0.006874414119497629,0.006438174724181067,-0.04234977090875347,0.05002081681009862,-0.024846492922419472,0.034327105602368846,0.0027551055085037746,-0.009141689341174375,-0.025652424819274877
1,-0.0007229674771117578,-0.03456815436810068,-0.0030246240199520713,-0.014425997448743733,0.007846956256992967,-0.027279739722892327,,0.007881679506421158,0.23918037101268452,,-0.05160526844646007,0.005115671858268556,0.015918266120534597,0.010924009572141236,0.014859482480290787,0.02340053532181141,-0.026922168932028256,0.04179317471392441,-0.016288840683769568,0.015164385169422978,-0.02534689574012905,0.0010421155930435688,0.013207738596380025,-0.008633091741913734,-0.028441950476974842,-0.030720006870136957,-0.019911471735170494,0.050092745554766616,0.06581049466606093,,-0.03332721232692659,-0.00330757312943053,,,0.011500827878839104,0.023139030864888888,0.005829346131441149,0.0016831114077980325,0.019531269474807544
2,-0.02381426156209121,-0.025253418570878594,-0.01907465962645638,0.01895324876651472,-0.007950731798133746,-0.02779586131509193,,0.006964615281764175,0.16782069718174886,,,0.031452605098775344,-0.001028814910993603,0.0016702766327740814,0.008029161667457707,0.013580685183823604,-0.04300837480984132,,0.00994917806826967,-0.012395626125410786,-0.03549274321360674,-0.009098687430496355,0.020957638123892508,0.006002685242132433,-0.037494830304880544,-0.03921599299517628,-0.0237143440462253,0.04133519894213222,0.027317839578205216,,,-0.0302250283227794,,,0.029660308270716307,0.07521462269262091,-0.0071921318737260265,0.009471148080806346,0.01720296813475297
3,-0.02440985089568526,-0.016100960824923405,-0.014553381164023271,0.012557826779009407,-0.00043557273304581715,-0.04651777385250133,,0.005042224811068863,0.1892831187256816,,,0.01948170799550475,-0.052305126030185,-0.008401573547369035,-0.002482866809526918,0.018405083530882216,-0.061861195869338026,,0.02502796035073418,0.0105073772233375,-0.05494489475070363,-0.014001133361397855,0.06947490806562495,0.003668552762380539,-0.03705280815974188,-0.02208137503392746,-0.04503276703708892,0.07018200283288856,0.05376590094817013,,,-0.012122573917183743,,,0.00402611925917995,,0.006557503430681955,0.0022953471266267678,0.037769485683010195
4,-0.01970013418245331,-0.04646249903798072,0.01322430261289842,-0.007928212106021792,-0.007482513930538091,-0.09419509340347743,,0.003240086851421964,0.208968257909514,,,0.016706699603148856,,0.0019391097836247706,-0.005278486723683251,0.055982331321586365,,,0.005707914240657086,-0.0003232792153662345,,-0.029818518425537732,,-0.0005691201021726933,-0.05459847910655302,-0.026596048091752394,,0.08022178998577445,0.07234364562246309,,,-0.018439076767720053,,,0.011607991454606115,,0.005294951262022174,-1.7202163414997695e-05,0.006198175486315627
5,-0.02541102745601964,-0.019690131785778497,0.009422411802675335,0.021614603536428856,0.003575005504384634,-0.07190606875453431,,0.004699210734358417,0.20304870837515598,,,0.01590197063799792,,0.025174364260642568,-0.07902350210199227,,,,0.02785916616660833,0.009506065008870301,,-0.03958152239308266,,-0.007450020041524841,,-0.03371895706110714,,0.07791145225823204,0.048421963940616486,,,-0.009227809126683972,,,0.02274295103716728,,0.002256632774441769,0.029863512023426575,-0.004954107807074948
6,0.03830617054364238,-0.028671726229540617,0.03517064569480688,0.05143583235400273,0.03009691312782572,-0.061452831272027275,,0.00555761015981826,0.17739992993039766,,,-0.003691751834370649,,0.02310028181219681,,,,,0.03967570616856664,-0.012293087891353416,,-0.014356688883983004,,-0.02690495349336164,,-0.023669266969790187,,0.08373458141483514,0.05602272687220866,,,-0.01730621641000507,,,0.024332523916323012,,0.011025469460698822,0.013571491589961904,0.008922772406169344
7,,-0.011706961725804987,0.01006627575055763,,0.030219462715003444,-0.031757507408509245,,0.006414189554751815,0.20477363721710895,,,0.0322570948123202,,0.03224769670619998,,,,,,-0.007081904979473919,,-0.027522161024492675,,-0.029248071469858417,,-0.026051269892545442,,0.07396777146141975,0.06525908944186742,,,0.00819311604617301,,,0.02413744700274112,,-0.00886315371429891,0.032464245524091384,0.009526964991765752
8,,-0.027997139817572236,-0.014207906895899569,,-0.0004274878931371552,-0.0370544890170188,,-0.41816907395845604,0.23638758905325807,,,0.02826557262772411,,0.0018839936017831516,,,,,,-0.014259322433905375,,-0.018693113454266275,,-0.013124074973056121,,-0.04747154606356216,,0.050759000023797185,0.0776915927602504,,,-0.016303200435376475,,,0.023890358626994512,,0.0055204510603319434,,0.002069175448524696
9,,-0.009174180847910662,0.011589529014242927,,0.004183733442006534,-0.04248923268601823,,,0.23618507204564287,,,0.03137101669860343,,0.00026378297605833545,,,,,,0.012999785336708314,,0.000947320392359785,,-0.01751020784557733,,-0.05682227555363714,,0.09258162300091222,0.0884327950719972,,,0.0005698859134364298,,,0.02867404697717202,,0.012769415844865684,,-0.01579265657862461
10,,0.03461232231910394,-0.038266596549033416,,0.0059261459706730045,-0.034457859553563175,,,0.2529703452118539,,,0.001742284302839181,,-0.025639372280059414,,,,,,-0.006190427451148395,,-0.0078092639848295065,,-0.011354871535384614,,,,0.1278986862423812,0.059715834687146696,,,0.02206655475433461,,,0.02978875914348489,,0.0043725537341234855,,0.00588833787008447
11,,0.028335381887790057,-0.06760997963497495,,0.02464667916963006,-0.04790723811075104,,,,,,0.002796444371301554,,-0.05210543820686131,,,,,,-0.009016741019721053,,-0.011877706677982047,,-0.022208622894753116,,,,0.13351698039696291,0.07429144467376236,,,-0.02165643786254723,,,0.006102579346411119,,0.025622194153880784,,0.0005582111344324403
12,,0.009266216172705732,,,0.03080891544250666,-0.05624535759800908,,,,,,-0.03613031388815724,,,,,,,,0.014667843717098172,,-0.010326550911075927,,-0.02271414114557002,,,,,0.05365520734870177,,,0.00048011616607634977,,,0.013268506123093715,,0.004970084944208253,,0.0021616040884300247
13,,-0.020232995638682638,,,0.022283564964372473,-0.06889238251767482,,,,,,-0.004009255343343732,,,,,,,,-0.03626056466518168,,-0.03283851750680089,,-0.014486157506715447,,,,,0.06491931856996525,,,-0.030498974596188333,,,0.03989327456410319,,0.02573333395243438,,0.015489844767668792
14,,-0.019164006232970543,,,0.09265039188316984,-0.07118209033317768,,,,,,0.016077642623206323,,,,,,,,-0.03863430775166954,,,,-0.008476453229736336,,,,,0.0801044633855108,,,0.009820045435971814,,,,,0.029151587614430596,,0.04542504452939422
15,,-0.02318972835377764,,,,-0.045659345522623074,,,,,,-0.020267161844760295,,,,,,,,-0.07339748237922361,,,,0.0034449055117513616,,,,,0.09758225160796785,,,-0.021379084567931805,,,,,-0.04014466274370854,,
16,,,,,,-0.04479226405785797,,,,,,,,,,,,,,,,,,8.354240599439677e-05,,,,,0.0803508458578257,,,-0.046334828072636114,,,,,,,
17,,,,,,-0.021575456283307037,,,,,,,,,,,,,,,,,,-0.003973247915135758,,,,,0.09101808151338098,,,,,,,,,,
18,,,,,,-0.014559359118075488,,,,,,,,,,,,,,,,,,-0.009469269136176184,,,,,0.1100843399712157,,,,,,,,,,
