,AID,annualYieldRate,annualExcessYieldRate,MonthlyYieldRate,MonthlyExcessYieldRate,annualYieldRate(non-compounding),annualExcessYieldRate(non-compounding),originalYieldRate,originalYieldExcessYieldRate,openingTimes,closingTimes,ATF,HTF,TF,SharpeRate(annual),SharpeRate(original)
0,600600.SH,0.02008319848260312,0.00981686415366925,0.005277675416666667,0.0026194662878787876,0.063332105,0.03143359545454545,0.02111070166666667,0.01047786515151515,0.803030303030303,0.0,1077.2324242424243,5482.472424242425,6559.704848484849,0.2514027043677167,0.20774427584062619
1,600585.SH,0.04781917226159537,0.006539099017411904,0.013616481026785714,0.0015035358482142877,0.16339777232142857,0.018042430178571454,0.054465924107142856,0.006014143392857151,0.6964285714285714,0.0,1030.7826785714285,6115.686428571428,7146.469107142856,0.5971984972185028,0.5217521270056922
2,600362.SH,-0.07038715803741497,-0.025383552471247857,-0.025002861388888888,-0.008770877777777774,-0.3000343366666667,-0.10525053333333328,-0.10001144555555555,-0.0350835111111111,0.8888888888888888,0.0,988.2488888888888,5198.142222222222,6186.391111111112,-1.453634442430943,-1.5405843293035808
3,600012.SH,-0.01356120811276229,-0.034411189951565425,-0.005160642282608695,-0.011864669999999996,-0.06192770739130434,-0.14237603999999995,-0.02064256913043478,-0.04745867999999998,0.8260869565217391,0.0,846.6865217391305,5930.256086956521,6776.942608695653,-0.28763067083887794,-0.31358462085350863
4,600548.SH,-0.005736107569159037,0.002301206241789197,-0.002685325384615385,0.0004990666025641009,-0.032223904615384616,0.0059887992307692105,-0.01074130153846154,0.0019962664102564035,0.6666666666666666,0.0,890.1589743589743,5129.472051282052,6019.631025641026,-0.11279020317709865,-0.1627081760787092
5,601398.SH,-0.05454108480739856,-0.00333825106283737,-0.01885729145833333,-0.0011990893749999985,-0.2262874975,-0.014389072499999982,-0.07542916583333333,-0.004796357499999994,0.9166666666666666,0.0,877.3983333333332,5745.750833333333,6623.149166666667,-1.9075681674362688,-1.9550625322162805
6,601939.SH,-0.002233274014472997,0.02318356208225105,-0.0012471352499999998,0.0072385717500000005,-0.014965622999999997,0.08686286100000001,-0.004988540999999999,0.028954287000000002,1.0,0.0,1188.295,5977.869,7166.164,-0.03223937354634296,-0.057226169693696156
7,600808.SH,-0.01439563723473675,-0.010119505180362967,-0.005242080961538461,-0.003617225384615389,-0.06290497153846153,-0.043406704615384664,-0.020968323846153845,-0.014468901538461556,0.7692307692307693,0.0,774.7515384615385,6245.007692307693,7019.75923076923,-0.311050641953765,-0.32946718926266993
8,600029.SH,0.12149458263295762,0.030394328479877115,0.033533675,0.007484326842105267,0.4024041,0.0898119221052632,0.1341347,0.029937307368421068,0.9473684210526315,0.0,1290.8752631578948,6324.252105263158,7615.127368421054,0.6906295085685564,0.6565728834479292
9,601288.SH,-0.012589149873232987,0.002717714860924657,-0.004417379318181819,0.0008508993181818202,-0.05300855181818183,0.010210791818181842,-0.017669517272727277,0.003403597272727281,0.8181818181818182,0.0,1047.340909090909,5271.338181818181,6318.679090909091,-0.5375497221557384,-0.5729255077811609
10,600026.SH,-0.036478221408207556,0.01649108130372142,-0.013330895258620688,0.005027327844827585,-0.15997074310344825,0.06032793413793103,-0.05332358103448275,0.02010931137931034,0.6896551724137931,0.0,848.88,4845.241379310345,5694.121379310345,-0.5350576666806358,-0.6290099068976966
11,600028.SH,0.010508179300330368,0.020144957820148558,5.8941388888888537e-05,0.005255041574074077,0.0007072966666666625,0.06306049888888893,0.00023576555555555415,0.021020166296296307,0.7037037037037037,0.0,887.14,5674.473333333334,6561.613333333334,0.08487814804157985,0.001550371084928009
12,600377.SH,0.0132695227254227,0.022046868531318074,0.0035704268103448284,0.006763835172413795,0.042845121724137944,0.08116602206896555,0.014281707241379313,0.02705534068965518,0.9310344827586207,0.034482758620689655,958.9789655172414,6544.748275862068,7503.727241379312,0.18054495443922508,0.1523520094412064
13,600115.SH,0.018137973004896123,0.01812679968742072,0.0027130613636363646,0.00399205734848485,0.032556736363636374,0.0479046881818182,0.010852245454545459,0.0159682293939394,0.8181818181818182,0.0,1141.7851515151517,3882.5048484848485,5024.289999999999,0.11473280631373756,0.06089352231458105
14,600036.SH,-0.00510991523882009,-0.011318423296762862,-0.002605559625000001,-0.0038794186875000026,-0.031266715500000014,-0.04655302425000003,-0.010422238500000004,-0.01551767475000001,0.775,0.0,1013.777,4515.317999999999,5529.095,-0.17700652058260985,-0.2682427499592517
15,601991.SH,-0.0017320155241482595,0.014043977456211876,-0.0016881873437500008,0.00446964515625,-0.02025824812500001,0.053635741875000004,-0.006752749375000003,0.017878580625,0.625,0.0,857.5790625000001,5259.1734375,6116.7525000000005,-0.040545050024582,-0.12041090506951752
16,600688.SH,0.09807461492330806,0.02583262496305146,0.029488630624999998,0.007468094374999998,0.3538635675,0.08961713249999997,0.11795452249999999,0.02987237749999999,0.8333333333333334,0.0,1136.7795833333332,5924.309166666666,7061.08875,0.9285469826693631,0.8843303168448157
17,601328.SH,-0.02631902692460275,-0.0023431789477711,-0.009186441052631578,-0.0008983586842105251,-0.11023729263157894,-0.0107803042105263,-0.03674576421052631,-0.0035934347368421003,0.8421052631578947,0.0,833.2526315789473,5832.110000000001,6665.362631578947,-0.7712419548701477,-0.8324738666144648
18,600027.SH,-0.01570030089949997,-0.022956612344592682,-0.005774162,-0.008386147166666663,-0.069289944,-0.10063376599999996,-0.023096648,-0.03354458866666665,0.7333333333333333,0.0,1062.996,4945.127333333333,6008.123333333334,-0.19532294553502952,-0.21627381857546013
19,601998.SH,-0.010655521592143646,0.03344720446522821,-0.004666698800000001,0.010524081399999998,-0.05600038560000001,0.12628897679999998,-0.018666795200000003,0.04209632559999999,0.84,0.0,1054.8247999999999,4930.4932,5985.318,-0.1475662124136562,-0.20372041338040792
20,600685.SH,0.04737943771281356,-4.5676685359814834e-05,0.012483728055555553,-0.0003613437962962937,0.14980473666666663,-0.004336125555555524,0.04993491222222221,-0.0014453751851851747,0.48148148148148145,0.0,1043.1629629629629,3673.223333333334,4716.386296296296,0.8197030463336105,0.6605524346767315
21,601988.SH,-0.03391037569183522,0.009193557140121392,-0.01169650703125,0.0029499742187500096,-0.140358084375,0.03539969062500012,-0.046786028125,0.011799896875000038,0.8125,0.0,844.2975000000001,4925.016250000001,5769.313749999999,-1.0444230791548943,-1.1055553018828634
22,601588.SH,-0.04310431127218233,0.016497188529590083,-0.0152611325,0.005176182499999991,-0.18313359,0.06211418999999989,-0.06104453,0.020704729999999963,1.0,0.0,1036.6511111111113,5033.041111111112,6069.692222222224,-0.7777163862219252,-0.839104692819806
23,600011.SH,-0.022095990620161272,-0.0043834926327505274,-0.00769875198529412,-0.001484318382352942,-0.09238502382352944,-0.017811820588235303,-0.03079500794117648,-0.005937273529411768,0.47058823529411764,0.0,702.449705882353,4975.761764705882,5678.211470588235,-1.6054690988777987,-1.652308147456988
24,601866.SH,-0.03654665425340104,0.007741473173020493,-0.012946215178571427,0.0023710930357142873,-0.15535458214285713,0.02845311642857145,-0.05178486071428571,0.00948437214285715,0.6428571428571429,0.0,756.5542857142857,5178.584999999999,5935.139285714286,-0.795212047477439,-0.880186857604096
25,601899.SH,-0.04372500648098882,0.017189415079507914,-0.016043802875,0.005428278374999994,-0.1925256345,0.06513934049999992,-0.0641752115,0.021713113499999975,0.6,0.0,373.4825,7084.979999999999,7458.4625,-0.8246183897943088,-0.9574502598812524
26,600332.SH,0.08816623354844268,-0.024429286384207636,0.025977875378787874,-0.009190620151515155,0.3117345045454545,-0.11028744181818186,0.1039115015151515,-0.03676248060606062,0.5757575757575758,0.0,1090.7757575757576,4661.632727272728,5752.408484848485,0.9619611880671938,0.817043857467418
27,601633.SH,0.1614415979294973,-0.009910319948401025,0.0505886525,-0.00346209375,0.60706383,-0.041545125,0.20235461,-0.013848375,1.0,0.0,291.31,8232.93,8524.24,3.1581250600259048,2.9484742851941723
28,600775.SH,0.021424405624230883,0.021996488203257385,0.00550589314516129,0.006533855564516132,0.06607071774193547,0.07840626677419357,0.02202357258064516,0.026135422258064527,0.5161290322580645,0.0,1121.0858064516128,2838.067419354839,3959.1532258064517,0.2417691242912006,0.19943920778848254
29,601318.SH,0.07960206050468693,-0.010967992291035867,0.0234534449137931,-0.003923795431034483,0.2814413389655172,-0.0470855451724138,0.0938137796551724,-0.015695181724137933,0.896551724137931,0.0,1141.257931034483,6853.693448275862,7994.951379310345,1.6180652147309116,1.4532403449927012
30,601601.SH,-0.007726053713634218,-0.011724228400150269,-0.0028842824999999995,-0.003929507499999984,-0.03461138999999999,-0.0471540899999998,-0.011537129999999998,-0.015718029999999935,1.0,0.0,813.7866666666667,7420.47,8234.256666666666,-0.863052103804819,-0.958631031150686
31,600016.SH,0.02858414726775718,-0.010358311364671871,0.0085026396875,-0.0035933528125,0.10203167625000001,-0.04312023375,0.03401055875,-0.01437341125,0.625,0.0,1343.0175000000002,5300.213750000001,6643.23125,0.7897374154429763,0.7031446061470659
32,601628.SH,0.0027485163286868767,-0.005508746880379756,-0.0009410142307692313,-0.001971737499999999,-0.011292170769230775,-0.02366084999999999,-0.0037640569230769252,-0.007886949999999997,0.9230769230769231,0.0,1078.6326923076922,6248.660769230769,7327.293461538462,0.07764427097030699,-0.08053255503878497
33,601618.SH,-0.04214511881506795,-0.0067717410119112155,-0.014845271249999998,-0.0022777448214285683,-0.17814325499999997,-0.02733293785714282,-0.05938108499999999,-0.009110979285714273,0.42857142857142855,0.0,727.3921428571427,4516.757142857143,5244.149285714287,-3.4847000589491075,-3.648575647630571
34,601390.SH,-0.03521931600084616,0.014923259279244675,-0.012878077884615386,0.004695099807692308,-0.15453693461538465,0.0563411976923077,-0.051512311538461544,0.018780399230769233,0.6153846153846154,0.0,852.3946153846153,4451.83923076923,5304.233846153847,-0.6865836940367769,-0.7758239480533298
35,601800.SH,-0.09591224271756948,-0.00902238946760131,-0.03307985125,-0.003016554999999975,-0.396958215,-0.0361986599999997,-0.132319405,-0.0120662199999999,1.0,0.0,467.57,6778.605,7246.174999999999,-609.139362018201,-626.4743793643755
36,601992.SH,-0.0014809731923775549,-0.019658009093548257,-0.0014865512500000008,-0.006697700000000013,-0.01783861500000001,-0.08037240000000015,-0.005946205000000003,-0.026790800000000052,1.0,0.0,886.1600000000001,7386.115,8272.275000000001,-0.035211596665629605,-0.10462063597517438
37,601186.SH,-0.0054029722357089765,-0.01977990608689965,-0.002048857083333333,-0.00685265875,-0.024586285,-0.082231905,-0.008195428333333333,-0.027410635,0.6666666666666666,0.0,763.5283333333333,5618.778333333335,6382.306666666666,-0.1162226440951036,-0.12735516176366424
38,601766.SH,0.12274261628011089,0.0028004549171727344,0.036990313571428575,0.000870184285714285,0.4438837628571429,0.01044221142857142,0.1479612542857143,0.00348073714285714,0.5714285714285714,0.0,1038.8085714285714,5030.002857142857,6068.811428571427,4.738737844845738,4.340332075011678
39,601898.SH,-0.024328270989898808,-0.015382855193445828,-0.0085267175,-0.005483436249999999,-0.10232060999999999,-0.06580123499999999,-0.03410687,-0.021933744999999998,0.7857142857142857,0.0,901.9242857142856,5099.803571428572,6001.727857142859,-0.4323175499718263,-0.45477389715999483
40,601808.SH,0.0051924695995648265,-0.0035830620181913943,0.0010257755000000006,-0.0016152001000000011,0.012309306000000008,-0.019382401200000014,0.004103102000000003,-0.0064608004000000045,0.92,0.0,1074.0792,5217.1284,6291.207599999999,0.07948382409839377,0.04953164926223074
41,601919.SH,-0.03478378890942986,0.02274270386890748,-0.012299447647058823,0.007046230588235297,-0.14759337176470588,0.08455476705882356,-0.04919779058823529,0.028184922352941188,0.6470588235294118,0.0,835.3129411764705,4768.255882352941,5603.568823529411,-0.47769641295108667,-0.5498934597185429
42,600875.SH,-0.07852124358803406,0.0038984971561746642,-0.028407859357142864,0.0007461486428571422,-0.3408943122857144,0.008953783714285707,-0.11363143742857146,0.0029845945714285687,0.6857142857142857,0.0,810.2988571428572,5430.9259999999995,6241.224857142858,-1.0379800492046611,-1.2040499355430303
43,600860.SH,-0.0027432716732129045,-0.01854221649591377,-0.001964538942307693,-0.006426876538461537,-0.023574467307692314,-0.07712251846153845,-0.007858155769230771,-0.02570750615384615,0.5769230769230769,0.0,1057.096923076923,3448.3096153846154,4505.406538461539,-0.06388883451016161,-0.13385701495586927
44,600871.SH,0.10705180424433113,0.0028084551258169047,0.029414493571428574,0.0007701978571428601,0.3529739228571429,0.009242374285714321,0.1176579742857143,0.0030807914285714403,0.5142857142857142,0.0,1225.5094285714285,3522.698857142857,4748.208285714286,2.7016756363001515,2.2601993171996635
45,601880.SH,-0.046743190918326405,-0.026787228846573752,-0.01592259,-0.00920738375,-0.19107108,-0.11048860499999999,-0.06369036,-0.036829535,1.0,0.0,332.42,7137.35,7469.77,-0.8024380008129177,-0.8050492758267402
46,600874.SH,-0.023459776160669136,0.010984840249368487,-0.0085250537,0.002882319600000005,-0.1023006444,0.034587835200000056,-0.0341002148,0.01152927840000002,0.72,0.0,1075.85,4169.9136,5245.7636,-0.26320499435395983,-0.3037606840316617
47,601857.SH,-0.025880316535011993,-0.01161792471171201,-0.008890263906250001,-0.004017901718749998,-0.10668316687500001,-0.048214820624999974,-0.035561055625000004,-0.01607160687499999,0.9375,0.0,1023.7700000000001,6890.895625,7914.665625,-0.7426257478987708,-0.7552983003734547
48,601005.SH,-0.006065121505209635,0.03656370856753333,-0.004657882812499999,0.011245480729166668,-0.055894593749999985,0.13494576875000003,-0.018631531249999996,0.044981922916666674,0.625,0.0,993.4004166666667,4321.220416666667,5314.620833333333,-0.06451982991773413,-0.16231681267091924
49,601333.SH,-0.021827081084144315,-0.01814421495020761,-0.008172053043478261,-0.006137217934782604,-0.09806463652173913,-0.07364661521739124,-0.032688212173913045,-0.024548871739130416,0.5217391304347826,0.0,808.9930434782607,5146.4291304347835,5955.422173913044,-1.0049616250815048,-1.108606459196485
50,601727.SH,-0.02475404477914602,-0.019554809589149173,-0.00880735890625,-0.006618452499999997,-0.105688306875,-0.07942142999999996,-0.035229435625,-0.026473809999999987,0.875,0.0,846.13125,6486.599999999999,7332.73125,-1.0730009314636901,-1.1311355067037596
51,601107.SH,0.03665787493486201,0.019897325160298324,0.011154725441176475,0.006136102941176468,0.1338567052941177,0.07363323529411762,0.0446189017647059,0.024544411764705874,0.7058823529411765,0.0,984.7411764705884,5568.874117647058,6553.615294117647,0.540738313943149,0.5082611806847197
52,601111.SH,0.03957091328840374,0.01893216423574624,0.009705423457446809,0.005264370851063831,0.11646508148936172,0.06317245021276598,0.038821693829787236,0.021057483404255325,0.8723404255319149,0.0,1139.4978723404254,4982.997659574467,6122.495531914895,0.3887770833358242,0.3041385090828499
53,601600.SH,-0.017698744963829786,-0.0035050141023639735,-0.008855752413793104,-0.0013201943965517248,-0.10626902896551724,-0.015842332758620698,-0.035423009655172415,-0.005280777586206899,0.6206896551724138,0.0,935.588275862069,4076.7682758620695,5012.356551724139,-0.4763468510517181,-0.709022636937684
54,601088.SH,-0.0219361685906913,-0.007508727949521482,-0.007840100178571428,-0.002732910803571425,-0.09408120214285713,-0.0327949296428571,-0.03136040071428571,-0.0109316432142857,0.7142857142857143,0.0,855.3153571428572,6022.162142857144,6877.4775,-0.4725932203275506,-0.5176229960148945
55,600188.SH,-0.019887376148517873,0.005932824347684479,-0.008383399521276596,0.0012381654787234021,-0.10060079425531915,0.014857985744680825,-0.033533598085106385,0.0049526619148936085,0.5957446808510638,0.0,951.2006382978724,4516.685744680851,5467.886382978723,-0.23242233236124368,-0.3075697339824147
56,600876.SH,-0.0033997312091560428,-0.0077084808655383434,-0.0026709245833333333,-0.002610184583333334,-0.032051095,-0.03132221500000001,-0.010683698333333333,-0.010440738333333336,0.16666666666666666,0.0,591.62,4414.071666666667,5005.691666666667,-0.1799826586200987,-0.4175879197061643
