,2020-06-01,2020-07-01,2020-08-01,2020-12-01,2021-05-01,2021-07-01,2021-08-01,2021-10-01,2022-02-01,2022-07-01,2022-08-01,2023-01-01,2023-02-01
0,-0.08945720372498123,0.01322961194536787,-0.0872435383852106,0.010873766335871116,0.028616270442255454,-0.06311262715120902,-0.000889680387909042,0.00389473829151199,-0.0137972722863835,-0.018542764148638702,-0.0037981870737245904,-0.023670124493134548,0.007538749704594394
1,-0.0824074497551337,-0.0029052384271783804,,-0.01875630650700888,0.003303883883714942,,0.014394060121621033,-0.00709156292122759,-0.013705320149762557,-0.0669865993307473,-0.01855788170600514,-0.01746373214350827,0.0010698886234948302
2,0.010926297429624032,0.004224538580493986,,-0.020595519691597675,-0.007129540243776544,,0.006248383859101869,0.004111000514926744,-0.020545004104263853,,-0.037484439082548504,0.00752811355741434,0.005815682198332783
3,0.01826865599520011,0.015416176975076024,,0.006602580126955138,-0.010630955594477687,,0.015430461608437085,-0.020938129713621523,,,,-0.004056629127207501,0.017344111389883732
4,6.601953394302917e-05,0.03766815130198853,,0.03755900156265346,-0.0012677171874444504,,0.03432049329674647,-0.0017888053212311572,,,,-0.037582696507502344,0.026660110979485674
5,0.030153618165365215,0.040900170015220505,,0.06457151266562211,-0.041706925088626834,,,-0.020086688991685087,,,,-0.053297495201335865,0.003309894286122994
6,0.18003358815676584,0.002872317516852352,,0.06578402494719615,,,,-0.009261321509278497,,,,,0.0022958882419539806
7,,-0.0015496393545109122,,0.05659005565481423,,,,-0.010250747013044181,,,,,-0.01818704946087929
8,,-0.020334957109447105,,0.057495744664051385,,,,0.007050592895586405,,,,,-0.010044945225075763
9,,-0.005778791181159537,,0.052925322274225195,,,,-0.0018211869488451438,,,,,-0.025655427421176602
10,,0.02241664752390493,,0.03183067664853079,,,,0.04460856859201656,,,,,-0.016707014481379734
11,,0.013354671868383017,,0.05439819198556073,,,,,,,,,-0.026273396877217248
12,,0.046922671367660485,,0.13835395336447243,,,,,,,,,-0.022822333818793894
13,,0.06411364177711021,,,,,,,,,,,-0.038610721872317566
14,,0.0858180789116878,,,,,,,,,,,
15,,0.08343587839074185,,,,,,,,,,,
16,,0.07729040845129398,,,,,,,,,,,
17,,0.0410435546171688,,,,,,,,,,,
18,,0.026509506956931217,,,,,,,,,,,
19,,-0.04728763186931406,,,,,,,,,,,
20,,-0.040287174484313626,,,,,,,,,,,
21,,-0.06714522273448997,,,,,,,,,,,
22,,-0.037435107411491586,,,,,,,,,,,
23,,-0.11382542060713119,,,,,,,,,,,
24,,-0.08903291289017545,,,,,,,,,,,
25,,-0.06898003915566542,,,,,,,,,,,
26,,-0.061458153450035136,,,,,,,,,,,
27,,-0.030170676938365393,,,,,,,,,,,
28,,-0.03805107050582124,,,,,,,,,,,
29,,-0.03142771926828458,,,,,,,,,,,
30,,-0.10564164317002,,,,,,,,,,,
31,,-0.08879713476963902,,,,,,,,,,,
32,,-0.10708971462356498,,,,,,,,,,,
33,,-0.10941369583320304,,,,,,,,,,,
34,,-0.15966810872172132,,,,,,,,,,,
