,2011-11-01,2012-02-01,2012-04-01,2012-05-01,2012-07-01,2012-08-01,2012-09-01,2012-10-01,2012-11-01,2012-12-01,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-06-01,2013-07-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-09-01
0,0.07437163310677741,0.02927904212725796,-0.005144977755839442,0.012033737538185374,0.09868309579727397,0.025026227637447995,0.024687049629521507,-0.016845189668111438,0.03209226361037665,0.06317690277149346,0.048304532082718676,-0.03200314995911269,-0.12128922349412008,0.02402223759330102,-0.11197433860090938,0.036147579333667856,0.002053553037729028,0.0003520173412585592,0.020341074407353776,-0.006748603448963664,-0.016988809598947288,0.10020989918372614,-0.05874634118603783,0.065755043961639,0.027304552812668526,0.0024136214706418357,-0.027373091667618255
1,0.13233113816653175,0.012318122514413776,-0.07158478503687427,-0.01628282620251076,0.10415540045257465,0.010521005806312544,0.007669650685743878,0.023022689962222564,0.031297362100424664,,0.03653564432778866,-0.007490299550968693,,0.039360345248673934,,0.041222068523698585,-0.004589691552266295,-0.005911449549700798,0.022282306999206636,-0.04951075114929315,-0.04142076559978565,0.10888769828491807,-0.07142260887466367,0.09979528721543307,0.0566450317479914,-0.0013519096233505223,
2,,-0.0023581030026380567,,0.009937463255748735,0.1077713515689589,-0.018239075253029036,-0.05008282174173395,0.06716953917827162,-0.008233313446483592,,-0.01337283767039521,-0.002660411237799032,,0.03465468133704208,,0.014041382958389192,0.0021421988342082976,-0.015537116259999095,-0.0028944191916449036,-0.019150062320657302,-0.03344121364033888,0.08232805154157097,,,,0.0320172937895542,
3,,-0.026587463947719936,,0.032079073865096674,0.1363529222012838,-0.012126950293588123,,,0.010984910225234401,,0.0072439361174843064,0.001422570726453909,,-0.0008032207037476091,,-0.016835091808711233,0.05087298640901494,0.036263960472302514,0.002479669559941833,0.020377307335767814,0.007584886156916479,0.06456844653643934,,,,0.011823475808979467,
4,,-0.05329994127445836,,0.04418684370024284,,0.01963068160907344,,,-0.0070899787845011275,,0.011117330266740666,-0.001127406988024049,,-0.0007030144823043649,,-0.010888862485998185,,-0.010358148358925234,-0.025922630007455982,0.042811370715289954,0.03196284884862448,0.06950318391081511,,,,0.0034832740074097757,
5,,-0.010417681820611424,,0.026771272642043265,,0.044693607609146646,,,0.025988515228888787,,-0.04889478093595656,-0.0012866894536305296,,-0.05747444082486641,,-0.04989793068943538,,-0.015942751270314304,-0.03969002135355337,0.0026194962645416098,0.03054365110519812,0.0968361426513642,,,,-0.03098881896090333,
6,,0.02032577420611359,,0.05020987024364132,,,,,-0.0009503203555327744,,0.006952440969153706,-0.02123829580459935,,-0.01531135774089476,,-0.030355076885616228,,-0.021042377314587135,-0.02332496237019077,-0.03537556099291628,0.03167029294904304,0.07590183577636544,,,,-0.02915254176589155,
7,,0.01241004387324729,,0.01748947747369689,,,,,0.012871212812740396,,-0.017090910439138796,-0.03327014165815223,,-0.03038768274741699,,-0.01497776432035458,,-0.03989874832589191,-0.031431324163207375,-0.06759250994818444,0.034781364648907395,0.07784306062891932,,,,-0.00795757924727214,
8,,0.02133369697628229,,0.03078623545762138,,,,,0.03718102872267792,,0.006397632857766844,-0.0074674066706563735,,0.01053263670155724,,-0.05513864000522828,,-0.02842030113723748,-0.07833387215202947,,0.07236250809568039,0.07519455644061113,,,,-0.008739040213868066,
9,,0.02317679959347796,,0.018819181809187846,,,,,0.028381777805211783,,-0.023760996574466287,-0.08759455692200069,,0.03277350789970601,,-0.009654143737577225,,-0.036044322481989965,,,0.05193467114466281,0.05806208715616723,,,,0.006251594861620191,
