,2014-12-01,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-11-01,2015-12-01,2016-01-01,2016-02-01,2016-03-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2016-12-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-09-01,2018-11-01,2018-12-01,2019-01-01,2019-03-01,2019-04-01,2019-05-01,2019-07-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-04-01,2020-05-01,2020-06-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01,2022-03-01,2022-04-01,2022-05-01,2022-06-01,2022-07-01,2022-08-01,2022-10-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01
0,0.008633437561363033,0.015414955493451954,0.007273809767281092,0.010941616190973752,0.042429559537892514,-0.011802392904138426,-0.12293423260510017,-0.03770981599416112,0.022602391111404274,-0.001709893539170837,-0.028420160347146783,-0.0047478427239815435,0.038723100949328515,0.005099495831330014,0.02117121082308393,-0.007946401829024174,0.022529915408466383,-0.003918870285858134,0.03469082113977273,-0.019813101554549073,0.0022644174093782166,0.03031484635907744,-0.025839081535672825,-0.05068308348881434,0.005779524065637975,-0.0023684548495608304,-0.0070675998801328355,-0.0016015986850559383,0.006135325175496975,0.06831675226640921,0.01682697833282809,-0.01494897024863473,-0.013634250126634218,0.006728361469634736,0.010774776212109538,0.02459589003181617,0.002266368856417067,0.02114141278806947,-0.0037485203734581862,-0.019791040997430676,0.008003923037165572,0.0006944039066387464,-0.010903581040956345,-0.01721170876504874,0.004685815341791244,0.007561966220142491,0.00930446965949061,-0.003266040418163918,0.00014516722036272967,0.02191095529774778,0.0639352914780198,0.0035625653676509828,0.010007056932230363,-0.02272623085226888,-0.06181726861865222,-0.07176761446453561,0.026305767696892524,0.0014755588803634367,0.05911058435811922,-0.013497794435423094,0.016928469147012404,-0.004512118566037504,-0.006905738632305702,-0.020622523459469466,-0.010785221625544184,-0.012838014675064402,-0.003937852681521248,-0.019667322928213826,-0.006611824301793856,0.030556254713659303,0.04204292216054206,0.004122151821626563,0.015028679739668815,0.0241992015678818,0.0179534250135287,0.02293083541129004,-0.002022562293539476,-0.009649722294366114,-0.044885182184364325,0.0541903268345163,-0.015435562225482258,0.004582595052509575,-0.01782066542719818,-0.0006801158295566267,-0.019358054706119177,-0.013517833752579034
1,0.009840950961018669,0.018295542240664542,0.021608877620246547,0.006500134428129106,0.026992011245150938,-0.024196406252834368,,-0.08562746714477143,0.0447984984492199,0.007611627348609318,-0.02627620561332611,-0.04311723350348018,0.03695382665855207,0.026683891706027973,-0.029764492841334533,-0.038589939726059064,-0.013303868284658904,0.010807613367251001,0.013546176187446246,-0.02244228701084716,0.003261265322690665,,-0.020425499877755993,,-0.003865174891195089,0.013360629452522588,0.0018324553967756785,0.004923150436979551,3.9283584000182614e-05,,0.02967149982524342,-0.011218440674062302,0.013416390614178875,-0.03316644150795889,0.031389240895608905,0.01637870529011809,0.014398524592009743,0.02588432029265364,-0.0033619634433184054,0.0234613573360809,-0.015360646986121385,-0.008615057214118399,-0.03626827977354097,-0.022393763357445584,-0.009657133370650328,-0.007673465697336734,0.017193766285946488,0.007890875523556495,-0.007848008459233391,0.022898522074285776,,-0.001775064858558384,-0.01252607415151985,-0.0045731242041662234,,,0.0555820675696701,0.008022164622183858,,-0.022245568612484723,0.040326422510908344,-0.02004910383480274,0.004008364486632221,,8.055953585595077e-05,0.001524840664826277,-0.0061898810084022315,-0.018217285254756632,-0.009337112809166381,,0.026728594778894,0.0027357943815364827,0.016376648097336632,0.018675336890687788,0.010775728893010594,0.03420072783909722,-0.008351354696156,-0.008382107056477128,,,0.025103170083876858,0.0016169975388962143,-0.006190084157514875,-0.013896944003001455,0.006262372181530029,-0.01763407210858975
2,0.01954954876883197,0.0020642822064207422,0.03426910487463708,0.03293213628126632,0.02791740961611544,-0.04174318506777164,,,0.04533785515343702,0.01843286338211758,-0.025585723635265456,-0.045259729423210215,-0.0017709350468169127,0.028541390190989058,-0.04072742437412069,-0.04574138890537427,0.013356467866444621,0.003656468050570183,9.684360103179301e-06,-0.04059845291572839,-0.0006781489802967222,,-0.015846963881274823,,-0.015006343689732748,0.02289329041785315,-0.013012546364705724,-0.015360681293367096,-0.01357820718713354,,0.024548807304558995,-0.021735149593200553,0.01666292862905494,-0.04895800609464418,0.017847036046484188,0.005680565314197805,0.014215822027243474,0.014165955598513302,-0.0008753356953203895,0.008469104209700484,-0.017178520817329623,-0.0063133772615000805,,-0.03873074007228405,-0.006372855368219632,-0.017865878883971398,0.01480115591703024,0.02731820118737982,-0.0054093494101139505,0.006538175892473075,,0.007205911060977677,-0.006600575033270495,0.0022485665979470326,,,,-0.006126618281911078,,-0.019438228743025254,0.011390887781387082,-0.028515147848293676,-0.00710174917037687,,-0.009071702624050326,-0.007571786909781331,-0.022538238978998315,-0.0049617808539252906,0.019412415177297193,,-0.04283482050868592,-0.017472596960787623,-0.0035016504953666594,0.006844178686248981,-0.00038455890116573244,,-0.015742314777610122,-0.022596333614067543,,,0.025915967668216577,0.00545739334902029,0.009113422482300848,-0.023846121968874368,0.020172453290894232,-0.014952287419574939
3,0.03691319098905288,-0.011551047745086418,,0.015721659080840084,0.026519202857088642,,,,0.04014961846297782,0.022584776697265108,-0.027199821925422363,,0.023872304743341122,0.014134610030350825,,-0.04917696003328598,0.020054119602613607,0.006855705354934738,-0.005758921584677834,,-0.006955226191252661,,0.0001865349468705979,,-0.02257298649460826,,-0.010015772688214186,0.012026178850362612,-0.02886388454962696,,0.03112848397061896,-0.029832044813502767,0.04089358601562254,,-0.0012724193149522556,-0.0031349449137036967,0.012909254337947651,0.01228894328148289,-0.0017490081241364752,0.0076770190816888295,0.015707894851143545,-0.016086753917301327,,,-0.030158723565672396,-0.0198749602402275,0.006640718176243343,0.022028719754824788,-0.005152424255437715,0.0011952981432222787,,-0.0055379560993538135,-0.0016476179044220274,0.015335122155126335,,,,-0.010067334070944067,,0.00018647726570408807,0.017843870557886277,-0.047938763311502264,-0.0013293421176570064,,0.0020379928431650818,-0.010045901181006567,-0.013892582874730053,-0.008372150835299186,,,-0.04339265322184893,-0.028387201798509842,-0.011934754567773487,0.008808657302654233,-0.0080258319048232,,-0.02819824368984447,,,,0.04292657913312059,-0.01182080044909295,-0.03738424770529214,,0.037504898811297815,-0.005438990411723632
4,,-0.024655792466489856,,0.025370659339528062,-0.004819636908649505,,,,0.024418581513816373,-0.008782885303707522,-0.03251303201065037,,0.027914054206114258,-0.0015397608646118832,,,0.03425574870440595,0.04266048185737015,-0.006836499481476466,,0.008014815516467433,,0.010546382790356246,,-0.009809826038695624,,-0.0249032840532577,0.012039505651357585,-0.01366908622954699,,0.0283702532085659,,,,0.018649560968652112,0.0014919397412578306,0.020768012417525128,0.017550058885824504,0.006831473080792572,0.010123446889677812,3.4417473059322745e-05,-0.006390730436353548,,,,-0.02666366894135974,0.0221353233045658,0.009535112647858224,-0.005213930252796484,-0.02367238424049345,,-0.0117209110300176,-0.01341345800009508,0.025439256580235714,,,,0.0015476030537673324,,0.01910247745947613,0.028776128624581343,,-0.000559950825861133,,-0.01283754407155957,0.001093378561699554,-0.018820999618877954,-0.012479557537857566,,,-0.03607155700296438,-0.02439126786002932,-0.0035214833012096047,0.0231833505743122,-0.006475047740382767,,-0.020989993156419917,,,,,-0.004547096373404447,,,,-0.005948688877604857
5,,-0.03206295154858618,,0.03927971680460715,-0.01546093254439862,,,,0.04252737305666787,-0.036911467450573276,-0.049357198266010816,,0.015165606566087453,-0.007404192266807941,,,0.03571115009709347,0.05704142004054713,0.012074007816903931,,0.015000916188217861,,0.01798439021053544,,-0.0032470996913780414,,,0.008833627921855935,-0.01601749212285908,,0.03146086410193183,,,,0.019224944627961982,0.00418002680960039,,-0.02917203082092945,0.015504955946602506,0.019140747528415325,0.014769868867348102,-0.01184634741236959,,,,-0.004257708584559428,0.003800072362495577,0.029314076743613526,0.0024867776844788025,-0.0007862331407498813,,-0.0324272948632327,0.0011987605919494548,,,,,0.0029220030228400695,,0.05065821149994698,0.006391289306738379,,0.00015334083885942817,,-0.004102255861768045,-0.005130315189870727,-0.024165442268350157,-0.022636100625624822,,,-0.03538251017609806,-0.011176783338298524,0.0036319751228932606,0.023258319649603898,-0.027162396675445066,,-0.012834232982832594,,,,,-0.0042479673853583755,,,,0.0036150434877379456
6,,,,0.017797560517363115,-0.059594455441799754,,,,0.0398158282958162,-0.05819986159540558,,,0.04129435706971707,-0.026483063108471983,,,0.01615427716559159,,0.0007598136256181665,,0.008207884346104644,,0.010472420234074908,,0.009588066830910291,,,0.0023649511499643783,-0.010366665022188304,,0.047776685691545584,,,,0.02802725050188637,0.015959179435968585,,-0.037875712501930114,0.008944282886138577,0.0023247151482432837,0.014387683896321057,-6.272628738493435e-05,,,,-0.007952733021595382,0.027627477066336503,0.041643295008917836,0.0027465920093825424,0.02377910587893972,,,-0.02144309394754984,,,,,-0.00046224795882521263,,,-0.0008923362660571144,,-0.0028564098593313325,,0.008334678821293018,-0.0071598943092652245,-0.019636019142982075,-0.01905601314361194,,,-0.01115785234362665,-0.013757871554888723,-0.0074711502124846785,0.034530863051186245,,,-0.0030724928111971472,,,,,0.004254853883817411,,,,-0.005860244554767802
7,,,,0.02396047926261477,,,,,0.0372847886399289,-0.05326948046842728,,,0.03694332849297122,-0.0346642378855499,,,0.00957615795547584,,0.0027737257871383036,,0.005200180532248355,,0.016417184982918887,,-0.0003518197978678028,,,0.015254308014114981,-0.002761732768884917,,0.06381003708451916,,,,0.020480464553842337,0.020871209571771354,,-0.02815455480759177,0.011169162407036248,-0.002612683338860222,0.02840336476640326,-0.0017285781327765204,,,,-0.002551653757647543,0.027055929562915804,,0.015704927809642832,0.01782481501097133,,,-0.015369901318792678,,,,,0.006919897244380024,,,0.024518009654468376,,-0.006715063621984818,,-0.00960319513117347,-0.013328476196924788,-0.016153433197127365,-0.01859578455529376,,,-0.020218945350479522,0.011362028926992895,-0.013573450638533435,,,,-0.006463130031943987,,,,,-0.016213815796865205,,,,-0.007056519156971197
8,,,,0.020493434133803973,,,,,0.0418261124594127,-0.04209140223015795,,,0.04063115633368719,-0.029525657480401424,,,0.020985447837672755,,0.004419445658165655,,-0.027085298290883575,,0.0219961414828993,,0.00047546236591644586,,,-0.02386803735941112,-0.009900623352781412,,,,,,0.005270355119999515,0.027188478664778915,,-0.03366319696017073,-0.007706427553285877,-0.029188609583127967,0.01379433926279039,0.0002089622740919228,,,,-0.023215697104391086,0.0459088336754534,,0.020783952336467237,0.0114170762055964,,,-0.022529987303825827,,,,,0.006782041600528199,,,0.009613462427149777,,-0.012288952816744914,,0.005337383360550119,-0.016692310750984873,-0.02354008028449761,-0.007863102523612442,,,-0.020833442441707817,0.02062614111891614,0.0009112384022935682,,,,-0.01286917156390155,,,,,-0.013442756419727253,,,,0.012515184200966478
9,,,,0.03601036229218088,,,,,0.028613759299962127,-0.03673677280621246,,,0.02533017582634267,-0.010457586739608116,,,-0.04266039862315507,,0.006709029519551768,,-0.006012929403431677,,0.04766652593294074,,0.013747678219723225,,,-0.03172073550875254,-0.028917523351171148,,,,,,0.013556186063960807,0.036910020922902076,,-0.022680089752210475,0.0318173917875908,0.004658832294406778,0.012182971229803385,0.0002510281556886429,,,,-0.02557615617579989,0.03278933065663958,,0.03157666619897759,0.00387159964920214,,,,,,,,0.02054449354274146,,,0.014066463030887544,,-0.005574305850377659,,-0.0057775177026846425,-0.0003194661063277149,-0.01906368732285668,-0.008305726656718582,,,-0.021761487841111204,0.026230061523787374,-0.009588576252407721,,,,-0.007730838381361016,,,,,-0.0012780909441318933,,,,-0.00459009087980361
