,tf,tt,annualYieldRate,annualExcessYieldRate,MonthlyYieldRate,MonthlyExcessYieldRate,annualYieldRate(non-compounding),annualExcessYieldRate(non-compounding),originalYieldRate,originalYieldExcessYieldRate,openingTimes,closingTimes,ATF,HTF,TF,SharpeRate(annual),SharpeRate(original)
0,1,1,0.5040478781807992,0.054462104146709614,-0.0005258357083617157,-0.0003978691044627177,-0.0063100285003405854,-0.004774429253552612,-0.0005258357083617157,-0.0003978691044627177,0.9170595735257789,0.1749479665202717,279.53405584690347,2726.140020187058,3005.67407603396,2.796746724715164,-0.05585803322734958
1,1,2,0.01849916734604276,0.0029437527137524174,-0.0001628492158006091,-0.00010330209992069987,-0.0019541905896073054,-0.001239625199048399,-0.0003256984316012182,-0.00020660419984139974,0.934962729780024,0.19353891061889733,281.5652652688778,2742.2314758113307,3023.7967410802084,0.5727150316530608,-0.031048622162648656
2,1,3,0.0027344681269720543,-1.1076936503235699e-05,-0.00015522720091138242,-0.00015672793151658284,-0.0018627264109365859,-0.0018807351781989939,-0.00046568160273414744,-0.00047018379454974836,0.9364321502748074,0.19354541909318376,281.51071660164445,2737.4679851871824,3018.9787017888266,0.20092558718844042,-0.045506902724682746
3,1,4,0.0012115294141597046,-0.0001854453836877233,8.127264605842477e-05,-0.00012253619711885398,0.0009752717527010972,-0.0014704343654262486,0.00032509058423369906,-0.0004901447884754159,0.9472526228053835,0.19764084222662912,282.11113394842494,2753.000340529389,3035.111474477814,0.1290337357815453,0.025993796895157486
4,1,5,-0.0001189816377033704,0.00010261015522223427,-0.00018509315348655007,1.2999212886193139e-05,-0.002221117841838601,0.0001559905546343183,-0.0009254657674327505,6.499606443096596e-05,0.9488327914728557,0.20220944788816142,280.6821967524451,2765.8091028344124,3046.4912995868576,-0.016605623832363813,-0.06234452873413957
5,1,6,-0.00011225589299462466,0.00010725824095527568,-0.00012578295522662256,3.796274615931827e-05,-0.0015093954627194695,0.000455552953911819,-0.0007546977313597356,0.00022777647695590956,0.9467102566969537,0.20134255886119626,279.63365930095404,2769.5804075694514,3049.2140668704046,-0.022068441326131286,-0.04964344165358074
6,1,7,-0.0001448152795733164,0.00012393857694665517,-0.00012180927366489744,6.39402969211045e-05,-0.001461711283978769,0.0007672835630532541,-0.0008526649156542822,0.0004475820784477317,0.9363598619588263,0.19715285308841576,280.23321314918053,2751.747254862735,3031.9804680119155,-0.03860002550091922,-0.0557880276148157
7,1,8,-0.0001767972183335363,9.545408023856704e-05,-0.00013788195556302155,5.911269868441573e-05,-0.0016545834667562593,0.0007093523842129892,-0.0011030556445041724,0.00047290158947532583,0.93938836323899,0.19772059304031434,280.405907230213,2764.2663632813974,3044.67227051161,-0.06148987079120407,-0.07203405099615491
8,1,9,-0.00027224070314447264,3.355865100621982e-05,-0.00021443863682679137,2.2741066125964403e-05,-0.002573263641921497,0.0002728927935115729,-0.0019299477314411225,0.00020466959513367947,0.9428865011236547,0.20244261749287687,281.3862267958158,2768.5482077702823,3049.9344345660975,-0.11798913313888217,-0.12400928251918544
9,1,10,-0.0005853855222320061,-0.00015600326188423944,-0.0004925857939120431,-0.0001310196504800102,-0.005911029526944517,-0.0015722358057601224,-0.004925857939120431,-0.0013101965048001021,0.9351994144669895,0.19845331229674704,280.10071423846455,2754.0577178592766,3034.1584320977418,-0.44217020235267745,-0.44627863220376474
10,1,11,-0.0005041802400531466,-0.0001220917282980277,-0.00046400279730816874,-0.00011230800741845493,-0.005568033567698025,-0.0013476960890214588,-0.005104030770389855,-0.001235388081603004,0.9433738288181375,0.20274180078003923,281.1076666929197,2758.2261691661374,3039.3338358590563,-0.4544639052146571,-0.45616707861635597
11,1,12,-0.00037979701619776554,-0.0001081276405249365,-0.0003797970161977659,-0.00010812764052493602,-0.00455756419437319,-0.0012975316862992323,-0.00455756419437319,-0.001297531686299232,0.9491356066605899,0.20966611734870108,282.6654774849131,2744.3064331691794,3026.971910654092,-0.3867549888137582,-0.3867549888137583
