,2002-05-01,2002-07-01,2002-09-01,2002-10-01,2002-12-01,2003-01-01,2003-02-01,2003-03-01,2003-05-01,2003-06-01,2003-07-01,2003-08-01,2003-11-01,2004-01-01,2004-04-01,2004-05-01,2004-06-01,2004-07-01,2004-08-01,2004-09-01,2004-10-01,2004-11-01,2004-12-01,2005-01-01,2005-02-01,2005-03-01,2005-04-01,2005-05-01,2005-06-01,2005-07-01,2005-08-01,2005-09-01,2005-10-01,2005-11-01,2006-01-01,2006-02-01,2006-03-01,2006-05-01,2006-06-01,2006-07-01,2006-08-01,2006-10-01,2006-11-01,2006-12-01,2007-01-01,2007-02-01,2007-03-01,2007-04-01,2007-05-01,2007-06-01,2007-08-01,2007-09-01,2007-11-01,2008-01-01,2008-02-01,2008-03-01,2008-04-01,2008-05-01,2008-06-01,2008-07-01,2008-09-01,2008-10-01,2008-12-01,2009-01-01,2009-02-01,2009-03-01,2009-04-01,2009-05-01,2009-06-01,2009-08-01,2009-10-01,2009-11-01,2009-12-01,2010-01-01,2010-02-01,2010-03-01,2010-04-01,2010-05-01,2010-06-01,2010-08-01,2010-09-01,2010-10-01,2010-11-01,2011-01-01,2011-03-01,2011-04-01,2011-06-01,2011-09-01,2011-10-01,2011-11-01,2011-12-01,2012-01-01,2012-02-01,2012-03-01,2012-04-01,2012-05-01,2012-06-01,2012-07-01,2012-08-01,2012-09-01,2012-10-01,2012-12-01,2013-01-01,2013-02-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-02-01,2014-04-01,2014-06-01,2014-07-01,2014-08-01,2014-10-01,2014-12-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-11-01,2015-12-01,2016-01-01,2016-02-01,2016-03-01,2016-04-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01
0,-0.07818578124898617,-0.14353444659697434,0.0183084772330806,-0.01754155923079992,0.030676716488479916,-0.016969549286823038,-0.016568298892512878,0.011916459415028446,-0.07379961542318281,-0.010308105890628028,0.012165425201982938,0.02047601103190766,0.0012463578836988676,0.07788252794107109,0.031109859633715153,0.024483355654987937,-0.026804157179565413,-0.013321753815615511,0.030229500606103743,0.006124063467256753,0.016088724000468402,0.04781259749474487,-0.04303924587147501,0.008437136023703606,-0.11519961421477931,0.047527637390036626,0.008447985186506801,0.042851457641599144,-0.058346699888973785,-0.02743683485398407,-0.01434421873881453,-0.004249541194837017,0.02661866492041748,-0.014429615885082847,0.006469817974899206,-0.0011964925585832287,0.030080357556351633,0.02055056656837284,0.02219117440928986,-0.04844556239247752,0.006430287073384333,0.03848474913808975,0.14882582757165153,-0.007693974540361026,0.00037140562921464393,-0.0014255990441331967,0.03083710566338249,0.14119027110349358,0.024500223224400264,-0.08241013637789663,-0.0010060237375066894,-0.013644179641494003,0.02125320189014568,-0.07374038871866495,0.08166118020572566,0.1297775247434697,-0.017661599905326536,-0.02776560270186812,-0.05133065889405941,-0.06482162816733794,0.00018140406818534238,0.04114960514893107,-0.0337677668735239,-0.04693328233490851,0.02308887335098425,-0.029295432352590467,0.11388534468340494,0.008725378246967619,0.07467716620832543,0.0035275242962137243,0.008138984575735558,0.01347908487512528,-0.02800510043699722,0.013893851080900577,0.0017890854393235456,0.2037949296927759,-0.022319088700719858,0.03303503579120681,0.02940482721675758,0.024453729285118464,-0.0022004891407827465,-0.007797097004993869,0.0048233526075485145,-0.02546540488439697,-0.027391987965988074,-0.004154876529636642,0.006351858086277473,0.0007459606152400156,-0.022508435512790026,0.008253980471731759,0.03176453728810591,0.006527184604259162,-0.151380530713059,-0.07387896002774541,0.03004893081690696,0.08230478862425095,-0.0649091693312076,-0.00715381477318211,0.06625685884991006,0.03190484187877973,0.016111769027859157,-0.0238321718601322,-0.004767660804795848,-0.026655409458460788,0.02267785011316864,-0.03780256604229382,0.05251400692979791,0.010055528363347777,0.00622369120825661,-0.014655244701514358,0.011135564612111348,0.02253475959868978,0.03803579960627346,0.0584177481107262,0.01871592939157507,-0.14999684503168798,-0.039513573309773564,-0.0047695375286798125,-0.1772669554020716,-0.0819273175681079,0.0389171906337038,-0.024126475060916253,-0.03319717297244873,-0.09680072280886542,-0.13539593771964709,-0.0028831729651008775,0.0026532027952581583,0.005188886204745113,-0.0012207117109228616,0.0025771757979417,0.011312992237404007,0.03916523357933549,0.06352548060080565,0.006179061282763021,0.04403675280488617,0.046601931430509724,0.05388979195442478,-0.0029578885448682257,0.022167554332489847
1,-0.08573295220086513,-0.18080608413460908,0.030294319994101926,0.02080197195390765,0.025029107399842876,-0.03051162713811506,-0.025774184335299655,-0.0030325865196126345,-0.06950105918277671,0.011895839935854413,-0.001931131524072427,0.02980845731414472,0.011956050201959889,0.09479809737795208,-0.00432163186948431,0.1312583303720346,-0.05614167076815907,-0.0035799369430132844,0.015579846307950729,0.0020804982506367822,0.032935987958373325,,-0.08076847139346888,-0.0009682207123899444,,0.03874389905675102,-0.020649530834418506,0.06012600146672875,-0.04246590165843189,-0.017672870471842295,-0.04565457345389734,-0.022596090225984147,0.008256989209258103,-0.004455636298690224,0.010324876142974393,-0.0013185107394435014,0.014307700727935413,0.03700303394236837,0.04071800756408189,,-0.008789572791897848,0.015215931525692561,,-0.017428912675873764,0.0923833356275455,-0.08608194538867531,0.06198570851233687,0.3117917769389533,0.05734840820132403,-0.09471863671681868,0.01221231845485593,-0.005143488795213758,0.02192481794578005,-0.06812054129887835,0.196035364611866,0.1269086453607936,-0.03844892947225095,-0.0581415999299254,-0.04080545211833053,-0.011243279022490671,-0.003991446709091129,0.011434920479760913,-0.03822794584794087,-0.15202205789800027,0.05117320798405556,-0.050814022518336,0.13737934014042907,-0.003445369581069002,0.1971468719865248,-0.012284614277604078,0.05576375752572346,0.023052371873547917,0.02335311867217249,-0.0076767731595603905,0.007849558272654211,,-0.0013972952704326413,0.024421642918560194,0.047249362653961235,0.028939723850445964,0.017535559096734765,-0.014963545179172089,0.005317156983265958,-0.029594752680524028,-0.032650667946269585,-0.0066075456940644095,-0.02734026005875345,-0.03965151130932121,0.03102926593461619,-0.018070773625646464,0.10516711670197765,-0.030414070492319145,,-0.08106717706547584,-0.018724476361310582,0.07254447336657233,-0.06267797420514554,-0.03923648837044025,,0.043406470751500725,0.043065336591826986,-0.04643047068284478,-0.035091529533168186,-0.03886099653630026,0.0094426977708168,-0.014869693314837895,0.05411393087958305,0.00568911067183675,-0.03035524776107712,0.0026060134948248104,0.01772688200783884,-0.009811164450695409,-0.014737867069623878,0.09656972371352879,0.039556322263744725,,-0.051034354357768485,-0.005354942588424727,,-0.07517088007931338,0.024543434189476132,-0.06644373197449971,-0.09304034306805065,-0.17409085445646588,-0.13529375440268787,-0.00494368064424644,0.07963494399897253,-0.011313638381689972,0.014556893760132361,0.016396873165443582,-0.02969045420265859,0.010886455632510061,0.07306328135028961,-0.04372638270955487,0.04224335341186547,0.046136301263813406,0.0843718534703255,0.05854735586834581,-0.005684884281589864
2,-0.0806859971347243,,0.032847887680742094,0.0543864669019789,0.03204808364897105,-0.02910415062997862,-0.018653421327949227,-0.018936624424944204,-0.045687358936422395,0.041615956210744987,0.0015235391774386375,0.048345935206904556,0.05881790985768054,0.06321197246891774,-0.0027484116913019108,,-0.07947718298813788,-0.046182600996632184,0.016508630487046205,-0.009216547030906956,0.0013170673768107544,,,-0.0170922905464998,,0.03040328286542482,-0.04410903724739218,0.013708317650927171,-0.045802012115480795,-0.01901552233253745,-0.06986848761155562,-0.04032032882340637,0.0089441307605021,0.013181211629912648,0.06390296105213666,-0.01045099430271601,0.006152888467708673,0.030703501154282498,0.04098695720362311,,-0.0066800843050810466,0.03656887920738838,,-0.0014960555830489941,-0.08708267126800986,-0.04703916310248979,0.005648450205099187,,0.03082500326465254,-0.17102608483698412,0.0016579346417384677,-0.04602105247480137,0.050961234047717685,-0.059816504512566926,,0.138115172799668,-0.04496466738713875,-0.10044817077335333,-0.03657327523314413,-0.03561184560963504,0.07799317912615766,-0.0015755762853618682,0.11268328370793734,,0.051806812255499435,-0.020578475004286556,,0.0014151435564881965,,-0.03434717390341302,,0.03560643022978882,0.040965419154412874,-0.02879290759761144,0.011126043136156727,,-0.02342382775429175,0.01606087631454156,0.05782498810929876,0.010091577783045924,0.020930279774715732,-0.010163425058734132,0.0025748594478909315,-0.02396355900652747,-0.03309026115999836,-0.017081626166533637,-0.04534968425968677,-0.04467003772556,0.04952271860128421,0.029060000144886522,,-0.015890777785326438,,-0.09830284471776607,0.050542271900867575,0.07984452831457256,-0.05156145589745109,-0.05082238098689007,,0.06316604261028225,,-0.0328559272356701,0.010197274906881826,-0.03061078429976616,0.004407541643008772,-0.053766153742994316,0.02445342459669797,0.029800544102458915,-0.016433535349982653,0.004675806317128828,0.022042960928822408,0.010392216964865142,-0.009263314694448965,,0.046864990658540995,,-0.03994473690047662,0.012076648403711143,,-0.0734147640614129,0.049812927855194644,-0.10353035388330367,-0.19254902730145096,,-0.13529375440268787,-0.005533177787519161,,0.00669848542911311,-0.00356080869321751,0.025922259573659234,-0.0782413555960908,0.009151960467637499,0.0542281268582161,-0.052304478931227916,0.07051835617947577,0.03703591889587576,,0.04917640763446429,0.02984475262072317
3,-0.03692479581230551,,0.027082330411909883,0.0582837265753029,0.04859732607312084,-0.03200258766186004,-0.032022374144197396,-0.011664106325293522,-0.035786496685113356,0.022556274352810934,0.012662707727768563,,,0.07981312523243334,-0.03492933632236461,,-0.08969216044308725,-0.01508635537933467,0.006480150246225502,0.011460341942436898,0.00019867379970289756,,,-0.028667457420473774,,-0.007824520423364456,-0.025582115125504568,0.01526897530107818,-0.038074481307159125,-0.019708795204373075,,-0.0014247302417590563,0.018483598181453342,0.01420845935992876,0.0554228072111016,-0.00995853507454264,-0.017528330991263164,0.018627434024664546,0.015404951363732156,,0.0023027696201517456,0.07260260317259942,,-0.014753843827497337,-0.17782437041405189,-0.11551500539606363,0.04055804184733769,,0.059911553681385676,,0.011150135898463809,-0.07744674160067944,0.02076717427186181,-0.1322750477451442,,0.10082556254161268,-0.00611024859119344,,-0.10341158997470357,-0.032590622387664414,0.12644783527112602,-0.06597073659968045,0.00022530142593457647,,0.0937716580818243,0.05042308398076667,,-0.0007129242664394297,,-0.022396871882272795,,0.03849313338534521,0.12346829101633605,-0.03691837250249996,0.005600177845380694,,0.0013019283719135633,0.03166736890462585,,0.01649008657757267,0.009894400618921217,-0.01676112823168574,0.014455510147485473,-0.019686271505479525,-0.03296611475737676,-0.025688868890075267,-0.000657065966893966,-0.039385031635993606,0.06134536066089502,0.07284138465552559,,-0.005579095051963079,,-0.07309896598764998,0.01913498758228238,0.06392074029438621,-0.056683036747162685,-0.03810897408440994,,,,-0.04207290942456843,0.0078103610774907795,-0.10402286025654084,-0.03726407721636621,-0.04457079921683749,0.018488570607321453,-0.01225802700117895,-0.02500912806308675,-0.006569663732961528,0.008411532123931309,0.0028975656243692693,0.007606483350563575,,0.06647847799382811,,-0.04139679366210691,-0.02102705002052563,,-0.08441800904419638,0.3032160177893304,0.03033529079597752,,,-0.1351234720741764,-0.004649062336498089,,0.003199930424655717,-0.024132772391209478,-0.017823457918232588,-0.09127467892244656,0.029463141202119292,0.08479355210226602,-0.05226446074846991,,0.048772208170964504,,0.052001489457764505,-0.00445289835194107
4,-0.0060215904036779455,,0.035878262227062585,0.07529263035834588,0.049171275423623095,-0.10285193839938223,-0.011498245312558053,0.026875211979913105,-0.04391050598085089,0.02538508773375403,-0.0013663991855783486,,,0.06991825287143372,-0.025905000987922033,,,-0.01925810607780354,-0.007261342863199793,0.02329758880765182,-0.016746157988966115,,,-0.008342531393387309,,0.01313313874195643,0.024888951653808056,-0.002476454400022088,-0.06731419611430789,-0.005136350084031349,,0.04521697799279044,0.009177386225212636,0.02426826427963169,0.05589829013239278,-0.075730877982145,0.022167978152196843,0.011817427542356984,0.027443117737473877,,0.010331414640752046,,,-0.03852372848357333,,-0.07706325131116931,0.41369043850308695,,0.0319258099858748,,0.09785027318457473,-0.10152111175186274,0.02207021923754038,-0.14101864840506462,,0.11463159678506496,-0.018420149250330392,,,-0.04599919363703364,0.06769993345548597,-0.034259734291785415,0.03251814036627754,,0.09887602157282871,0.06951034832781677,,-0.05498096637651084,,-0.01609819143713842,,0.04024305685939311,,0.008925720893407707,0.05419195180452252,,-0.024896916548620363,0.013121388246996268,,0.03441548073675049,-0.009710077314293297,-0.023202471971601968,0.010667930295040984,-0.009246835529646003,-0.03790028711798865,,-0.06381343419349783,-0.03867079090651426,,,,-0.06834946019847066,,-0.09491158793536214,0.06059824869177999,0.05754492592555094,-0.0007647004087698583,-0.018795530492289214,,,,-0.04045258160859655,-0.009259560947288081,,-0.015928199029072332,-0.019119598945012806,0.021167543087345586,0.021754980926077083,-0.030495214770418222,-0.013103091250101007,0.03433396119664267,-0.037261243263505994,0.03776624085018121,,0.09187140659508386,,0.015837768069267177,-0.0578204048154356,,-0.07842600393724153,,0.06394905330890888,,,-0.13515752622027188,-0.004845464896909402,,0.02088247809590016,-0.018426179865558723,-0.04709552447522902,-0.10573583459386926,0.049476957342702466,0.11029748533310846,0.013685954520096244,,0.048028000680333305,,0.06422118215723405,-0.0050741133128083815
5,-0.11615684285867728,,0.030272080708450666,0.08577987346302773,0.032419851891205664,,0.007857736514659708,0.00971260086509712,-0.03621490345216438,0.02546342694256798,-0.0058169785415511654,,,0.0949326805993147,0.04395420513639525,,,-4.4887600332832456e-05,0.004661571790751384,0.016009100513390835,-0.004934042466072708,,,-0.018121400835830026,,0.0012872733765017519,0.03693661858387731,0.03655503458312975,,-0.013172249190992025,,-0.033580913005928095,-0.008962605168538196,-0.011683389946543388,0.024757037355621847,,0.013039689030659773,-0.0012124096729321798,0.023991563599082888,,0.010831071137312964,,,-0.04786633025672982,,-0.10481248437198798,,,0.06112074723788086,,0.12272816655493157,,0.029713294039957927,,,0.08028222287528008,0.004240793622654532,,,-0.025722282829467646,-0.03145532818683194,-0.031892200597997133,0.11048822854670926,,0.056472253855145205,0.050331493253420456,,-0.03996642496166425,,-0.02286837901098071,,0.019576042576089914,,-0.016377744431038233,,,0.021664887679462064,0.01157685882207371,,0.03552632038996406,0.019900512383443036,-0.005329489037887436,0.01820085858578424,-0.018015703188508425,-0.026770000502518876,,,-0.011603847593460337,,,,-0.025281807994503636,,-0.12200617404649128,0.06635232489271758,0.03366273284316801,-0.1036327823720522,-0.03557553798558566,,,,-0.01604191358342766,-0.007316883240597205,,-0.04772967711068005,-0.03636653273273216,0.030697812290671034,0.013797736472740185,0.018334185732395314,-0.014350617011752442,,-0.008263077804478658,0.014431035689924654,,,,-0.021408146685236495,,,-0.08842349377809788,,0.12136511863068922,,,-0.13549813147910383,-0.002719822316235465,,0.06065231318286979,-0.0442505583767121,-0.08254746073885899,-0.09069480920722306,0.03590393736868552,,0.021721080475116672,,0.042484349561578094,,0.05138628216042318,0.000190113552758997
6,-0.10540228907847543,,0.08340128384390999,,0.03756097605678854,,0.016641433571060738,0.0031514111255744326,-0.004870983976189791,-0.0004460943603297185,0.00989115642152072,,,0.08964704336033835,0.03730629046997125,,,-0.008894896490169946,0.016382037160494023,0.020040632862148473,0.0012560612475325805,,,-0.03175123480274189,,0.02622842508718537,0.005508058328696108,0.02422535599039055,,-0.03300916124386988,,0.017711398448624835,0.01775860051682787,0.023453894403284048,0.01675600993620474,,0.007313654703671069,0.04208767456692114,0.028748877330320666,,0.02411181784957428,,,0.04703054374203797,,-0.09711179817557491,,,0.035654371643381366,,0.11811056618353888,,0.025457084035445554,,,0.17668306428072633,-0.06530277175286023,,,-0.07664937229850888,-0.09817231710338481,0.029386353295921097,0.02313678272176012,,0.07455880282937732,0.04088164159618035,,-0.09692832259585726,,-0.009124313884125157,,0.07637125536942191,,-0.021680871876281982,,,-0.02769849133832203,0.013709711261676638,,0.07842932748365461,0.022730279859034086,-0.0025315030541583905,0.035156233699445094,-0.020161623583477617,-0.03775328677009138,,,-0.02951695001767618,,,,-0.0558080255452752,,,0.1007925274640733,0.07769456134970132,,-0.028762949558851503,,,,0.001842795381219453,0.007537896436977554,,-0.015508064087764006,-0.03151340809368697,0.03423284156267414,0.00576542015440662,0.015159260954811515,0.002087758534870532,,0.05198453820588367,0.030819951942692603,,,,-0.014520994853140845,,,-0.16641425769321794,,-0.0021291975248018957,,,-0.1170855075801055,-0.003373385073352164,,,-0.023892015709150893,,-0.08735286743897164,0.08831585873327347,,-0.00798286645365387,,0.09581997913356122,,0.053194076868744,-0.0022867353540402258
7,-0.11371985840177518,,0.08002832514939051,,0.0487520141205412,,0.006157869750592848,0.03148466239310227,-0.001488554290026478,0.011309943371957232,-0.009149614563161323,,,0.056918042331923546,0.13080835626015075,,,0.0006644045273299648,0.02566359364382742,0.03315512229018653,0.0024472664881535766,,,-0.023940061306552907,,-0.041941476982717385,-0.017277412035638484,0.016210994351514907,,-0.04733414925863211,,0.011322743037163949,-0.028479456176503326,0.024874970529826124,0.024879631446740325,,-0.009650776705416697,0.03370707783025256,0.02776667958407869,,0.008404993485859658,,,0.07375092134152761,,-0.06843073302789171,,,0.030860573279701042,,0.08226744735918601,,0.002319224386972296,,,,-0.09565196859779088,,,-0.018172885620391765,-0.008811444933755741,0.08078058443034564,0.01255178175414895,,0.15494108328501233,0.024028832752737372,,-0.045057830668383314,,-0.015272757816182425,,,,0.009604449947363758,,,-0.005180866407725748,0.040154910649645714,,,0.009093919342047618,-0.001367133343785687,,-0.0277903266621371,-0.033600430550032145,,,-0.03403686322949273,,,,-0.042178284131318855,,,,0.08284485979940381,,-0.030681430213576166,,,,0.010643367692562355,-0.03129389027348195,,-0.01985097522000462,-0.028779169253851156,0.007884557162930683,0.01710508335243055,0.028596559017453616,-0.010399197944177208,,,0.03292034966237223,,,,-0.020926505173370247,,,,,-0.013354395653542905,,,-0.10198273939434899,-0.003553189740584939,,,-0.018758616339585643,,-0.12020181326998247,0.08195642468629266,,0.002570754841073386,,,,0.08835325889201129,-0.0015838453555195864
8,-0.09919343279984566,,0.10877216141104551,,0.037767320828660966,,-0.049556190274191,0.07175316574249496,-0.009008974400973813,0.04765294718981705,-0.018633051244181686,,,0.015641977938694263,,,,0.030252293474571146,0.016970870477849676,,0.050418935617986216,,,-0.01708412203733467,,0.011661875282540757,-0.006874821128928121,0.003475095699064068,,-0.008030289937667634,,0.02314083733465226,-0.0004747347806012825,0.016490631860785587,0.0006849028596835893,,-0.016280373616403776,0.030797387844546997,0.015714412614169115,,0.019570972946244658,,,0.027943968962498067,,-0.08826357017148401,,,0.04784553915715695,,0.1711064734132517,,-0.02852117263639098,,,,-0.08025827713249853,,,-0.05034725380134253,-0.042764173499513225,0.09839932306346522,-0.008384743502805159,,,0.025536858854177558,,-0.0682593272363814,,-4.644474248505226e-05,,,,0.02386852163549813,,,0.030017816429924737,0.04200917661396564,,,0.03150944151407242,-0.021568306838997797,,-0.026718431607108295,-0.029440373628999872,,,-0.046674964367177996,,,,-0.03381498926064064,,,,0.045395166579602186,,-0.06455288576381446,,,,-0.010294871333666467,-0.015627630528824654,,-0.01882419323538226,-0.0066502845844915726,0.06566273554051583,0.016738417360666946,-0.00752357276875637,-0.009126659674982052,,,0.044967920852542864,,,,-0.02759625735647342,,,,,-0.00706512023066308,,,-0.09016029650844926,-0.004223655739552745,,,-0.007904640297654586,,-0.12366444462166948,0.0303451679044468,,0.010453648185740239,,,,0.07544697471568362,-0.002298373417168098
9,-0.08778124257076075,,,,0.03185197595652711,,-0.0329817135052779,,0.03904474459615059,0.01862020044137669,-0.019795651532007463,,,-0.02540344253886484,,,,-0.00444929129609184,0.02291333961038239,,0.01156795544980399,,,-0.0015059745939532965,,0.04627246192696621,0.019058226985917748,-0.019212053910119598,,-0.032699820466944196,,-0.014620238713123027,-0.01899006693402927,0.050903853107621466,0.0006849028596835893,,-0.03292846157476237,0.04405221074355253,0.011249295802586157,,0.04274126222232466,,,0.03031859508104151,,-0.1199749458154864,,,0.0021113929514551266,,0.18215848231284304,,-0.011512341147667193,,,,0.014586375723480122,,,-0.1279164298437503,0.07032243342151956,0.05086225165594005,0.006392976022288943,,,0.001513233907438405,,-0.06468399346370557,,-0.004161813465991315,,,,0.021914062259263067,,,0.023631446172789783,0.020966588274468956,,,0.022989371817000448,-0.01324389700873807,,-0.034514240817828945,-0.028760281868685844,,,-0.07032273210932782,,,,-0.045404551153170325,,,,0.06549961914703961,,,,,,-0.026885488812705582,-0.027330182679067394,,-0.023862910347507926,0.028965801388721846,,-0.002143302640032707,-0.007306186411450921,-0.004314773459485166,,,0.04241317457106919,,,,-0.08420123990307182,,,,,-0.008658754189083684,,,-0.0905510487114024,-0.0035041488977265445,,,-0.06614710301147197,,-0.12432544585325433,0.07388048675474462,,-0.004954232823817906,,,,0.021793859204395583,0.006064239002228189
