,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-02-01,2022-04-01,2022-05-01,2022-06-01,2022-07-01,2022-10-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01,2023-05-01
0,-0.021065878427049878,-0.016135605071407433,0.024661206958915383,0.046025175495668424,-0.009470005937657566,-0.0916512135262344,0.025288959172950598,0.01527219849670347,-0.01701580958769977,0.009641008806769769,0.020673720171445087,-0.0181567390981483,-0.010470215944841321,-0.004142585789603359,-0.03637654596146439,0.01415809762098963,-0.057251118210054464,-0.04825836059110422,-0.016924609981121774,0.0908299928206715,0.001019343981640608,-0.005028873513492016,0.03379401289070616,-0.012296039795216762,-0.0353355445841661,-0.01911462560994992,-0.1359009785441947,-0.015986678679830835,-0.01307980085559457
1,-0.05804692320171512,-0.03050285974895095,0.0234948442933387,,-0.018825935521734616,,0.009530969388364063,0.0160618877724783,-0.022895914527548467,0.0014067315530206237,-0.0019829124621559835,-0.11592334785110747,-0.04809649832370777,0.0023208753945960225,-0.0465309498221233,0.0183348580592142,,-0.012469759891270193,0.00330364258324245,,-0.01770116752915185,-0.008471915437022304,0.038197132064063055,-0.0022586322735083098,-0.03330936050387756,-0.012540061610033959,,-0.011520982699696702,0.011942858792561406
2,-0.05282410654900849,-0.04245590633978091,-0.008195513858886727,,-0.029935309756709216,,0.0011259669355561108,0.01721427387495833,-0.0042686034493795155,0.013420476898966083,-0.015046873888615142,,-0.044348972910339235,0.0022729695096472824,-0.04806353807211766,-0.011749124685175971,,0.02450938255817725,-0.012651291992373581,,-0.01929655947004183,-0.0033138735476692105,0.035830590291782816,0.032108912032192904,-0.013880444245354395,-0.02785724823972613,,-0.002277618472709797,0.03584670357700359
3,-0.034938967197172044,-0.04326469046022918,0.029187741490768637,,-0.0278338915507792,,0.005502754946173027,0.03355205103848746,-0.016295584104268457,0.008692030006025586,-0.008794606775693214,,-0.05866948343357237,-0.016364487187434662,-0.03964352714467195,-0.008205791931505058,,0.1023267994163497,0.0014894368133564484,,-0.035819444525919675,-0.01919785734478996,0.0446560567603278,,-0.01024988279933603,-0.04116865043541629,,0.0022883760479559534,
4,-0.03363200884447881,-0.029137268356723922,-0.008539500810797573,,-0.043053954085268575,,-0.04195729498619105,0.01634405565971342,-0.02371928035987736,0.0017641043056575434,0.0052454712391618585,,-0.01300204491447099,-0.03476729082891339,-0.028569887675023053,-0.01614302374947041,,,0.0017337682362323914,,-0.023024144381341705,-0.020623978697820178,0.06386801339441095,,-0.025070148268421133,-0.03093078315440212,,0.024481924659440324,
5,-0.04996073971623316,-0.07079085040745037,-0.007385627808454309,,-0.035486408413856196,,-0.04347411330318662,0.020674613138960574,-0.044229861587261166,0.015676058558711237,0.007216380074236195,,-0.004488409016515593,-0.028719144207259184,-0.035149993806617486,0.0005536900659075528,,,0.008436746641272252,,-0.014917495504347178,-0.01696538369331968,,,-0.023577939268048076,-0.028004081584152685,,0.032073398468531966,
6,-0.07096305708351691,,-0.011359740452157485,,-0.001233759105963017,,-0.07044339182621018,0.00021720476045405945,,0.001755990551348674,0.017218168990939642,,-0.007302955650861698,-0.02741302137470214,-0.04144829582901427,0.02774998512505089,,,0.017953609899553635,,-0.017248812932325164,-0.01617749641618893,,,-0.03746890325154795,-0.01549076420250084,,0.03733747770050444,
7,,,0.011164643253052997,,-0.0234623289280107,,-0.04408245253296439,0.008781094522678057,,0.015516814185762229,0.006325968372915991,,-0.03804043230662746,-0.033144290163503065,-0.04127339237868538,0.013537645110294427,,,0.01310462968529258,,-0.02183842302250394,-0.01793328849980913,,,,-0.016207838569933353,,0.044751061675394777,
8,,,0.027062517350679105,,-0.021415035795306014,,-0.021596977843862053,0.014335204434473336,,0.019280985374844573,-0.0006865504361335262,,-0.01498840464121809,-0.04324360173395991,-0.051152948262658204,0.001868299191185585,,,0.05309245212044189,,-0.03752335410137375,-0.013407095653666268,,,,-0.020522299508038966,,0.028009875327750233,
9,,,0.01400927411760522,,-0.004354133255681569,,-0.018955021813352957,-0.004125340042036907,,0.02606535772817198,-0.007706194017838008,,-0.024331949073104653,-0.027951973496970872,-0.05927063882632727,0.0562737307928165,,,0.0452847285959217,,-0.02510051832413751,0.0030913989021970067,,,,-0.0168474732302335,,0.03354171445889742,
10,,,0.007646020761090444,,-0.030977162300767525,,-0.024105907051074293,-0.006901021960762588,,-0.004581392476677326,4.5205588947716535e-05,,-0.051843091174682776,-0.03683232280599524,,,,,0.06495120186590664,,-0.012430231776022316,0.013380463896408124,,,,-0.01756951734649781,,0.03139619417649886,
11,,,-0.005822619515653216,,-0.007111773717309866,,-0.022019850772381222,0.0014105590795718825,,0.006595663799277229,-0.006859503116541266,,-0.03722607402858902,-0.048143840371437374,,,,,0.039114731013151216,,-0.01472952164732022,0.011246701665201364,,,,-0.0273469563216151,,0.0322894068316959,
12,,,0.007139328023077596,,0.029774812123162464,,-0.026590633029383692,-0.008886125982899618,,0.012027636455473889,0.00545436081912376,,-0.008888381491527486,-0.0556249868110088,,,,,0.03508784858726255,,-0.006732069368383664,-0.03642695463543166,,,,-0.03706709531678665,,0.028687243465610468,
13,,,0.013237309391767926,,0.03666469411921103,,-0.02293733250263763,-0.0008244593237174414,,-0.01669404698191812,-0.01620532420808063,,-0.02399688188194249,-0.05473018997947676,,,,,0.047948413330078266,,-0.0160412056155681,,,,,0.001212314975005846,,0.057052210726464825,
14,,,0.015193196598741299,,0.01427827962387651,,-0.010194123926859255,-0.037695096512985415,,0.016491226008609416,-0.031077311436439548,,-0.027296980575211904,-0.05442905164364964,,,,,0.0742431203292131,,0.01730151664919366,,,,,-0.0017163725198412472,,,
