,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-07-01,2017-08-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-11-01,2019-12-01,2020-01-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-08-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01,2022-03-01,2022-04-01,2022-05-01,2022-06-01,2022-07-01,2022-08-01,2022-09-01,2022-10-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01,2023-05-01
0,-0.013686673761385548,0.0029340948372054143,0.009752680607520325,-0.0036968019524730167,-0.006362439597789902,0.04192385207432148,0.15579696371294283,-0.029548288506518805,0.004209022273076624,0.03589361021932769,-0.028038401112523204,-0.07567085305551036,0.0058515321055931935,0.21601494710588098,0.05308575892047185,-0.012225692266144783,-0.055458703505503415,-0.04300600107627561,-0.0028569625775327623,-0.018593125628951768,0.001894951165287928,-0.023472758630575186,-0.0009129269580443466,0.014571423005365958,0.03395093738107047,0.014626654078216283,-0.018016212594133663,-0.005149733542099355,0.020773073842155654,-0.025679112446840957,-0.003695535226589719,-0.07982820852059191,0.03937802256220113,0.019165308566094552,-0.012873639435007078,0.02241474578684155,-0.03830224486554279,0.0016219142019160415,0.017635299714892305,-0.06938851833481108,-0.018344438633366877,-0.023942124804078535,-0.004618238624824911,-0.0343351225548387,-0.015682619991197022,-0.019581615383335915,0.038915734352496956,-0.045616786614759874,0.04468517711775011,0.08207166419764667,0.034313777902071685,0.03964243429611969,0.006874414119497629,0.010207871856832362,0.006438174724181067,-0.04234977090875347,0.05002081681009862,-0.024846492922419472,-0.00037657603813623375,0.034327105602368846,-0.01704687105553404,0.0027551055085037746,-0.009141689341174375,-0.025652424819274877
1,-0.0007229674771117578,-0.03456815436810068,-0.0030246240199520713,-0.014425997448743733,0.007846956256992967,0.03397880344280724,,-0.027279739722892327,0.012363828988816383,0.00970929642793017,-0.03217458010461893,,0.007881679506421158,0.23918037101268452,0.05658287853321009,-0.026415532605192915,,-0.022752203194249532,0.00968991713192402,-0.05160526844646007,0.005115671858268556,0.015918266120534597,0.010924009572141236,0.014859482480290787,0.009411011018066517,0.02340053532181141,-0.026922168932028256,-0.003555522360063179,0.04179317471392441,-0.016288840683769568,0.015164385169422978,,0.034824955429419546,-0.00799102387236239,-0.02534689574012905,0.0010421155930435688,,0.008173201048128576,0.013207738596380025,-0.013324720954414726,-0.008633091741913734,-0.028441950476974842,0.004727966967356445,-0.030720006870136957,-0.019911471735170494,-0.028007928384412573,0.01634362038732118,-0.0552915959044844,0.050092745554766616,0.06581049466606093,0.04285783506305396,,-0.03332721232692659,-0.0029600082860676835,-0.00330757312943053,,,0.011500827878839104,0.006062234433424907,0.023139030864888888,0.03733657975854765,0.005829346131441149,0.0016831114077980325,0.019531269474807544
2,-0.02381426156209121,-0.025253418570878594,-0.01907465962645638,0.01895324876651472,-0.007950731798133746,-0.0012051578691356646,,-0.02779586131509193,0.024305324781658477,-0.005953318886519732,-0.02633671091398604,,0.006964615281764175,0.16782069718174886,0.029711236466909208,-0.026296760912880135,,0.005158448222027712,0.018069272850938844,,0.031452605098775344,-0.001028814910993603,0.0016702766327740814,0.008029161667457707,0.023667557258926664,0.013580685183823604,-0.04300837480984132,-0.028373657639427563,,0.00994917806826967,-0.012395626125410786,,0.048650991807987154,0.017004440385998798,-0.03549274321360674,-0.009098687430496355,,-0.024718535521553342,0.020957638123892508,-0.03130407599295548,0.006002685242132433,-0.037494830304880544,-0.001026138515359043,-0.03921599299517628,-0.0237143440462253,-0.06979848862873217,-0.006562086611998974,,0.04133519894213222,0.027317839578205216,0.032155104584629335,,,-4.334229567426462e-05,-0.0302250283227794,,,0.029660308270716307,-0.0038369230218326944,0.07521462269262091,0.029157870639213712,-0.0071921318737260265,0.009471148080806346,0.01720296813475297
3,-0.02440985089568526,-0.016100960824923405,-0.014553381164023271,0.012557826779009407,-0.00043557273304581715,0.010060779260827601,,-0.04651777385250133,0.042711049604937656,-0.02145961677208197,-0.03988831408210469,,0.005042224811068863,0.1892831187256816,0.0392065265841508,-0.08165225909099583,,-0.017153623958734876,0.03910004914272669,,0.01948170799550475,-0.052305126030185,-0.008401573547369035,-0.002482866809526918,0.018171985713300032,0.018405083530882216,-0.061861195869338026,0.02291526211372119,,0.02502796035073418,0.0105073772233375,,0.07688613981903014,0.029772037740607438,-0.05494489475070363,-0.014001133361397855,,0.0004045075895291461,0.06947490806562495,-0.020609135565500925,0.003668552762380539,-0.03705280815974188,-0.015562851315722326,-0.02208137503392746,-0.04503276703708892,-0.03106571085147758,0.01660579681057739,,0.07018200283288856,0.05376590094817013,0.01646700224509612,,,-0.0026182658532700742,-0.012122573917183743,,,0.00402611925917995,0.013777731163710394,,-0.029159516013603337,0.006557503430681955,0.0022953471266267678,0.037769485683010195
4,-0.01970013418245331,-0.04646249903798072,0.01322430261289842,-0.007928212106021792,-0.007482513930538091,0.002534992218274912,,-0.09419509340347743,0.027503338754311102,-0.031061723201277314,,,0.003240086851421964,0.208968257909514,0.007305954709752482,-0.09553443731863354,,-0.01856139260821621,0.0024471246562223214,,0.016706699603148856,,0.0019391097836247706,-0.005278486723683251,0.012255000139061778,0.055982331321586365,,0.02511695270045422,,0.005707914240657086,-0.0003232792153662345,,,0.02826549573989201,,-0.029818518425537732,,-0.013545680316725317,,-0.05006566380524191,-0.0005691201021726933,-0.05459847910655302,-0.00455502719353118,-0.026596048091752394,,-0.00848107694610789,0.013212499713363468,,0.08022178998577445,0.07234364562246309,0.01196028303454888,,,-0.009100204050608518,-0.018439076767720053,,,0.011607991454606115,0.008828913044786058,,-0.024972865312705927,0.005294951262022174,-1.7202163414997695e-05,0.006198175486315627
5,-0.02541102745601964,-0.019690131785778497,0.009422411802675335,0.021614603536428856,0.003575005504384634,-0.0069353303740000705,,-0.07190606875453431,0.03535382889733629,-0.05686883003072607,,,0.004699210734358417,0.20304870837515598,-0.001581767742330653,,,-0.02010952423247314,0.020663548401375742,,0.01590197063799792,,0.025174364260642568,-0.07902350210199227,0.02399210854872358,,,-0.0071768227464570344,,0.02785916616660833,0.009506065008870301,,,0.018343252487968975,,-0.03958152239308266,,0.004053868433680385,,-0.010453040577005801,-0.007450020041524841,,0.006895371213986423,-0.03371895706110714,,0.032385136289455385,-0.008799405753551315,,0.07791145225823204,0.048421963940616486,0.008341452410410177,,,-0.0031646863271221903,-0.009227809126683972,,,0.02274295103716728,-0.026437049911998356,,-0.06369190419714954,0.002256632774441769,0.029863512023426575,-0.004954107807074948
6,0.03830617054364238,-0.028671726229540617,0.03517064569480688,0.05143583235400273,0.03009691312782572,-0.0073240192013295236,,-0.061452831272027275,0.036352948559595255,-0.038086313189731325,,,0.00555761015981826,0.17739992993039766,0.01672886001793006,,,0.02114278858367946,-0.020937624945374544,,-0.003691751834370649,,0.02310028181219681,,0.023452704808994973,,,5.57778072600712e-05,,0.03967570616856664,-0.012293087891353416,,,0.0011788719615264398,,-0.014356688883983004,,0.007646663057736092,,-0.05831079350505197,-0.02690495349336164,,-0.002463803999911085,-0.023669266969790187,,0.03907670938161267,-0.008639888883019586,,0.08373458141483514,0.05602272687220866,0.014158959741293664,,,-0.008267377545760013,-0.01730621641000507,,,0.024332523916323012,-0.004644073492359402,,,0.011025469460698822,0.013571491589961904,0.008922772406169344
7,,-0.011706961725804987,0.01006627575055763,,0.030219462715003444,0.024750037828155325,,-0.031757507408509245,0.02400512577860292,-0.029290949104593178,,,0.006414189554751815,0.20477363721710895,0.035387434493205694,,,-0.005281067148776408,-0.006719116827068383,,0.0322570948123202,,0.03224769670619998,,0.026070784291348126,,,-0.01587503524716194,,,-0.007081904979473919,,,0.001089852941881908,,-0.027522161024492675,,0.02913843919491388,,-0.044378137550784125,-0.029248071469858417,,0.01828236889254653,-0.026051269892545442,,0.030765509188041218,-0.018054714148234896,,0.07396777146141975,0.06525908944186742,0.012481999986992953,,,0.006102541324967348,0.00819311604617301,,,0.02413744700274112,-0.002339236980434256,,,-0.00886315371429891,0.032464245524091384,0.009526964991765752
8,,-0.027997139817572236,-0.014207906895899569,,-0.0004274878931371552,0.01747514380437787,,-0.0370544890170188,0.0014803006996615409,-0.04469527912016158,,,-0.41816907395845604,0.23638758905325807,0.0388408857395135,,,-0.003694706426805361,0.0011007579434956227,,0.02826557262772411,,0.0018839936017831516,,0.038489312754083294,,,-0.017913263895602327,,,-0.014259322433905375,,,-0.009260914964083433,,-0.018693113454266275,,0.014121433151579765,,-0.03043016880711935,-0.013124074973056121,,0.03722918812353326,-0.04747154606356216,,0.02211772960258962,-0.0034197452641023807,,0.050759000023797185,0.0776915927602504,0.011765897240452183,,,0.02825697095045321,-0.016303200435376475,,,0.023890358626994512,-0.028090802528715875,,,0.0055204510603319434,,0.002069175448524696
9,,-0.009174180847910662,0.011589529014242927,,0.004183733442006534,0.029762536169331888,,-0.04248923268601823,0.016559433209333285,-0.025221899314907592,,,,0.23618507204564287,-0.0032916402202156636,,,0.02372116399700097,0.019554944769756055,,0.03137101669860343,,0.00026378297605833545,,0.03280942484196636,,,-0.01730112712193055,,,0.012999785336708314,,,0.006181530280316316,,0.000947320392359785,,0.034359831538950836,,0.009796381938540932,-0.01751020784557733,,0.05828075130399457,-0.05682227555363714,,0.008082111561579453,-0.010866426129764739,,0.09258162300091222,0.0884327950719972,0.014648127549091505,,,0.020525538321221504,0.0005698859134364298,,,0.02867404697717202,-0.02144179609391883,,,0.012769415844865684,,-0.01579265657862461
