,2002-07-01,2002-08-01,2002-09-01,2002-10-01,2002-11-01,2002-12-01,2003-01-01,2003-02-01,2003-08-01,2003-10-01,2004-04-01,2004-06-01,2004-07-01,2004-08-01,2004-12-01,2005-06-01,2005-07-01,2005-09-01,2005-10-01,2006-01-01,2006-08-01,2006-09-01,2006-10-01,2007-02-01,2008-03-01,2008-08-01,2009-02-01,2009-10-01,2009-11-01,2010-02-01,2010-08-01,2010-09-01,2011-01-01,2011-02-01,2011-05-01,2011-08-01,2011-10-01,2011-11-01,2011-12-01,2012-01-01,2012-02-01,2012-03-01,2012-05-01,2012-06-01,2012-07-01,2012-08-01,2013-04-01,2013-07-01,2013-10-01,2014-02-01,2014-04-01,2014-06-01
0,-0.016629034814704013,-0.07575260901903702,0.05018063311457799,0.012973344094335815,0.00019091977683960426,0.14200076877124856,0.082172234643628,-0.0734672368122049,-0.013793064836771451,-0.009124252500502417,-0.10237599354405535,0.04373193416123505,-0.01423631431681821,0.14354966152655368,0.02398140714779473,-0.04267650125240785,-0.025498366422672558,0.062431913130167827,0.00014450640426394434,-0.09854403507622767,0.027728215919842647,-0.007424771331329794,-0.00850891279628288,0.0008940645129543318,-0.0009174908704553397,0.0026411252786812667,0.00045970280794913054,-0.005847195219715662,0.008411964173138942,-0.015943467605872397,-0.0035910065554662918,0.03202231993472404,-0.03547099595327219,-0.010291537040774013,-0.0823330970800249,0.07564699430215915,0.04371092263196241,-0.009021945406883558,0.027449520790063242,0.028503773708970392,-0.03567921516544659,-0.06223598261835672,0.06961992058718836,-0.025068652532468982,-0.05797239805577248,-0.028009016136608444,-0.006408890294027247,-0.00843569419378587,-0.0017531013717895227,0.026083974932766374,-0.13733870772527856,0.09058333552255382
1,-0.06011081921945305,-0.13791409273958166,0.021830784094724942,0.008270651122888162,-0.013369834338230024,,0.0357743420216563,-0.13436971110482965,-0.008257054408122189,-0.0022830442802975748,-0.18967690667207915,0.10452382226627344,0.0020265664230247893,,0.013183352920148717,-0.053305573353504276,-0.03730360982775474,0.0203093840774613,-0.014766400825880432,,-0.05033129704916939,-0.007001714741201925,-0.008507894072992572,0.0005693013165950916,-0.004069496741811812,,0.0003408940088546475,0.035767781415050326,0.0016545539673389342,-0.024584314118897943,-0.02204777702889993,0.011670320176810467,-0.040252806325695056,-0.015937866053950533,-0.07773297176770488,0.01971093550021319,0.01295529214035912,-0.005283997500618642,0.12077108679240345,-0.04063535006343355,-0.059496920239427764,-0.09236099792575936,,-0.05395040908769311,-0.07476611425846591,-0.032574144922742354,-0.03948511063518939,-0.015171939168394155,0.02203023942656035,-0.0027045956093221246,-0.10968059814854048,0.09024445167944872
2,-0.15001742095701864,,0.029037028860847913,0.0449396243598319,-0.031868267503357806,,-0.0034783789545058674,,0.059754894986192575,-0.01484425001916101,,,-0.010233547660310593,,0.029080235509740482,-0.010936392963693364,-0.02502430247947103,0.04782168716171764,0.0011458780225095389,,-0.04943211685014892,-0.007318990403532455,-0.0075318377205248754,0.0011105147302496038,-0.004547279837379542,,9.971101307559849e-05,0.03441654109440673,0.018293787692191255,-0.03821520733510064,-0.00832909176503116,0.002060713674369996,-0.045073298644825455,-0.016656437992586093,-0.09683897438756883,0.07336610683550404,0.049418730869712046,-0.017350735253926775,,-0.05132697416612242,-0.06699975885867127,,,-0.04871758559135375,,-0.030830212351082964,-0.06008737503033229,-0.013575386571388737,0.014956395441767079,0.015866135228457035,-0.10945104788134907,0.09018282409492251
3,,,0.013009531919710549,0.04190236184882268,-0.009933264742144399,,-0.034504434243427085,,0.1606330668904954,0.02166313602905523,,,-0.011475396384511338,,0.03534085007772336,0.000984112317048147,-0.034318400079059175,0.05404992574760237,0.030250884240027698,,0.023441932749702632,-0.03521610560767996,-0.007850867871579764,0.0021822216885006573,-0.0003425710707663232,,0.00021647055619292144,0.032323649540533905,0.017721559364307193,,-0.020458632598800097,-0.005369996961771761,0.004629624768015095,0.016478930463021624,-0.11451849887775012,0.08641904017216051,0.029054327827035265,-0.04584497658072492,,-0.07498382224594202,-0.06300102927759998,,,-0.03083350349341607,,-0.023358119076164696,,-0.00578420252689793,0.000835761435921567,0.030219675017838066,-0.12930059097177704,0.09055253264556251
4,,,0.01290323368980828,0.03132096924833505,-0.02413203361017524,,-0.027860216136471383,,,0.0014233649689233685,,,-0.025203810821851858,,0.02989868786948452,-0.00684557733170571,-0.051157260355810794,0.0689229983465578,-0.029029976321624795,,0.0165816336062522,0.027250848653292525,-0.005643151551628325,,-0.0018153783095612996,,0.0007005220581736138,0.11064659160761192,0.006240201278443824,,0.028866304430951617,-0.009904309959497537,-0.0007464849147245101,0.13185145884820437,-0.08761968041465562,0.107883439481685,0.005069213300142983,-0.029599384260153294,,-0.08565412365409308,-0.04603249795150699,,,-0.025258689897232456,,0.015412903256955657,,0.0023092925481744686,-0.0032135757512641305,0.029960685937096443,-0.0721015385956818,0.09036769545579393
5,,,0.007375576266198447,0.05761220508825271,-0.0329648013577325,,-0.029974373689904965,,,-0.037365339096760986,,,-0.005146623515947968,,0.03967004018894549,-0.051909972806559235,-0.06057573552261722,0.04361068772444743,0.0010143423432669718,,0.014695260050374137,0.050279937031637134,-0.009441886401631489,,-0.002198395310224338,,,,-0.0017206560323121955,,0.018641568054102775,0.015237308915938552,0.015387175351427196,,-0.1045481767952996,0.09536052737389866,0.019368557612805037,-0.014329283574667118,,-0.064381200079769,-0.06268305416792086,,,0.04027029273115412,,0.014511518549079283,,0.011982657292227195,-0.0059890551101221545,0.011896025230752283,-0.14493168455421612,0.08851744206004986
6,,,0.08032646394541842,0.0299175807759563,0.05763794271075706,,-0.05050778508461784,,,-0.08033153157914108,,,0.001717992450797623,,0.03093886226963055,-0.047666081030688034,-0.060795796539422436,0.12756698711063263,0.0010143423432669718,,-0.06246572272854245,0.07108306889469884,-0.009618369948568045,,-0.0035898396781745,,,,-0.014372495659781603,,0.08185900479487418,0.05428821167499942,0.009056653125681602,,-0.13593329517371355,0.08840289929290446,0.00129054299750625,-0.00031308756315817643,,-0.06658901636384917,-0.10479024114906221,,,0.04939458048751133,,0.006551384129992566,,0.02867612400702585,-0.016736101070861764,0.037331296658030255,-0.1478273576649638,0.08783815713566812
7,,,0.04630119977158276,0.0503536101761447,,,-0.05062807136611269,,,,,,-0.026963163545110747,,0.037934407676761484,-0.03569809660230361,-0.07480932882524612,,-0.014411410618555276,,0.011775988568857865,0.05902878484455942,-0.009982280504717181,,-0.003932962212003732,,,,-0.008533336567236427,,,0.05989613690863749,-0.003989246212234621,,-0.14739316474093078,0.06413275177503941,0.009560398892471733,-0.030836677790511913,,-0.05500325857648258,,,,0.0424509687016581,,0.01781720565253364,,0.01160227780043821,-0.016993049382840186,0.3869433029954329,0.03512246137545638,0.08777638107387276
8,,,0.10235549054802306,0.021368327245341767,,,-0.01467372603287842,,,,,,-0.015113944770062282,,0.02065435751342093,-0.05792997234063757,,,-0.029397981430944686,,-0.002447713002289409,0.07044740831603236,-0.013808823614048032,,-0.005557426627550377,,,,-0.05686897777607869,,,,0.002793210403979951,,,0.010592346877209557,-0.007307433664311136,-0.046757304886344664,,-0.0756020710461971,,,,0.013154770888478162,,0.011885526754902398,,0.012597882998740983,-0.0068097390571809635,,0.13603399319464482,0.0880234624266647
9,,,,0.00814698822778226,,,-0.0012227098285113591,,,,,,-0.01847669786061601,,0.033037355212959696,-0.04923157461854194,,,-0.014992788589626382,,0.014463255692308996,0.10233031962664074,-0.014027160101798969,,,,,,-0.05206960422765694,,,,-0.023848826006860002,,,0.019245549008355844,0.0041735252349146545,0.01024979779257551,,-0.09422265254181728,,,,0.041133450769269136,,0.05590532053095021,,0.0075094958938562995,-0.02819120713358836,,0.12444064498217244,0.08827048274534155
10,,,,0.011850168136555372,,,-0.01454131085057897,,,,,,-0.017184891015047,,0.12210041260510851,-0.009294040143790261,,,0.014482078068063842,,-0.0039243906323870315,,-0.013996782553538062,,,,,,-0.00324507125713136,,,,-0.02087914459018686,,,0.2172743640977166,0.02302854323495912,0.0065598075891092344,,-0.06635498712777155,,,,0.048645811007474504,,0.03356792378734996,,-0.007952094499634521,-0.031059655402781328,,0.2400367270820909,0.08814698021338252
11,,,,0.01952637375097621,,,-0.06340288324932875,,,,,,-0.013837162167170902,,,-0.045012374942052125,,,-0.02935233224680095,,0.07695325049048107,,-0.01363813082765164,,,,,,-0.004749569914468843,,,,-0.02340728664631586,,,,0.057718477323080275,0.018068535071909475,,-0.09309125770509175,,,,0.003861778101589497,,0.02646887965704403,,-0.006182834032443019,,,0.19491743272797324,0.08805434330368378
12,,,,0.03230024111756191,,,-0.019459064393925196,,,,,,0.0830449040056406,,,-0.09502721331202041,,,-0.00015685038356733072,,0.07164540333393898,,-0.01768412394281342,,,,,,-0.002005043194363565,,,,-0.018230982200558132,,,,0.06528955828089206,-0.00609967559345076,,-0.10965970411222159,,,,-0.00024987187778557907,,0.11130127412586022,,-0.014040623791823137,,,0.24690126862965966,0.08836309963564126
13,,,,-0.004743244941529112,,,-0.019260076477690458,,,,,,,,,,,,-0.06072079760058874,,0.05283843178231462,,-0.014665797696682248,,,,,,-0.027288007670794978,,,,0.004248154524772452,,,,0.058970416159482675,0.030539449572923927,,,,,,-0.009227996084974655,,,,0.03114185850377643,,,0.2552148160181005,0.08888776671555965
14,,,,-0.010443620535666165,,,0.01723229152809358,,,,,,,,,,,,-0.060518245033439,,0.0794336743431916,,-0.014628332892032345,,,,,,-0.06894170034720348,,,,0.013800558257049511,,,,0.05479514373146788,0.026171607968052568,,,,,,-0.012862806744871946,,,,0.04214789911238531,,,0.24105151768111766,0.08968966664441425
15,,,,0.0029588598974026326,,,0.02367937066484327,,,,,,,,,,,,-0.06037843377840507,,0.002385117829268424,,-0.013021944999379614,,,,,,-0.10424352980814822,,,,-0.010169845255160292,,,,0.02147475924194403,0.016975454933177647,,,,,,-0.023456969990636345,,,,0.023683173513844358,,,0.2754306564110569,0.08953550505192842
16,,,,-0.01031997293118092,,,-0.01654358359912589,,,,,,,,,,,,-0.07587606714137857,,0.0012221425964300536,,-0.01245893871842993,,,,,,,,,,-0.012207344012853283,,,,-0.013434474536937413,,,,,,,-0.022898917682839248,,,,0.006914163281873331,,,,0.090090375596374
