,pair,TStatistic,PValue_T,significance
0,"(1,2)",6.7632192360602685,0.00014310210963670408,***
1,"(1,3)",6.224831866582291,0.0002525123094455568,***
2,"(1,4)",7.3069857943614975,8.332320456793975e-05,****
3,"(1,5)",8.103562307753156,3.980198728401901e-05,****
4,"(2,3)",-0.06057825328153833,0.954284470376976,NA
5,"(2,4)",3.483846167029117,0.008272787193769771,**
6,"(2,5)",7.0871567241596845,0.00010329562796727732,***
7,"(3,4)",1.2985663286116433,0.25583093967536963,NA
8,"(3,5)",3.1181953515664773,0.014267558694863748,*
9,"(4,5)",4.2572166735215315,0.002771845229705027,**
