,pair,TStatistic,PValue_T,significance
0,"(1,2)",11.092051814041351,0.00037577692955485776,***
1,"(1,3)",10.817042264932889,0.00041435185185185254,***
2,"(1,4)",5.8336309447890144,0.0043029916060047585,**
3,"(1,5)",2.2883102141894183,0.11239674071651094,NA
4,"(2,3)",-0.40089186286863737,0.7089909680458222,NA
5,"(2,4)",-6.821910402406461,0.002414020695008743,**
6,"(2,5)",-14.148904175295776,0.00014485519598149053,***
7,"(3,4)",-6.449806198638836,0.002974297895273792,**
8,"(3,5)",-13.711309200802093,0.00016390412961981597,***
9,"(4,5)",-5.612486080160912,0.004952036865346256,**
