,pair,TStatistic,PValue_T,significance
0,"(1,2)",0.023324264549038423,0.9825470008608377,NA
1,"(1,3)",3.3528633903406466,0.02849295655571681,*
2,"(1,4)",5.3708398674100275,0.005804057050428027,**
3,"(2,3)",2.961707777928602,0.041484055067393735,*
4,"(2,4)",4.625153380613277,0.00984293826203763,**
5,"(3,4)",1.7103876561429099,0.16981229972230671,NA
