,2002-05-01,2002-09-01,2002-10-01,2002-12-01,2003-01-01,2003-07-01,2003-12-01,2004-02-01,2004-04-01,2004-10-01,2004-11-01,2004-12-01,2005-02-01,2005-09-01,2005-11-01,2006-03-01,2006-04-01,2006-07-01,2006-08-01,2007-01-01,2007-02-01,2007-04-01,2007-05-01,2007-06-01,2007-09-01,2007-11-01,2008-07-01,2008-08-01,2008-10-01,2009-03-01,2009-04-01,2009-05-01,2009-11-01,2010-01-01,2010-02-01,2010-06-01,2011-03-01,2011-04-01,2011-11-01,2012-06-01,2012-09-01,2012-10-01,2012-11-01,2012-12-01,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-05-01
0,0.017645500788217694,-0.02744365845922081,-0.007672692138106729,0.11948569003114984,-0.006536263363767336,0.0017068640548660863,-0.052705604523638705,0.03796478444018225,0.061718770390404964,0.004690743483314996,0.013227119619443783,0.04837840217070244,-0.001982120692378242,0.034824038397816004,0.03259627277974708,0.041020828037747536,-0.02844870732356508,0.019358457508389826,-0.019690432469616992,0.039292102280706453,0.035094275961660815,0.006872693242773842,0.009380675566350583,0.008435459552644797,0.016085262543727552,0.04021645087723469,-0.016220124781618495,-0.031332637392294416,0.04789767124420563,0.02114163234971711,0.03816607070243161,0.06482810697742347,0.0056818291694642475,0.00741126667470704,0.010614901337300697,0.02914174434350203,0.005041010057379669,-0.026120847636932787,0.05866609110125198,0.019976871516533823,-0.006296692154142969,0.032965494260016825,0.006040337763355108,-0.009538742726550531,-0.023531189704022015,-0.03000680522689736,0.05212377767529075,-0.004133051541215682,0.04108142594621178,0.0247055704409338,-0.04863152453434205,0.06677103593415668,0.04078944095711412,0.015621742517144765,-0.028857675432814478,0.03906384765685339,0.01368387899609358
1,0.03033941402653395,-0.008229350529275203,0.03826428713106278,,-0.09608210635310632,0.0024268493696328886,-0.08702916268605732,0.04720068797788102,0.03135493002816658,0.031230913637057656,0.008628874640395967,,-0.00020736050386305216,-0.013327509947838267,0.022963023410953465,0.05732240475887651,-0.04911055723269997,0.0223456140767897,-0.02647597264332613,0.03424591515650688,0.023859190797131946,0.11620075740842584,0.0193856376574022,-0.03405441526079711,-0.03573571865237701,-0.00155986808314168,0.013107904018321959,-0.11622316354599382,0.007780297604932596,0.05831145356186318,,,-0.023768706786303273,-0.007842829042383537,0.022617046243639916,0.038532454361119406,-0.016033481444636344,-0.013421349235067659,,0.02972840263279064,0.006256980530331191,,-0.019518720431358716,-0.023197782595753225,-0.003017762124202905,-0.024323616077334798,,0.007678223341145873,,-0.024574680396310944,,,,0.018344119003763426,-0.006108182848183041,0.038600546441756645,0.010520650687787292
2,0.04992648243404296,0.016399467095912,,,,0.008225891191468548,,0.05871491023722797,0.07076261770312131,0.04381480240689717,-0.008614166770850695,,-0.010095711187882994,-0.00023141513746827158,0.01945705711686152,0.07124399416459015,-0.04268960016259227,0.028137008407749464,,-0.038709736663615324,0.01783274086122666,,-0.011274961003075124,-0.03643857335731182,-0.06823342488616913,-0.013818315600915732,0.014462303878860494,,0.01020950726821468,-0.0006201128839709025,,,0.023786283296044708,-0.04903239477485899,0.02146256991781481,,-0.02993593687508289,-0.029971194038463933,,0.019685446985950428,0.021032636046921738,,-0.045745072592649816,0.021089519560866687,-0.006268842619692627,-0.007277568126724976,,-0.005613346729799851,,0.010571747688875144,,,,0.011371631409563099,-0.01223128440158705,0.03285148339605709,0.027482644810136403
3,,0.01736592062825215,,,,0.01959087478378141,,0.04499007080754813,0.06513746122796493,,0.010007601435293112,,0.01352390982367413,-0.010302765822312487,0.03762893538100709,,-0.028213075937914223,,,-0.052721293931032864,0.07546705485933058,,-0.01244183543576538,-0.04123702904199611,-0.11492972309421035,0.012114276649199951,-0.025560191524345965,,-0.010892987742433746,0.014327071975463568,,,0.03493684514869422,,0.015338796617596628,,-0.042173423816328715,-0.03271138900807369,,0.01307447831798303,0.015370622839167014,,,-0.017943466164646704,-0.008139216032960528,-0.009637977085043214,,-0.024133364250475964,,-0.0009700199022530942,,,,0.011676088306744825,-0.013453292611250056,0.020728965193523574,0.03366205305214143
4,,-0.005158172863773736,,,,0.003857156430200792,,0.03136101823216331,0.08466977615268068,,-0.0030867173655745317,,0.018961458504236806,-0.003555159661052576,0.02242536142211371,,-0.020875151615262544,,,0.018498190397832293,,,0.0028217003158421683,-0.05852558027511856,,-0.01228041692352777,-0.016943790127147418,,-0.012461986148956328,0.00981847604447994,,,0.000528981012475338,,0.03755285366452732,,-0.028874350922031944,6.756791660333938e-05,,-0.00024003635151581548,0.010507791766204644,,,-0.04885304995537343,-0.014137073434364655,0.003379851729900629,,0.013762884912614126,,0.006411899218207617,,,,0.01706330334132322,-0.003559696335261986,0.03590946529566502,
5,,-0.018756971501686204,,,,0.005488041470279814,,0.03565551134213729,0.17328153144740854,,0.0019320991056344106,,0.01982901226703948,-0.012003607355532075,0.021740935655176763,,-0.01646544783983539,,,-0.0638467825914848,,,0.011246432368094084,,,-0.022498944661339948,0.019659562412611464,,-0.007480847461276197,0.03841297677663835,,,0.0021181926328930345,,0.043384470665859265,,-0.017603177368194167,0.012764471733873517,,0.0043030359665015006,-0.0029056123442807724,,,,0.017999492906332515,0.0019618735808313303,,-0.013175307892181465,,-0.006035668309417597,,,,0.01966689056891391,-0.007740415195700123,0.013489895180775313,
6,,0.0037343846885642407,,,,0.02407063463087722,,0.023591092100552213,,,-0.0069895890435337504,,0.006265348325483311,0.007836494529866567,0.007495584622939866,,-0.06057858963686402,,,-0.02946352019757148,,,-0.009402179640132236,,,0.07332028466899643,0.058915354842453915,,0.024930380779500716,-0.0056604614150059795,,,0.02190750735495417,,,,-0.03000769922744828,0.0052742917740236095,,0.007159293302025027,0.0021679460466086375,,,,0.025811375254273905,-0.028212031458511255,,-0.015916787856665948,,0.0008466581413497654,,,,-0.004039010133742638,-0.018373669961073258,0.0204867494792495,
7,,-0.006870896384538527,,,,0.0031773357050102202,,-0.02845151077916297,,,-0.00570244075945614,,0.006265348325483311,0.024203895136862164,0.013332076441890717,,-0.06146891528137255,,,-0.03289178760270506,,,-0.03686660112567042,,,0.07345239804387838,0.0422901935403992,,0.03522009520233493,-9.755572426284331e-05,,,0.02051072649743002,,,,0.004251449448057887,-0.00914649415890234,,0.024742512025909935,0.017403861697340428,,,,0.028200902607926404,0.0018937883973693115,,0.020703794399420605,,0.006690404626089164,,,,-0.007208452831121592,0.00036814135189500163,0.02298426940134818,
8,,-0.04494417591707722,,,,0.012691380220185788,,-0.0032264096478265003,,,0.0028557329948881716,,0.015477711562913221,0.06352000909769706,0.029340906631501795,,-0.09870858503580648,,,0.012489563312199081,,,-0.03511159613527237,,,0.05325298001637213,0.02775446356852318,,0.009817316546382404,0.01338269166842565,,,0.02040364396102934,,,,-0.023229618309478006,-0.004065329288284625,,0.026180853212988353,-0.004140028005287899,,,,0.007958952225598726,0.0020814121074290703,,0.009674962565943801,,0.004075523567035111,,,,-0.03386469155392491,-0.001928110249969972,0.011580163277693234,
9,,-0.023314148277721713,,,,-0.010879531351091432,,-0.07414274515630837,,,-0.013349075618595774,,0.008381642667332434,0.03374235176587659,0.07355997810704595,,,,,-0.021632245710466957,,,-0.03133751110957261,,,-0.004369295736830203,0.10083405164716464,,-0.003698435934370803,0.0035954330765273212,,,0.033738755372783924,,,,-0.018960447707431438,-0.05973488606357402,,0.007190623257864015,-0.004263553420799315,,,,-0.006793516334008931,-0.0019225020912125856,,0.00501328325058692,,0.018602178671869973,,,,-0.016006643057943082,-0.008582999169583161,0.0008566927684616199,
10,,-0.012051851488090293,,,,0.005189197234270582,,,,,-0.02230407894514219,,-0.020519715528120486,0.04587390719724649,,,,,,0.0019285968080597904,,,-0.061045775503278055,,,-0.0704793327375759,,,-0.035563043582596654,-0.0023792299741547396,,,0.03710412574591171,,,,-0.015698901667378973,,,0.004079581434556889,-0.030716109455210194,,,,0.010595315665343996,0.009607281792044065,,0.021006187334823512,,0.012367271817107506,,,,-0.040668080471077284,0.008465488180533498,-0.03458826407509791,
11,,0.0019010004005515224,,,,0.006001834490708902,,,,,-0.03284603918635942,,-0.030913475202409835,0.08310997997346359,,,,,,-0.01640293813554483,,,,,,-0.06411599182414074,,,-0.01874659637801268,0.02996127793570924,,,0.06727968424591735,,,,0.008778107427658277,,,-0.013498362778820105,-0.0263850885118897,,,,-0.0035181996698794293,-0.0026162226723078774,,0.0386295566780257,,0.02355415817190054,,,,-0.03131895735757673,0.008062604911767135,-0.03366978439083096,
12,,0.010776162837187186,,,,-0.017982330033829097,,,,,-0.01973482376036273,,-0.0009546656646166607,,,,,,,-0.00363158815637199,,,,,,-0.11868169715109422,,,-0.019262324445727064,0.027654218698923483,,,,,,,0.027347489271902337,,,0.0028296303077963714,0.007152300025053959,,,,0.013316866093176394,-0.004812880468257674,,,,0.018986346129429732,,,,0.006942456230887073,-0.0017468986348938564,-0.014118250427474,
13,,0.011411165583929739,,,,-0.018395900655769015,,,,,-0.013571119499024453,,-0.016996959004365708,,,,,,,0.014833041389929136,,,,,,-0.10515663226974037,,,-0.018253821663184455,0.030192050536831383,,,,,,,-0.00741017368695962,,,-0.015366094191063606,0.017629318839765373,,,,0.015696642787090376,-0.003281533832469208,,,,0.004988323959686403,,,,0.040346419881174045,-0.02628449266614119,-0.0019666625202872656,
14,,0.00806603316203125,,,,-0.03161157726923847,,,,,-0.04296596415045806,,-0.016060802558825582,,,,,,,-0.003539073367488932,,,,,,-0.16489556913210013,,,-0.03355304737773812,0.025256208661494473,,,,,,,0.000783762474641847,,,-0.01252645589884649,0.027735815042010392,,,,-0.0054098861733005155,0.01714928033352292,,,,-0.010790551392509284,,,,0.052989223688195475,0.005455393448436485,-0.013114562811116504,
15,,0.011516998755672248,,,,-0.04547757799973806,,,,,,,0.007683798930814945,,,,,,,-0.02846980417945799,,,,,,,,,0.019286504231943447,0.037028624764001705,,,,,,,0.00517263160445447,,,-0.02628977047131853,0.017912264569307945,,,,-0.012878569491745706,0.013044665906870367,,,,0.023129467893955757,,,,,0.013929509903348514,-0.03724490854263057,
