,2015-01-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-11-01,2016-02-01,2016-03-01,2016-06-01,2016-08-01,2016-09-01,2017-04-01,2018-02-01,2018-03-01,2018-04-01,2018-07-01,2018-08-01,2018-09-01,2018-11-01,2019-01-01,2019-03-01,2019-05-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2020-01-01,2020-03-01,2020-04-01,2020-06-01,2020-11-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-07-01,2021-08-01,2021-11-01,2022-02-01,2022-03-01,2022-06-01,2022-07-01,2022-08-01,2022-10-01,2023-01-01,2023-02-01,2023-04-01,2023-05-01
0,0.0282965856623556,0.012847375339547273,0.1017979095947581,0.008789104087443711,0.011456993614744615,0.018862642376440864,0.0228376314733989,-0.03415517776623633,0.006670414618108467,0.022790847628144206,-0.0032744647966507223,-0.009201029259285676,-0.03859811835634197,0.02003084269360711,0.027725770933090033,-0.049491200484817366,-0.03902090880435427,0.03290361901426353,-0.009268716003484556,-0.019942043618653482,-0.028339702942462353,0.03547827811572124,0.024747023038842464,-0.002049537000417434,-0.026479479645610038,-0.020649689107545832,0.004694987261784966,-0.03850592703277833,-0.010278579877486038,-0.022464126794441874,0.03625523094664995,0.005171367483676637,0.022247990081620372,-0.0025407209601902014,0.0015541510628727107,0.0020364718975680596,0.014338167935149304,0.01270522966365295,-0.01607816086667313,0.007621483519187677,-0.0059830778477096835,-0.01718989661408843,-0.0847447635345393,0.03336149524741039,-0.024031098902661086,-0.003752169902003999,0.008309846497465578,-0.0010578458267884727
1,0.02597987230620502,-0.07316432615763535,,0.006085929247042987,0.0008250275772874183,0.06075728544000558,0.0041303645901953345,,0.028372489064983242,-0.009429300634319127,-0.01859408636262261,-0.011015966716629855,,0.003398392403738626,0.0015208903654477801,,,0.07330428245546505,-0.024389514799543655,0.004150274565670742,-0.050422446197095905,0.016310437703448866,0.031106918391973437,-0.0044051130598479205,,0.00862773814650275,-0.015069913549024871,-0.03330514105775517,-0.003758332114379037,-0.03753065154708901,0.034458912125588936,0.019924454035765482,0.021549712059488968,-0.010230966656589402,-0.012907307609825613,0.0009724610155301683,0.006171861290936942,0.012808130848100951,-0.006235901720302195,0.019540211294821752,-0.0003702773746507848,,,0.05434617112366524,,-0.006502352682269397,-0.0012768940933574058,0.005234291309282213
2,0.021434024593962597,-0.08354797854996754,,-0.003579805955585602,-0.025716322174696327,,-0.0265908836654547,,0.028414867640359276,-0.006489748906307824,-0.025559398299101588,-0.004536188647528583,,-0.021607111707284687,0.00247252505299711,,,,-0.028719863939132395,0.017277993814695414,-0.06294644333359578,0.009450978926491826,0.021444264117244316,0.015089606492624252,,-0.015559585662378694,-0.006918588067798215,-0.03521356352892546,-0.006041570020248521,-0.018049938083370964,0.03229307916896973,0.018657947291248256,0.003482212570469212,-0.014282643041044318,-0.011196564349263971,0.0038478445104650483,-0.005757436484078227,0.009831012926183824,-0.0005779618213201942,0.019360675768603564,-0.005357538227957148,,,0.04112320611211828,,-0.017988354620534608,-0.00559852958622864,-0.011368345194102236
3,0.010000341429597714,-0.032492320210944836,,-0.04317807823895503,-0.043056632762689784,,-0.022312247835845067,,0.031950611941348406,-0.013264379352614597,-0.0351929891534577,-0.024577053995091802,,-0.01994566128482944,0.010718600545397639,,,,-0.048158088875063676,-0.03317749417605098,,-0.008461363308475134,0.032142774667776486,0.014595413896488552,,-0.02990071269691974,-0.02234084727212693,-0.03258678659822056,-0.010117480497328302,-0.029721387393253362,0.05138202897142641,0.02501847628424292,0.0006596477828419989,-0.017375346575491113,-0.017859975106618853,-0.006568257179747405,-0.005737187012066602,0.008248133593937723,0.011756387713921512,0.01229751392423406,-0.025447518759177612,,,0.032068211097888266,,-0.01900788786244334,-0.0008203519467122611,-0.0038245528015004027
4,0.0273430973114559,0.014220720826458866,,-0.03369894002202534,,,-0.025025817038941245,,0.049125238499695634,0.004879594981664681,-0.03066559623093479,-0.015432230783676726,,-0.01608168672472976,0.011789857238419188,,,,-0.047943231250207496,-0.04976844227293187,,0.002118057475613222,0.012551565117601804,0.01764140019257887,,-0.041706083562285556,-0.01299860696443389,-0.02717574556126401,-0.02630655886574207,0.00414065806363606,,0.02448713406051839,-0.015067252451234525,-0.024155494619670037,-0.012720999803151889,-0.006440262073519332,-0.003328445963574733,0.016741297639744968,0.026475637046667444,0.015090791955415739,,,,0.029415765857450538,,-0.013080130440480175,0.017321776664954935,-0.014590102806123273
5,0.02573516669617426,0.010195836771425881,,-0.09596753314769169,,,-0.03583693745958927,,,0.022744746941723903,-0.015591760849333003,0.006560274972596591,,-0.01019137320138519,0.024187552914823218,,,,-0.024092693168279666,,,-0.005381847344527291,0.008572240979690449,0.015045811297611067,,,-0.014949365398460479,-0.030933931438321238,0.009215147485592823,-0.022569430756901543,,0.02713324953322216,-0.021945463451273017,-0.013078813259931543,-0.02494641889826288,-0.00815371147429822,-0.00334067900663948,0.0184247338355763,0.02669745448025118,0.01979633587890195,,,,0.018708845579761046,,-0.014628910706631082,0.0102930228635576,-0.030911233985202458
6,-0.012060583294094318,0.05433332483161868,,,,,,,,0.013318166985598623,-0.007248890693147825,0.006352401583160638,,-0.011591374044409797,0.016326123543088933,,,,-0.05936665579355882,,,-0.006544537970935682,-0.004584852774133452,0.03508026831243605,,,-0.027195487469338975,-0.03669218825277909,0.008803257548303023,-0.04218129811139626,,0.024057119988476483,-0.023063589115373206,-0.01998194880367521,,-0.013225010516926261,-0.005130388312422074,0.026104454339186844,0.0035504095905505295,0.028538059694086293,,,,0.04181466237018583,,-0.014811808840324403,0.013584863571590056,
7,-0.03632930180507765,0.043573814107235265,,,,,,,,0.025409676300393258,-0.01399458688435562,-0.018497134711102703,,-0.021206413755949782,0.005750822630313568,,,,,,,-0.0013408365362028718,-0.009789743232470727,0.02684564247835608,,,-0.027918765093019715,-0.03478310405821361,0.02073316307058448,-0.04108841059554447,,0.03269041289310426,-0.029140126203878625,0.004119680149175631,,-0.004049811607471199,-0.0025529938257795592,,0.004024761836693536,0.02721507618710195,,,,0.04490024264206305,,-0.01617665079599906,0.005842456172817201,
8,-0.015535381683948302,0.050498349659092945,,,,,,,,0.017980771064765477,-0.018995850138785908,-0.034834848520195916,,-0.008697826889345173,0.0055141040246975415,,,,,,,-0.01878156520535379,0.004166056477783897,0.018702250123113995,,,-0.03419391336619837,-0.017501692371398647,0.006981697401842624,-0.07125698009297166,,0.01816250470206837,-0.03202678517926261,0.0069626339475110655,,-0.014434945364045326,-0.0013042491586068294,,0.025743175267966656,0.03515939232583598,,,,0.055870092830527796,,-0.02495186904580038,0.01963058780854432,
9,-0.05238657329408891,0.06470740347585702,,,,,,,,0.015098055281464795,-0.03810473146578364,,,0.007820633487788609,0.006169947563719358,,,,,,,-0.0052315918761780544,0.016429911035709566,0.005237754263583305,,,-0.042410004806559876,-0.015988152085189,0.0029533917908803886,,,0.03256120827465425,-0.014858539684333927,0.01258455717518725,,0.004775250490165472,-0.008115094944901369,,0.027535559865730974,,,,,0.027576409936457935,,,0.023319668535641824,
10,,0.027300691916952502,,,,,,,,0.023792718134780344,,,,0.011735726157400705,-0.0007686106158804051,,,,,,,-0.012306139314052444,0.05070075136477392,0.007605062787619854,,,,0.0009641816130532277,0.006605574712740037,,,0.0340681674989769,-0.008274394878561964,0.0005982315575139285,,0.0048711168856101494,-0.007991713694210922,,0.032789245429318825,,,,,0.017772115434389946,,,0.013964142660452872,
11,,0.037813374385514464,,,,,,,,0.030584413750378125,,,,0.02031272797475614,-0.0055072117504240126,,,,,,,-0.01906414428718528,,0.023558765399921633,,,,-0.01517177807236525,0.004242733219990136,,,0.034803053137437256,-0.006674051162161465,0.0019769809134810856,,0.0038763074731500424,-0.002929811793590975,,,,,,,0.031205166217123548,,,0.019878741521921484,
12,,0.04917460049615352,,,,,,,,0.010139138200726094,,,,0.01862329560901843,-0.03181808872265757,,,,,,,-0.03446428282927494,,0.002619323529549966,,,,-0.02657941126194885,0.012776942674512348,,,0.02691198928964278,-0.00761303528542312,0.012885997081971912,,0.01833199406106978,-0.006885499304307707,,,,,,,0.03587504133321495,,,0.016282919030201626,
13,,0.03735055685885813,,,,,,,,0.002740212514558138,,,,0.014606648375889097,-0.02827458276328132,,,,,,,-0.019693548224841706,,0.0026939907902661098,,,,-0.04623101944110708,0.034202539472248716,,,0.03234048302819392,-0.018081551279341967,0.03598636899634089,,0.015048082158175102,-0.02198711750397786,,,,,,,0.08570812701551667,,,0.028670500028553203,
14,,0.02010752090563539,,,,,,,,-0.009145246929820772,,,,-0.017153461266626646,-0.05165368829466832,,,,,,,0.0030170992288525156,,0.01614895226366153,,,,,0.02190673959551237,,,0.03513552550828836,-0.013918149875729036,,,0.0026793472588688694,,,,,,,,,,,,
15,,-0.013660999510000327,,,,,,,,,,,,-0.02571248472751053,,,,,,,,-0.030691287748538132,,0.008946085117610636,,,,,0.0006617243787010452,,,0.026632076659488746,-0.02205127508449989,,,0.009664701619063631,,,,,,,,,,,,
16,,0.001342182629262112,,,,,,,,,,,,,,,,,,,,-0.027263508034796047,,0.009201829868734634,,,,,-0.0250386405655032,,,0.03518873561362845,-0.02755490945666006,,,-0.00341944851363829,,,,,,,,,,,,
17,,-0.027699678098819458,,,,,,,,,,,,,,,,,,,,-0.03557588732901129,,0.015082614637786929,,,,,-0.05434779327936301,,,0.03233595110163945,-0.031385922399703725,,,0.011522279143528547,,,,,,,,,,,,
18,,-0.020366590884338898,,,,,,,,,,,,,,,,,,,,-0.03635885483517942,,0.012963668930311645,,,,,,,,0.005947959975963091,-0.019941565830939645,,,0.006799918070018673,,,,,,,,,,,,
19,,,,,,,,,,,,,,,,,,,,,,-0.0551419363786938,,-0.0015108621759729601,,,,,,,,0.02947749927228127,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,,,,,,-0.057318896000436936,,0.0007521449173366612,,,,,,,,0.03735968088138231,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,-0.062104954043386895,,,,,,,,,,0.08543412432286823,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,,,,,,-0.09548237264610493,,,,,,,,,,,,,,,,,,,,,,,,,,
