,2002-08-01,2002-10-01,2003-01-01,2003-03-01,2003-10-01,2003-11-01,2004-05-01,2004-06-01,2004-07-01,2004-09-01,2004-11-01,2005-01-01,2005-03-01,2005-05-01,2005-06-01,2005-10-01,2005-11-01,2005-12-01,2006-01-01,2006-07-01,2006-08-01,2006-09-01,2006-10-01,2007-02-01,2007-03-01,2007-10-01,2007-11-01,2008-01-01,2008-07-01,2008-08-01,2008-10-01,2009-01-01,2009-02-01,2009-08-01,2009-10-01,2010-04-01,2010-12-01,2011-02-01,2011-04-01,2011-05-01,2011-06-01,2011-08-01,2011-09-01,2011-10-01,2011-11-01,2012-01-01,2012-02-01,2012-05-01,2012-06-01,2012-07-01,2012-12-01,2013-05-01,2013-06-01,2014-04-01
0,-0.01153219805496164,0.03944750095862137,0.01598429968721704,-0.04156905984345849,-0.013373009347692921,0.031099109252573302,-0.00027547335462130285,0.0053353606568197764,0.01232672226823528,-0.0032490005182344017,0.04830927339487967,-0.0029614545121809943,0.04614670152265016,-0.016032489030501695,-0.006875162360066467,-0.040107496615222005,0.05504234678166775,0.022923637853105694,-0.02054671984538889,-0.0033294141745263683,-0.08074164498588587,0.07025011262780545,0.004651864941002781,0.01882341642736296,0.1594094610469564,-0.060520772243643606,0.07469670313001187,-0.08898907659864719,0.007338235522264869,-0.10045693046546966,0.025023133244717943,-0.03644342632995651,-0.017162680020961774,0.03489301495875785,-0.021437442171564847,-0.00887610540754169,0.01189128475135015,-0.019565495279795453,0.01962867034162641,-0.0019185353629100899,-0.016507660506247412,-0.11075592792442812,-0.008696781359842531,0.025879114574410167,-0.02800629252126441,0.03776067115423776,-0.0007039896015977876,0.024046922764225487,0.017783968425588492,-0.06639638041804707,0.004310128484074971,0.029443812415167914,0.010564190264400253,0.02803751250453379
1,0.06322115613440404,0.03443059208878496,-0.002284784630471659,-0.02282046987033237,0.03154366802714681,0.037347444185770955,0.019398795445592754,0.020986381699639567,0.0339318511028337,0.0035720501407227045,0.10904664234041084,-0.008197225673395092,0.05727313615162816,-0.020841048320211053,-0.0034729248708778027,0.0017668995021981604,,0.05168077101844304,-0.0308141409179212,0.011415677349384756,,0.11498191532767188,0.02815081047032786,-0.0022318237783004458,,-0.1345977168403305,0.0915414786337565,-0.20729353257566796,-0.02899871146075328,,0.020758456087952126,-0.09259366783691153,0.06501986032720641,-0.010583963044846434,0.01582850322216034,-0.04140613827980344,-0.006057856770552927,0.005555332109591582,0.005035648859652131,-0.01911709009918061,-0.0385348242562199,,-0.012315438695975733,-0.001342389808437261,-8.67211933839318e-05,-0.0013679140875169082,-0.00552682152706363,0.016096732661846413,0.027267280637709668,,0.0013872956803266945,0.04498490786491827,0.02780761517259589,0.031393298549696524
2,0.009629987506006188,0.05289706547167772,-0.01080363207432955,-0.01734781849857281,0.007086060608600286,0.012614373847802942,0.029537931124609118,-0.006639978602421437,0.022958156822822318,0.00434262506460803,0.0901584178920396,-0.010914216720481207,0.07089384733719445,-0.02189051761197436,-0.014974800540737188,0.03438396504100666,,0.036647680993275866,-0.03617978310267242,0.010869499294524854,,0.1540630249754631,0.11351498060848941,-0.015129823167713163,,-0.1393120060838131,0.11486609056078967,,-0.022657447375567408,,-0.0077143141958235795,-0.034418936402383804,,-0.0065404979631763505,0.026910646512508407,-0.04505022436011297,-0.00770540140401188,0.011183549972374252,-0.024409360745388575,-0.008412018020345524,-0.07642846452057528,,0.008671326646814359,-0.0036866655341927235,0.01920623880617356,0.013039337844233723,-0.016614375950620208,0.024999623608454757,0.03688187960325173,,0.025374261455847202,0.028853652637473637,0.0529459044857723,0.017613110047507874
3,0.037582308291479904,0.007443720603832249,-0.01664263517701392,-0.01028566564432154,0.0031607428593556364,0.012030450167238018,0.04649470229155761,0.015824034268230036,0.021673506341718052,0.021268285791595565,0.13573084703096594,-0.020315786796813562,,-0.002245837444152743,-0.0006855176489827253,0.04609450957375322,,0.01125790924822112,-0.02597151644213333,0.05589553990234697,,,0.264277048371659,0.0033996680670357327,,-0.11032633006295245,0.1385888223981957,,-0.036018169904166175,,-0.017019604470396743,-0.0009434877120751972,,-0.017501605677218257,0.043099400582191194,-0.03560407098809448,-0.0180063289072796,0.007466460482075554,-0.024143147266980414,-0.022510487890303743,,,0.02883458181715226,0.03071393973583958,-0.00890655480693403,0.02570740852831155,-0.06272263809447132,0.014653390246050946,,,0.007508776145007223,0.04046480826511045,0.01552585888617708,0.04133618790744098
4,0.11382845698209554,0.027410585928845932,-0.03818747868764816,0.008697170469299298,0.008471267487000445,0.03433396302318991,0.05257284787366956,0.049984069777235296,0.024809943414141444,0.02076806719170987,,-0.05353431221167293,,-0.002245837444152743,-0.01809504773886761,0.08000268110740544,,0.02561147689892629,0.016266591093593435,,,,,0.009418893744954526,,-0.1291273506692403,0.19536734676919432,,-0.06329522590022107,,-0.07992309470160519,-0.055910282422151236,,0.008734201826622323,0.07008391502397138,-0.034008597090875003,-0.024801211408813195,0.04340068551626697,-0.03953235267290367,-0.018607309038295217,,,0.029531075549371844,0.04258606936906928,-0.0349642312001337,0.01647983286711674,,0.015710033322262507,,,0.012137052395935655,0.04172349203141157,0.007093631875975559,0.048317760347351246
5,,0.05332842781569047,-0.018413128971973558,-0.003533304129571868,0.0066787731490287605,0.06831305617145454,0.011634807658513102,,0.02527462429222216,0.04802492812037695,,,,-0.014277945853660157,-0.03702416677575171,,,0.04055252606174964,0.022160883822469307,,,,,0.012935837285888652,,-0.11980464464367069,,,0.008526356946711777,,-0.0836713981640802,-0.07575881276226398,,-0.020224896900043476,0.08341824970809264,-0.043141318402094786,-0.011738043862313807,0.011904946517200088,,-0.035074950292571794,,,0.041371691811463274,0.01893490031935796,-0.0422723909738969,0.021367780003095804,,0.02159742329247738,,,-0.006321146264687938,0.049910809656427135,0.0024469860815543587,0.05727191500537421
6,,0.00820162841872285,-0.03411624500683064,0.008794389991055751,0.033496279458734346,,-0.0032335751898973086,,0.023882666881192893,,,,,-0.005586866870374019,-0.03508814286125239,,,-0.0011495891648637402,0.014117146050252188,,,,,-0.006654760153651962,,-0.1278378365302395,,,0.09999379285458421,,0.0272597865648192,-0.08090246910272897,,0.003191799868709322,,-0.060656018113659727,-0.030557406450621105,0.00969942693917858,,-0.052033710018041024,,,0.03091925213044444,0.012444201326456183,,0.023689093025088148,,0.010791236982227281,,,-0.028912268892839377,0.04901383643486268,0.01007918250873363,0.0887000414004464
7,,0.02111404491797364,-0.004671718418350346,0.03842850140570808,0.010353521488068562,,-0.002099098106087993,,0.03429669930692836,,,,,-0.0042024786939647285,-0.07539176630052502,,,-0.0012580392327513623,0.024878627204459464,,,,,-0.039029317488888604,,-0.17457945951958864,,,,,0.025510355330499612,-0.040552779873882505,,0.008507758280581368,,-0.08210426280206029,-0.0245594679927843,0.030488361772829986,,,,,-0.005922105140958589,0.008707620091811696,,0.016008127699534525,,-0.021029079885788282,,,-0.015298138489791224,0.010489613846813572,-0.009432844112440497,0.15164157335518214
8,,0.027641820373653814,-0.006627842431482622,0.056948304480244905,-0.0011186676030860987,,0.002067130245262838,,0.04281175082784949,,,,,-0.005124929332593453,,,,0.03759791270521007,0.03023574796007847,,,,,0.002643998639132339,,-0.19498365966361653,,,,,0.012935794820174706,-0.023052454807719447,,0.015428099876574675,,,-0.008248374213822185,0.014953657243642393,,,,,-0.0028469433417915857,0.020540601713934015,,0.05430972792328692,,-0.0007359813597102027,,,-0.02881795986643043,0.02841731049250429,0.030640385118164915,
9,,0.021346964707483873,0.004685439245340262,,0.05437435720850714,,-0.0035414557439008565,,,,,,,-0.025565076499619144,,,,0.04533362948646735,0.03548673729067067,,,,,-0.0010038399942281506,,-0.2167298462332341,,,,,0.028482348308629835,-0.034868106777647345,,0.04002340870343479,,,-0.0038604765471514924,0.016130696709222292,,,,,-0.016512671094451536,0.0333476137872456,,0.05890272725220025,,-0.006594969608505252,,,-0.03351919765528644,0.026935509785177558,0.031146115715410705,
