,2007-10-01,2008-02-01,2008-03-01,2008-04-01,2008-07-01,2009-06-01,2009-10-01,2009-11-01,2010-01-01,2010-02-01,2010-04-01,2010-05-01,2010-07-01,2011-04-01,2011-06-01,2011-07-01,2011-10-01,2012-04-01,2012-07-01,2012-09-01,2012-11-01,2013-01-01,2013-03-01,2013-10-01,2013-12-01,2014-01-01,2014-04-01
0,0.01554787915116762,-0.028390036120555795,0.09416349376101518,0.02512573014038394,-0.05693930089486132,-0.007064322287862357,0.008090330287282121,0.006896330667836903,-0.039951268817723706,0.017425239177079277,-0.00031033158655091597,0.027266744908591933,-0.0032277602563999114,-0.06238304597552102,0.00698865046824837,-0.02296936709624875,0.036443279882248714,0.00015045197038698888,0.023445751032262763,0.1066303157470685,0.04959658102179487,-0.023575777081368363,0.020497220656361392,0.013944455439953485,0.01868758218737243,-0.07130065697633015,0.0014374387577842374
1,-0.08570784441384882,-0.10560986971314668,0.04821002956090714,0.025340945241171642,-0.034095610634947704,-0.10271034164215975,-0.031454421971584434,0.02734528335644093,0.019955321278184668,-0.02523074107138612,-0.06459443232687789,0.008826325582198757,-0.015848848975501525,-0.06752600752126736,0.00991592446807621,-0.050484310116651,-0.01221077769015233,0.007133667820429679,0.03396177979039683,,,-0.010639948650649086,0.05225992497494891,0.053958603414754336,-0.027399823819944658,-0.06143920668684766,-0.023867785063572455
2,-0.10999798242933778,,0.07332653064135197,0.11378623418696304,-0.09167318948671488,,-0.06333262189813205,0.014922080231937418,0.12266672275070012,0.0157090359497718,,0.020463662720263898,0.008148682219297335,-0.07032321419707399,0.0051532915885110775,,-0.07872840428367978,-0.02889900885587826,0.026501716333590775,,,-0.0017193179864617297,,,-0.02392477169902474,-0.08945517627311972,-0.03966946103484581
3,,,0.05260249681621243,,,,,0.04099363662383659,,0.007062716084602183,,0.020695930091447545,-0.018159652791904332,-0.11171242881015142,0.00489624488020346,,-0.029932366216820938,-0.059589494373457175,0.02845411342531845,,,-0.01401171862255933,,,-0.03537660334657966,,-0.05232004161998294
4,,,0.07448862912430876,,,,,0.002521464496646253,,0.059319065126042236,,-0.019957405772856207,-0.014194695173665547,,0.028364145774794514,,-0.00017412836655283925,,0.03549299483889179,,,0.03552005533872683,,,,,
5,,,0.059052128809971904,,,,,0.031847632019504246,,0.043911386195846,,-0.017159443855026213,-0.03415276276843747,,0.037177526290579355,,-0.011517369300419134,,0.04907956061821794,,,0.04221626194777474,,,,,
6,,,0.08375986021968962,,,,,0.020459390439144354,,0.06962533819892913,,-0.024036399073358528,,,,,-0.03226746188744789,,,,,,,,,,
7,,,0.08057923651415777,,,,,0.00926667723844643,,0.08437562732691939,,-0.02692868580268515,,,,,-0.11860951352316595,,,,,,,,,,
8,,,0.09987200357693449,,,,,-0.019085954260562588,,,,0.003139355581061487,,,,,,,,,,,,,,,
9,,,0.10749958115542868,,,,,0.006909170415807964,,,,0.04191316061363004,,,,,,,,,,,,,,,
10,,,0.11663510329117455,,,,,-0.015421960096205112,,,,0.04950388501552405,,,,,,,,,,,,,,,
11,,,0.13041428221756846,,,,,0.0048453584146508355,,,,0.06162446588633008,,,,,,,,,,,,,,,
12,,,0.1255555094075813,,,,,0.022353725905757127,,,,0.0519844645443277,,,,,,,,,,,,,,,
13,,,0.1079836253235007,,,,,-0.0025019809628190615,,,,0.06427163194217589,,,,,,,,,,,,,,,
14,,,0.17133201678592647,,,,,-0.024359048881672507,,,,0.039633708016705294,,,,,,,,,,,,,,,
15,,,,,,,,-0.04422819052152116,,,,0.027828318156602583,,,,,,,,,,,,,,,
16,,,,,,,,,,,,0.0314320811221116,,,,,,,,,,,,,,,
17,,,,,,,,,,,,0.05312344357965815,,,,,,,,,,,,,,,
18,,,,,,,,,,,,0.026246369797481295,,,,,,,,,,,,,,,
19,,,,,,,,,,,,0.046167344784289854,,,,,,,,,,,,,,,
20,,,,,,,,,,,,0.03606670616330043,,,,,,,,,,,,,,,
21,,,,,,,,,,,,0.05791583625135899,,,,,,,,,,,,,,,
22,,,,,,,,,,,,0.030030134508848283,,,,,,,,,,,,,,,
23,,,,,,,,,,,,0.041525824352119045,,,,,,,,,,,,,,,
24,,,,,,,,,,,,0.05481530811301405,,,,,,,,,,,,,,,
25,,,,,,,,,,,,0.05522041754124429,,,,,,,,,,,,,,,
26,,,,,,,,,,,,0.06558817378668547,,,,,,,,,,,,,,,
27,,,,,,,,,,,,0.06433080540199798,,,,,,,,,,,,,,,
28,,,,,,,,,,,,0.07060550716212632,,,,,,,,,,,,,,,
29,,,,,,,,,,,,0.04805023606586567,,,,,,,,,,,,,,,
30,,,,,,,,,,,,0.050295576307455514,,,,,,,,,,,,,,,
31,,,,,,,,,,,,0.033924994309392664,,,,,,,,,,,,,,,
32,,,,,,,,,,,,0.05974772456790922,,,,,,,,,,,,,,,
33,,,,,,,,,,,,0.06528934183229818,,,,,,,,,,,,,,,
34,,,,,,,,,,,,0.06977942553182603,,,,,,,,,,,,,,,
35,,,,,,,,,,,,0.09345260543346479,,,,,,,,,,,,,,,
36,,,,,,,,,,,,0.0772767985401921,,,,,,,,,,,,,,,
37,,,,,,,,,,,,0.07777427479250276,,,,,,,,,,,,,,,
38,,,,,,,,,,,,0.07731378948531598,,,,,,,,,,,,,,,
39,,,,,,,,,,,,0.08584998978055713,,,,,,,,,,,,,,,
