,2007-03-01,2007-07-01,2008-02-01,2008-07-01,2008-08-01,2009-04-01,2009-06-01,2009-08-01,2010-02-01,2010-04-01,2010-11-01,2010-12-01,2011-07-01,2012-02-01,2012-03-01,2012-04-01,2012-06-01,2012-07-01,2012-08-01,2012-12-01,2013-07-01,2013-10-01,2014-02-01,2014-04-01
0,-0.008269891705740884,0.18569903412450106,0.07454522730103852,0.05615377204277605,-0.20858812761371048,0.06366078023605426,-0.002261907460546997,0.031192678965280773,-0.004770315820869175,0.04143803706432747,0.042977159185461966,-0.0287347078875011,0.029756414636437745,0.02428143930755744,-0.0046953178044508714,-0.012483288012478333,0.022242382806134664,0.0001003970500739193,0.029034859063542418,0.046524729037017654,0.004294028140082062,-0.024657562097337715,-0.0166052037460791,0.03987720180733989
1,-0.011385111393818814,0.2198295752503885,0.19199573141093884,0.03886887863104471,,0.13946522436545994,-0.020949040631360827,-0.025804559355512957,0.007329107467765272,0.05323602834721619,0.051591787033772984,-0.025332459839967125,0.06330909745124158,0.03058820383279559,-0.013886864767999052,-0.01798504654617794,0.041530689099392504,0.006337883811304401,0.01718105911819212,0.04629727061276556,0.017772337042663233,-0.028583402791654278,0.006678802138919249,0.04524591496408359
2,0.0413853102454429,0.21678797957432128,,0.0593348141132517,,,-0.019610137728271138,-0.012201750384774446,0.000437338013902,0.05466242476605432,,-0.04975873805886488,,-0.0036408082963779176,-0.02375888142563176,-0.024584338592381627,0.019682125684255425,-0.0110739080585458,0.0049147553917812115,0.03973618959144787,0.017783884053430787,-0.047278709250802686,0.012261639492689547,0.07248010362376567
3,-0.0037849589856835397,0.1584880919185565,,0.054942597233819335,,,-0.026372278750526945,-0.02892753805742876,0.016440403114629465,0.07122386004508785,,,,-0.013029056001007788,-0.038153301529079364,0.026139454795945483,0.029446961375223735,-0.004538455410561415,0.009692873828028747,0.03339281418753348,0.018415613311435042,,-0.0020643533713777806,
4,0.060589017201974515,0.18069309616200657,,-0.02320343632924793,,,-0.025389140596772553,-0.011018851794541096,0.021820218945228786,0.04446584919401353,,,,-0.010301437717158413,-0.04348050903181222,0.09937974796905635,0.012889095634504466,-0.004742496523059581,0.009642892772778078,0.05876409671493921,0.027370256091881373,,0.0005394866582815183,
5,0.11407706947380136,0.18399885491717605,,0.05696431896207743,,,-0.019193113218086477,-0.05143888449125367,-0.005026419254579917,0.05484392677633343,,,,-0.004453668806261968,-0.06382493369809561,,-0.007732159257971771,-0.03671094010260445,0.0073020363225055895,,0.03190382666040148,,-0.010555268729210088,
6,,0.20376708342062377,,0.049487810870508575,,,-0.04126459618151879,-0.06274785289393492,0.0007736307262455888,0.05960156933103811,,,,-0.018649998357002984,,,0.002430035316137724,-0.034724508222727435,0.0121125830673392,,0.026805400708848515,,-0.0023543109763017878,
7,,0.22446705452591065,,0.006216200245047876,,,-0.04153243201075263,-0.06779004564483859,-0.0023836916883395176,0.046679820089631896,,,,-0.0212887789659848,,,0.027008571799110204,-0.010569692655212126,0.03892788528437474,,0.026593530453182135,,0.1411847027891009,
8,,0.22152933523256646,,0.03994513149059031,,,0.014308791332571014,-0.03429395952889713,-0.014242065679069382,0.07169202932737884,,,,-0.003991365693453819,,,0.003963459573984807,0.011201559778908798,,,0.07387413044630664,,,
9,,0.2395367077976056,,0.06922208537414543,,,-0.0005194408438966569,-0.05270683015145039,-0.023289889500277994,0.12472897010196604,,,,-0.007895396391236265,,,0.027581637054946206,0.024496879731442878,,,,,,
10,,0.23273479563070598,,0.039898929092784474,,,-0.015538233693517256,-0.03212108583136075,-0.026698485901653246,,,,,0.031171015859667417,,,0.05152042819526481,0.029410548410879533,,,,,,
11,,0.2108167180091809,,0.09275060646052102,,,-0.05725063149756804,-0.06321193093491839,-0.026346429025372764,,,,,0.0051343267334647,,,,0.008934526846886115,,,,,,
12,,0.23441775609500848,,,,,-0.1434822509341558,-0.0336348767719028,-0.05839511258322494,,,,,0.009616341241151849,,,,0.01823966240962349,,,,,,
13,,0.18986512916715403,,,,,,-0.0709779495658931,,,,,,0.01140063521699508,,,,0.015378200488685545,,,,,,
14,,0.17699765982523186,,,,,,-0.06757195267866578,,,,,,0.016439120023617804,,,,0.013338169179054171,,,,,,
15,,0.190090532548834,,,,,,-0.10430193727894777,,,,,,-0.007070610716920722,,,,0.00662944588140979,,,,,,
16,,0.2456229488209134,,,,,,,,,,,,-0.018779663040646488,,,,0.0006691665973015404,,,,,,
17,,,,,,,,,,,,,,-0.027648954335020015,,,,0.008446614039129496,,,,,,
18,,,,,,,,,,,,,,-0.04354723212473499,,,,-0.0031709050123569504,,,,,,
19,,,,,,,,,,,,,,-0.05382765586190552,,,,0.024585445904781178,,,,,,
20,,,,,,,,,,,,,,-0.0726959904668365,,,,0.037476351004249286,,,,,,
21,,,,,,,,,,,,,,,,,,0.02649927083028647,,,,,,
22,,,,,,,,,,,,,,,,,,0.012775516060300918,,,,,,
23,,,,,,,,,,,,,,,,,,0.016976845668369878,,,,,,
24,,,,,,,,,,,,,,,,,,0.01866774994488396,,,,,,
25,,,,,,,,,,,,,,,,,,0.016326893494611472,,,,,,
26,,,,,,,,,,,,,,,,,,0.022608218140262926,,,,,,
27,,,,,,,,,,,,,,,,,,0.04883346137057787,,,,,,
